framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms
julia,vern7,performance,adaptive,julia,none,8192,tol,1.0e-8,20,0.7089,0.7106100000000001,0.7645,0.9211400000000001,0.9618
julia,vern7,performance,adaptive,julia,both,32768,tol,1.0e-8,20,8.6255,8.635095000000002,9.41045,10.330960000000001,10.8926
julia,vern7,performance,adaptive,julia,none,32768,tol,1.0e-8,20,2.2806,2.28934,2.3337000000000003,2.391535,2.4055
julia,vern7,performance,adaptive,julia,both,524288,tol,1.0e-8,10,133.1195,133.570985,161.9732,1071.928150000001,1786.0075
julia,vern7,performance,adaptive,julia,none,524288,tol,1.0e-8,20,34.0879,34.09531,34.2502,35.039555,35.5555
julia,vern7,performance,adaptive,julia,both,2097152,tol,1.0e-8,3,19294.0094,19319.666839999998,19550.5838,19681.17425,19695.6843
julia,vern7,performance,adaptive,julia,none,2097152,tol,1.0e-8,3,18358.8565,18360.245820000004,18372.7497,18455.55915,18464.7602
julia,vern7,work_precision,adaptive,julia,both,131072,tol,0.0001,10,33.8176,33.97141,35.8266,93.82507500000007,137.1792
julia,vern7,work_precision,adaptive,julia,none,131072,tol,0.0001,20,8.8091,8.824964999999999,8.89595,9.43014,9.4423
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0e-5,20,38.9786,39.22275,40.590199999999996,51.516395,52.263
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0e-5,20,8.7703,8.785595,14.76315,14.9703,15.014
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0e-6,20,39.1816,39.44627,40.6832,46.40554500000001,56.7899
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0e-6,20,8.7263,8.761355,8.89595,14.730620000000002,14.8279
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0000000000000001e-7,20,38.9718,39.47511000000001,43.32065,77.09466500000033,518.4469
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0000000000000001e-7,20,8.7533,8.765365000000001,14.8217,15.013164999999999,15.1455
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0e-8,20,39.6017,39.62336,40.553799999999995,49.220425,53.3591
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0e-8,20,8.7512,8.768205,14.7664,14.957150000000002,14.9752
julia,rosenbrock23_sciml,performance,fixed,fixed,both,8,dt,0.078125,10,221.4415,221.49054999999998,222.02069999999998,222.600705,222.7641
julia,rosenbrock23_sciml,performance,fixed,fixed,none,8,dt,0.078125,10,221.2618,221.262925,221.56525,222.29827,222.4816
julia,rosenbrock23_sciml,performance,fixed,fixed,both,32,dt,0.078125,5,4174.5554,4176.37644,4227.0444,4297.79332,4313.0945
julia,rosenbrock23_sciml,performance,fixed,fixed,none,32,dt,0.078125,5,4194.5491,4195.11006,4223.4531,4353.77398,4377.2689
