traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20
40,-0.59346652,-3.41328192,-1.76619613,-1.02540386,-1.23898709,1.30246055,4.91343164,-3.35687828,2.15163398,5.45700073,4.81057692,-3.80248499,0.134028211,2.39764047,5.8793273,-2.25613642,0.978248715,1.86930132,3.99233103,4.38229561
41,-0.649670184,-3.40304422,-1.7611208,-1.02905178,-1.23684776,1.32725513,4.89090347,-3.38802981,2.13825583,5.50443268,4.76506758,-3.85216618,0.158845708,2.42674232,5.87492561,-2.2752521,0.996414006,1.89166772,4.02235889,4.37644291
42,-0.705782235,-3.39222884,-1.75635433,-1.0325954,-1.23473406,1.35215998,4.86787176,-3.41960979,2.12408376,5.55120564,4.71911335,-3.90139008,0.183189288,2.45629168,5.87012196,-2.29451561,1.01456821,1.91431367,4.0524168,4.36983585
43,-0.761914313,-3.38081384,-1.75187206,-1.03604579,-1.2326442,1.37721217,4.84425831,-3.4516623,2.10907149,5.59732389,4.67262936,-3.95020938,0.207084715,2.48627806,5.8648901,-2.3139658,1.03271866,1.93722141,4.08251619,4.3624692
44,-0.817895114,-3.36883974,-1.74771023,-1.0393889,-1.23057961,1.40235925,4.82016134,-3.48411059,2.09327364,5.64274454,4.62578535,-3.99853492,0.230453342,2.5166707,5.85926676,-2.33354998,1.05084693,1.9604224,4.11264181,4.35432291
45,-0.873777032,-3.35626101,-1.74387026,-1.04262352,-1.22854745,1.42758274,4.79556942,-3.51693225,2.07667446,5.6874485,4.57854843,-4.04640198,0.253313333,2.5474577,5.85323477,-2.35331035,1.06897449,1.98392868,4.1428237,4.34538507
46,-0.929587841,-3.34314442,-1.7402817,-1.04576945,-1.22653019,1.45301175,4.7703414,-3.55029416,2.05918765,5.73147202,4.53092384,-4.09381533,0.27565977,2.57869935,5.84674549,-2.37324739,1.08707285,2.00770712,4.17302036,4.33567476
47,-0.985240519,-3.32947683,-1.7370038,-1.04881036,-1.22454679,1.47850752,4.74461699,-3.58401132,2.04088378,5.77477217,4.48293686,-4.14078093,0.297478646,2.61032677,5.8398428,-2.39335585,1.10515022,2.031775,4.2032299,4.32516813
48,-1.04081619,-3.31524491,-1.73398805,-1.05175853,-1.22258568,1.50415552,4.71829271,-3.61819172,2.02170515,5.81734324,4.43461704,-4.18728018,0.318747282,2.64234781,5.83248711,-2.41363811,1.12320161,2.0561347,4.23347092,4.3138504
49,-1.09613979,-3.30053544,-1.73125851,-1.05460334,-1.220644,1.52991283,4.69143867,-3.65276265,2.00169349,5.85915279,4.38605118,-4.23329926,0.339432716,2.67468095,5.82476425,-2.43404102,1.14118671,2.08074498,4.2636776,4.30175829
50,-1.15135968,-3.28520608,-1.7288264,-1.0573442,-1.2187407,1.55573428,4.66408253,-3.68767333,1.98086512,5.90018034,4.33729267,-4.27880859,0.359506696,2.70733118,5.81660795,-2.45459986,1.15914989,2.10570312,4.29397392,4.28881025
51,-1.20637894,-3.26941895,-1.72663581,-1.05999589,-1.21686184,1.58169746,4.63613033,-3.72302341,1.95912206,5.94046164,4.28824902,-4.32386303,0.379039824,2.74046731,5.80791378,-2.47542071,1.17710686,2.13095689,4.324224,4.2750597
52,-1.261168,-3.25311947,-1.72471154,-1.06254494,-1.21499813,1.60780585,4.60758018,-3.75878739,1.93651819,5.97992945,4.23906088,-4.36843348,0.397936732,2.77378464,5.79891348,-2.49629521,1.19494677,2.15645075,4.35447645,4.26051044
53,-1.31579411,-3.23629165,-1.72304022,-1.06499791,-1.21316242,1.63402855,4.57845306,-3.79494405,1.9130162,6.01860619,4.18969631,-4.41252184,0.416237921,2.807513,5.78937531,-2.5174067,1.21277821,2.18228841,4.38474464,4.24509573
54,-1.37018394,-3.21897483,-1.72162795,-1.06735408,-1.2113589,1.66035354,4.54875422,-3.83146787,1.88862562,6.05647087,4.14018106,-4.45614386,0.433925867,2.84153271,5.77941656,-2.53868937,1.23054421,2.20840144,4.41499758,4.22886229
55,-1.42428148,-3.2012043,-1.72045732,-1.06961119,-1.2095772,1.68678141,4.51849365,-3.86834168,1.86335802,6.09350729,4.09058762,-4.49927187,0.450969875,2.87582278,5.76903677,-2.56008959,1.2482245,2.23481226,4.44522572,4.21179056
56,-1.47814655,-3.18295121,-1.71952009,-1.07177389,-1.20781612,1.71335173,4.48762846,-3.90560746,1.83718598,6.12969875,4.04099131,-4.54190063,0.46736303,2.91038728,5.75820684,-2.58165288,1.26583612,2.26152611,4.47544575,4.19386482
57,-1.53172314,-3.16422963,-1.71882105,-1.07383597,-1.20608449,1.74002504,4.45616913,-3.9432199,1.81009972,6.16504192,3.9913218,-4.58405733,0.483121037,2.9452529,5.74690056,-2.60339975,1.28338623,2.28856444,4.50565386,4.17507887
58,-1.58500874,-3.14507914,-1.71834219,-1.07580662,-1.20437264,1.76682627,4.4241066,-3.9811902,1.78209841,6.19951391,3.94168019,-4.62571812,0.498220742,2.98037291,5.73513889,-2.62532353,1.30085492,2.31588173,4.53580999,4.15545607
59,-1.63799787,-3.12548327,-1.71808612,-1.07768154,-1.2026906,1.79370868,4.39149141,-4.01944733,1.75321245,6.23310471,3.89207339,-4.66689014,0.51265651,3.01571441,5.72293758,-2.64740133,1.3182317,2.34349513,4.56593561,4.13496685
60,-1.69065857,-3.1054616,-1.71804488,-1.07945907,-1.20103049,1.82071459,4.35825682,-4.05804968,1.72339308,6.26581335,3.84252429,-4.70759487,0.526431203,3.05129123,5.7102828,-2.66963124,1.33551466,2.37141466,4.59602165,4.11361504
61,-1.74300742,-3.08500338,-1.71821201,-1.08114064,-1.19939566,1.8478452,4.32439661,-4.09698057,1.69263756,6.29761171,3.79309678,-4.74780798,0.539528787,3.08708596,5.69715357,-2.69203138,1.35270679,2.39965463,4.6260829,4.09138012
62,-1.79498816,-3.06417847,-1.71856952,-1.08273232,-1.19778478,1.87507093,4.28995466,-4.1361928,1.66096449,6.32849884,3.74381113,-4.78754187,0.55195415,3.12310982,5.6835494,-2.71458483,1.36979377,2.42820072,4.65606928,4.06827211
63,-1.84661281,-3.04294634,-1.71911871,-1.08422625,-1.1961925,1.90244079,4.25486708,-4.17572594,1.62835193,6.35844088,3.69472003,-4.82678986,0.56369561,3.15925622,5.66955519,-2.73727322,1.38674438,2.45699573,4.68600273,4.04432821
64,-1.89782071,-3.02135181,-1.71986425,-1.08562326,-1.19462204,1.92990553,4.21917915,-4.21551991,1.59479749,6.38746452,3.64581227,-4.86556911,0.574755311,3.19565749,5.65502453,-2.76013279,1.40360236,2.48616815,4.71588039,4.0194521
65,-1.94871938,-2.99934864,-1.72077703,-1.0869292,-1.19307923,1.95747638,4.18286467,-4.25557852,1.56030941,6.41552639,3.59711647,-4.90388966,0.585135877,3.2321682,5.64006948,-2.78314924,1.42033386,2.5156002,4.74569464,3.99370766
66,-1.99916232,-2.97700286,-1.72188032,-1.08813763,-1.19156027,1.98513174,4.14598036,-4.29584885,1.52491939,6.44262314,3.54873896,-4.94171047,0.59481287,3.26881838,5.62466192,-2.80629253,1.43693101,2.54535842,4.7754426,3.96706629
67,-2.04916883,-2.9543705,-1.72313356,-1.08925891,-1.19005859,2.01290965,4.10845661,-4.33636999,1.48857105,6.46874762,3.50064898,-4.97908211,0.603811324,3.30560398,5.6088047,-2.82958102,1.45338213,2.57537794,4.80506039,3.93957949
68,-2.09878087,-2.93138504,-1.72453976,-1.09028769,-1.18857932,2.04082775,4.07024193,-4.37716389,1.45123005,6.49387884,3.45286775,-5.01600552,0.612128139,3.34252357,5.59247684,-2.85301971,1.46968865,2.60570073,4.83460808,3.9111824
69,-2.14792585,-2.90807247,-1.72610307,-1.09121656,-1.1871165,2.06885672,4.03140879,-4.41815519,1.41294968,6.51799631,3.40548539,-5.05245352,0.619759619,3.37959409,5.57564402,-2.87661862,1.48585594,2.63636374,4.864079,3.88187361
70,-2.19662118,-2.88445544,-1.72780824,-1.09205317,-1.18566954,2.09702039,3.99191308,-4.45937204,1.37370515,6.54109573,3.35854626,-5.08844376,0.626704752,3.41675735,5.5583539,-2.90036178,1.50186801,2.66732764,4.89345837,3.85167766
71,-2.24483705,-2.86054826,-1.72966766,-1.0927974,-1.18425894,2.12520337,3.95190692,-4.5006547,1.3335979,6.56318378,3.31199718,-5.12397718,0.632956386,3.45396805,5.54062366,-2.92423463,1.51771808,2.69858408,4.92272091,3.82057953
72,-2.29261279,-2.83638072,-1.73163044,-1.09345591,-1.18285692,2.15355301,3.91116405,-4.54216576,1.29248285,6.58421803,3.26589823,-5.15909386,0.638541043,3.49120259,5.52249479,-2.94821858,1.53337753,2.73006463,4.95184135,3.78862834
73,-2.33981562,-2.81194711,-1.73373234,-1.09401059,-1.18146741,2.18202949,3.86976504,-4.58384562,1.25038898,6.60420752,3.22033572,-5.19375515,0.643438578,3.52861929,5.50378895,-2.9723587,1.5488764,2.76196575,4.98088646,3.75569701
74,-2.38656807,-2.78727841,-1.73593771,-1.09448421,-1.18010557,2.21056724,3.82778478,-4.62559223,1.20739532,6.62313843,3.17527747,-5.2279892,0.647665441,3.56602097,5.4846611,-2.99662471,1.56418884,2.79409313,5.00976419,3.72190523
75,-2.43273187,-2.76239562,-1.73826349,-1.09486079,-1.17875552,2.23921227,3.78518796,-4.66742945,1.16348803,6.6409936,3.13083506,-5.26177454,0.651215613,3.6034379,5.46511698,-3.0209837,1.57929409,2.82652283,5.03851557,3.68722463
76,-2.47843194,-2.73728561,-1.74068046,-1.09515285,-1.17742753,2.26799512,3.74185443,-4.70941591,1.11854565,6.65774727,3.08687544,-5.29518509,0.654119432,3.64093161,5.44506407,-3.04552674,1.59421098,2.85920787,5.06709909,3.65165591
77,-2.52352381,-2.71197677,-1.74320066,-1.09534597,-1.17610943,2.29685521,3.69794846,-4.75141335,1.07273102,6.67341614,3.0436008,-5.32814789,0.656348646,3.67841315,5.42456961,-3.07014346,1.60891783,2.892241,5.09556293,3.61514235
78,-2.56807947,-2.68645096,-1.74581039,-1.09544587,-1.17480218,2.32586622,3.65333652,-4.79350805,1.02594316,6.68794298,3.0010221,-5.36070108,0.657938719,3.71589875,5.40363312,-3.09488392,1.62340009,2.92553973,5.12388659,3.57774806
79,-2.61211491,-2.66074705,-1.74848938,-1.09546101,-1.17351615,2.35492826,3.60813832,-4.83556223,0.978265762,6.70136833,2.95907807,-5.39285755,0.658872783,3.75333691,5.38224268,-3.11972594,1.63766706,2.95910692,5.15202093,3.53943777
80,-2.65551138,-2.63494563,-1.75125146,-1.09539056,-1.17224646,2.38409829,3.56229568,-4.8776288,0.929657102,6.71365929,2.91780782,-5.42464209,0.659178793,3.79073834,5.3604722,-3.14466143,1.65168869,2.99290299,5.17994928,3.5003016
81,-2.69830942,-2.60895348,-1.75409031,-1.0952208,-1.1709888,2.41336417,3.5158205,-4.91966677,0.880126178,6.72480536,2.87732339,-5.45600367,0.658838272,3.82820463,5.33808947,-3.16976643,1.66550517,3.02710009,5.20774508,3.4601655
82,-2.74051404,-2.5828464,-1.75698054,-1.09496439,-1.16973746,2.44277477,3.46862984,-4.96170568,0.829634607,6.73476458,2.83760285,-5.48700905,0.657890022,3.86557937,5.31535959,-3.19492245,1.67904294,3.06149769,5.23534107,3.41918397
83,-2.78216219,-2.55656719,-1.75992489,-1.09461617,-1.16850007,2.4723134,3.4207201,-5.00372458,0.77815485,6.74352932,2.79863381,-5.51765537,0.656326771,3.90296841,5.29207468,-3.22024179,1.69235098,3.09620786,5.26275396,3.37724686
84,-2.82312274,-2.53026128,-1.76290905,-1.09418285,-1.16726351,2.50193024,3.37226057,-5.0455904,0.725877643,6.75112724,2.7605598,-5.54791355,0.654169917,3.9402287,5.26846075,-3.24558997,1.70537043,3.13113141,5.28994131,3.33449769
85,-2.86344194,-2.50388193,-1.76595271,-1.09366632,-1.16605318,2.53158569,3.32321191,-5.08729744,0.67272222,6.75756836,2.72322774,-5.57783842,0.651397884,3.97741222,5.24437761,-3.27103901,1.71813834,3.1663332,5.31689167,3.29084373
86,-2.90313172,-2.47739196,-1.7690208,-1.09305346,-1.16484523,2.56139636,3.27344728,-5.1289196,0.618623555,6.76275778,2.68684316,-5.60739756,0.64805156,4.01458597,5.21977997,-3.29661393,1.73062646,3.20183039,5.34365702,3.24627113
87,-2.94212914,-2.45087862,-1.77213228,-1.09235585,-1.16364717,2.59128022,3.22307372,-5.17034626,0.563677311,6.76675606,2.65130353,-5.63663149,0.644124687,4.05160856,5.19481993,-3.32221794,1.7428205,3.23756981,5.37017918,3.20081663
88,-2.98047805,-2.42432547,-1.77525365,-1.09157038,-1.16244566,2.62130666,3.17199755,-5.21162224,0.50780803,6.76948261,2.61670136,-5.66553116,0.639646292,4.08859777,5.16936445,-3.34795117,1.75472176,3.27353978,5.39645386,3.15452123
89,-3.01818275,-2.39771032,-1.77840042,-1.09069729,-1.16125524,2.65144038,3.12025738,-5.25269175,0.451064229,6.77095366,2.58305192,-5.69411469,0.63461858,4.12546349,5.14348412,-3.37375402,1.76632416,3.30977678,5.4225111,3.10729718
90,-3.05519724,-2.37113547,-1.78154147,-1.08974791,-1.1600697,2.68164802,3.06793118,-5.29348135,0.393514484,6.77119875,2.55037618,-5.72238445,0.629053056,4.16217375,5.11723042,-3.39957237,1.77759838,3.34619856,5.44827271,3.05925798
91,-3.0914607,-2.34454727,-1.78472805,-1.08870375,-1.15889978,2.71185827,3.01512432,-5.33390284,0.335239828,6.77023697,2.51858759,-5.75033426,0.622932255,4.19880533,5.09046125,-3.42551398,1.78858662,3.38295937,5.47379875,3.01027513
92,-3.12703657,-2.31799173,-1.78789711,-1.08757651,-1.1577214,2.74225593,2.9615407,-5.37411213,0.276038229,6.76793242,2.48787785,-5.7779994,0.616322756,4.23530817,5.06331682,-3.45149636,1.79922402,3.41988969,5.49905205,2.96048117
93,-3.16188169,-2.29148555,-1.79106593,-1.08636665,-1.15655136,2.77272892,2.90734959,-5.41398096,0.216022894,6.76435041,2.45814562,-5.80537701,0.609192789,4.2717185,5.03567171,-3.47757411,1.80953813,3.45707297,5.52400827,2.90982103
94,-3.19604707,-2.26500249,-1.79422033,-1.08507133,-1.1553762,2.80331826,2.8525064,-5.45349884,0.155208662,6.75945854,2.42948651,-5.83247709,0.601589322,4.30794144,5.00767088,-3.50367165,1.81949866,3.49443793,5.54869032,2.8583138
95,-3.22951531,-2.2385695,-1.79735684,-1.08369541,-1.15420341,2.8340137,2.79700017,-5.49264717,0.0935679078,6.75324011,2.40187049,-5.85932398,0.593507111,4.34403563,4.97922993,-3.5298295,1.82910931,3.53201509,5.57307196,2.80593824
96,-3.26217985,-2.21224689,-1.80048168,-1.08223403,-1.15302742,2.8647809,2.74094844,-5.53133869,0.0312291235,6.74572468,2.37534833,-5.8858881,0.584964573,4.37999487,4.95036173,-3.55603385,1.83835697,3.56982017,5.59715462,2.75274467
97,-3.2940805,-2.18602085,-1.80359221,-1.0806911,-1.15185428,2.8956244,2.68430305,-5.56957769,-0.0318582393,6.73689413,2.34989595,-5.91219902,0.575955451,4.41582441,4.92101908,-3.58230591,1.84724593,3.60787439,5.62092781,2.69867516
98,-3.32522821,-2.15992308,-1.80667496,-1.07907116,-1.15067863,2.92653656,2.62709069,-5.60730791,-0.0956371725,6.72675228,2.32552934,-5.93827391,0.566516817,4.45143557,4.89135218,-3.60856843,1.85575521,3.64607334,5.64435863,2.64382148
99,-3.35565424,-2.13390541,-1.80971503,-1.07736719,-1.1494956,2.95760727,2.56915021,-5.64459133,-0.160246298,6.71517944,2.30230904,-5.96410704,0.556652367,4.48699188,4.86112595,-3.63494086,1.86387348,3.68450189,5.66748285,2.58808494
100,-3.38528347,-2.10804796,-1.81272876,-1.0755856,-1.14830899,2.98872638,2.51070166,-5.68128681,-0.225468248,6.70230436,2.28021741,-5.98970985,0.546381712,4.52232742,4.83054972,-3.66132092,1.87160957,3.72309637,5.6902585,2.53158236
101,-3.4141264,-2.08238101,-1.81570435,-1.07373345,-1.14712286,3.01988482,2.45176101,-5.71736288,-0.291281909,6.68812037,2.25921464,-6.01509285,0.535719752,4.55742836,4.79967928,-3.68766069,1.87893176,3.76179338,5.71265793,2.47433257
102,-3.44221973,-2.05680847,-1.81863236,-1.07179368,-1.14592361,3.0511806,2.39213371,-5.75287247,-0.35784018,6.6725111,2.23941112,-6.04026413,0.524671197,4.59240818,4.76827812,-3.7140801,1.88585639,3.80075002,5.73474169,2.41616035
103,-3.46951699,-2.03145313,-1.821504,-1.06978142,-1.14470994,3.08260942,2.33185387,-5.78777456,-0.425085545,6.65546036,2.22081637,-6.06523943,0.513285398,4.62721682,4.73653126,-3.74050069,1.89234996,3.83977771,5.7564435,2.35731387
104,-3.49598241,-2.00632668,-1.82433653,-1.06769931,-1.14349592,3.11406827,2.2711091,-5.82195997,-0.492870599,6.63708878,2.20333242,-6.09000778,0.501520395,4.66185856,4.70433378,-3.76695824,1.89843392,3.87900543,5.7777524,2.29767513
105,-3.52161694,-1.98139501,-1.82711685,-1.06553781,-1.14226735,3.14562297,2.20979166,-5.85544729,-0.561260998,6.61731958,2.18706012,-6.11458111,0.489414722,4.69634295,4.67169333,-3.79341125,1.90406549,3.91842628,5.79871035,2.23719072
