tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,naccept,nreject,converged
0.01,10,4.67221689,4.18662786,-2.56747103,-2.5,4.67427111,3.62385011,4.84813118,-2.5,-2.56747103,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,11,4.67287016,4.18824911,-2.56733441,-2.5,4.67492008,3.62385011,4.84843349,-2.5,-2.56733441,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,12,4.67352486,4.18987036,-2.5671978,-2.5,4.67556906,3.62385011,4.84873724,-2.5,-2.56719804,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,13,4.67417765,4.1914916,-2.56706166,-2.5,4.67621756,3.62385011,4.84903955,-2.5,-2.56706166,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,14,4.67483139,4.19311237,-2.56692529,-2.5,4.67686701,3.62385011,4.84934235,-2.5,-2.56692529,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,15,4.67548513,4.1947341,-2.56678915,-2.5,4.67751646,3.62385011,4.84964466,-2.5,-2.56678915,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,16,4.67613935,4.19635487,-2.56665277,-2.5,4.67816591,3.62385011,4.84994793,-2.5,-2.56665254,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,17,4.67679214,4.19797564,-2.5665164,-2.5,4.67881393,3.62385011,4.85025024,-2.5,-2.5665164,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,18,4.67744589,4.19959736,-2.56638002,-2.5,4.67946339,3.62385011,4.85055304,-2.5,-2.56638002,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,19,4.67809963,4.20121813,-2.56624389,-2.5,4.68011284,3.62385011,4.85085583,-2.5,-2.56624389,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,20,4.6787529,4.2028389,-2.56610751,-2.5,4.68076134,3.62385011,4.85115814,-2.5,-2.56610751,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,21,4.67940712,4.20446062,-2.56597137,-2.5,4.68141079,3.62385011,4.85146093,-2.5,-2.56597137,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,22,4.68006086,4.20608139,-2.56583524,-2.5,4.68206024,3.62385011,4.85176373,-2.5,-2.56583524,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,23,4.68071365,4.20770311,-2.56569886,-2.5,4.68270874,3.62385011,4.85206652,-2.5,-2.56569839,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,24,4.68136787,4.20932388,-2.56556225,-2.5,4.68335819,3.62385011,4.85236931,-2.5,-2.56556225,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,25,4.68202162,4.21094465,-2.56542611,-2.5,4.68400764,3.62385011,4.8526721,-2.5,-2.56542587,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,26,4.68267536,4.21256638,-2.56529021,-2.5,4.68465662,3.62385011,4.85297441,-2.5,-2.56529021,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,27,4.68332863,4.21418715,-2.5651536,-2.5,4.68530512,3.62385011,4.85327721,-2.5,-2.5651536,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,28,4.68398237,4.21580887,-2.56501746,-2.5,4.68595409,3.62385011,4.85358,-2.5,-2.56501746,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,29,4.68463612,4.21742964,-2.56488132,-2.5,4.68660402,3.62385011,4.85388279,-2.5,-2.56488132,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,30,4.68528938,4.21905136,-2.56474495,-2.5,4.68725252,3.62385011,4.8541851,-2.5,-2.56474495,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,31,4.68594313,4.22067213,-2.56460857,-2.5,4.68790197,3.62385011,4.8544879,-2.5,-2.56460881,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,32,4.68659687,4.22229385,-2.56447268,-2.5,4.68855047,3.62385011,4.85479069,-2.5,-2.56447268,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,33,4.68725109,4.22391462,-2.5643363,-2.5,4.6892004,3.62385011,4.855093,-2.5,-2.5643363,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,34,4.68790436,4.22553539,-2.56419992,-2.5,4.6898489,3.62385011,4.85539579,-2.5,-2.56419992,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,35,4.68855762,4.22715664,-2.56406403,-2.5,4.69049835,3.62385011,4.85569906,-2.5,-2.56406403,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,36,4.68921185,4.22877836,-2.56392789,-2.5,4.69114733,3.62385011,4.85600185,-2.5,-2.56392789,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,37,4.68986511,4.23039913,-2.56379175,-2.5,4.6917963,3.62385011,4.85630369,-2.5,-2.56379175,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,38,4.69051886,4.23202085,-2.56365561,-2.5,4.69244528,3.62385011,4.85660696,-2.5,-2.56365561,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,39,4.6911726,4.2336421,-2.56351924,-2.5,4.69309521,3.62385011,4.85691023,-2.5,-2.56351948,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,40,4.69182587,4.23526287,-2.56338334,-2.5,4.69374371,3.62385011,4.85721207,-2.5,-2.5633831,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,41,4.69247961,4.23688412,-2.56324673,-2.5,4.69439316,3.62385011,4.85751534,-2.5,-2.56324673,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,42,4.69313383,4.23850584,-2.56311107,-2.5,4.69504213,3.62385011,4.85781717,-2.5,-2.56311107,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,43,4.69378662,4.24012709,-2.56297493,-2.5,4.69569111,3.62385011,4.85811996,-2.5,-2.56297469,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,44,4.69444084,4.24174786,-2.56283879,-2.5,4.69634008,3.62385011,4.85842276,-2.5,-2.56283879,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,45,4.69509411,4.24336958,-2.56270266,-2.5,4.69698954,3.62385011,4.85872555,-2.5,-2.56270266,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,46,4.69574785,4.24499035,-2.56256652,-2.5,4.69763803,3.62385011,4.85902882,-2.5,-2.56256628,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,47,4.6964016,4.2466116,-2.56243038,-2.5,4.69828796,3.62385011,4.85933113,-2.5,-2.56243038,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,48,4.69705582,4.24823236,-2.56229448,-2.5,4.69893742,3.62385011,4.85963392,-2.5,-2.56229448,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,49,4.69770908,4.24985456,-2.56215811,-2.5,4.69958591,3.62385011,4.85993671,-2.5,-2.56215811,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,50,4.69836283,4.25147486,-2.56202221,-2.5,4.70023537,3.62385011,4.86023951,-2.5,-2.56202221,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,51,4.69901609,4.2530961,-2.56188607,-2.5,4.70088434,3.62385011,4.86054134,-2.5,-2.56188607,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,52,4.69966984,4.25471783,-2.56174994,-2.5,4.70153332,3.62385011,4.86084414,-2.5,-2.5617497,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,53,4.70032358,4.2563386,-2.56161404,-2.5,4.70218277,3.62385011,4.8611474,-2.5,-2.56161404,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,54,4.70097685,4.25795984,-2.5614779,-2.5,4.70283175,3.62385011,4.8614502,-2.5,-2.5614779,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,55,4.70163059,4.25958204,-2.561342,-2.5,4.70348072,3.62385011,4.86175299,-2.5,-2.561342,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,56,4.70228434,4.26120234,-2.56120586,-2.5,4.7041297,3.62385011,4.86205578,-2.5,-2.5612061,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,57,4.70293713,4.26282406,-2.56106973,-2.5,4.70477915,3.62385011,4.86235857,-2.5,-2.56106997,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,58,4.70359135,4.2644453,-2.56093407,-2.5,4.7054286,3.62385011,4.86266088,-2.5,-2.56093407,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,59,4.70424461,4.26606607,-2.56079817,-2.5,4.7060771,3.62385011,4.8629632,-2.5,-2.56079817,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,60,4.70489883,4.2676878,-2.56066155,-2.5,4.70672655,3.62385011,4.86326647,-2.5,-2.56066155,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,61,4.70555258,4.26930857,-2.56052566,-2.5,4.70737553,3.62385011,4.86356878,-2.5,-2.56052566,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,62,4.70620584,4.27093029,-2.56038976,-2.5,4.70802498,3.62385011,4.86387205,-2.5,-2.56038976,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,63,4.70685959,4.27255106,-2.56025362,-2.5,4.70867395,3.62385011,4.86417484,-2.5,-2.56025386,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,64,4.70751333,4.27417278,-2.5601182,-2.5,4.70932341,3.62385011,4.86447716,-2.5,-2.5601182,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,65,4.70816708,4.27579403,-2.55998206,-2.5,4.70997286,3.62385011,4.86477995,-2.5,-2.55998206,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,66,4.70882034,4.27741528,-2.55984616,-2.5,4.71062088,3.62385011,4.86508226,-2.5,-2.55984616,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,67,4.70947456,4.279037,-2.55970979,-2.5,4.71127081,3.62385011,4.86538553,-2.5,-2.55971003,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,68,4.71012831,4.28065825,-2.55957413,-2.5,4.71191978,3.62385011,4.86568785,-2.5,-2.55957413,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,69,4.71078157,4.28227949,-2.55943847,-2.5,4.71256924,3.62385011,4.86599064,-2.5,-2.55943799,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,70,4.71143532,4.28390074,-2.55930257,-2.5,4.71321869,3.62385011,4.86629295,-2.5,-2.55930257,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,71,4.71208906,4.28552198,-2.55916619,-2.5,4.71386766,3.62385011,4.86659622,-2.5,-2.55916619,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,72,4.71274233,4.28714323,-2.55903053,-2.5,4.71451664,3.62385011,4.86689854,-2.5,-2.55903053,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,73,4.71339607,4.28876448,-2.5588944,-2.5,4.71516562,3.62385011,4.86720181,-2.5,-2.55889463,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,74,4.71404934,4.29038525,-2.55875874,-2.5,4.71581411,3.62385011,4.86750412,-2.5,-2.55875874,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,75,4.71470356,4.29200697,-2.55862284,-2.5,4.71646452,3.62385011,4.86780691,-2.5,-2.55862284,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,76,4.7153573,4.29362869,-2.55848694,-2.5,4.71711349,3.62385011,4.8681097,-2.5,-2.55848694,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,77,4.71601057,4.29524994,-2.55835104,-2.5,4.71776199,3.62385011,4.86841202,-2.5,-2.55835104,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,78,4.71666384,4.29687119,-2.5582149,-2.5,4.71841145,3.62385011,4.86871481,-2.5,-2.55821514,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,79,4.71731806,4.29849243,-2.558079,-2.5,4.7190609,3.62385011,4.86901808,-2.5,-2.55807924,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,80,4.7179718,4.30011368,-2.55794334,-2.5,4.71970987,3.62385011,4.86931992,-2.5,-2.55794334,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,81,4.71862507,4.30173445,-2.55780745,-2.5,4.72035933,3.62385011,4.86962318,-2.5,-2.55780745,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,82,4.71927881,4.30335617,-2.55767155,-2.5,4.7210083,3.62385011,4.86992598,-2.5,-2.55767131,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,83,4.71993208,4.30497789,-2.55753589,-2.5,4.72165775,3.62385011,4.87022877,-2.5,-2.55753589,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,84,4.72058582,4.30659914,-2.55740023,-2.5,4.72230721,3.62385011,4.87053156,-2.5,-2.55740023,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,85,4.72124004,4.30822039,-2.55726409,-2.5,4.72295618,3.62385011,4.87083387,-2.5,-2.55726409,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,86,4.72189379,4.30984163,-2.55712843,-2.5,4.72360516,3.62385011,4.87113667,-2.5,-2.55712843,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,87,4.72254705,4.31146336,-2.55699253,-2.5,4.72425461,3.62385011,4.87143946,-2.5,-2.55699253,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,88,4.72320032,4.3130846,-2.55685711,-2.5,4.72490406,3.62385011,4.87174177,-2.5,-2.55685711,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,89,4.72385359,4.31470585,-2.55672121,-2.5,4.72555304,3.62385011,4.87204504,-2.5,-2.55672121,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,90,4.72450781,4.3163271,-2.55658507,-2.5,4.72620201,3.62385011,4.87234783,-2.5,-2.55658507,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,91,4.72516155,4.31794882,-2.55644941,-2.5,4.72685146,3.62385011,4.87265062,-2.5,-2.55644941,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,92,4.72581482,4.31957006,-2.55631351,-2.5,4.72750044,3.62385011,4.87295294,-2.5,-2.55631351,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,93,4.72646856,4.32119131,-2.55617785,-2.5,4.72814989,3.62385011,4.87325573,-2.5,-2.55617785,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,94,4.72712231,4.32281303,-2.55604219,-2.5,4.72879887,3.62385011,4.87355852,-2.5,-2.55604219,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,95,4.72777605,4.3244338,-2.55590653,-2.5,4.72944832,3.62385011,4.87386084,-2.5,-2.55590653,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,96,4.72843027,4.32605505,-2.55577087,-2.5,4.73009777,3.62385011,4.87416363,-2.5,-2.55577064,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,97,4.72908306,4.32767677,-2.55563498,-2.5,4.73074675,3.62385011,4.8744669,-2.5,-2.55563498,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,98,4.7297368,4.32929802,-2.55549932,-2.5,4.7313962,3.62385011,4.87476969,-2.5,-2.55549955,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,99,4.73039007,4.33091927,-2.55536389,-2.5,4.73204517,3.62385011,4.87507248,-2.5,-2.55536366,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,100,4.73104334,4.33254051,-2.55522799,-2.5,4.73269415,3.62385011,4.87537479,-2.5,-2.55522776,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,101,4.73169756,4.33416224,-2.5550921,-2.5,4.73334312,3.62385011,4.87567806,-2.5,-2.55509233,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,102,4.73235178,4.33578348,-2.55495667,-2.5,4.73399305,3.62385011,4.8759799,-2.5,-2.55495691,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,103,4.73300457,4.3374052,-2.55482078,-2.5,4.73464203,3.62385011,4.87628269,-2.5,-2.55482078,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,104,4.73365879,4.33902645,-2.55468512,-2.5,4.73529148,3.62385011,4.87658596,-2.5,-2.55468512,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,105,4.73431253,4.34064722,-2.55454946,-2.5,4.73594093,3.62385011,4.87688875,-2.5,-2.55454946,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,106,4.7349658,4.34226894,-2.55441356,-2.5,4.73658943,3.62385011,4.87719154,-2.5,-2.55441356,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,107,4.73561954,4.34389114,-2.55427814,-2.5,4.73723936,3.62385011,4.87749434,-2.5,-2.55427814,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,108,4.73627281,4.34551191,-2.55414271,-2.5,4.73788786,3.62385011,4.87779617,-2.5,-2.55414271,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,109,4.73692656,4.34713364,-2.55400681,-2.5,4.73853731,3.62385011,4.87809944,-2.5,-2.55400681,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,110,4.73757982,4.34875488,-2.55387139,-2.5,4.73918676,3.62385011,4.87840223,-2.5,-2.55387139,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,111,4.73823404,4.35037661,-2.55373549,-2.5,4.73983622,3.62385011,4.8787055,-2.5,-2.55373549,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,112,4.73888731,4.35199785,-2.55359983,-2.5,4.74048519,3.62385011,4.87900829,-2.5,-2.55359983,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,113,4.73954153,4.35361862,-2.55346465,-2.5,4.74113464,3.62385011,4.87931013,-2.5,-2.55346465,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,114,4.74019527,4.35524082,-2.55332875,-2.5,4.74178362,3.62385011,4.87961388,-2.5,-2.55332875,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,115,4.74084854,4.35686207,-2.55319309,-2.5,4.74243307,3.62385011,4.87991619,-2.5,-2.55319309,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,116,4.74150229,4.35848379,-2.55305743,-2.5,4.74308205,3.62385011,4.88021898,-2.5,-2.55305743,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,117,4.74215555,4.36010456,-2.55292201,-2.5,4.74373102,3.62385011,4.8805213,-2.5,-2.55292201,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,118,4.7428093,4.36172676,-2.55278635,-2.5,4.74438095,3.62385011,4.88082457,-2.5,-2.55278659,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,119,4.74346304,4.36334801,-2.55265069,-2.5,4.7450304,3.62385011,4.88112688,-2.5,-2.55265069,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,120,4.74411631,4.36496925,-2.55251527,-2.5,4.74567938,3.62385011,4.88142967,-2.5,-2.55251527,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,121,4.74477005,4.36659098,-2.55237985,-2.5,4.74632883,3.62385011,4.88173294,-2.5,-2.55237985,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,122,4.74542427,4.36821222,-2.55224419,-2.5,4.74697828,3.62385011,4.88203573,-2.5,-2.55224419,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,123,4.74607706,4.36983299,-2.55210853,-2.5,4.74762678,3.62385011,4.88233757,-2.5,-2.55210876,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,124,4.74673128,4.37145519,-2.5519731,-2.5,4.74827623,3.62385011,4.88264084,-2.5,-2.55197334,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,125,4.74738503,4.37307692,-2.55183768,-2.5,4.74892616,3.62385011,4.88294363,-2.5,-2.55183744,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,126,4.74803829,4.37469769,-2.55170178,-2.5,4.74957466,3.62385011,4.88324594,-2.5,-2.55170202,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,127,4.74869251,4.37631989,-2.55156684,-2.5,4.75022411,3.62385011,4.88354921,-2.5,-2.55156684,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,128,4.74934578,4.37794161,-2.55143118,-2.5,4.75087357,3.62385011,4.88385153,-2.5,-2.55143118,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,129,4.74999952,4.37956238,-2.55129552,-2.5,4.75152302,3.62385011,4.8841548,-2.5,-2.55129552,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,130,4.75065231,4.38118458,-2.55116034,-2.5,4.75217199,3.62385011,4.88445711,-2.5,-2.5511601,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,131,4.75130653,4.3828063,-2.55102468,-2.5,4.75282192,3.62385011,4.88476038,-2.5,-2.55102468,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,132,4.75196028,4.38442659,-2.55088925,-2.5,4.7534709,3.62385011,4.88506269,-2.5,-2.55088902,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,133,4.75261402,4.38604832,-2.55075336,-2.5,4.75412035,3.62385011,4.88536501,-2.5,-2.55075336,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,134,4.75326729,4.38767052,-2.55061841,-2.5,4.75476933,3.62385011,4.8856678,-2.5,-2.55061841,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,135,4.75392151,4.38929176,-2.55048299,-2.5,4.75541925,3.62385011,4.88597107,-2.5,-2.55048275,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,136,4.7545743,4.39091349,-2.55034709,-2.5,4.75606775,3.62385011,4.88627338,-2.5,-2.55034757,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,137,4.75522804,4.39253473,-2.55021214,-2.5,4.75671768,3.62385011,4.8865757,-2.5,-2.55021214,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,138,4.75588179,4.39415598,-2.55007672,-2.5,4.75736666,3.62385011,4.88687944,-2.5,-2.55007648,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,139,4.75653505,4.3957777,-2.54994082,-2.5,4.75801563,3.62385011,4.88718224,-2.5,-2.54994082,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,140,4.75718927,4.39739943,-2.54980564,-2.5,4.75866508,3.62385011,4.8874855,-2.5,-2.54980564,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,141,4.75784254,4.39902067,-2.54967022,-2.5,4.75931406,3.62385011,4.88778734,-2.5,-2.54966998,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,142,4.75849628,4.40064192,-2.54953504,-2.5,4.75996351,3.62385011,4.88809013,-2.5,-2.54953504,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,143,4.75915051,4.40226412,-2.54939938,-2.5,4.76061296,3.62385011,4.88839293,-2.5,-2.54939938,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,144,4.75980377,4.40388489,-2.54926372,-2.5,4.76126194,3.62385011,4.88869572,-2.5,-2.54926372,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,145,4.76045752,4.40550661,-2.54912877,-2.5,4.76191187,3.62385011,4.88899851,-2.5,-2.54912877,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,146,4.76111078,4.40712786,-2.54899335,-2.5,4.76256037,3.62385011,4.8893013,-2.5,-2.54899335,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,147,4.76176405,4.40875006,-2.54885769,-2.5,4.76320982,3.62385011,4.88960409,-2.5,-2.54885769,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,148,4.76241827,4.4103713,-2.54872274,-2.5,4.76386023,3.62385011,4.88990688,-2.5,-2.54872274,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,149,4.76307201,4.41199255,-2.54858756,-2.5,4.7645092,3.62385011,4.89020967,-2.5,-2.54858756,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,150,4.7637248,4.41361427,-2.54845166,-2.5,4.76515818,3.62385011,4.89051247,-2.5,-2.54845166,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,151,4.76437902,4.41523552,-2.54831648,-2.5,4.76580763,3.62385011,4.89081526,-2.5,-2.54831648,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,152,4.76503277,4.41685772,-2.54818106,-2.5,4.76645708,3.62385011,4.89111805,-2.5,-2.5481813,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
0.01,153,4.76568604,4.41847849,-2.54804564,-2.5,4.76710558,3.62385011,4.89142036,-2.5,-2.54804564,3.62385011,0,3.62385011,-2.5,-2.5,0,3,0
