traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
15,1.63578761,-3.88662505,-1.80201876,-0.901379406,-1.25938332,0.762600422,5.30669689,-2.73997664,2.25586438,4.04107285,5.44225264,-2.62118483,-0.397502273,1.37107372,6.87661839,1.21310079,0.0940632895,3.25662732,5.33092499,2.48351955,1.96553528,3.4620223,4.15891886,3.49348855,2.95243859,2.53553224,1.69022834,1.05501366,1.01506722,1.38121557,2.42192197,4.07617331
16,1.59044087,-3.90262461,-1.78137779,-0.908605218,-1.25656724,0.784534454,5.29523468,-2.76029611,2.26010752,4.09883356,5.41371822,-2.67376041,-0.366702348,1.39013493,6.89625645,1.19611466,0.0955263227,3.27111626,5.35627222,2.47951245,1.96649671,3.47855759,4.17861891,3.49934769,2.95220733,2.53594947,1.69079757,1.05849528,1.02273333,1.39427924,2.44497466,4.09320974
17,1.54465878,-3.91803288,-1.76101637,-0.915704846,-1.2537744,0.80658716,5.28332901,-2.78103161,2.2637229,4.15626335,5.3843236,-2.72613311,-0.335923195,1.40983796,6.91575193,1.17871749,0.0971467867,3.28565192,5.38163471,2.47533035,1.96741092,3.49514055,4.19840574,3.5051167,2.9518292,2.536309,1.69143009,1.06207335,1.03046441,1.40742564,2.46813607,4.10992241
18,1.49838066,-3.93285584,-1.74082327,-0.922673583,-1.25084388,0.82862401,5.27148867,-2.80192924,2.26707053,4.21367025,5.35384655,-2.77815032,-0.305369973,1.42995739,6.93515301,1.16112483,0.0989284664,3.30027366,5.4069376,2.47098827,1.96838713,3.51183033,4.21818876,3.51071692,2.95138693,2.53669453,1.69205761,1.06564808,1.03823054,1.42065692,2.49139905,4.12625933
19,1.4516989,-3.94707561,-1.72096539,-0.929518163,-1.24800205,0.850845098,5.25898933,-2.82334399,2.2696383,4.2706089,5.32260513,-2.8300271,-0.274816513,1.45075178,6.95439291,1.14313757,0.100865267,3.31494856,5.43223476,2.46644282,1.96932173,3.52859282,4.23807335,3.51620603,2.95078778,2.53704715,1.69275749,1.06928968,1.04602993,1.43395483,2.51476479,4.14227009
20,1.40465653,-3.96068478,-1.70153165,-0.936237276,-1.24532366,0.873354733,5.24555874,-2.84548116,2.27127385,4.32704926,5.29062748,-2.88188338,-0.244154707,1.4723773,6.97344398,1.12463927,0.102976054,3.32967114,5.4575243,2.46176147,1.97027969,3.54543424,4.25795364,3.52152348,2.95013118,2.53745103,1.69346046,1.07291627,1.05386698,1.44735134,2.53825498,4.15794992
21,1.35721111,-3.97372198,-1.68232787,-0.942818761,-1.24254978,0.895887911,5.23202181,-2.86786222,2.27251887,4.38331747,5.25768423,-2.93339467,-0.21376662,1.4944346,6.99237633,1.10591209,0.105253637,3.34448719,5.48276806,2.45686793,1.97123957,3.56236982,4.27790689,3.52670717,2.94933295,2.53783035,1.69422948,1.07660973,1.06173348,1.46079493,2.56180167,4.1732378
22,1.30930769,-3.98615432,-1.66333675,-0.949279368,-1.23970962,0.918401837,5.21845388,-2.89040613,2.27333975,4.43932199,5.22383404,-2.9844842,-0.1836088,1.5170145,7.01118279,1.08685338,0.107706428,3.3593781,5.50798368,2.45180321,1.972211,3.57937884,4.29788828,3.53175449,2.94844913,2.53821516,1.69501865,1.08032751,1.0696435,1.47433281,2.58546662,4.18814707
23,1.26102412,-3.99800038,-1.64468956,-0.955614567,-1.23691559,0.941045105,5.20435095,-2.91341543,2.27346635,4.49491549,5.18918467,-3.03535628,-0.153589964,1.54020119,7.02982235,1.06741452,0.110322617,3.37433887,5.53318071,2.44654512,1.973176,3.59647632,4.31793261,3.53665614,2.94744349,2.53859687,1.69585145,1.08408415,1.07758868,1.48794281,2.60922098,4.2026844
24,1.21238434,-4.009233,-1.62642252,-0.961813629,-1.23418581,0.963905454,5.18955946,-2.93700242,2.27278543,4.55002689,5.1538043,-3.0860486,-0.123661071,1.5641073,7.04827642,1.0475421,0.113124713,3.38936639,5.55834436,2.44113111,1.97415209,3.61363435,4.33799028,3.54142809,2.94637108,2.53898287,1.69668782,1.08785689,1.08557749,1.50164831,2.6330924,4.21685266
25,1.16331184,-4.01985836,-1.60833371,-0.967879176,-1.23131585,0.986752629,5.17482185,-2.96076822,2.27183485,4.60510397,5.11733866,-3.13633585,-0.0941192284,1.58835089,7.06662035,1.02741873,0.11606621,3.40447068,5.58349752,2.43550897,1.97511673,3.63088655,4.35811853,3.54604006,2.94516373,2.53938055,1.69758749,1.09167016,1.0935986,1.51542509,2.65704656,4.23060083
26,1.11391973,-4.0298872,-1.5906719,-0.973816812,-1.22855604,1.00983596,5.15928459,-2.98516035,2.26997042,4.65958834,5.08024168,-3.18642831,-0.0646678731,1.61339653,7.08474827,1.00679338,0.119235232,3.41967177,5.60859966,2.42969608,1.97609723,3.64822459,4.37828302,3.55050182,2.94385767,2.53978324,1.69851863,1.0955162,1.10166359,1.52929413,2.68110871,4.2439723
27,1.06426311,-4.03933668,-1.57348585,-0.979645073,-1.22600114,1.033131,5.14281321,-3.01019454,2.26703119,4.71318674,5.04276323,-3.23633504,-0.0352702737,1.63928509,7.10264111,0.985663772,0.122613952,3.43495321,5.63364124,2.42370462,1.97711015,3.66565919,4.39847994,3.55480266,2.94244909,2.54019213,1.69948864,1.09940112,1.10976899,1.54323626,2.70525312,4.25696754
28,1.01427388,-4.04816389,-1.55660677,-0.985318422,-1.22337162,1.05659473,5.12591696,-3.0357275,2.26352429,4.76660728,5.00430155,-3.28597903,-0.00615599751,1.66572297,7.12036133,0.964133263,0.126174971,3.45032644,5.65865946,2.41751409,1.97812605,3.68318009,4.41871071,3.5589385,2.94094968,2.54063797,1.70049632,1.10329807,1.11789656,1.55725157,2.72948289,4.26954746
29,0.963862777,-4.05640841,-1.53996038,-0.99088335,-1.22067821,1.08000612,5.10902882,-3.06137586,2.25961041,4.81969452,4.96504164,-3.33512139,0.0225064754,1.69252706,7.13794184,0.942370176,0.129897326,3.46578002,5.68362427,2.41114378,1.97916508,3.70078731,4.43898296,3.56292176,2.93934035,2.54108286,1.70154357,1.10723257,1.12606537,1.57135546,2.75381136,4.28168917
30,0.913125098,-4.06404018,-1.52367556,-0.996320486,-1.21800983,1.10351479,5.09167957,-3.08743453,2.25498462,4.87227488,4.92511702,-3.38391662,0.0508621074,1.7199322,7.15532207,0.920170724,0.133814082,3.48132586,5.70856047,2.40455866,1.98017931,3.71846724,4.4593277,3.56677103,2.93760419,2.54151154,1.70263124,1.11121368,1.1342864,1.5855577,2.77824736,4.29341173
31,0.862137079,-4.07108593,-1.50772953,-1.00162423,-1.21532035,1.12712395,5.07398319,-3.11387229,2.24976754,4.92452145,4.88437748,-3.43237019,0.0788581818,1.7478404,7.17253113,0.897645414,0.137917653,3.49696851,5.73342323,2.39781857,1.98126495,3.73624492,4.4796505,3.5704453,2.93581915,2.54197454,1.70373917,1.11522686,1.14255226,1.59982955,2.80272865,4.30467653
32,0.810806155,-4.07753086,-1.49214327,-1.00680637,-1.21266615,1.15096521,5.05559301,-3.1409235,2.24371552,4.97624445,4.84297228,-3.4805603,0.106583476,1.77640831,7.18951178,0.874638855,0.142216578,3.51269555,5.75825596,2.39086199,1.98233509,3.75411773,4.50004959,3.57393599,2.93389344,2.54247761,1.70492053,1.11923826,1.15081573,1.61417639,2.82732606,4.31553841
33,0.759269536,-4.08336926,-1.47704852,-1.01185584,-1.21013546,1.17495632,5.03636265,-3.16856241,2.23665357,5.02710581,4.80122375,-3.52845621,0.134065449,1.80572927,7.20623064,0.851124763,0.146742165,3.52852154,5.78301764,2.38373613,1.98344481,3.77206755,4.52045631,3.57728982,2.9318974,2.54295969,1.70610356,1.12331569,1.15916634,1.62863326,2.85200763,4.32596684
34,0.707442939,-4.08862019,-1.46227014,-1.01677787,-1.20756578,1.1990701,5.01674843,-3.19660878,2.22897696,5.07761621,4.75871325,-3.57597208,0.161086753,1.83549643,7.22275972,0.827273011,0.151464283,3.54446507,5.80771494,2.37639713,1.98458302,3.7901237,4.54089546,3.58045149,2.92979789,2.54349089,1.70734727,1.12740421,1.16752374,1.64315319,2.87676239,4.33594179
35,0.65526861,-4.09328794,-1.44769108,-1.0216037,-1.20490134,1.22307122,4.99746132,-3.22459269,2.22108126,5.12798262,4.7152791,-3.62292743,0.187520236,1.86552191,7.23915768,0.803151488,0.156337798,3.5604918,5.83239269,2.36883998,1.98569703,3.80825377,4.56140757,3.58347011,2.9275775,2.54401588,1.70863414,1.13153267,1.17592978,1.65776312,2.90158892,4.34540892
36,0.602908194,-4.09735012,-1.43366158,-1.02628767,-1.20239151,1.24742603,4.97682476,-3.25353098,2.21186709,5.17733669,4.67163897,-3.66971397,0.213775605,1.89646351,7.25522184,0.778398573,0.161466837,3.57662559,5.85699224,2.36112952,1.98685348,3.82646179,4.58192301,3.58632827,2.9252727,2.54454422,1.70995188,1.13571525,1.18439448,1.67247522,2.92652035,4.35446787
37,0.550287485,-4.10083246,-1.41992116,-1.03086472,-1.19984365,1.27175069,4.95610952,-3.28261805,2.20216775,5.22628069,4.62734938,-3.71597481,0.239461318,1.92776752,7.27110052,0.753367782,0.1668154,3.59290957,5.88148737,2.35317087,1.98806441,3.84479475,4.60246515,3.58898807,2.92287993,2.54512215,1.71131647,1.13990331,1.19287527,1.68725216,2.95150495,4.36303425
38,0.497480392,-4.10370302,-1.40666592,-1.03529823,-1.19735491,1.29640973,4.93430471,-3.31254911,2.19136405,5.2744875,4.58261681,-3.76202607,0.264837176,1.95976961,7.28668594,0.727783203,0.172366038,3.60927939,5.90594578,2.34502101,1.98927963,3.86321306,4.62304735,3.59147453,2.92038965,2.54572153,1.712708,1.14411759,1.20140707,1.70213783,2.97659135,4.37115192
39,0.444381505,-4.10599041,-1.39363241,-1.03963995,-1.19481826,1.32093477,4.91279316,-3.34239769,2.18028545,5.32245159,4.53710604,-3.80750251,0.289564461,1.99203849,7.30211878,0.701928258,0.178097382,3.62576342,5.93033886,2.3366766,1.99052012,3.88171506,4.64365435,3.59379506,2.91780281,2.54633355,1.71414983,1.14837861,1.20998275,1.7171061,3.00173616,4.37874031
40,0.391092718,-4.10770082,-1.38101304,-1.04385805,-1.19230771,1.34565234,4.89052391,-3.37282157,2.168293,5.36971092,4.49120378,-3.85262632,0.313826829,2.02481461,7.31728268,0.675669491,0.184024081,3.64234948,5.95465994,2.3281405,1.99178505,3.90030861,4.66429663,3.59593511,2.9151082,2.54696894,1.71564543,1.15266776,1.21858573,1.73214829,3.02694416,4.38585281
41,0.337644696,-4.10879326,-1.36890101,-1.04794085,-1.18987691,1.37069023,4.86708689,-3.40410304,2.1550746,5.41602039,4.44510317,-3.89746189,0.337769121,2.05841756,7.33209467,0.648749828,0.190239161,3.65908623,5.97889996,2.31938052,1.99307847,3.91899323,4.68495321,3.59790635,2.91235304,2.54763365,1.7171433,1.15696394,1.22723615,1.74730814,3.05226946,4.39252043
42,0.284007221,-4.10934401,-1.35706103,-1.05193174,-1.18742383,1.39559543,4.84383774,-3.43532395,2.14151406,5.46201563,4.39833403,-3.94176483,0.361024737,2.09221983,7.34674168,0.621608496,0.196614236,3.67592859,6.00306368,2.31043196,1.99440777,3.93777084,4.70563793,3.59969163,2.90948415,2.54832101,1.71872318,1.16132784,1.23593175,1.762532,3.0776062,4.39863062
43,0.230120078,-4.10929012,-1.3455466,-1.05581176,-1.18496442,1.42064667,4.82013464,-3.46697688,2.12722969,5.50752068,4.35102129,-3.98564506,0.383702487,2.12643766,7.3611412,0.594079375,0.203203321,3.69290137,6.02714252,2.30127072,1.99577606,3.95665336,4.72634602,3.60128331,2.90652823,2.54904461,1.72033024,1.16569769,1.24466181,1.77786195,3.10304451,4.40423346
44,0.176158085,-4.10868025,-1.33449161,-1.05957353,-1.18255591,1.44589543,4.79558277,-3.49923539,2.11191821,5.55218363,4.3034749,-4.02916431,0.405923069,2.16126227,7.37522507,0.566048503,0.210034877,3.71002221,6.05112123,2.2918756,1.99718535,3.97564888,4.74708605,3.60267878,2.9034698,2.5497942,1.72199762,1.17011559,1.25343215,1.79326391,3.12851906,4.40934134
45,0.122054763,-4.10747099,-1.32388806,-1.06321478,-1.18018723,1.47129571,4.77023935,-3.53202796,2.09559822,5.59593916,4.25580549,-4.07226133,0.427638113,2.19664741,7.38898087,0.53749615,0.217114344,3.72728181,6.07501841,2.28230047,1.99863052,3.99471354,4.7678113,3.60391283,2.9003675,2.5505681,1.72366416,1.17454791,1.26225603,1.80878067,3.15408254,4.41394758
46,0.0677263737,-4.10569906,-1.31352496,-1.06677234,-1.17779505,1.49667931,4.74497509,-3.56490445,2.07888579,5.63947487,4.2074194,-4.11488008,0.448612809,2.23220444,7.40256023,0.508721292,0.224368557,3.74466848,6.09881639,2.27250218,2.00012112,4.01389885,4.78857851,3.6049335,2.89714718,2.55138469,1.72540247,1.1790086,1.27110505,1.82437694,3.17969823,4.41798878
47,0.0133151375,-4.10335207,-1.30359149,-1.0702064,-1.17543435,1.52222085,4.71894312,-3.59830117,2.06118917,5.68216276,4.15884686,-4.15708828,0.469067425,2.26829553,7.41580248,0.479391634,0.231854811,3.76218772,6.12255907,2.26248288,2.00161433,4.0331707,4.80937958,3.60575652,2.89382267,2.55224133,1.72720635,1.18351364,1.28000259,1.84006822,3.20536947,4.42151022
48,-0.0410713181,-4.10043144,-1.29424417,-1.07350945,-1.17312002,1.54815543,4.6913147,-3.63271189,2.0419457,5.72349548,4.11057091,-4.19894552,0.489132106,2.30513906,7.42859697,0.449429125,0.239628837,3.77987742,6.14617634,2.25223494,2.00315571,4.05253839,4.83019543,3.60641456,2.89042664,2.55310202,1.72902739,1.18805206,1.28894663,1.855847,3.23109436,4.42456055
49,-0.0957755074,-4.09696341,-1.28498232,-1.07676172,-1.17081511,1.57381082,4.66466618,-3.66664076,2.02287841,5.76505375,4.06128645,-4.24026966,0.508263111,2.34190249,7.44132233,0.419405758,0.247561812,3.7977128,6.16967535,2.24178696,2.00477743,4.07203054,4.85100889,3.60684705,2.88695431,2.55401945,1.73088944,1.19260681,1.29793203,1.87173164,3.25687718,4.42696953
50,-0.150407374,-4.09292221,-1.27630317,-1.07987583,-1.16853702,1.59978223,4.63648653,-3.70147347,2.00229549,5.80521107,4.01236534,-4.2811656,0.526966214,2.37935114,7.45358372,0.388713747,0.255763859,3.81570625,6.19309044,2.23109508,2.00639892,4.09159803,4.87186193,3.60711169,2.88338137,2.55495238,1.73280895,1.19721317,1.30696368,1.88770068,3.28270411,4.4289012
51,-0.205295131,-4.0883193,-1.26781869,-1.0829277,-1.16628468,1.62559628,4.6087532,-3.73612261,1.98153496,5.84521961,3.96279836,-4.32156706,0.544824004,2.41681933,7.46569872,0.357896358,0.264124066,3.83382988,6.21638584,2.22025871,2.00812221,4.11127663,4.89265728,3.60715652,2.87979102,2.55594873,1.73472703,1.20180929,1.31603491,1.90378392,3.30860329,4.43020821
52,-0.260204911,-4.08316183,-1.25971556,-1.08585489,-1.16398478,1.65175104,4.58010578,-3.77147436,1.95974338,5.88462496,3.91285276,-4.36160851,0.562033117,2.45463419,7.47750092,0.326663911,0.272702247,3.85211515,6.23957539,2.20915198,2.00986218,4.13106441,4.91352415,3.60700798,2.87605906,2.5569551,1.73672128,1.20646572,1.32515574,1.91995537,3.33453178,4.43095589
53,-0.315044761,-4.07746887,-1.2521801,-1.08868253,-1.16180718,1.67807257,4.55019426,-3.80746436,1.93650019,5.9224391,3.86358452,-4.40120935,0.578844547,2.49328685,7.48877382,0.294635117,0.281632483,3.87062192,6.26263571,2.19778323,2.01164532,4.15096617,4.93440008,3.60663319,2.87224984,2.55802751,1.73877454,1.21114326,1.334306,1.93620849,3.36049986,4.43121433
54,-0.36994341,-4.0712018,-1.245,-1.09140229,-1.15960062,1.70452011,4.51968527,-3.84383869,1.91239393,5.95951223,3.81419802,-4.44034004,0.594955802,2.53214407,7.49975014,0.262264311,0.290729403,3.88923812,6.28561163,2.18624139,2.01345348,4.17093468,4.95528936,3.6060915,2.8683548,2.55910945,1.74087369,1.21587098,1.34351039,1.95256567,3.38651967,4.43089533
55,-0.424954951,-4.06442356,-1.23805535,-1.09405696,-1.15743852,1.73088896,4.48939466,-3.88014746,1.88795018,5.99638271,3.76422858,-4.47903013,0.610207319,2.57103038,7.51053381,0.229727119,0.300020695,3.90804219,6.30844355,2.17447805,2.01535273,4.19102955,4.97614861,3.60531902,2.8644166,2.56025338,1.7430023,1.22061121,1.35275543,1.96901512,3.4125576,4.42994356
56,-0.479974538,-4.05710459,-1.23149431,-1.09661293,-1.15528595,1.75742161,4.45834684,-3.91692877,1.86250591,6.0323782,3.71429205,-4.51727343,0.624814332,2.61029696,7.52094555,0.196709141,0.30956471,3.92703676,6.33115005,2.16245365,2.01729488,4.21124315,4.99703455,3.60432601,2.86038256,2.56144524,1.74518287,1.22537589,1.36203599,1.98555756,3.43863297,4.42842484
57,-0.534888208,-4.04923201,-1.22544849,-1.09905469,-1.15313101,1.7843169,4.42587185,-3.9545145,1.83558547,6.06701088,3.66485143,-4.55508375,0.638902366,2.65009475,7.53088236,0.163062572,0.319366008,3.94619703,6.35375786,2.15021586,2.01925206,4.23152733,5.01793671,3.60316491,2.85627627,2.56264949,1.74739683,1.23018837,1.37138164,2.00221729,3.46476078,4.42637157
58,-0.589895666,-4.04084063,-1.21964061,-1.10142827,-1.1510421,1.81101549,4.39371872,-3.99188972,1.80836654,6.10133743,3.61500072,-4.59244537,0.652125657,2.68990302,7.54060888,0.129266605,0.329368562,3.96557093,6.37618208,2.13772964,2.02133369,4.25198174,5.03881216,3.601722,2.85210347,2.56393862,1.74966025,1.23501015,1.38076425,2.01897097,3.49090338,4.42366171
59,-0.644902408,-4.03193235,-1.21416736,-1.10371494,-1.14895809,1.8379277,4.36079884,-4.02973747,1.78014219,6.13483715,3.56520939,-4.62937641,0.6646474,2.7299614,7.54998541,0.0950673148,0.339592606,3.98511624,6.39847469,2.12504935,2.0234828,4.27253532,5.05965471,3.60006166,2.84789157,2.56529903,1.75197017,1.23983979,1.39016104,2.03579807,3.51706624,4.42037964
60,-0.699913502,-4.02249956,-1.20901978,-1.1059103,-1.14688659,1.86485195,4.32763052,-4.06770229,1.75125837,6.16775513,3.51523352,-4.6658597,0.676382482,2.77009487,7.55906534,0.060551554,0.349983215,4.00480747,6.4206934,2.11213136,2.02560377,4.29313326,5.08056116,3.59826779,2.84356523,2.56662798,1.75431669,1.24472904,1.39962423,2.0527401,3.54326177,4.41646576
61,-0.754684865,-4.01252794,-1.20446694,-1.10800123,-1.14482236,1.8922087,4.29246283,-4.10665512,1.72043288,6.19860697,3.46656609,-4.70184565,0.687784135,2.81108689,7.56748343,0.0251979157,0.360760629,4.02478027,6.44269991,2.09894657,2.02784586,4.31389999,5.10143185,3.59619188,2.83918118,2.56803608,1.75672114,1.24966884,1.40916502,2.06980777,3.5694983,4.41204405
62,-0.809604883,-4.00208759,-1.20000207,-1.11004746,-1.14285684,1.91923845,4.2583456,-4.14505291,1.68987107,6.22990179,3.41683316,-4.7374754,0.698058844,2.85161662,7.57586908,-0.0100487769,0.371611446,4.04488277,6.46459866,2.0855794,2.03013778,4.33474731,5.12228346,3.5939157,2.83474183,2.56949687,1.75917161,1.254614,1.41871762,2.08694291,3.59571385,4.40689898
63,-0.864283085,-3.99111891,-1.19609046,-1.11197257,-1.14081299,1.94682813,4.22210598,-4.18455553,1.65731072,6.25926876,3.36823773,-4.77261925,0.707952499,2.89284897,7.5836134,-0.0460774899,0.382787734,4.06522799,6.48634243,2.07192326,2.0324645,4.35570812,5.14316559,3.59143162,2.83022118,2.57098889,1.76165628,1.25959265,1.42832422,2.1041894,3.62196732,4.40124655
64,-0.919028521,-3.9796474,-1.19235539,-1.11384439,-1.13888872,1.97409952,4.18661547,-4.2235508,1.62477148,6.28859854,3.31910992,-4.80735826,0.716853738,2.93384695,7.59119844,-0.0821708813,0.394119263,4.08576584,6.50793076,2.05803156,2.03487015,4.37679386,5.16403294,3.58870506,2.8256247,2.57253408,1.76420474,1.26461279,1.43798864,2.12155008,3.64822841,4.39487505
65,-0.97363925,-3.96769547,-1.18902004,-1.11563182,-1.13694572,2.00170851,4.14982986,-4.26321936,1.59082747,6.31665659,3.27056289,-4.84166241,0.725154519,2.97519016,7.59831333,-0.118741274,0.405713201,4.10654831,6.52933455,2.04392529,2.03739285,4.39801216,5.18481779,3.58572769,2.82104063,2.57417512,1.76676059,1.26961911,1.44768167,2.13900495,3.67450261,4.38792849
66,-1.02804136,-3.95526123,-1.18608868,-1.1173116,-1.13495314,2.02958775,4.11186552,-4.30339766,1.55555034,6.34338522,3.22266459,-4.87549162,0.732866406,3.01683044,7.60494661,-0.155851319,0.417527705,4.12751436,6.55060959,2.02953577,2.03991604,4.41933727,5.20568705,3.58252525,2.81629372,2.57583427,1.76942527,1.27469552,1.45741928,2.15654159,3.70076346,4.38040638
67,-1.08246219,-3.9423511,-1.18335128,-1.11895823,-1.13312948,2.05715227,4.07459545,-4.34311199,1.52024674,6.37005949,3.17430973,-4.90899515,0.739582896,3.05822945,7.61141205,-0.192985073,0.429511309,4.14870596,6.57169437,2.01496029,2.0425663,4.44077635,5.22646141,3.57910323,2.81155491,2.57754803,1.77209628,1.27979779,1.46722698,2.17420578,3.72702217,4.37214947
