traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
10,1.85595667,-3.79775596,-1.90971458,-0.862947106,-1.27383673,0.658061862,5.35496998,-2.64847469,2.22717237,3.7536397,5.56857538,-2.36021805,-0.550208271,1.28455257,6.77659559,1.29321814,0.0888579711,3.18505788,5.20408201,2.50089645,1.96068931,3.38059878,4.06109619,3.46213269,2.95209002,2.53354597,1.68777168,1.03784156,0.977093399,1.31688452,2.30807066,3.98611403
11,1.81290114,-3.81670141,-1.88776565,-0.870795012,-1.27089572,0.679373324,5.34557676,-2.66681647,2.23429418,3.8126297,5.54453182,-2.41348195,-0.519611895,1.30056274,6.79685926,1.27790976,0.0895339847,3.19923091,5.22949982,2.49777365,1.96164644,3.39671516,4.08056974,3.46866465,2.95236921,2.53395939,1.68820143,1.04119503,0.98459208,1.32957983,2.33060193,4.00473166
12,1.76938808,-3.83506107,-1.86606824,-0.878516853,-1.26796806,0.700796485,5.33580923,-2.68553233,2.24085379,3.87140274,5.5195713,-2.46659541,-0.488941312,1.31721175,6.81700468,1.26229107,0.0904119983,3.21350503,5.25485516,2.49445915,1.96266329,3.41295123,4.10005617,3.47503591,2.95257163,2.53438425,1.6886375,1.04457164,0.992137969,1.34235489,2.35323334,4.02303553
13,1.72538328,-3.85284138,-1.84459376,-0.886121273,-1.26504755,0.722378373,5.32561207,-2.7046783,2.2468555,3.92999959,5.49364376,-2.51961017,-0.45821327,1.33443308,6.83703327,1.24631965,0.0913982391,3.22780085,5.28025532,2.49098158,1.96360946,3.42923164,4.11964083,3.48131776,2.95262313,2.53476882,1.68914056,1.04801261,0.999718428,1.35519648,2.37597299,4.04104137
14,1.68092084,-3.87001586,-1.82338905,-0.893598914,-1.26214957,0.744036973,5.31505346,-2.72417068,2.25228381,3.98831511,5.46682119,-2.57245231,-0.427457869,1.35225666,6.85693741,1.23001003,0.0925420374,3.24215865,5.30564642,2.48733068,1.96455014,3.44558501,4.13926697,3.48747492,2.95258784,2.53515625,1.68965352,1.05146563,1.00733578,1.3681246,2.39883113,4.05873203
15,1.63598502,-3.88660741,-1.80243385,-0.900953531,-1.2592591,0.765835643,5.30407,-2.7440784,2.25713706,4.04641008,5.43906164,-2.62514448,-0.396696299,1.37067795,6.87671614,1.21338499,0.0938520655,3.25659156,5.33100224,2.48349023,1.96552074,3.46205211,4.15892839,3.49346209,2.95244193,2.53555536,1.6901983,1.05494595,1.0149914,1.38113081,2.42179441,4.07609653
16,1.59063697,-3.90262485,-1.78175151,-0.908180714,-1.25638247,0.787744939,5.29269505,-2.76437378,2.2614069,4.10422039,5.41041231,-2.67765188,-0.365960568,1.38967621,6.89636946,1.19643426,0.0952881798,3.27105355,5.35637093,2.47950721,1.96644378,3.47854233,4.17865801,3.49938393,2.95218325,2.53590703,1.69078279,1.05847907,1.02267265,1.39418566,2.44483209,4.09312916
17,1.54481232,-3.91802645,-1.76133573,-0.915282905,-1.25351906,0.809800804,5.28088045,-2.78510618,2.26507115,4.16178417,5.38083267,-2.72999096,-0.335219145,1.40933573,6.91588354,1.17910075,0.0969070941,3.28559446,5.38170815,2.47534633,1.96739972,3.49513817,4.19840336,3.50513029,2.95183921,2.53628993,1.69138789,1.06203067,1.03040612,1.40734696,2.46800828,4.10983324
18,1.49857092,-3.93283916,-1.74120295,-0.922256112,-1.25066435,0.832000077,5.26863384,-2.80627179,2.2681272,4.21906042,5.35036755,-2.78213215,-0.304525286,1.42962337,6.93525267,1.16140282,0.0987154096,3.30023193,5.40701914,2.47095132,1.96835315,3.51185322,4.21823215,3.51071453,2.95135427,2.53667521,1.69204736,1.06562626,1.03817964,1.42058146,2.49127889,4.126194
19,1.4518925,-3.94707012,-1.72135329,-0.929106057,-1.2478292,0.85427469,5.256001,-2.82779527,2.27060056,4.27600002,5.31904078,-2.83404326,-0.273964316,1.45041108,6.95449781,1.14342833,0.100619867,3.31487274,5.43233299,2.46647239,1.96930242,3.52858829,4.2380619,3.51620245,2.950809,2.53705359,1.69271338,1.06922925,1.04596543,1.43387687,2.5146451,4.14220905
20,1.40481818,-3.96069169,-1.70181143,-0.935823321,-1.24500751,0.8766765,5.24295282,-2.84974194,2.27243638,4.33260393,5.28687096,-2.88570619,-0.243460134,1.47191715,6.97358418,1.12502921,0.102767758,3.32964849,5.45758677,2.46172762,1.97026908,3.54546118,4.25797367,3.52151084,2.95011353,2.53744507,1.69344866,1.07288158,1.05380011,1.44726062,2.53811669,4.15786266
21,1.35732865,-3.97372413,-1.68256319,-0.942413628,-1.24219823,0.899212956,5.22944689,-2.87212181,2.27365685,4.38889742,5.25380564,-2.93718386,-0.213078514,1.49394894,6.9925313,1.10629892,0.105009206,3.34442997,5.482862,2.45687437,1.97121525,3.56236625,4.27790642,3.52671599,2.94934988,2.53782392,1.69418406,1.07655597,1.06167114,1.46071947,2.56168509,4.17315626
22,1.30945361,-3.98616052,-1.66362858,-0.94887346,-1.23940325,0.921854198,5.21552896,-2.89490223,2.27424312,4.44482183,5.21992826,-2.98838019,-0.182841644,1.5166266,7.01132154,1.08720529,0.107475191,3.35933471,5.50806475,2.45178008,1.97219598,3.57940149,4.29789972,3.53174663,2.94845867,2.53820872,1.6949625,1.08026874,1.06958508,1.47425902,2.58534694,4.18807268
23,1.26121438,-3.99798822,-1.64501905,-0.95519954,-1.23662555,0.944615006,5.20117283,-2.91810679,2.274189,4.50037718,5.18522215,-3.0393219,-0.15276286,1.53990126,7.02995014,1.06771326,0.110090606,3.37428141,5.53327751,2.44654727,1.97314906,3.59647202,4.31792736,3.53666306,2.94746804,2.53859186,1.69579875,1.08402979,1.07753146,1.48786914,2.60910082,4.20261478
24,1.2125566,-4.00923347,-1.62670267,-0.961406052,-1.23385608,0.96751976,5.18635416,-2.94176292,2.27348161,4.55555916,5.14969492,-3.09000325,-0.122854806,1.5637871,7.04841661,1.04784322,0.112887308,3.38931584,5.55844975,2.44109559,1.97411072,3.61365175,4.3380208,3.54141998,2.9463582,2.53897715,1.69665813,1.08781159,1.08551598,1.5015651,2.63296175,4.21678066
25,1.16354084,-4.01985931,-1.60872555,-0.967478693,-1.23110461,0.990541756,5.1710887,-2.96584558,2.27211714,4.61034536,5.11337662,-3.14040351,-0.0931577533,1.58826184,7.06671143,1.02761579,0.115863644,3.40442753,5.58358574,2.43547153,1.97508323,3.63090849,4.35815144,3.54602838,2.94514394,2.53937483,1.69756663,1.09162867,1.09353852,1.51534772,2.65692782,4.2305584
26,1.11417413,-4.0299058,-1.5910809,-0.97342521,-1.22837198,1.01366127,5.15539932,-2.99033022,2.27008867,4.6647048,5.07629633,-3.19049406,-0.0636798069,1.6133616,7.08483887,1.00699317,0.119029075,3.41962051,5.60867262,2.42969465,1.9760977,3.64824247,4.37826538,3.55048585,2.94388485,2.53979373,1.69846904,1.09545124,1.10159135,1.52920282,2.68097496,4.24393511
27,1.06447136,-4.03934288,-1.57377017,-0.979238868,-1.2256459,1.03694463,5.1392107,-3.0152986,2.26737499,4.71867085,5.03842783,-3.24030828,-0.03443354,1.63907051,7.10278034,0.985969663,0.122390792,3.43491054,5.63371897,2.42368031,1.97710419,3.66569281,4.39848757,3.55477095,2.94245195,2.54021788,1.69946241,1.09933341,1.10968721,1.54314005,2.70511508,4.25690937
28,1.01442444,-4.0481863,-1.55680025,-0.984927654,-1.22294331,1.06030118,5.12260342,-3.04064417,2.26399517,4.77216387,4.99982548,-3.28980446,-0.00545506924,1.66533744,7.12054491,0.964545012,0.125906602,3.4502604,5.65876055,2.41748738,1.97808647,3.68319607,4.41875124,3.55893278,2.94092369,2.54063034,1.70048177,1.10325086,1.11781812,1.55715263,2.72934175,4.26947355
29,0.964036644,-4.05642414,-1.54017615,-0.990488291,-1.2202518,1.0838033,5.10550547,-3.06645513,2.25992012,4.82522392,4.96049595,-3.33897877,0.0232281573,1.69219863,7.13812113,0.942754805,0.129635289,3.46571636,5.6837244,2.41112685,1.97913349,3.70080161,4.43900824,3.56291509,2.939327,2.54107428,1.70151448,1.10718298,1.12599671,1.57126522,2.75367284,4.28161573
30,0.913368642,-4.06407309,-1.52390873,-0.995919466,-1.21757782,1.1074127,5.08795261,-3.09268546,2.25514913,4.87780094,4.9204731,-3.38781977,0.0516042225,1.71963167,7.15550566,0.920564473,0.13354528,3.48125601,5.70864916,2.40456223,1.980178,3.71849132,4.45932198,3.56674695,2.93761182,2.5415206,1.70260751,1.11117017,1.13421357,1.58544505,2.77806997,4.29333448
31,0.862326622,-4.07109785,-1.507985,-1.00122893,-1.21492016,1.13117075,5.06989479,-3.11939383,2.24965119,4.92991734,4.87973404,-3.43634224,0.0796872377,1.74769306,7.17268515,0.897944927,0.137657702,3.49688935,5.73352289,2.39781117,1.98123658,3.73626447,4.47967672,3.5704248,2.9357996,2.54197788,1.70371842,1.11516702,1.14247334,1.59973919,2.80260372,4.30463076
32,0.811032712,-4.07754087,-1.49242139,-1.00641048,-1.2122761,1.15504444,5.05136538,-3.14653111,2.24344873,4.9815259,4.83835506,-3.48450136,0.107400671,1.77629554,7.18966866,0.874958158,0.141973197,3.51263452,5.75832939,2.39086246,1.98234522,3.75414538,4.50003481,3.57391667,2.93391871,2.54248142,1.70486546,1.11918688,1.15076494,1.61410034,2.82719541,4.31548929
33,0.759448767,-4.08339596,-1.47721612,-1.01146924,-1.20965147,1.17902589,5.03235626,-3.17409301,2.23651886,5.03262186,4.79631424,-3.53231406,0.1347664,1.80547583,7.20643282,0.851500571,0.146473348,3.52845454,5.78312588,2.38370776,1.98340344,3.77208161,4.52049255,3.57728601,2.93187284,2.54294825,1.70608759,1.12327385,1.15909052,1.62853122,2.85186076,4.32590294
34,0.707615435,-4.08865261,-1.46238923,-1.01640153,-1.20704401,1.20311034,5.0128932,-3.20206904,2.22887301,5.08316994,4.75368977,-3.57973361,0.161729857,1.83520353,7.22298956,0.827666044,0.151180834,3.54438472,5.80783939,2.37637925,1.9845283,3.79012132,4.54093027,3.58046746,2.92978883,2.54346991,1.70731306,1.12736177,1.16746056,1.6430589,2.87661076,4.33586311
35,0.655477524,-4.09331274,-1.44791436,-1.02121532,-1.20445371,1.22733343,4.99289894,-3.23051238,2.22047472,5.13321257,4.71043301,-3.62681842,0.188293546,1.86545765,7.23932838,0.803459346,0.156080097,3.56041241,5.83248711,2.36885476,1.98567772,3.80825758,4.56141138,3.58346748,2.92758131,2.54401374,1.70860124,1.1314801,1.17585647,1.65766752,2.9014523,4.34537172
36,0.603086293,-4.09736109,-1.4338181,-1.0259043,-1.20188141,1.25168407,4.97239733,-3.25940561,2.21131659,5.18270779,4.66657639,-3.67353272,0.214461774,1.89630377,7.25543451,0.77877903,0.161198467,3.57655692,5.85707998,2.36111903,1.9868474,3.82648516,4.58192253,3.58631468,2.92529202,2.54454732,1.70989501,1.13564897,1.18432975,1.67239237,2.92639017,4.35440969
37,0.550490677,-4.10083151,-1.42010272,-1.03047156,-1.19932854,1.27612185,4.95143795,-3.28869104,2.20142317,5.23160887,4.62221193,-3.71982908,0.240170583,1.92766523,7.27130699,0.753687859,0.166530594,3.59281802,5.88160801,2.3531723,1.98803997,3.84481788,4.60246992,3.58895397,2.92289233,2.54514933,1.71127212,1.13983274,1.19281244,1.68717813,2.95138192,4.36297941
38,0.497646451,-4.10372353,-1.40674388,-1.03492343,-1.19678938,1.30070567,4.92993021,-3.31844807,2.19075251,5.27995157,4.57728338,-3.76576591,0.265430033,1.95952308,7.28695011,0.728179395,0.172034055,3.60915375,5.90610313,2.34504938,1.98921371,3.86318994,4.62306595,3.59149075,2.92038751,2.54570651,1.71267653,1.14407551,1.20134199,1.70204318,2.97644377,4.37107897
39,0.444598347,-4.10601807,-1.39378333,-1.03925467,-1.19427574,1.32537425,4.90795469,-3.3485992,2.17931628,5.32768822,4.53188229,-3.81128144,0.2902143,1.99194407,7.30234146,0.702258229,0.177811578,3.62567329,5.93046045,2.33666968,1.99048531,3.88172936,4.64366817,3.59377861,2.91780972,2.54634833,1.71411157,1.14830828,1.20990312,1.71700692,3.00158834,4.37869167
40,0.39131847,-4.10773897,-1.38117492,-1.04347348,-1.19177437,1.350191,4.88542604,-3.37921739,2.16709113,5.37484217,4.4859705,-3.85641766,0.314507484,2.02483463,7.31749392,0.675939798,0.183756784,3.64226317,5.95477581,2.32814217,1.99175477,3.90031409,4.66430616,3.59594059,2.91512418,2.54696274,1.71558917,1.1526022,1.21850896,1.73204625,3.02679634,4.38582039
41,0.337854803,-4.10884666,-1.36896443,-1.0475713,-1.18929327,1.37513304,4.86236286,-3.41027784,2.15406656,5.4213624,4.43960857,-3.90114808,0.338306606,2.05822754,7.33238554,0.649160564,0.189904705,3.65895939,5.97904205,2.31941175,1.99303436,3.91898537,4.68496847,3.59790897,2.91234756,2.54762912,1.71712565,1.15692365,1.22716165,1.74719489,3.0520947,4.39245176
42,0.284183949,-4.10938549,-1.3571254,-1.05156076,-1.18683088,1.40018857,4.83878469,-3.44176149,2.14024663,5.46726131,4.3928299,-3.94545174,0.361572921,2.09213233,7.34700823,0.621963978,0.196323439,3.6758399,6.0031848,2.31041598,1.99437559,3.93779349,4.7056632,3.59967113,2.90947151,2.54832244,1.71869326,1.16127193,1.23585713,1.76243198,3.07745838,4.3985796
43,0.230347425,-4.10932827,-1.34567165,-1.05543387,-1.18439019,1.42536449,4.8146596,-3.47367692,2.12561536,5.51251936,4.34563541,-3.98935366,0.384307504,2.12649059,7.3613739,0.594353199,0.202926129,3.6928122,6.02726412,2.30125952,1.99573767,3.95666146,4.72636461,3.60127831,2.90652418,2.54904032,1.72030675,1.16565275,1.24458754,1.77775669,3.10289478,4.4042058
44,0.176369399,-4.10870695,-1.33460951,-1.05919611,-1.1819706,1.45062172,4.79005289,-3.50596309,2.11019659,5.5571003,4.2980957,-4.03281403,0.406480193,2.16129827,7.37547207,0.56632787,0.209751591,3.70992327,6.05124617,2.29188776,1.99715877,3.97565675,4.74708176,3.60266805,2.90349197,2.54980016,1.72194254,1.17004848,1.25336373,1.79317594,3.12838387,4.40930796
45,0.122225955,-4.10750866,-1.32392371,-1.06285,-1.17957067,1.4760071,4.76488876,-3.53868628,2.09394741,5.60102844,4.25019836,-4.07585335,0.428089052,2.19657803,7.38928509,0.537857354,0.216818139,3.72718668,6.07514048,2.28229594,1.99860513,3.99473262,4.76782084,3.60389161,2.90037203,2.55057812,1.72362483,1.17448199,1.2621783,1.8086828,3.15393877,4.41389465
46,0.0679407418,-4.10573196,-1.31361663,-1.06639552,-1.1771884,1.5015409,4.7391367,-3.57186437,2.07684541,5.64427471,4.20196772,-4.11848402,0.449126631,2.23227859,7.40282011,0.508980989,0.22407946,3.74456787,6.09894848,2.27247882,2.00007772,4.01392603,4.78861761,3.60490417,2.89712381,2.55139565,1.7253828,1.17895091,1.2710284,1.82427919,3.17955804,4.41796255
47,0.0135676702,-4.10340071,-1.30369818,-1.06983232,-1.17482829,1.52717006,4.7128644,-3.60542727,2.05891228,5.68682432,4.15344906,-4.1606698,0.469580173,2.26846409,7.41604662,0.479630589,0.231610283,3.76212978,6.12265253,2.26244116,2.00160742,4.03321743,4.80939865,3.60572362,2.89381933,2.55224657,1.72716844,1.18345785,1.27993047,1.83996284,3.20521331,4.42149353
48,-0.0409656577,-4.10049057,-1.29415238,-1.07316816,-1.17248952,1.55291772,4.686028,-3.63939834,2.04014087,5.72866631,4.10466766,-4.2024312,0.489415079,2.30498219,7.42900038,0.449904978,0.239299744,3.7797718,6.14629602,2.25224113,2.00313592,4.05255222,4.8302021,3.60640955,2.89044142,2.55310035,1.72897315,1.18798339,1.28886604,1.85574222,3.23094296,4.42449045
49,-0.0955982879,-4.09700108,-1.2849946,-1.0763967,-1.17016804,1.5788058,4.65860224,-3.67380357,2.02049518,5.76979733,4.05565071,-4.24375725,0.50863874,2.3419416,7.44164515,0.419744521,0.247249112,3.79759836,6.16979885,2.24180079,2.00475073,4.07203865,4.85101604,3.60684085,2.88695884,2.55401444,1.73084795,1.19254923,1.29785705,1.8716321,3.25673723,4.42693758
50,-0.150295809,-4.09296751,-1.27622485,-1.07952452,-1.16787755,1.60474837,4.6306839,-3.70852566,2.00002766,5.81017971,4.00644016,-4.28463984,0.527234495,2.37926412,7.45398664,0.38916117,0.255414844,3.81557298,6.19321728,2.23113012,2.00638843,4.09161806,4.87185907,3.60708618,2.88339043,2.55495787,1.73276007,1.19713938,1.30688238,1.88760257,3.28256345,4.42883492
51,-0.205065727,-4.0883708,-1.26783383,-1.08255041,-1.16560161,1.63083267,4.60218382,-3.74366283,1.97869551,5.84981346,3.95710874,-4.32505465,0.545167804,2.41693211,7.46602249,0.358185261,0.263814241,3.83371139,6.21652031,2.22025013,2.00807714,4.11129475,4.8927002,3.60713458,2.87975645,2.55595064,1.73471916,1.20175886,1.31595099,1.90367043,3.30844402,4.43018627
52,-0.259905279,-4.08323193,-1.25980735,-1.08547807,-1.16334653,1.65705884,4.57305527,-3.77922845,1.95644963,5.88871241,3.90756273,-4.36506605,0.562476814,2.45499158,7.47774029,0.326770395,0.272426277,3.8519907,6.23971844,2.20917249,2.00981545,4.13106728,4.91354942,3.60699201,2.87603784,2.55695891,1.73671758,1.20642257,1.32506871,1.91982615,3.33435702,4.43097639
53,-0.314816952,-4.07753515,-1.25216281,-1.0883112,-1.16111839,1.68335295,4.54341745,-3.81510639,1.93336248,5.92682886,3.85794401,-4.40460777,0.579115748,2.49339461,7.48912334,0.294929504,0.281304955,3.87048173,6.26278543,2.19780684,2.01159811,4.15096092,4.93442106,3.60663223,2.87223339,2.55801463,1.73876071,1.21110666,1.33422494,1.93608105,3.36032224,4.43119669
54,-0.369791836,-4.0712676,-1.24489367,-1.09104574,-1.15890825,1.70981455,4.51312208,-3.85142732,1.90933681,5.96417189,3.80820513,-4.44373608,0.595110595,2.53215337,7.50017738,0.262645602,0.290380359,3.88909507,6.28576374,2.18625903,2.01340699,4.1709342,4.95531082,3.60608768,2.86834717,2.55910087,1.74083722,1.21580923,1.34342659,1.95245147,3.38635659,4.43084574
55,-0.424735874,-4.0644927,-1.23800051,-1.09368598,-1.15672505,1.73633826,4.4823184,-3.88803697,1.88447225,6.00070953,3.75846958,-4.48238754,0.610406816,2.57118034,7.51091099,0.229989171,0.299694002,3.907902,6.30860186,2.17447615,2.01529408,4.19103956,4.9761939,3.605304,2.86438704,2.560256,1.74298704,1.22055161,1.35266161,1.96888959,3.4123888,4.42993021
56,-0.479734719,-4.05715704,-1.23147678,-1.09623396,-1.15456426,1.76296937,4.45093012,-3.92499137,1.85871482,6.03644562,3.70872164,-4.52058935,0.625011027,2.61048961,7.52130985,0.196951717,0.309247077,3.9269042,6.33129501,2.16245651,2.01725698,4.2112627,4.99705839,3.60430431,2.86037922,2.56145382,1.74514532,1.22530973,1.36195529,1.98545015,3.43848062,4.42841959
57,-0.53472954,-4.04929924,-1.22531545,-1.09869051,-1.15242374,1.78975713,4.41887522,-3.96235371,1.83199489,6.07137346,3.6589272,-4.55838442,0.638955057,2.65013695,7.53135204,0.163449049,0.319011986,3.94605231,6.35388947,2.15024114,2.01924753,4.23156691,5.01793909,3.60311317,2.85627484,2.56267333,1.74736643,1.23011696,1.37129259,2.00209808,3.46459222,4.42632675
58,-0.589759827,-4.0408926,-1.21951437,-1.10106003,-1.15030742,1.81664336,4.38624907,-4.00003004,1.80438375,6.10546637,3.60920811,-4.59571552,0.652191699,2.69004655,7.5410409,0.129546896,0.329031527,3.96541977,6.37634325,2.13774896,2.02128434,4.25198174,5.03883314,3.60171509,2.85209775,2.56393361,1.74962294,1.23494065,1.38066924,2.01885271,3.49075699,4.42364216
59,-0.644687235,-4.03199482,-1.21408093,-1.10333717,-1.14821315,1.84360933,4.35308123,-4.03798056,1.77589869,6.13871193,3.55961537,-4.63258028,0.66471231,2.7301743,7.55039406,0.0953022614,0.339281321,3.98498654,6.3986268,2.12504768,2.02342892,4.27253103,5.05969095,3.60007858,2.8478775,2.56526709,1.75193095,1.23979747,1.39008749,2.03568363,3.51690769,4.42037487
60,-0.699628115,-4.02255774,-1.20900583,-1.10553014,-1.14614356,1.87071347,4.31925344,-4.07628918,1.74645424,6.17110491,3.51007318,-4.66903257,0.676548898,2.77054691,7.55938053,0.0606109761,0.349710435,4.00468206,6.42083693,2.11212254,2.02555346,4.29314709,5.08060741,3.59825468,2.84352994,2.56661153,1.75430298,1.24470127,1.39956307,2.05263495,3.54310656,4.41649294
61,-0.754512131,-4.01261377,-1.20428503,-1.10763788,-1.14410114,1.89789116,4.28487301,-4.11485052,1.71612239,6.20263577,3.46070075,-4.70502996,0.68766278,2.81112695,7.56801605,0.0255629942,0.360397846,4.02462006,6.44285917,2.09895754,2.02780557,4.31391668,5.10145807,3.5961659,2.83916903,2.568048,1.75669944,1.24960566,1.40907133,2.06967616,3.56931686,4.41201162
62,-0.809358418,-4.0021553,-1.19990802,-1.1096617,-1.14207733,1.92522097,4.24981308,-4.15376377,1.68481088,6.23329592,3.41146398,-4.74061441,0.698077083,2.85193491,7.57627869,-0.00988602638,0.371293038,4.04473257,6.46475649,2.08557963,2.03008771,4.33475828,5.12232351,3.59391284,2.83472347,2.56947899,1.75913537,1.25456274,1.41863656,2.08682156,3.59554887,4.406919
63,-0.864129066,-3.991184,-1.19588947,-1.11160219,-1.14007843,1.95265377,4.21415615,-4.19294596,1.652578,6.26306152,3.36246085,-4.77574253,0.707767487,2.89293361,7.58416843,-0.0457183309,0.382427603,4.06506634,6.48649311,2.07195568,2.03244615,4.35572672,5.14316463,3.59141302,2.83023834,2.57099223,1.76160097,1.25952268,1.42824757,2.1040833,3.62180877,4.40120506
64,-0.918821096,-3.97971249,-1.19221032,-1.11346221,-1.1381067,1.98016334,4.17792273,-4.23235226,1.61943746,6.29192162,3.31369019,-4.8104353,0.716744184,2.9341042,7.59167528,-0.0819530785,0.393792719,4.08562088,6.50807571,2.05803871,2.03485489,4.37683201,5.16404057,3.58866167,2.82562733,2.57254338,1.76416159,1.26455271,1.43791628,2.12144279,3.64807272,4.39487171
65,-0.973407388,-3.96777248,-1.1888603,-1.11524296,-1.13615322,2.00780869,4.14103222,-4.27204895,1.58532703,6.31987619,3.26518583,-4.8447032,0.725000918,2.97544432,7.59880829,-0.118540145,0.405373901,4.10637617,6.52949715,2.0439477,2.03735185,4.39802361,5.18484163,3.58570933,2.82102823,2.57417202,1.76673234,1.26956487,1.44759786,2.13887787,3.67432642,4.38793278
66,-1.02788997,-3.95534015,-1.18584871,-1.11694586,-1.13422859,2.03553891,4.10354757,-4.31195736,1.55029595,6.34690046,3.21698546,-4.87854958,0.732544541,3.0168972,7.6055665,-0.155472264,0.417157084,4.12734032,6.55076408,2.02959514,2.03991055,4.41935158,5.20565987,3.58250356,2.816329,2.57584953,1.76937568,1.27462614,1.4573344,2.15641999,3.7005887,4.3803668
67,-1.08228528,-3.94240284,-1.1831665,-1.1185708,-1.13232636,2.06340909,4.0653801,-4.35214376,1.51427078,6.37299442,3.16908813,-4.91197634,0.739366293,3.05852532,7.61190987,-0.192831784,0.429186016,4.14854431,6.57186794,2.01495647,2.04250574,4.44078398,5.22650099,3.57908654,2.81153822,2.57754993,1.77206373,1.2797277,1.4671315,2.17408395,3.72687221,4.37215424
