framework,algorithm,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms,golden_rmse,finite_trajectories,failed_trajectories
julia,kvaerno3,fixed,fixed,none,131072,dt,0.0625,20,0.2172,0.21777,0.2218,0.30046,0.3168,0.3157598966357976,131072,0
julia,kvaerno5,adaptive,julia,both,131072,tol,0.0001,20,1.43,1.520725,1.90845,2.082525,2.083,0.0025134893627645656,131072,0
julia,kvaerno5,adaptive,julia,both,131072,tol,0.001,20,1.4613,1.4974,1.9005,2.0193100000000004,2.0727,0.013423467649706571,131072,0
julia,kvaerno5,adaptive,julia,both,131072,tol,0.010000000000000002,20,1.2976,1.31964,1.52795,4.398295,5.2323,0.04913743213514242,131072,0
julia,kvaerno5,adaptive,julia,both,131072,tol,1.0000000000000001e-7,20,1.8021,1.818155,2.00645,2.417825,2.4468,4.0362239537339654e-6,131072,0
julia,kvaerno5,adaptive,julia,both,131072,tol,1.0e-5,20,1.5097,1.535065,1.86505,2.235625,2.2608,0.0003063376312903947,131072,0
julia,kvaerno5,adaptive,julia,both,131072,tol,1.0e-6,20,1.5796,1.61513,1.76255,2.0330850000000003,2.3064,2.5440119307295387e-5,131072,0
julia,kvaerno5,adaptive,julia,both,131072,tol,1.0e-8,20,2.7278,2.759435,2.8808,6.125265000000002,8.8492,5.49011989526189e-6,131072,0
julia,kvaerno5,adaptive,julia,none,131072,tol,0.0001,20,0.378,0.396145,0.42425,0.50228,0.5057,0.0025134893627645656,131072,0
julia,kvaerno5,adaptive,julia,none,131072,tol,0.001,20,0.3328,0.334605,0.3467,0.36551000000000006,0.4455,0.013423467649706571,131072,0
julia,kvaerno5,adaptive,julia,none,131072,tol,0.010000000000000002,20,0.2484,0.25571499999999997,0.31135,0.36756500000000003,0.3859,0.04913743213514242,131072,0
julia,kvaerno5,adaptive,julia,none,131072,tol,1.0000000000000001e-7,20,0.9116,0.9118850000000001,0.9306000000000001,1.02843,1.0309,4.0362239537339654e-6,131072,0
julia,kvaerno5,adaptive,julia,none,131072,tol,1.0e-5,20,0.5112,0.520795,0.5904,0.66022,0.6663,0.0003063376312903947,131072,0
julia,kvaerno5,adaptive,julia,none,131072,tol,1.0e-6,20,0.636,0.63752,0.66615,0.803665,0.822,2.5440119307295387e-5,131072,0
julia,kvaerno5,adaptive,julia,none,131072,tol,1.0e-8,20,1.8933,1.8970049999999998,1.9107500000000002,1.94813,1.9924,5.49011989526189e-6,131072,0
julia,kvaerno5,fixed,fixed,both,131072,dt,0.0001220703125,10,111.1516,111.24304,112.26665,113.063185,113.2669,3.3179637231768e-5,131072,0
julia,kvaerno5,fixed,fixed,both,131072,dt,0.000244140625,20,55.6101,55.920750000000005,56.2329,57.152355,57.2864,2.30950661887668e-5,131072,0
julia,kvaerno5,fixed,fixed,both,131072,dt,0.00048828125,20,27.8926,27.972400000000004,28.28185,28.885044999999998,28.9543,1.663504716325805e-5,131072,0
julia,kvaerno5,fixed,fixed,both,131072,dt,0.0009765625,20,14.1705,14.20299,14.33935,14.620095,14.6523,1.1730017526186328e-5,131072,0
julia,kvaerno5,fixed,fixed,both,131072,dt,0.001953125,20,7.4351,7.54587,7.77325,7.974655,8.008,8.27125684337353e-6,131072,0
julia,kvaerno5,fixed,fixed,both,131072,dt,0.00390625,20,4.0623,4.07883,4.23065,4.449775000000001,5.7299,5.862053354627473e-6,131072,0
julia,kvaerno5,fixed,fixed,both,131072,dt,0.0078125,20,2.3962,2.41387,2.6060499999999998,2.745495,2.7682,4.1772171715783415e-6,131072,0
julia,kvaerno5,fixed,fixed,both,131072,dt,0.015625,20,1.594,1.7038200000000001,2.04465,2.30883,2.6476,1.3570638741429898e-5,131072,0
julia,kvaerno5,fixed,fixed,both,131072,dt,0.03125,20,1.3346,1.345335,1.4579499999999999,2.7895800000000124,19.5567,0.00040960787549834514,131072,0
julia,kvaerno5,fixed,fixed,both,131072,dt,0.0625,20,1.1654,1.18516,1.32805,1.82138,1.8305,0.010266627731873179,131072,0
julia,kvaerno5,fixed,fixed,none,131072,dt,0.0001220703125,10,110.4522,110.54530500000001,110.97015,111.48467,111.5573,3.3179637231768e-5,131072,0
julia,kvaerno5,fixed,fixed,none,131072,dt,0.000244140625,20,54.5343,54.64326500000001,55.4437,56.00387,56.1876,2.30950661887668e-5,131072,0
julia,kvaerno5,fixed,fixed,none,131072,dt,0.00048828125,20,27.0788,27.10255,27.2346,27.673854999999996,27.7832,1.663504716325805e-5,131072,0
julia,kvaerno5,fixed,fixed,none,131072,dt,0.0009765625,20,13.2432,13.253269999999999,13.314499999999999,13.665600000000001,13.7416,1.1730017526186328e-5,131072,0
julia,kvaerno5,fixed,fixed,none,131072,dt,0.001953125,20,6.3993,6.4123149999999995,6.4428,6.546925,6.7887,8.27125684337353e-6,131072,0
julia,kvaerno5,fixed,fixed,none,131072,dt,0.00390625,20,3.1389,3.1558100000000002,3.2197500000000003,3.275635,3.2801,5.862053354627473e-6,131072,0
julia,kvaerno5,fixed,fixed,none,131072,dt,0.0078125,20,1.4873,1.496895,1.5425,1.58207,1.5986,4.1772171715783415e-6,131072,0
julia,kvaerno5,fixed,fixed,none,131072,dt,0.015625,20,0.7565,0.7570699999999999,0.81055,0.9011899999999999,0.9105,1.3570638741429898e-5,131072,0
julia,kvaerno5,fixed,fixed,none,131072,dt,0.03125,20,0.4424,0.44430000000000003,0.46535000000000004,0.5523150000000001,0.5925,0.00040960787549834514,131072,0
julia,kvaerno5,fixed,fixed,none,131072,dt,0.0625,20,0.2851,0.2851,0.30945,0.361105,0.403,0.010266627731873179,131072,0
julia,rosenbrock23_sciml,adaptive,julia,both,131072,tol,0.0001,20,1.2502,1.30036,1.5110999999999999,2.0506250000000024,5.0474,0.00327498891047874,131072,0
julia,rosenbrock23_sciml,adaptive,julia,both,131072,tol,0.001,20,1.1785,1.21232,1.5516999999999999,2.620240000000004,7.162,0.015165897289318215,131072,0
julia,rosenbrock23_sciml,adaptive,julia,both,131072,tol,0.010000000000000002,20,1.016,1.03538,1.1595,1.727120000000005,8.6188,0.05287075330874141,131072,0
julia,rosenbrock23_sciml,adaptive,julia,both,131072,tol,1.0000000000000001e-7,20,4.0712,4.0769,4.2360500000000005,4.842140000000001,7.0564,2.925441287855628e-5,131072,0
julia,rosenbrock23_sciml,adaptive,julia,both,131072,tol,1.0e-5,20,1.6222,1.6734999999999998,1.95735,12.495495000000046,75.5602,0.0006556798749077946,131072,0
julia,rosenbrock23_sciml,adaptive,julia,both,131072,tol,1.0e-6,20,2.3855,2.3940499999999996,2.50725,2.71364,2.7638,0.00013508951704278616,131072,0
julia,rosenbrock23_sciml,adaptive,julia,both,131072,tol,1.0e-8,20,7.7325,7.754825,7.9092,8.319505,8.3329,1.175092072330305e-5,131072,0
julia,rosenbrock23_sciml,adaptive,julia,none,131072,tol,0.0001,20,0.3726,0.37621000000000004,0.38205,0.45094500000000004,0.505,0.00327498891047874,131072,0
julia,rosenbrock23_sciml,adaptive,julia,none,131072,tol,0.001,20,0.221,0.222995,0.24735000000000001,0.32785000000000003,0.3307,0.015165897289318215,131072,0
julia,rosenbrock23_sciml,adaptive,julia,none,131072,tol,0.010000000000000002,20,0.1236,0.123695,0.1365,0.23802500000000007,0.3031,0.05287075330874141,131072,0
julia,rosenbrock23_sciml,adaptive,julia,none,131072,tol,1.0000000000000001e-7,20,3.2035,3.205685,3.26285,3.356435,3.5395,2.925441287855628e-5,131072,0
julia,rosenbrock23_sciml,adaptive,julia,none,131072,tol,1.0e-5,20,0.7367,0.737175,0.76875,0.84036,0.8567,0.0006556798749077946,131072,0
julia,rosenbrock23_sciml,adaptive,julia,none,131072,tol,1.0e-6,20,1.5074,1.5322900000000002,1.564,1.6054000000000002,1.613,0.00013508951704278616,131072,0
julia,rosenbrock23_sciml,adaptive,julia,none,131072,tol,1.0e-8,20,6.8076,6.81045,6.8743,7.1420200000000005,7.1633,1.175092072330305e-5,131072,0
julia,rosenbrock23_sciml,fixed,fixed,both,131072,dt,0.0001220703125,20,14.3515,14.366605,14.571200000000001,14.915985,14.9974,1.3403988829839313e-5,131072,0
julia,rosenbrock23_sciml,fixed,fixed,both,131072,dt,0.000244140625,20,7.7228,7.74655,7.9549,8.411880000000002,10.302,9.61873554094812e-6,131072,0
julia,rosenbrock23_sciml,fixed,fixed,both,131072,dt,0.00048828125,20,4.4623,4.545235,4.667949999999999,5.01482,5.1235,7.4722948762837985e-6,131072,0
julia,rosenbrock23_sciml,fixed,fixed,both,131072,dt,0.0009765625,20,2.7591,2.7621400000000005,3.07935,3.488315,3.5114,1.36336451692395e-5,131072,0
julia,rosenbrock23_sciml,fixed,fixed,both,131072,dt,0.001953125,20,1.8907,1.90438,2.27175,2.459475,2.5369,5.120499306689539e-5,131072,0
julia,rosenbrock23_sciml,fixed,fixed,both,131072,dt,0.00390625,20,1.6417,1.7367,2.03585,4.709600000000005,11.5477,0.0002020425961461164,131072,0
julia,rosenbrock23_sciml,fixed,fixed,both,131072,dt,0.0078125,20,1.1934,1.20727,1.73745,1.907535,1.9424,0.0007892011363244902,131072,0
julia,rosenbrock23_sciml,fixed,fixed,both,131072,dt,0.015625,20,1.1078,1.1347800000000001,1.3433,2.1393000000000026,5.7797,0.003039152316224751,131072,0
julia,rosenbrock23_sciml,fixed,fixed,both,131072,dt,0.03125,20,1.2179,1.251245,1.51395,1.7254500000000002,1.7739,0.011656533936589672,131072,0
julia,rosenbrock23_sciml,fixed,fixed,both,131072,dt,0.0625,20,0.9796,1.06073,1.4494,2.960580000000016,24.2839,0.04084337179120541,131072,0
julia,rosenbrock23_sciml,fixed,fixed,none,131072,dt,0.0001220703125,20,13.4744,13.481050000000002,13.55285,13.7684,13.9831,1.3403988829839313e-5,131072,0
julia,rosenbrock23_sciml,fixed,fixed,none,131072,dt,0.000244140625,20,6.8139,6.82891,6.9111,7.1208,7.3032,9.61873554094812e-6,131072,0
julia,rosenbrock23_sciml,fixed,fixed,none,131072,dt,0.00048828125,20,3.455,3.45899,3.50565,3.60523,3.6894,7.4722948762837985e-6,131072,0
julia,rosenbrock23_sciml,fixed,fixed,none,131072,dt,0.0009765625,20,1.7453,1.750715,1.8301,1.9556200000000001,2.0586,1.36336451692395e-5,131072,0
julia,rosenbrock23_sciml,fixed,fixed,none,131072,dt,0.001953125,20,0.9697,0.990505,1.0281,1.1094300000000001,1.1157,5.120499306689539e-5,131072,0
julia,rosenbrock23_sciml,fixed,fixed,none,131072,dt,0.00390625,20,0.5534,0.55682,0.6053,0.659535,0.6602,0.0002020425961461164,131072,0
julia,rosenbrock23_sciml,fixed,fixed,none,131072,dt,0.0078125,20,0.306,0.30657,0.31655,0.365305,0.3882,0.0007892011363244902,131072,0
julia,rosenbrock23_sciml,fixed,fixed,none,131072,dt,0.015625,20,0.1415,0.141595,0.17295,0.26380000000000003,0.3189,0.003039152316224751,131072,0
julia,rosenbrock23_sciml,fixed,fixed,none,131072,dt,0.03125,20,0.1336,0.13417,0.13785,0.1628100000000001,0.2637,0.011656533936589672,131072,0
julia,rosenbrock23_sciml,fixed,fixed,none,131072,dt,0.0625,20,0.0625,0.0625,0.06365000000000001,0.11928500000000009,0.2444,0.04084337179120541,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,0.0001,20,1.0776,1.19597,1.52135,1.9215350000000002,1.9602,0.0009208428917777429,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,0.001,20,0.9564,0.9642850000000001,1.12235,1.2473300000000003,1.3828,0.0072155704397689506,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,0.010000000000000002,20,0.9219,0.922565,1.0967500000000001,2.0547200000000085,13.4342,0.05978391031851728,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0000000000000001e-7,20,1.201,1.24451,1.45055,2.089905000000005,8.3543,2.394379021575526e-6,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0e-5,20,1.1085,1.13605,1.4483000000000001,1.744875,1.7482,6.101195397266501e-5,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0e-6,20,1.132,1.1547999999999998,1.30775,1.7858400000000048,8.3986,3.676264506716112e-6,131072,0
julia,tsit5,adaptive,julia,both,131072,tol,1.0e-8,20,1.6016,1.6290550000000001,1.7904,2.274295000000002,5.28,3.130457604538846e-6,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,0.0001,20,0.1769,0.17709000000000003,0.1802,0.30245000000000005,0.3984,0.0009208428917777429,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,0.001,20,0.1069,0.10699499999999999,0.10785,0.12899500000000005,0.1859,0.0072155704397689506,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,0.010000000000000002,20,0.0912,0.091485,0.0959,0.1293500000000001,0.2443,0.05978391031851728,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0000000000000001e-7,20,0.3558,0.356845,0.419,0.47636,0.4908,2.394379021575526e-6,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0e-5,20,0.1927,0.193935,0.21185,0.262255,0.2899,6.101195397266501e-5,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0e-6,20,0.2502,0.25238499999999997,0.25475000000000003,0.3563500000000001,0.4542,3.676264506716112e-6,131072,0
julia,tsit5,adaptive,julia,none,131072,tol,1.0e-8,20,0.7481,0.749715,0.77875,0.836775,0.8553,3.130457604538846e-6,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.0001220703125,20,13.2305,13.238100000000001,13.395,13.563300000000002,13.569,1.3469230616338559e-5,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.000244140625,20,7.1558,7.172235,7.30825,7.675915,7.794,9.634494283283909e-6,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.00048828125,20,4.164,4.164475,4.2849,4.714815000000001,4.7512,6.810032555255698e-6,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.0009765625,20,2.5368,2.537845,2.6378500000000003,6.518965000000001,6.771,4.8076021522898256e-6,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.001953125,20,1.6767,1.68126,1.7808000000000002,1.97785,2.0339,3.4213753183648374e-6,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.00390625,20,1.3806,1.414515,1.7319,6.980795000000068,99.2371,2.476387853577453e-6,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.0078125,20,1.6192,1.63516,1.78935,1.9419350000000002,1.954,1.923139036459124e-6,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.015625,20,1.0178,1.03395,1.25085,1.506605,1.5485,2.181280724808902e-6,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.03125,20,0.936,0.9493,1.0528,1.52166,1.5266,3.835593621659586e-5,131072,0
julia,tsit5,fixed,fixed,both,131072,dt,0.0625,20,0.8678,0.895065,1.1031499999999999,1.3048400000000002,1.3303,0.004405430864764873,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.0001220703125,20,12.3033,12.308715,12.365300000000001,12.687930000000001,13.0495,1.3469230616338559e-5,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.000244140625,20,6.1777,6.182734999999999,6.24205,6.450305,6.4656,9.634494283283909e-6,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.00048828125,20,3.1325,3.14105,3.17925,3.255745,3.2661,6.810032555255698e-6,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.0009765625,20,1.5904,1.60161,1.62625,1.688285,1.7279,4.8076021522898256e-6,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.001953125,20,0.811,0.811285,0.8311999999999999,0.9254300000000003,1.2718,3.4213753183648374e-6,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.00390625,20,0.4349,0.43718,0.45845,0.505085,0.5257,2.476387853577453e-6,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.0078125,20,0.2985,0.30059,0.31595,0.3343000000000001,0.435,1.923139036459124e-6,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.015625,20,0.155,0.155665,0.17504999999999998,0.25495,0.292,2.181280724808902e-6,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.03125,20,0.1299,0.129995,0.134,0.14807000000000006,0.2273,3.835593621659586e-5,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.0625,20,0.109,0.109,0.11005000000000001,0.12470000000000005,0.1836,0.004405430864764873,131072,0
julia,vern7,adaptive,julia,both,131072,tol,0.0001,20,1.3532,1.3553849999999998,1.5639,1.981005,1.9849,3.055523220538607e-5,131072,0
julia,vern7,adaptive,julia,both,131072,tol,0.001,20,1.1693,1.2347549999999998,1.705,14.255700000000058,90.5445,0.000244044636191951,131072,0
julia,vern7,adaptive,julia,both,131072,tol,0.010000000000000002,20,1.0753,1.106365,1.25505,1.7046600000000025,4.9016,0.004099499918859589,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0000000000000001e-7,20,1.5183,1.56637,1.6463999999999999,1.762995,1.8294,3.599850345526329e-6,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0e-5,20,1.2145,1.243285,1.39085,1.831155,1.9652,9.096852423814719e-6,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0e-6,20,1.3315,1.339575,1.4234499999999999,6.9083900000000025,10.1078,6.20052342682071e-6,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0e-8,20,2.3629,2.36841,2.5317499999999997,3.321465000000005,10.4363,3.5921031568047396e-6,131072,0
julia,vern7,adaptive,julia,none,131072,tol,0.0001,20,0.3891,0.392045,0.40265,0.4617,0.4655,3.055523220538607e-5,131072,0
julia,vern7,adaptive,julia,none,131072,tol,0.001,20,0.3404,0.34762,0.3671,0.48539,0.4966,0.000244044636191951,131072,0
julia,vern7,adaptive,julia,none,131072,tol,0.010000000000000002,20,0.2729,0.27309,0.30525,0.36410500000000007,0.4288,0.004099499918859589,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0000000000000001e-7,20,0.6059,0.60704,0.6507000000000001,0.817185,0.9024,3.599850345526329e-6,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0e-5,20,0.3389,0.342415,0.35105,0.39072000000000007,0.4614,9.096852423814719e-6,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0e-6,20,0.4067,0.406795,0.44635,0.5005700000000001,0.6045,6.20052342682071e-6,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0e-8,20,1.4078,1.4130250000000002,1.47545,1.5842299999999998,1.5962,3.5921031568047396e-6,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.0001220703125,20,20.7219,20.80455,21.13725,21.678685,22.1591,1.340612203093985e-5,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.000244140625,20,10.8402,10.913160000000001,11.133,11.563765000000002,12.04,9.59935967846523e-6,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.00048828125,20,6.1044,6.115895,6.3759999999999994,10.224050000000048,76.0543,6.796113471271297e-6,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.0009765625,20,3.5437,3.570965,3.67375,4.047665,4.9362,4.812111447431685e-6,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.001953125,20,2.3396,2.349765,2.4421999999999997,2.6256150000000003,2.6601,3.438379589703819e-6,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.00390625,20,1.7028,1.7090699999999999,1.78185,2.11329,2.2993,2.569948213345629e-6,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.0078125,20,1.444,1.478675,1.6476,2.14417,2.174,2.395225030852657e-6,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.015625,20,1.242,1.2466549999999998,1.43575,3.073760000000016,24.1022,3.4721346185497716e-6,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.03125,20,1.1234,1.130525,1.3302,1.795255,1.8267,6.435939434299546e-6,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.0625,20,1.6004,1.61009,1.63595,1.7751350000000001,2.0019,7.109268639221766e-5,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.0001220703125,20,19.8849,20.376904999999997,20.96035,21.358695,21.8089,1.340612203093985e-5,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.000244140625,20,9.9596,10.04852,10.5678,10.740545000000001,10.8402,9.59935967846523e-6,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.00048828125,20,5.0879,5.090845000000001,5.2371,5.32181,5.3828,6.796113471271297e-6,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.0009765625,20,2.5821,2.61174,2.66965,2.7302150000000003,3.1599,4.812111447431685e-6,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.001953125,20,1.3914,1.4040350000000001,1.46285,1.5382500000000001,1.6646,3.438379589703819e-6,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.00390625,20,0.8021,0.80381,0.8428,0.89554,0.9514,2.569948213345629e-6,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.0078125,20,0.533,0.54383,0.56795,0.63008,0.643,2.395225030852657e-6,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.015625,20,0.4128,0.41318,0.47204999999999997,0.54862,0.5984,3.4721346185497716e-6,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.03125,20,0.3044,0.310195,0.3428,0.44335,0.5507,6.435939434299546e-6,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.0625,20,0.3059,0.31008,0.3168,0.35217000000000004,0.4371,7.109268639221766e-5,131072,0
