framework,algorithm,phase,mode,tier,n,setting_kind,setting,sample,time_ms
cubie,tsit5,performance,adaptive,pi,32,tol,1e-08,16,3.122991998679936
cubie,tsit5,performance,adaptive,pi,32,tol,1e-08,17,3.129046002868563
cubie,tsit5,performance,adaptive,pi,32,tol,1e-08,18,3.1289000035030767
cubie,tsit5,performance,adaptive,pi,32,tol,1e-08,19,3.3349089935654774
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,0,4.591189994243905
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,1,3.513775001920294
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,2,3.846760999294929
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,3,3.4668579974095337
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,4,3.7795590033056214
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,5,4.44245199469151
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,6,3.563999001926277
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,7,3.2808239993755706
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,8,3.4450979946996085
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,9,4.576569997880142
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,10,3.412234000279568
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,11,3.70165599451866
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,12,4.534795007202774
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,13,3.4840689986594953
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,14,3.6198929956299253
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,15,4.531787002633791
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,16,3.5561749973567203
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,17,3.655764005088713
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,18,4.537608998361975
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,19,3.474126999208238
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,0,3.534280003805179
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,1,4.43856500351103
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,2,4.42040000052657
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,3,4.365141998277977
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,4,4.341367995948531
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,5,4.30631400377024
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,6,4.369916001451202
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,7,4.32544599607354
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,8,4.189948995190207
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,9,4.467399005079642
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,10,4.537481996521819
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,11,4.182765995210502
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,12,3.1503450009040534
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,13,3.2082649995572865
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,14,3.213397998479195
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,15,3.2166820019483566
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,16,3.257528005633503
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,17,3.3204909996129572
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,18,3.1914189967210405
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,19,4.593842000758741
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,0,3.1009739977889694
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,1,3.1008549995021895
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,2,3.252527996664867
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,3,3.255070994782727
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,4,3.1142379957600497
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,5,3.2184700030484237
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,6,3.2203529990511015
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,7,3.159052001137752
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,8,4.457372997421771
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,9,4.405432999192271
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,10,4.407977998198476
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,11,4.288308999093715
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,12,4.219964001094922
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,13,4.280120003386401
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,14,4.497162997722626
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,15,4.362897001556121
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,16,3.835905001324136
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,17,3.361338000104297
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,18,4.540532005194109
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,19,4.475879999517929
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,0,4.518039000686258
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,1,4.419876997417305
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,2,4.806261000339873
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,3,4.740969001431949
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,4,4.471063999517355
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,5,4.628964998119045
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,6,3.527188004227355
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,7,3.3162489999085665
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,8,3.5579940013121814
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,9,4.629146998922806
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,10,4.430938002769835
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,11,3.7663679977413267
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,12,3.546964995621238
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,13,3.3078650012612343
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,14,3.3894950029207394
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,15,4.488313999900129
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,16,4.61200100107817
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,17,4.622469998139422
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,18,4.55054099438712
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,19,3.618488997744862
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,0,3.332827996928245
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,1,4.501170995354187
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,2,3.193566000845749
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,3,3.243466002459172
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,4,3.2281319945468567
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,5,3.273788002843503
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,6,3.182168999046553
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,7,3.2254600009764545
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,8,3.2689160070731305
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,9,3.154490994347725
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,10,3.2272269963868894
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,11,3.207599998859223
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,12,3.1598469940945506
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,13,3.1591770020895638
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,14,3.3223179998458363
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,15,3.1705969959148206
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,16,3.169278999848757
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,17,3.428714000619948
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,18,4.266099997039419
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,19,4.529848003585357
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,0,4.192215004877653
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,1,4.322615997807588
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,2,4.57849599479232
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,3,4.5409310041577555
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,4,4.605754002113827
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,5,4.259542001818772
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,6,4.479795999941416
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,7,3.9352839958155528
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,8,4.825475996767636
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,9,4.230446997098625
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,10,3.1971099961083382
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,11,3.1620350055163726
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,12,3.2176549939322285
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,13,4.6725299980607815
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,14,4.3726499934564345
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,15,4.423734004376456
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,16,4.279198001313489
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,17,4.480932999285869
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,18,4.422641999553889
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,19,4.348973001469858
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,0,3.4131119973608293
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,1,4.697905002103653
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,2,4.573152000375558
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,3,4.436023002199363
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,4,4.692685004556552
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,5,3.3713369994075038
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,6,3.446358001383487
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,7,3.5021469957428053
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,8,4.411697002069559
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,9,3.536625998094678
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,10,3.3397179940948263
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,11,3.6873930002911948
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,12,3.5718009967240505
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,13,3.3328749996144325
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,14,3.673084000183735
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,15,3.5704559995792806
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,16,3.337952002766542
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,17,3.6041799976374023
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,18,4.426008999871556
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,19,3.5252390007372014
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,0,3.2203450027736835
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,1,3.4792099977494217
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,2,4.329363000579178
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,3,4.515895998338237
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,4,4.350159993919078
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,5,4.446783997991588
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,6,4.310361000534613
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,7,3.783861997362692
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,8,4.586853006912861
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,9,4.311077995225787
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,10,4.635862002032809
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,11,4.366061999462545
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,12,3.3638259992585517
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,13,3.835178002191242
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,14,4.538034001598135
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,15,3.3677060055197217
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,16,3.692234000482131
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,17,4.414779999933671
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,18,4.457864000869449
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,19,4.321526997955516
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,0,3.181623003911227
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,1,3.1341060021077283
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,2,3.4705229991232045
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,3,3.147465002257377
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,4,3.1499670003540814
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,5,3.2086089995573275
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,6,3.2688930004951544
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,7,3.1523550060228445
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,8,3.2596270029898733
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,9,3.2408250044682063
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,10,3.1580430004396476
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,11,3.1724189975648187
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,12,3.2274300028802827
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,13,3.1997389960451983
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,14,3.153329002088867
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,15,3.2203879964072257
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,16,3.2505999988643453
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,17,3.1495099974563345
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,18,3.337224006827455
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,19,3.1540649943053722
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,0,4.71886799641652
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,1,3.722191999258939
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,2,3.996280000137631
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,3,3.798806996201165
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,4,3.845932995318435
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,5,3.620686002250295
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,6,4.806078002729919
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,7,4.01621399942087
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,8,3.7521790000027977
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,9,4.705810999439564
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,10,3.9688089964329265
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,11,4.8572640007478185
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,12,3.5226000036345795
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,13,3.6501089998637326
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,14,4.988657005014829
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,15,3.6487129982560873
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,16,3.807534994848538
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,17,3.5921359958592802
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,18,3.6817970030824654
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,19,4.571837998810224
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,0,3.415768005652353
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,1,3.45292899874039
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,2,4.456918002688326
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,3,3.3817130024544895
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,4,3.246256004786119
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,5,3.480291001324076
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,6,4.429966997122392
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,7,4.2224099961458705
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,8,4.811155995412264
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,9,4.342619999079034
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,10,3.4498199966037646
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,11,3.414842998608947
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,12,4.4954149998375215
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,13,4.428612999618053
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,14,4.4479069983935915
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,15,4.634085998986848
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,16,3.5104079943266697
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,17,3.2786919982754625
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,18,3.41791300161276
