dt,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,converged
0.5,27,2.95998979,3.47830677,3.50812674,2.84510493,3.04729676,3.52889395,3.28624201,2.83247185,3.26386738,3.54215646,2.98857784,2.99978805,3.51016283,3.25729966,2.91645098,3.32618308,3.45446396,3.02564263,3.12871075,3.47406077,3.26152349,3.04606485,3.32806635,3.42939663,3.12838125,3.13393831,3.37499046,3.2415657,2.99453306,3.12791133,3.18979597,2.8768878,1
0.5,28,2.9728303,3.48995566,3.51421738,2.85418487,3.06114793,3.53974724,3.29183483,2.8428247,3.27768612,3.55059791,2.99510193,3.01226068,3.52244735,3.26382017,2.92559862,3.33960915,3.46399236,3.03256297,3.14046884,3.4864018,3.26896119,3.05500722,3.34065151,3.43910384,3.13552117,3.14442062,3.38610363,3.24916673,3.00291348,3.13919115,3.20030594,2.88719749,1
0.5,29,2.98565865,3.50157642,3.52031755,2.86329412,3.07498407,3.55056477,3.29744101,2.85321164,3.29149032,3.5589993,3.00165057,3.02476549,3.53470278,3.27031469,2.93478513,3.35305238,3.47347736,3.03947997,3.15226555,3.49873066,3.27636075,3.063972,3.35325956,3.44877267,3.14264798,3.15493655,3.39721465,3.25674176,3.01131153,3.15049505,3.21081018,2.89749742,1
0.5,30,2.99849176,3.51318622,3.52640247,2.87242913,3.08883166,3.56133914,3.3030355,2.86365175,3.30529737,3.56733966,3.00821233,3.03732371,3.54693127,3.27676392,2.94401383,3.36652112,3.48291421,3.04639649,3.16410565,3.51104617,3.28372598,3.07296109,3.3658824,3.45840716,3.14977193,3.16547871,3.40831947,3.26429772,3.01973152,3.16182494,3.2212975,2.90777516,1
0.5,31,3.01132488,3.52479339,3.53247547,2.88157916,3.1026895,3.57208061,3.30862188,2.87413192,3.3190999,3.57563162,3.0147965,3.04992247,3.55912662,3.28317928,2.95328593,3.38001013,3.49229956,3.05330658,3.17599082,3.52335024,3.29104519,3.08197093,3.37854147,3.46801472,3.15686941,3.17605257,3.41944122,3.27182531,3.02815771,3.17319417,3.23178172,2.91802311,1
0.5,32,3.02415562,3.53637457,3.5385468,2.89076233,3.11653709,3.58277488,3.31421924,2.88465524,3.33288622,3.58387828,3.02140212,3.06255436,3.57129574,3.28956604,2.96258926,3.39351797,3.50164843,3.06021309,3.18791366,3.53564715,3.29832697,3.0909977,3.39121938,3.47758508,3.16395569,3.18666244,3.43055749,3.27932191,3.03660607,3.18459296,3.24225044,2.9282546,1
0.5,33,3.0369885,3.54792953,3.54462004,2.89998412,3.13037682,3.59342909,3.31982875,2.8952167,3.3466568,3.59208751,3.02804089,3.07522011,3.58342981,3.29593086,2.97193813,3.4070375,3.5109508,3.06712675,3.1998775,3.54792786,3.30557561,3.10005546,3.4039216,3.48711658,3.17103124,3.19730449,3.44166994,3.28679657,3.04507923,3.1960144,3.25270462,2.93848109,1
0.5,34,3.04982805,3.55948353,3.55066776,2.90922093,3.14423394,3.60404086,3.32542253,2.90583301,3.36042666,3.60022974,3.03469372,3.08793879,3.59553313,3.30224705,2.98132992,3.4205873,3.52019954,3.07402563,3.21189022,3.56020403,3.3127737,3.10912848,3.41665721,3.49661875,3.17808509,3.20798397,3.45279527,3.29423666,3.05356574,3.20748067,3.26314187,2.94866681,1
0.5,35,3.06266165,3.57101417,3.55672526,2.91848946,3.15807724,3.61461616,3.33103251,2.91647744,3.3741796,3.60834479,3.04137349,3.10067868,3.6076107,3.30854797,2.99075079,3.4341464,3.52941632,3.08092928,3.22393179,3.5724647,3.31994605,3.11822152,3.42940259,3.50608897,3.18513513,3.21868372,3.46391058,3.3016634,3.0620718,3.21896386,3.27357411,2.95884776,1
0.5,36,3.07550192,3.58254027,3.56276464,2.9277761,3.17193389,3.6251502,3.33663201,2.92717314,3.38792849,3.61639857,3.04807615,3.11346745,3.61964798,3.31481218,3.00022888,3.4477222,3.53857231,3.08783841,3.23602533,3.5847044,3.32707214,3.12734938,3.44217896,3.51551366,3.19216585,3.22942948,3.47503209,3.30904746,3.07059264,3.2304914,3.28399134,2.96899462,1
0.5,37,3.08833122,3.59404373,3.56880569,2.93708611,3.18578506,3.63564944,3.3422339,2.93790555,3.40167212,3.62441111,3.05479622,3.12629366,3.63166261,3.32104182,3.00973392,3.46132112,3.54769158,3.09473634,3.24815106,3.59694076,3.334167,3.13648653,3.45497322,3.52491665,3.19918704,3.24019456,3.48615313,3.31642008,3.07913065,3.24203682,3.29440045,2.97912836,1
0.5,38,3.10117197,3.60553217,3.57483506,2.94643092,3.19963622,3.64610195,3.34784532,2.94868612,3.41539598,3.63237357,3.06154871,3.13915586,3.64363766,3.32724428,3.01928663,3.47493052,3.5567584,3.10164428,3.26032448,3.60915852,3.34122086,3.14565492,3.46779323,3.53428125,3.20619655,3.25099587,3.4972744,3.32376552,3.08769107,3.25361514,3.30479074,2.98924327,1
0.5,39,3.11402869,3.61699891,3.58084941,2.95581031,3.21349144,3.65650988,3.35345888,2.95951009,3.42910862,3.64028835,3.068326,3.15205789,3.65558267,3.33341455,3.0288825,3.48856688,3.56577635,3.10854268,3.27254725,3.62136483,3.34822392,3.15485406,3.48064566,3.54359293,3.21319246,3.26185203,3.50838637,3.33106184,3.09628415,3.26523256,3.31514978,2.99933982,1
0.5,40,3.12686563,3.62846732,3.5868659,2.96519566,3.22735047,3.66688824,3.35906601,2.97037601,3.44281888,3.64815187,3.07512736,3.16500235,3.66749001,3.3395586,3.03852487,3.50220823,3.57474947,3.11545682,3.28479815,3.6335485,3.35521269,3.16406989,3.49350119,3.55289292,3.22018456,3.27271104,3.51950979,3.33836174,3.10487366,3.27686906,3.32552266,3.00940752,1
0.5,41,3.13971782,3.63989949,3.59287286,2.97462511,3.24120116,3.67721558,3.36468601,2.981282,3.45650959,3.6559751,3.08195186,3.17797661,3.67936993,3.34567094,3.04820037,3.51587009,3.58367395,3.12236357,3.29709768,3.64571762,3.36214852,3.17332172,3.50639176,3.56213617,3.22716331,3.28362322,3.53061771,3.34561896,3.11350393,3.28853536,3.33585882,3.01947141,1
0.5,42,3.15256953,3.65132713,3.59887362,2.98407173,3.25505376,3.68750858,3.37030768,2.99222732,3.47019172,3.66375232,3.08880043,3.19099021,3.69121671,3.35175133,3.05791688,3.52955222,3.59255528,3.12926126,3.30943799,3.65788627,3.36904407,3.18257976,3.51931,3.57135844,3.23411918,3.29456496,3.54174089,3.35284781,3.12214088,3.30024028,3.34618926,3.02950382,1
0.5,43,3.16543436,3.66273189,3.60486126,2.99355412,3.26890707,3.69775295,3.37593651,3.00322127,3.48385406,3.67148304,3.09568453,3.20403409,3.70302296,3.3578155,3.06768203,3.54324031,3.60138607,3.13617682,3.3218224,3.67002583,3.37590647,3.1918819,3.53224587,3.5805285,3.24107528,3.30555153,3.55284882,3.36004353,3.13081145,3.3119719,3.35649014,3.03952241,1
0.5,44,3.17828584,3.67412186,3.61085367,3.0030508,3.28275776,3.70796919,3.381567,3.01424694,3.497509,3.67916989,3.10259104,3.21711826,3.71479511,3.36384749,3.07749128,3.55694008,3.61016774,3.14309907,3.33424187,3.68214059,3.38273835,3.20120859,3.54519105,3.58966708,3.24802709,3.31655502,3.56395245,3.36723232,3.13949752,3.32372332,3.36679101,3.04952717,1
0.5,45,3.19115949,3.68550539,3.61682129,3.01257777,3.29662013,3.71813631,3.38719463,3.02532673,3.51115465,3.68680096,3.1095221,3.23024631,3.72653484,3.36984134,3.08733964,3.57066584,3.61890244,3.15001273,3.34671116,3.69425201,3.38952303,3.21055722,3.55817318,3.59876919,3.25495887,3.3276062,3.57506251,3.37437892,3.14820719,3.33551788,3.37706137,3.05950022,1
0.5,46,3.2040329,3.69685602,3.62279367,3.02214289,3.31047106,3.72826028,3.39284182,3.03644609,3.52477908,3.6943934,3.11649013,3.24340439,3.7382338,3.37581992,3.09724188,3.58439779,3.62758303,3.15694237,3.35922265,3.70633292,3.39627314,3.21994376,3.57116723,3.60782504,3.26189446,3.33869386,3.58615589,3.38150239,3.15694523,3.34732842,3.38731551,3.06947517,1
0.5,47,3.21690583,3.70819497,3.6287601,3.03172541,3.32431841,3.73834658,3.3984921,3.04760146,3.53838825,3.70194077,3.12347841,3.25659275,3.74990106,3.38177061,3.10717559,3.59814,3.63622379,3.16387296,3.37176847,3.71839857,3.40299106,3.22935414,3.58418083,3.61684322,3.26881933,3.34981155,3.59724736,3.38860154,3.16570401,3.35916996,3.39755464,3.07942462,1
0.5,48,3.22978449,3.71952128,3.63471437,3.04133368,3.3381722,3.74839187,3.40414262,3.05879951,3.55198693,3.70944619,3.13049674,3.26981521,3.76153493,3.3876996,3.11715341,3.61189628,3.64481831,3.17080283,3.38435674,3.73045468,3.40966821,3.23878312,3.59722328,3.62583184,3.27572513,3.36096716,3.60834575,3.39566779,3.17448139,3.37104964,3.40777397,3.08934593,1
0.5,49,3.24267721,3.73083186,3.64065623,3.05097151,3.35203075,3.75839591,3.40979886,3.07004762,3.56557083,3.71689463,3.13755083,3.28308415,3.77311897,3.3935945,3.12718987,3.62566233,3.65335035,3.17775202,3.39699221,3.74247408,3.41631126,3.24825621,3.61027765,3.63477278,3.28263617,3.37215638,3.6194284,3.4027133,3.18328667,3.3829515,3.4179728,3.09925532,1
0.5,50,3.25556684,3.74211788,3.64659977,3.06063747,3.36587834,3.76835752,3.41546583,3.08133173,3.57913709,3.72430587,3.14463019,3.29637933,3.78467274,3.39947009,3.13726521,3.63943887,3.66183877,3.18470836,3.40967011,3.75447369,3.42291975,3.25776315,3.62334967,3.64366889,3.28954625,3.38338566,3.63049936,3.40973258,3.19212103,3.39487362,3.42815161,3.10915732,1
0.5,51,3.26847172,3.75339031,3.65252948,3.0703342,3.37972736,3.77827621,3.42114234,3.09265733,3.59268475,3.731673,3.15174174,3.30970693,3.79618764,3.40532184,3.14738154,3.65322733,3.67028022,3.19166279,3.42238379,3.76645851,3.42948651,3.26728916,3.6364491,3.652529,3.29643798,3.39465594,3.64157343,3.41671252,3.20097733,3.40683651,3.43830538,3.11903143,1
0.5,52,3.28137136,3.76465464,3.65845609,3.08004189,3.39358187,3.7881639,3.42681408,3.10401964,3.60622692,3.73899508,3.15887547,3.32307148,3.80766988,3.4111464,3.15754318,3.66702724,3.67866802,3.19862533,3.43514729,3.7784245,3.43601465,3.27684808,3.64957023,3.66134953,3.30331969,3.40595579,3.65264678,3.42367435,3.20984817,3.41882467,3.44845271,3.12888432,1
0.5,53,3.29427695,3.77588654,3.66437912,3.0897851,3.40742874,3.79801178,3.43249798,3.1154232,3.6197536,3.74627256,3.16603804,3.33647323,3.81911492,3.4169445,3.16774893,3.68083906,3.68701148,3.20559859,3.44794297,3.79036212,3.44252086,3.2864368,3.66269302,3.67013454,3.31021309,3.4172821,3.66369891,3.4306252,3.21875668,3.43082356,3.45857286,3.13873911,1
0.5,54,3.30720878,3.78711271,3.67027617,3.09956551,3.42128491,3.80779767,3.43819261,3.12688518,3.63325119,3.75349784,3.17324734,3.34990573,3.83051109,3.42272496,3.17800426,3.6946559,3.69530606,3.2125814,3.46078324,3.80228353,3.44898272,3.29605651,3.6758523,3.67887187,3.31708455,3.42866516,3.67475653,3.43751931,3.22768688,3.44287658,3.46866226,3.14855647,1
0.5,55,3.32013798,3.79831362,3.67617702,3.10936666,3.43513036,3.81755447,3.44389749,3.13837361,3.64673352,3.76068926,3.1804831,3.3633635,3.84187102,3.42849088,3.18830419,3.70847487,3.70355296,3.21958137,3.47366142,3.81417441,3.45541859,3.30571055,3.68901539,3.68757129,3.32396555,3.44007373,3.68579984,3.44440389,3.23664546,3.45494175,3.47873473,3.15836978,1
0.5,56,3.3330667,3.80950689,3.68207073,3.11918545,3.44898367,3.82727528,3.44959641,3.14990354,3.66021085,3.7678299,3.18773985,3.3768661,3.85319591,3.43421674,3.19864964,3.72231674,3.71174312,3.22657681,3.48658705,3.82604694,3.46180654,3.31539297,3.70220733,3.69622946,3.33082962,3.45151806,3.69684052,3.45125937,3.2456224,3.46703792,3.48879313,3.16815615,1
0.5,57,3.34600472,3.82067108,3.68796158,3.12904143,3.46282387,3.83695102,3.45532584,3.16147423,3.67365241,3.77493668,3.19504404,3.39038587,3.8644731,3.4399426,3.20903993,3.7361455,3.71989083,3.23359871,3.49954081,3.83788872,3.46817923,3.325109,3.71540022,3.70484877,3.3377049,3.46299672,3.70786572,3.45809531,3.25463152,3.47915268,3.49882793,3.17794037,1
0.5,58,3.35895634,3.83182263,3.69383526,3.13892484,3.4766748,3.84658146,3.46104622,3.17309499,3.68709207,3.78198719,3.20237064,3.40395308,3.87571669,3.44562936,3.21947837,3.74999833,3.72798467,3.24062324,3.51254869,3.84970975,3.47450495,3.33486199,3.72862434,3.7134223,3.34456992,3.47451782,3.71888494,3.46489787,3.26366758,3.49129677,3.50883269,3.18770266,1
0.5,59,3.37191725,3.8429575,3.69970608,3.14882946,3.49051762,3.85617781,3.46678281,3.18474317,3.70050621,3.78900599,3.20973229,3.41754174,3.88691854,3.45130324,3.22996354,3.76385283,3.73602581,3.2476573,3.52559423,3.86150265,3.48079252,3.34464717,3.7418623,3.72194672,3.35142994,3.48608088,3.72989345,3.47166991,3.27273631,3.5034759,3.51881576,3.19744802,1
0.5,60,3.38488913,3.85406423,3.7055645,3.15877271,3.50436068,3.86572194,3.47253108,3.19644117,3.71389699,3.79597688,3.21712947,3.4311614,3.89807963,3.45695949,3.24048805,3.77770948,3.7440269,3.25470448,3.5386734,3.87327743,3.48705482,3.35445881,3.75511503,3.73043919,3.35828948,3.49767709,3.74089289,3.47841811,3.28183198,3.51567435,3.52877116,3.20718479,1
0.5,61,3.39786983,3.86516166,3.71141386,3.16873884,3.51820803,3.8752296,3.47828126,3.20818186,3.72727823,3.8028996,3.22455716,3.44482255,3.90919733,3.46258569,3.25107121,3.79157877,3.75196552,3.26177073,3.5518055,3.88501453,3.49328136,3.36432028,3.76838493,3.7388792,3.36515427,3.50931549,3.75187874,3.48514056,3.29095602,3.52789903,3.53870416,3.2169013,1
0.5,62,3.41084909,3.87623477,3.71726561,3.17872882,3.53204179,3.88469982,3.48405123,3.21995282,3.74063396,3.80979156,3.23201895,3.45850158,3.92027617,3.46820283,3.26169372,3.80544877,3.75986314,3.26884294,3.56496835,3.89673281,3.49947643,3.37420321,3.78166676,3.74728346,3.37201285,3.52098393,3.76285553,3.49183989,3.30010438,3.54014421,3.54861784,3.22660732,1
0.5,63,3.42385054,3.88728976,3.72310233,3.18875456,3.54588127,3.89412284,3.48982811,3.23177361,3.75397086,3.81663322,3.23952007,3.47221899,3.93131208,3.47379827,3.27236533,3.81932449,3.76770592,3.2759304,3.57817674,3.90842056,3.50563264,3.38412666,3.79496908,3.75563812,3.37887168,3.53269744,3.77381778,3.49850869,3.30929184,3.55241895,3.55849814,3.23630166,1
0.5,64,3.43684101,3.89833474,3.72894001,3.19878793,3.55971789,3.90351963,3.4956069,3.2436204,3.76729631,3.82344007,3.24704266,3.48596168,3.94230986,3.47937346,3.28308129,3.83320332,3.77550364,3.28303409,3.5914166,3.92008233,3.51176882,3.39407849,3.80827618,3.76396179,3.38573122,3.54443264,3.78477621,3.50516438,3.31849027,3.56471276,3.56837082,3.24597359,1
0.5,65,3.44985104,3.9093492,3.73476958,3.20886636,3.57354665,3.91286159,3.5014112,3.2555182,3.78058934,3.8302002,3.25461507,3.49973583,3.95325661,3.48493624,3.29385495,3.84708118,3.78324127,3.29016328,3.604707,3.9316988,3.51786804,3.40408468,3.82159519,3.77222443,3.39260197,3.55621839,3.79570866,3.51178813,3.32773376,3.5770309,3.57821012,3.25564361,1
0.5,66,3.46288013,3.92034841,3.74058008,3.21897221,3.58738375,3.92215943,3.50721526,3.26746106,3.79386878,3.83691406,3.26221871,3.51354575,3.96416187,3.49047422,3.30467486,3.86096978,3.79092789,3.29729819,3.61804152,3.94330144,3.52392912,3.41411924,3.83494163,3.78044748,3.39946318,3.56804514,3.80663347,3.51837921,3.33700824,3.58937788,3.58801436,3.26529384,1
0.5,67,3.47591138,3.93132305,3.74639344,3.22910738,3.60120678,3.93141723,3.51304436,3.27943873,3.80711794,3.84359407,3.26986265,3.52737427,3.9750247,3.49600291,3.31553507,3.87485528,3.79857588,3.30444813,3.6314013,3.95487499,3.52996707,3.4241786,3.8482914,3.78863597,3.40632653,3.5799017,3.81755114,3.52495027,3.34630561,3.60174656,3.5977993,3.2749331,1
0.5,68,3.48895288,3.94228768,3.75219154,3.23926163,3.61504054,3.94064116,3.51886892,3.29145122,3.82035708,3.8502326,3.27752924,3.54123425,3.98585343,3.50151134,3.326437,3.88874578,3.8061738,3.31161189,3.64480448,3.96642208,3.53597045,3.43427706,3.86166048,3.79677773,3.41318703,3.59179759,3.82845807,3.53149605,3.35563374,3.61414289,3.60755801,3.2845521,1
