framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,sample,time_ms
julia,tsit5,performance,fixed,fixed,none,8,dt,0.0009765625,19,0.406992
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,0,0.41827
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,0,0.334444
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,1,0.385279
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,1,0.334743
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,2,0.341975
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,2,0.289154
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,3,0.328895
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,3,0.286828
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,4,0.324908
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,4,0.323474
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,5,0.38516
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,5,0.335492
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,6,0.380129
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,6,0.334636
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,7,0.341126
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,7,0.310846
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,8,0.328786
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,8,0.288833
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,9,0.328278
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,9,0.287545
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,10,0.325699
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,10,0.287798
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,11,0.323935
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,11,0.285328
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,12,0.323422
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,12,0.285105
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,13,0.324982
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,13,0.285194
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,14,0.322333
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,14,0.332252
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,15,0.378508
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,15,0.326862
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,16,0.400997
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,16,0.33505
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,17,0.407598
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,17,0.296714
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,18,0.333185
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,18,0.289421
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,19,0.328199
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,19,0.32528
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,0,0.493836
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,0,0.470237
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,1,0.497243
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,1,0.451687
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,2,0.493317
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,2,0.447432
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,3,0.495824
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,3,0.450715
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,4,0.49331
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,4,0.4679
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,5,0.495665
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,5,0.457802
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,6,0.493367
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,6,0.44864
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,7,0.492261
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,7,0.455937
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,8,0.49454
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,8,0.445699
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,9,0.498649
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,9,0.448479
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,10,0.457098
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,10,0.439358
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,11,0.497079
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,11,0.445189
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,12,0.496378
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,12,0.411425
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,13,0.450022
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,13,0.437431
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,14,0.536306
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,14,0.413061
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,15,0.492709
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,15,0.411861
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,16,0.494255
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,16,0.411843
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,17,0.485333
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,17,0.413712
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,18,0.4864
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,18,0.448112
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,19,0.504078
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,19,0.444192
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,0,0.331532
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,0,0.295661
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,1,0.335511
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,1,0.330113
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,2,0.388467
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,2,0.338749
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,3,0.389465
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,3,0.343388
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,4,0.389741
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,4,0.304417
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,5,0.338602
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,5,0.295895
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,6,0.33505
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,6,0.294356
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,7,0.334236
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,7,0.294409
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,8,0.332864
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,8,0.29407
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,9,0.381515
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,9,0.293633
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,10,0.330458
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,10,0.294048
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,11,0.330731
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,11,0.294174
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,12,0.331337
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,12,0.292829
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,13,0.33074
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,13,0.293929
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,14,0.329228
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,14,0.293451
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,15,0.330934
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,15,0.293756
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,16,0.33067
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,16,0.293727
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,17,0.330225
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,17,0.293996
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,18,0.331473
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,18,0.293129
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,19,0.331086
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,19,0.293455
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,0,0.443771
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,0,0.406131
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,1,0.446521
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,1,0.405488
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,2,0.444242
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,2,0.405293
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,3,0.442757
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,3,0.405251
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,4,0.442571
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,4,0.40488
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,5,0.443019
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,5,0.404788
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,6,0.442569
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,6,0.404411
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,7,0.441201
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,7,0.405728
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,8,0.442283
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,8,0.404815
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,9,0.443236
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,9,0.404312
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,10,0.443341
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,10,0.404509
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,11,0.441668
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,11,0.404117
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,12,0.443243
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,12,0.419284
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,13,0.443336
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,13,0.403934
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,14,0.44263
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,14,0.404547
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,15,0.441501
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,15,0.404332
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,16,0.441336
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,16,0.404984
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,17,0.442009
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,17,0.405147
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,18,0.442285
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,18,0.404147
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,19,0.441597
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,19,0.404581
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,0,0.349987
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,0,0.313617
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,1,0.353887
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,1,0.312935
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,2,0.350184
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,2,0.312776
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,3,0.349719
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,3,0.312118
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,4,0.349317
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,4,0.311573
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,5,0.350496
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,5,0.311444
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,6,0.349031
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,6,0.316377
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,7,0.349117
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,7,0.314764
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,8,0.349392
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,8,0.310731
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,9,0.351271
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,9,0.311982
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,10,0.349804
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,10,0.312067
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,11,0.348986
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,11,0.311232
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,12,0.348828
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,12,0.310928
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,13,0.349438
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,13,0.312385
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,14,0.349303
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,14,0.310746
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,15,0.34878
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,15,0.311744
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,16,0.349317
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,16,0.317112
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,17,0.348111
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,17,0.315133
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,18,0.348097
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,18,0.310842
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,19,0.349075
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,19,0.311941
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,0,0.444225
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,0,0.403746
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,1,0.445537
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,1,0.403116
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,2,0.443009
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,2,0.401664
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,3,0.442125
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,3,0.401925
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,4,0.445183
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,4,0.40244
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,5,0.443581
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,5,0.40183
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,6,0.441947
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,6,0.401488
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,7,0.442581
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,7,0.403299
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,8,0.443171
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,8,0.401663
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,9,0.442553
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,9,0.403412
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,10,0.442854
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,10,0.402566
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,11,0.442259
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,11,0.401935
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,12,0.442747
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,12,0.402572
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,13,0.442454
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,13,0.40235
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,14,0.44345
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,14,0.401842
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,15,0.441542
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,15,0.40211
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,16,0.44087
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,16,0.401788
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,17,0.442608
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,17,0.405063
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,18,0.442012
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,18,0.401641
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,19,0.446814
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,19,0.401807
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,0,0.382705
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,0,0.343823
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,1,0.383862
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,1,0.34189
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,2,0.387285
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,2,0.341634
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,3,0.383176
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,3,0.342588
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,4,0.382048
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,4,0.342309
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,5,0.382731
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,5,0.342985
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,6,0.382729
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,6,0.34125
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,7,0.383938
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,7,0.341942
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,8,0.382769
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,8,0.341588
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,9,0.381549
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,9,0.342086
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,10,0.382176
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,10,0.341199
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,11,0.381278
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,11,0.341107
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,12,0.380583
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,12,0.342007
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,13,0.381242
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,13,0.341353
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,14,0.382301
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,14,0.341188
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,15,0.38133
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,15,0.341392
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,16,0.383559
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,16,0.340977
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,17,0.380713
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,17,0.356906
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,18,0.381848
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,18,0.341608
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,19,0.386959
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,19,0.341864
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,0,0.510231
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,0,0.451465
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,1,0.510986
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,1,0.456914
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,2,0.508945
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,2,0.417578
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,3,0.503557
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,3,0.457506
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,4,0.512388
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,4,0.454216
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,5,0.515436
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,5,0.417349
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,6,0.504667
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,6,0.416509
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,7,0.46667
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,7,0.479196
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,8,0.509734
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,8,0.417227
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,9,0.501356
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,9,0.416697
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,10,0.499322
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,10,0.41591
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,11,0.502767
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,11,0.454755
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,12,0.51199
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,12,0.416709
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,13,0.50413
