framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,sample,time_ms
cubie,tsit5,performance,fixed,fixed,none,8,dt,0.0009765625,19,0.605167995672673
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,0,0.8343939989572391
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,0,0.4730500004370697
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,1,0.7641699994564988
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,1,0.4639870021492243
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,2,0.7685400050831959
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,2,0.463124000816606
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,3,0.7591289977426641
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,3,0.46218699571909383
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,4,0.7674559965380467
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,4,0.46312899939948693
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,5,0.7614650021423586
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,5,0.4715670002042316
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,6,0.757412999519147
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,6,0.46683700202265754
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,7,0.764194002840668
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,7,0.46295100037241355
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,8,0.7610530010424554
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,8,0.4637480014935136
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,9,0.7543370011262596
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,9,0.4621940024662763
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,10,0.75721900066128
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,10,0.4689960042014718
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,11,0.758210000640247
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,11,0.46286799624795094
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,12,0.7580480014439672
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,12,0.4620990002877079
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,13,0.7569529989268631
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,13,0.46640599612146616
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,14,0.7625689977430739
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,14,0.4627130037988536
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,15,0.7712229999015108
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,15,0.4671700007747859
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,16,0.7596540017402731
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,16,0.46261899842647836
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,17,0.7644790021004155
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,17,0.46548999671358615
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,18,0.755876004404854
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,18,0.4670170019380748
cubie,tsit5,performance,adaptive,default,both,8,tol,1e-08,19,0.7641549964318983
cubie,tsit5,performance,adaptive,default,none,8,tol,1e-08,19,0.4608960007317364
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,0,0.7901520002633333
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,0,0.4347079957369715
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,1,0.7246710010804236
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,1,0.42806100100278854
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,2,0.7265960011864081
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,2,0.42680299520725384
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,3,0.7217009988380596
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,3,0.4330970041337423
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,4,0.7232490024762228
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,4,0.4264859962859191
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,5,0.7282700025825761
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,5,0.42827799916267395
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,6,0.7219330000225455
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,6,0.43218000064371154
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,7,0.7261700011440553
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,7,0.4283800008124672
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,8,0.724647004972212
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,8,0.4260200003045611
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,9,0.7244020016514696
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,9,0.433809997048229
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,10,0.7202619963209145
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,10,0.42606999340932816
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,11,0.7242130013764836
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,11,0.4282380032236688
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,12,0.7195550060714595
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,12,0.42839799425564706
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,13,0.720730000466574
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,13,0.4265360039426014
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,14,0.7219690014608204
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,14,0.42510700586717576
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,15,0.7208290044218302
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,15,0.4289319986128248
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,16,0.7160210006986745
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,16,0.42701599886640906
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,17,0.7344769983319566
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,17,0.42593800026224926
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,18,0.7250329945236444
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,18,0.42960899736499414
cubie,tsit5,performance,adaptive,pi,both,8,tol,1e-08,19,0.7180379980127327
cubie,tsit5,performance,adaptive,pi,none,8,tol,1e-08,19,0.4328400027588941
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,0,0.9075900015886873
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,0,0.6513960033771582
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,1,0.9068019935511984
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,1,0.6055249978089705
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,2,0.9013179951580241
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,2,0.6032980018062517
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,3,0.9004359963000752
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,3,0.606107001658529
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,4,0.9033570022438653
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,4,0.6043920002412051
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,5,0.8956759993452579
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,5,0.6041500018909574
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,6,0.8993969968287274
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,6,0.605649001954589
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,7,0.9968179947463796
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,7,0.6081310057197697
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,8,0.9028580025187694
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,8,0.6052180033293553
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,9,0.9048959982465021
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,9,0.6065150009817444
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,10,0.9057770002982579
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,10,0.6107760054874234
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,11,0.9031080044223927
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,11,0.6053180040908046
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,12,0.9043870013556443
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,12,0.6046740018064156
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,13,0.9057259958353825
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,13,0.6111019974923693
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,14,0.9098879963858053
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,14,0.6070119998184964
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,15,0.9051340020960197
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,15,0.6052390017430298
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,16,0.9049590007634833
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,16,0.6117849989095703
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,17,0.904144995729439
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,17,0.6065920024411753
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,18,0.898522004717961
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,18,0.6064670014893636
cubie,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,19,0.9010290013975464
cubie,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,19,0.6092390030971728
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,0,0.7738279964542016
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,0,0.47382699995068833
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,1,0.771822000388056
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,1,0.47940500371623784
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,2,0.7656029993086122
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,2,0.47260599967557937
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,3,0.776786997448653
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,3,0.4730259970529005
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,4,0.7691680002608337
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,4,0.4737069975817576
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,5,0.7746550036245026
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,5,0.4729509964818135
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,6,0.7684390002395958
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,6,0.47954099864000455
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,7,0.7614849964738823
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,7,0.4742340024677105
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,8,0.7692930012126453
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,8,0.4758059949381277
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,9,0.7693529987591319
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,9,0.4735469992738217
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,10,0.7703770024818368
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,10,0.47423099749721587
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,11,0.7632270062458701
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,11,0.4788709993590601
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,12,0.7716120016993955
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,12,0.47211100172717124
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,13,0.7691159989917651
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,13,0.47845500375842676
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,14,0.7666519959457219
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,14,0.4737429990200326
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,15,0.7694129963056184
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,15,0.47371799882967025
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,16,0.7659470065846108
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,16,0.47462200018344447
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,17,0.7732300000498071
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,17,0.47307799832196906
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,18,0.7669670012546703
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,18,0.47882999933790416
cubie,tsit5,performance,adaptive,default,both,32,tol,1e-08,19,0.764049997087568
cubie,tsit5,performance,adaptive,default,none,32,tol,1e-08,19,0.47301100130425766
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,0,0.7283279992407188
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,0,0.4361480023362674
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,1,0.729951003449969
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,1,0.4295620019547641
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,2,0.7300509969354607
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,2,0.4289429998607375
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,3,0.7325940023292787
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,3,0.43901400204049423
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,4,0.7275720054167323
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,4,0.4307970011723228
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,5,0.734041997930035
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,5,0.43030400411225855
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,6,0.7296289986697957
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,6,0.434184999903664
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,7,0.7305279941647314
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,7,0.43037699651904404
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,8,0.7305520048248582
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,8,0.42979999852832407
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,9,0.7345060002990067
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,9,0.4354550037533045
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,10,0.7305510007427074
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,10,0.4305809998186305
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,11,0.7340129959629849
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,11,0.4309939977247268
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,12,0.7242639985634014
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,12,0.43535700388019904
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,13,0.7238590042106807
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,13,0.4299369975342415
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,14,0.7317959971260279
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,14,0.43240699596935883
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,15,0.7337220013141632
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,15,0.43313499918440357
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,16,0.7235679950099438
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,16,0.4313669996918179
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,17,0.7328440042329021
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,17,0.4356889985501766
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,18,0.7299599965335801
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,18,0.4345949928392656
cubie,tsit5,performance,adaptive,pi,both,32,tol,1e-08,19,0.7750959994154982
cubie,tsit5,performance,adaptive,pi,none,32,tol,1e-08,19,0.4313460012781434
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,0,0.9133459971053526
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,0,0.6079990052967332
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,1,0.9094089982681908
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,1,0.6076930003473535
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,2,0.9103230040636845
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,2,0.6097820005379617
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,3,0.9099239978240803
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,3,0.6060660016373731
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,4,0.9062739991350099
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,4,0.6058979997760616
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,5,0.9055820046341978
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,5,0.6116089934948832
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,6,0.9052789973793551
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,6,0.6065459965611808
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,7,0.9057969946297817
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,7,0.6079499944462441
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,8,0.9023029997479171
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,8,0.605814995651599
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,9,0.907979003386572
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,9,0.6072690011933446
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,10,0.9059410003828816
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,10,0.6057939972379245
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,11,0.9013239978230558
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,11,0.6066209971322678
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,12,0.9118529997067526
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,12,0.6107099979999475
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,13,0.9079029987333342
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,13,0.6064099943614565
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,14,0.907994995941408
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,14,0.6057069986127317
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,15,0.9064780024345964
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,15,0.6101760009187274
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,16,0.9033820024342276
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,16,0.6073969998396933
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,17,0.9106830038945191
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,17,0.6057840000721626
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,18,0.905886001419276
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,18,0.6114599964348599
cubie,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,19,0.9056420021806844
cubie,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,19,0.6083120024413802
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,0,0.747154001146555
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,0,0.4417199961608276
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,1,0.7381010000244714
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,1,0.4370339956949465
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,2,0.7382459953078069
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,2,0.4370789974927902
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,3,0.7324659964069724
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,3,0.44239799899514765
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,4,0.7352379980147816
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,4,0.43767700117314234
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,5,0.7396010041702539
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,5,0.4371370014268905
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,6,0.732900996808894
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,6,0.4416250012582168
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,7,0.7334740002988838
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,7,0.43838599958689883
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,8,0.7310589935514145
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,8,0.4354030024842359
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,9,0.7315929979085922
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,9,0.4427559979376383
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,10,0.7337509960052557
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,10,0.4375870048534125
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,11,0.7400270042126067
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,11,0.43489900417625904
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,12,0.7302170051843859
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,12,0.4417689997353591
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,13,0.7287240005098283
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,13,0.43798300612252206
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,14,0.7427849996020086
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,14,0.4382089973660186
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,15,0.7349299994530156
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,15,0.4436529998201877
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,16,0.7313040041481145
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,16,0.4382109982543625
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,17,0.7330399967031553
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,17,0.4353420008555986
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,18,0.7303980019059964
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,18,0.4408589957165532
cubie,tsit5,performance,adaptive,default,both,128,tol,1e-08,19,0.7257530014612712
cubie,tsit5,performance,adaptive,default,none,128,tol,1e-08,19,0.43629500578390434
cubie,tsit5,performance,adaptive,pi,both,128,tol,1e-08,0,0.7108620047802106
