framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,0.001,20,50.3083,50.339555000000004,50.62635,50.819575,50.8685
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,0.0001,20,74.1454,74.16877000000001,74.74955,75.53799500000001,76.1022
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,0.0001,20,67.0325,67.14421999999999,67.28115,67.6575,67.7981
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,1.0e-5,10,113.7602,114.089105,114.92314999999999,115.98872,115.9952
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,1.0e-5,10,107.2885,107.289355,108.04044999999999,134.97691000000003,156.7678
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,1.0e-6,10,151.3922,151.62700999999998,152.30810000000002,153.05559499999998,153.2882
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,1.0e-6,10,144.2943,144.30617999999998,144.5052,145.25331,145.2795
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,1.0000000000000001e-7,10,237.5293,237.565075,238.16205000000002,238.591315,238.6315
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,1.0000000000000001e-7,10,230.3092,230.33602,230.6762,231.49292499999999,231.7393
julia,tsit5,work_precision,adaptive,julia,both,131072,tol,1.0e-8,10,867.5798,869.5254649999999,876.8962,882.498195,882.8658
julia,tsit5,work_precision,adaptive,julia,none,131072,tol,1.0e-8,10,857.8014,860.13132,870.2056,875.9132299999999,876.1682
julia,vern7,performance,fixed,fixed,both,8,dt,0.0009765625,20,8.4402,8.45274,8.6583,74.88329000000002,85.4813
julia,vern7,performance,fixed,fixed,none,8,dt,0.0009765625,20,7.4711,7.481265,7.59155,7.872375000000001,8.3545
julia,vern7,performance,adaptive,julia,both,8,tol,1.0e-8,20,30.4861,30.528945,31.2735,34.642264999999995,35.1375
julia,vern7,performance,adaptive,julia,none,8,tol,1.0e-8,20,30.4515,30.45283,30.78885,31.576475000000002,31.6045
julia,vern7,performance,fixed,fixed,both,32,dt,0.0009765625,20,7.5774,7.593075,7.756399999999999,7.91406,7.9475
julia,vern7,performance,fixed,fixed,none,32,dt,0.0009765625,20,7.4612,7.485995000000001,7.6941500000000005,7.796625,7.7971
julia,vern7,performance,adaptive,julia,both,32,tol,1.0e-8,20,30.499,30.524555,30.831000000000003,31.06218,31.4532
julia,vern7,performance,adaptive,julia,none,32,tol,1.0e-8,20,30.38,30.451345000000003,30.779600000000002,31.03188,31.1113
julia,vern7,performance,fixed,fixed,both,128,dt,0.0009765625,20,8.3475,8.364695000000001,8.54365,8.693985,8.8001
julia,vern7,performance,fixed,fixed,none,128,dt,0.0009765625,20,8.2472,8.279689999999999,8.43685,8.568090000000002,8.7389
julia,vern7,performance,adaptive,julia,both,128,tol,1.0e-8,20,36.1807,36.26411,36.71084999999999,37.048350000000006,37.2583
julia,vern7,performance,adaptive,julia,none,128,tol,1.0e-8,20,36.2077,36.219955,36.61915,37.322449999999996,37.3367
julia,vern7,performance,fixed,fixed,both,512,dt,0.0009765625,20,7.6118,7.666520000000001,7.815049999999999,7.9717899999999995,8.0077
julia,vern7,performance,fixed,fixed,none,512,dt,0.0009765625,20,7.4679,7.50628,7.68205,7.8016,7.8814
julia,vern7,performance,adaptive,julia,both,512,tol,1.0e-8,20,30.9163,30.972160000000002,31.04785,31.44759,31.5063
julia,vern7,performance,adaptive,julia,none,512,tol,1.0e-8,20,30.8566,30.899065,31.014499999999998,31.484840000000002,31.5825
julia,vern7,performance,fixed,fixed,both,2048,dt,0.0009765625,20,9.9788,10.010530000000001,10.10275,10.257575000000001,10.3768
julia,vern7,performance,fixed,fixed,none,2048,dt,0.0009765625,20,9.8043,9.843820000000001,9.90625,10.021675,10.1105
julia,vern7,performance,adaptive,julia,both,2048,tol,1.0e-8,20,41.9493,42.768294999999995,43.4423,44.867965000000005,45.0801
julia,vern7,performance,adaptive,julia,none,2048,tol,1.0e-8,20,41.9779,42.10653,43.13634999999999,44.706665,45.1183
julia,vern7,performance,fixed,fixed,both,8192,dt,0.0009765625,20,88.1052,88.22034,88.77850000000001,89.276905,89.3682
julia,vern7,performance,fixed,fixed,none,8192,dt,0.0009765625,20,87.4665,87.50507,88.17925,88.68054500000001,88.7042
julia,vern7,performance,adaptive,julia,both,8192,tol,1.0e-8,10,114.7349,114.766265,117.2123,120.46491499999999,120.4952
julia,vern7,performance,adaptive,julia,none,8192,tol,1.0e-8,10,113.3861,113.77427,116.6187,119.904965,119.9402
julia,vern7,performance,fixed,fixed,both,32768,dt,0.0009765625,10,417.6846,417.82099500000004,418.3789,419.448845,419.7647
julia,vern7,performance,fixed,fixed,none,32768,dt,0.0009765625,10,416.1888,416.248065,416.90915,417.134525,417.155
julia,vern7,performance,adaptive,julia,both,32768,tol,1.0e-8,10,323.0935,323.29699000000005,324.365,325.94222,326.765
julia,vern7,performance,adaptive,julia,none,32768,tol,1.0e-8,10,321.4385,321.497225,322.13199999999995,322.94891,323.057
julia,vern7,performance,fixed,fixed,both,131072,dt,0.0009765625,10,1692.9194,1693.11992,1694.2128,1696.98523,1697.5516
julia,vern7,performance,fixed,fixed,none,131072,dt,0.0009765625,10,1685.8717,1685.928535,1687.74425,1689.18831,1689.2928
julia,vern7,performance,adaptive,julia,both,131072,tol,1.0e-8,10,1278.9829,1280.557585,1286.1043,1290.957035,1292.1566
julia,vern7,performance,adaptive,julia,none,131072,tol,1.0e-8,10,1270.7812,1271.9176750000001,1275.5104000000001,1281.3183,1281.3867
julia,vern7,performance,fixed,fixed,both,524288,dt,0.0009765625,3,6825.403,6825.43915,6825.7645,6832.93642,6833.7333
julia,vern7,performance,fixed,fixed,none,524288,dt,0.0009765625,3,6798.9646,6799.24029,6801.7215,6803.1579,6803.3175
julia,vern7,performance,adaptive,julia,both,524288,tol,1.0e-8,3,5035.9869,5036.226989999999,5038.3878,5053.74954,5055.4564
julia,vern7,performance,adaptive,julia,none,524288,tol,1.0e-8,3,5008.865,5009.5120099999995,5015.3351,5016.92576,5017.1025
julia,vern7,performance,fixed,fixed,both,2097152,dt,0.0009765625,3,27389.1926,27389.20699,27389.3365,27415.375659999998,27418.2689
julia,vern7,performance,fixed,fixed,none,2097152,dt,0.0009765625,3,27280.6046,27280.63246,27280.8832,27286.85641,27287.5201
julia,vern7,performance,adaptive,julia,both,2097152,tol,1.0e-8,3,20119.6466,20120.60967,20129.2773,20131.57203,20131.827
julia,vern7,performance,adaptive,julia,none,2097152,tol,1.0e-8,3,20013.7713,20013.99091,20015.9674,20023.11601,20023.9103
julia,vern7,performance,fixed,fixed,both,8388608,dt,0.0009765625,3,109675.9395,109685.4457,109771.0015,109811.47927,109815.9768
julia,vern7,performance,fixed,fixed,none,8388608,dt,0.0009765625,3,109153.626,109154.19481,109159.3141,109243.61026,109252.9765
julia,vern7,performance,adaptive,julia,both,8388608,tol,1.0e-8,3,81205.235,81206.4778,81217.663,81250.8037,81254.486
julia,vern7,performance,adaptive,julia,none,8388608,tol,1.0e-8,3,80604.768,80605.09018,80607.9898,80777.83042,80796.7016
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.0625,20,34.6391,34.722319999999996,35.8644,37.334815,38.2186
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.0625,20,27.7432,27.749565,27.8583,28.416819999999998,28.5312
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.03125,20,60.8258,61.16096,61.84245,62.63522,63.16
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.03125,20,54.0224,54.101060000000004,54.283699999999996,54.510034999999995,54.714
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.015625,10,113.6289,113.76912,114.26265,115.24803,115.7001
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.015625,10,106.6247,106.77653000000001,107.0261,107.16193,107.2135
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.0078125,10,219.1179,219.47295,220.4071,221.71574499999997,221.9911
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.0078125,10,211.6967,212.03141,212.56799999999998,212.74307,212.7761
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.00390625,10,430.5117,430.58928000000003,431.01115,431.62331500000005,431.7706
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.00390625,10,423.3069,423.34461,423.6304,423.97636,424.1011
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.001953125,10,851.2556,851.45117,852.5371,853.890735,854.3415
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.001953125,10,844.3812,844.481685,845.0285,845.903255,845.9807
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.0009765625,10,1694.5373,1694.66321,1696.1041,1698.42986,1699.0217
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.0009765625,10,1687.1762,1687.6431200000002,1689.2962499999999,1690.7030399999999,1690.7358
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.00048828125,5,3382.0179,3382.47726,3384.7487,3385.46832,3385.5429
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.00048828125,5,3371.4426,3371.96122,3374.1985,3377.65676,3378.4876
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.000244140625,3,6754.8128,6755.039589999999,6757.0807,6763.09927,6763.768
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.000244140625,3,6746.6607,6747.087410000001,6750.9278,6751.44593,6751.5035
julia,vern7,work_precision,fixed,fixed,both,131072,dt,0.0001220703125,3,13499.8133,13500.201640000001,13503.6967,13511.3953,13512.2507
julia,vern7,work_precision,fixed,fixed,none,131072,dt,0.0001220703125,3,13486.802,13488.76165,13506.3985,13507.51738,13507.6417
julia,vern7,work_precision,adaptive,julia,both,131072,tol,0.010000000000000002,20,85.4552,85.640355,86.0689,86.98278,88.7741
julia,vern7,work_precision,adaptive,julia,none,131072,tol,0.010000000000000002,20,78.5933,78.603275,78.73995,78.928325,78.9858
julia,vern7,work_precision,adaptive,julia,both,131072,tol,0.001,20,78.5821,78.63416,79.35315,90.09657500000013,263.5908
julia,vern7,work_precision,adaptive,julia,none,131072,tol,0.001,20,71.4579,71.51148,71.74010000000001,72.09224,72.1633
julia,vern7,work_precision,adaptive,julia,both,131072,tol,0.0001,20,87.2972,87.542775,88.0951,88.89047,88.9165
julia,vern7,work_precision,adaptive,julia,none,131072,tol,0.0001,20,80.6231,80.62956,80.88515000000001,81.10600000000001,81.1326
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0e-5,10,124.4941,124.614385,124.96195,126.237155,126.7826
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0e-5,10,117.5146,117.52774,117.94525,118.144335,118.1784
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0e-6,10,151.2498,151.27756499999998,151.6461,152.70372000000003,153.1134
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0e-6,10,143.9875,143.99465500000002,144.12045,144.77676000000002,144.9735
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0000000000000001e-7,10,286.2651,286.32706500000006,286.69535,288.20462,288.7025
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0000000000000001e-7,10,278.6768,278.72126000000003,279.1875,279.506895,279.5325
julia,vern7,work_precision,adaptive,julia,both,131072,tol,1.0e-8,10,1279.6311,1280.88831,1284.9252000000001,1291.126965,1291.1964
julia,vern7,work_precision,adaptive,julia,none,131072,tol,1.0e-8,10,1273.0879,1273.52674,1278.51015,1283.4487800000002,1284.6006
