framework,algorithm,phase,mode,tier,n,setting_kind,setting,golden_rmse,finite_trajectories,failed_trajectories,finals_path
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,,524288,0,
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,,2097152,0,
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,,2097152,0,
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,,8388608,0,
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,,8388608,0,
julia,vern7,numerical,adaptive,julia,1024,tol,0.010000000000000002,0.4669296086703406,1024,0,finals/julia/vern7/adaptive_julia_tol_0p01.csv
julia,vern7,numerical,adaptive,julia,1024,tol,0.001,0.014923106938416164,1024,0,finals/julia/vern7/adaptive_julia_tol_0p001.csv
julia,vern7,numerical,adaptive,julia,1024,tol,0.0001,0.0022064583928533034,1024,0,finals/julia/vern7/adaptive_julia_tol_0p0001.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-5,0.00028435113142040403,1024,0,finals/julia/vern7/adaptive_julia_tol_1em05.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-6,0.0003618632861429414,1024,0,finals/julia/vern7/adaptive_julia_tol_1em06.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0000000000000001e-7,0.0003681417520358956,1024,0,finals/julia/vern7/adaptive_julia_tol_1em07.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-8,0.00046509615709147836,1024,0,finals/julia/vern7/adaptive_julia_tol_1em08.csv
julia,vern7,work_precision,fixed,fixed,131072,dt,0.0625,0.08084105883735776,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.03125,0.00025793184853839394,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.015625,0.0003381965802857186,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.0078125,0.0004298260842954871,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.00390625,0.0006225025879011363,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.001953125,0.0008537553240063466,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.0009765625,0.0011927814477985673,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.00048828125,0.0015495758815106111,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.000244140625,0.0019324104084187698,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.0001220703125,0.003050584011056585,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,0.010000000000000002,0.47092337303628795,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,0.001,0.014186909763280894,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,0.0001,0.0022005749813848066,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0e-5,0.0003011292033856553,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0e-6,0.0003555621794025929,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0000000000000001e-7,0.0003778896330040972,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0e-8,0.00046262776749451885,131072,0,
