implementation,repeat,milliseconds
cubie,46,5.252399947494268
cubie,47,6.185300066135824
cubie,48,6.610299926251173
cubie,49,5.390500067733228
cubie,50,6.070500006899238
cubie,51,6.755499984137714
cubie,52,6.595299928449094
cubie,53,5.33369998447597
cubie,54,6.807600031606853
cubie,55,5.229000002145767
cubie,56,5.280900048092008
cubie,57,6.752599962055683
cubie,58,5.19599998369813
cubie,59,7.0668000262230635
cubie,60,7.098000030964613
cubie,61,5.216300021857023
cubie,62,5.504900007508695
cubie,63,6.776800029911101
cubie,64,6.528199999593198
cubie,65,5.759899970144033
cubie,66,6.701200036332011
cubie,67,5.304899998009205
cubie,68,7.445600000210106
cubie,69,5.444399896077812
cubie,70,6.846100091934204
cubie,71,5.7391999289393425
cubie,72,5.322800017893314
cubie,73,5.845300038345158
cubie,74,5.599099909886718
cubie,75,6.7223000805824995
cubie,76,6.790999905206263
cubie,77,5.7295000879094005
cubie,78,7.152999984100461
cubie,79,5.707999924197793
cubie,80,7.229999988339841
cubie,81,8.227600017562509
cubie,82,5.643100012093782
cubie,83,5.80360007006675
cubie,84,6.732899928465486
cubie,85,5.4065000731498
cubie,86,7.286999956704676
cubie,87,5.181299988180399
cubie,88,6.749900057911873
cubie,89,6.565600051544607
cubie,90,5.0209000473842025
cubie,91,7.394499960355461
cubie,92,6.007099989801645
cubie,93,4.273599945008755
cubie,94,6.721000070683658
cubie,95,6.683300016447902
cubie,96,6.347199901938438
cubie,97,5.554900038987398
cubie,98,6.8292999640107155
cubie,99,5.297100055031478
cubie,100,6.767599959857762
