implementation,repeat,milliseconds
cubie,55,8.360099978744984
cubie,56,8.151400019414723
cubie,57,7.343999925069511
cubie,58,7.798400009050965
cubie,59,6.508100079372525
cubie,60,7.772100041620433
cubie,61,9.066800004802644
cubie,62,8.123000035993755
cubie,63,8.480899967253208
cubie,64,9.623699937947094
cubie,65,8.301800000481308
cubie,66,7.820900063961744
cubie,67,8.894600090570748
cubie,68,9.129599900916219
cubie,69,9.423500043340027
cubie,70,8.564900024794042
cubie,71,7.879299926571548
cubie,72,10.053400066681206
cubie,73,7.944399956613779
cubie,74,7.832800038158894
cubie,75,7.843300001695752
cubie,76,7.754799909889698
cubie,77,8.428000030107796
cubie,78,7.834000047296286
cubie,79,7.918600109405816
cubie,80,7.802199921570718
cubie,81,7.828200003132224
cubie,82,7.922700024209917
cubie,83,7.8318000305444
cubie,84,6.750599946826696
cubie,85,9.332000045105815
cubie,86,9.537999983876944
cubie,87,7.518699974752963
cubie,88,7.729099947027862
cubie,89,7.817600038833916
cubie,90,8.232099935412407
cubie,91,8.055699989199638
cubie,92,8.263900061137974
cubie,93,7.913599954918027
cubie,94,6.7405999870970845
cubie,95,9.179800050333142
cubie,96,8.21529992390424
cubie,97,8.334900019690394
cubie,98,8.641500025987625
cubie,99,8.72049992904067
cubie,100,6.877100095152855
