implementation,repeat,milliseconds
cubie,42,23.384700063616037
cubie,43,22.396699991077185
cubie,44,21.467099897563457
cubie,45,21.087000030092895
cubie,46,22.54679996985942
cubie,47,20.482799969613552
cubie,48,21.13520004786551
cubie,49,20.71750001050532
cubie,50,20.62570000998676
cubie,51,20.382099901326
cubie,52,20.62379999551922
cubie,53,23.4759000595659
cubie,54,22.24619989283383
cubie,55,21.203200099989772
cubie,56,21.496000001206994
cubie,57,21.626100060530007
cubie,58,22.808699985034764
cubie,59,22.845700033940375
cubie,60,20.957000087946653
cubie,61,20.502999890595675
cubie,62,20.96500003244728
cubie,63,20.641000010073185
cubie,64,20.0118999928236
cubie,65,20.366600016131997
cubie,66,20.756699959747493
cubie,67,21.395999938249588
cubie,68,20.773899974301457
cubie,69,20.623599993996322
cubie,70,20.193300093524158
cubie,71,20.50519990734756
cubie,72,20.36590001080185
cubie,73,21.672400063835084
cubie,74,22.11409993469715
cubie,75,22.901499993167818
cubie,76,23.284299997612834
cubie,77,22.949000005610287
cubie,78,22.989299963228405
cubie,79,23.117000004276633
cubie,80,23.448499967344105
cubie,81,21.051399991847575
cubie,82,21.140099968761206
cubie,83,23.16800004336983
cubie,84,23.393900017254055
cubie,85,23.62560003530234
cubie,86,21.93049993366003
cubie,87,21.90420008264482
cubie,88,21.475700079463422
cubie,89,24.401000002399087
cubie,90,21.622899919748306
cubie,91,26.07789996545762
cubie,92,23.88370002154261
cubie,93,20.822099992074072
cubie,94,21.808099932968616
cubie,95,23.154200054705143
cubie,96,22.41959993261844
cubie,97,25.542199960909784
cubie,98,23.04619993083179
cubie,99,23.639700026251376
cubie,100,20.79730003606528
