traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
36,0.603624284,-4.10051775,-1.43312693,-1.02734518,-1.2037853,1.24524474,4.97867012,-3.25271726,2.21292496,5.18159485,4.66852999,-3.6708703,0.214102998,1.89959848,7.2546277,0.775513291,0.163641289,3.57859826,5.85635471,2.35927749,1.98717308,3.82730007,4.58220863,3.58589649,2.92543197,2.5453887,1.71050727,1.13567257,1.18408465,1.67193902,2.92593694,4.35526848
37,0.551051915,-4.10378599,-1.41941655,-1.03129649,-1.20078456,1.26938033,4.9583025,-3.28110671,2.20339656,5.22935009,4.62530947,-3.71632648,0.239420801,1.93050921,7.27052402,0.750607073,0.16897583,3.59484506,5.88084745,2.35134625,1.98836839,3.84564233,4.60277033,3.58853912,2.92301559,2.54595876,1.71188521,1.1398685,1.19257593,1.68673277,2.95099115,4.36398315
38,0.498145908,-4.10690498,-1.40599656,-1.03637195,-1.1987083,1.29426181,4.93632269,-3.31174397,2.19249463,5.2789135,4.57928562,-3.76314449,0.265061498,1.96285105,7.2860775,0.724897623,0.174544334,3.61126089,5.90530682,2.34317613,1.98958802,3.86404371,4.62335205,3.5910449,2.9205184,2.54656267,1.7133019,1.14409769,1.20109129,1.70158458,2.97600079,4.3719902
39,0.445043385,-4.10900593,-1.39299595,-1.04022872,-1.19580507,1.31882703,4.91470814,-3.34132266,2.1813457,5.32580471,4.53477859,-3.80804753,0.289558232,1.99486852,7.301476,0.699107945,0.18029426,3.62774515,5.92968559,2.33481193,1.99080396,3.8825531,4.64398098,3.59336138,2.9179244,2.54716849,1.71473372,1.14834011,1.20966315,1.7165668,3.00121951,4.37971878
40,0.391803503,-4.11061907,-1.38049102,-1.04415035,-1.19330323,1.34284163,4.89319849,-3.37080789,2.16953468,5.37248039,4.48954916,-3.85285139,0.313603342,2.0274899,7.3166008,0.672915518,0.186330363,3.64441967,5.95390368,2.32625723,1.99216521,3.90121102,4.66456366,3.59544373,2.91528893,2.54785538,1.71621287,1.15260851,1.21826506,1.73161221,3.02644515,4.38692522
41,0.338273793,-4.11187935,-1.36814833,-1.04862082,-1.19090629,1.36851704,4.86930799,-3.40295887,2.15625596,5.4196825,4.44247866,-3.89805031,0.33767423,2.0611701,7.33145475,0.64602071,0.19245626,3.66111326,5.97818279,2.31754327,1.99344432,3.91985774,4.68521452,3.59744167,2.91252899,2.54850698,1.71772826,1.15692794,1.22691524,1.74674785,3.0517149,4.3935051
42,0.284492403,-4.11261511,-1.35625875,-1.05306792,-1.18884635,1.39360988,4.84552479,-3.43494511,2.14229512,5.46641827,4.39486074,-3.94297266,0.361178339,2.09543276,7.34600306,0.618645251,0.19893153,3.67806888,6.00230312,2.30844259,1.99478972,3.9387095,4.70596218,3.59917355,2.90959859,2.54921079,1.71933424,1.16128039,1.23559284,1.76196778,3.07705235,4.39957952
43,0.230735436,-4.11240196,-1.3448087,-1.05650926,-1.18606782,1.41858971,4.82191324,-3.46617103,2.12803006,5.51095247,4.34856606,-3.98635697,0.383673519,2.1293366,7.3603816,0.591221571,0.205496565,3.69500375,6.02638865,2.29934812,1.99613917,3.9575479,4.72663593,3.60080957,2.906703,2.54992294,1.72090256,1.16563308,1.24431264,1.77727437,3.10248733,4.40530634
44,0.176664338,-4.11173487,-1.33371842,-1.06021965,-1.18364727,1.44376326,4.79747963,-3.4983325,2.11270332,5.55552197,4.30115175,-4.02980518,0.405843645,2.16420531,7.37440014,0.563139975,0.212445661,3.71222949,6.05029869,2.28989673,1.99759459,3.97658253,4.74735355,3.60217762,2.90367341,2.55069208,1.72254205,1.17003083,1.25309348,1.7927084,3.128021,4.41045809
45,0.122525051,-4.11070156,-1.32299113,-1.06419063,-1.18146122,1.46935248,4.77201033,-3.53157115,2.09634256,5.59999084,4.2526803,-4.07323503,0.427592337,2.19961858,7.38819981,0.534650207,0.219454303,3.72946715,6.07420397,2.28033686,1.99905062,3.99564362,4.76807404,3.60340953,2.90056515,2.55147648,1.72423601,1.1744827,1.26191509,1.8082,3.1535244,4.41499424
46,0.0681057572,-4.10914993,-1.31273472,-1.06815219,-1.17962539,1.49439192,4.74659824,-3.56473541,2.07927322,5.64400864,4.20360231,-4.11640167,0.448770911,2.23569894,7.40165186,0.505551934,0.22680603,3.74694109,6.09800005,2.27043319,2.00051689,4.01483727,4.78888702,3.60444188,2.89731431,2.5522747,1.72598314,1.17896688,1.27077281,1.82379282,3.17911816,4.41900444
47,0.0137297027,-4.10642767,-1.30273378,-1.07089543,-1.17660308,1.52020156,4.72059441,-3.59772158,2.06165862,5.68549109,4.15651178,-4.15790033,0.468993753,2.27125645,7.41485643,0.476507932,0.234335423,3.76449466,6.12165308,2.26043701,2.00205255,4.03412724,4.80964851,3.60525632,2.89403749,2.55314898,1.72777295,1.18343127,1.27963579,1.83946943,3.20485926,4.42272425
48,-0.0408326983,-4.10360765,-1.29313886,-1.07440877,-1.17437327,1.54610479,4.69356966,-3.63203001,2.04284406,5.72764063,4.10741949,-4.19986343,0.488911778,2.30786777,7.4277854,0.446754724,0.242025644,3.78216362,6.14527702,2.2502296,2.00361681,4.05349302,4.83043718,3.60590553,2.89065838,2.5540216,1.7295891,1.18796659,1.28857958,1.85524678,3.23057055,4.42570543
49,-0.0954712406,-4.09991312,-1.28402662,-1.07732809,-1.17198253,1.57140446,4.66705847,-3.66550016,2.02364254,5.76840353,4.05910683,-4.24099827,0.508002222,2.34445763,7.44037342,0.416731715,0.250035077,3.80004954,6.16874075,2.2397511,2.00523019,4.07299805,4.85124683,3.60633278,2.8872211,2.55496287,1.73142982,1.1924901,1.29755747,1.87114429,3.25640678,4.42825222
50,-0.150309041,-4.09620237,-1.27517021,-1.0810883,-1.17008209,1.59787285,4.63825464,-3.70146203,2.00275707,5.80973387,4.00861788,-4.28243542,0.526839733,2.38240314,7.45268297,0.385894537,0.258226484,3.81808853,6.19212389,2.22903013,2.00693202,4.0926199,4.87207603,3.60653949,2.88363886,2.55591536,1.73334849,1.19710517,1.30661356,1.88713944,3.28222179,4.43002272
51,-0.205015033,-4.09145498,-1.26676726,-1.08381188,-1.1675936,1.62383711,4.61013365,-3.73615456,1.98166931,5.84899902,3.95988107,-4.3226676,0.54474169,2.41979241,7.46464968,0.355029017,0.266676188,3.8362844,6.21537971,2.2180829,2.00860858,4.11232185,4.89294958,3.6065743,2.87998796,2.55691481,1.73532939,1.20171213,1.31564271,1.90315235,3.30806828,4.43147612
52,-0.25996393,-4.0863924,-1.2587074,-1.0869174,-1.16548645,1.65009916,4.58093739,-3.77195621,1.95940769,5.88818598,3.91002107,-4.36286736,0.562110126,2.45794368,7.47634029,0.323569775,0.275275677,3.85456896,6.23858547,2.20700097,2.01033783,4.1320858,4.91380501,3.60643196,2.87626719,2.55794191,1.7373358,1.20635748,1.32474339,1.91931009,3.33400416,4.43225574
53,-0.314968824,-4.0806818,-1.25104737,-1.08980095,-1.16332853,1.67641509,4.55127764,-3.80796337,1.93631327,5.92644453,3.86024642,-4.40255213,0.57881248,2.49639559,7.48767948,0.291743517,0.284172356,3.87309885,6.2616086,2.19564629,2.01217556,4.15200424,4.93462992,3.60606122,2.87250948,2.55899286,1.73933196,1.21103954,1.33393407,1.93560922,3.36001372,4.432477
54,-0.369888783,-4.07424021,-1.24377084,-1.09224403,-1.16097176,1.70258892,4.52158737,-3.84367609,1.91263819,5.96348619,3.81116772,-4.44153357,0.594765484,2.53474784,7.49869251,0.259693623,0.293281287,3.89176393,6.28451538,2.18411207,2.01403284,4.17200089,4.9554739,3.60549641,2.86866665,2.56011224,1.74143386,1.21574736,1.3431108,1.95193136,3.38601804,4.43223858
55,-0.425030351,-4.06771469,-1.23687005,-1.09534776,-1.15916204,1.7292217,4.49041891,-3.88094759,1.88754511,6.00067329,3.76044369,-4.48054647,0.610161543,2.57429194,7.50937605,0.226770505,0.302624673,3.91061449,6.30735588,2.17227817,2.01590967,4.1920886,4.97637701,3.60475445,2.86469722,2.56121945,1.74352896,1.22048604,1.35237718,1.96841955,3.41208887,4.4312129
56,-0.479994595,-4.06002712,-1.23030531,-1.09741127,-1.15668273,1.75569904,4.45959759,-3.91724849,1.86212552,6.0358839,3.71171451,-4.5185647,0.624795556,2.61303854,7.51968575,0.193994895,0.312226266,3.92966533,6.33000374,2.16023898,2.01785159,4.21232319,4.99726963,3.60375261,2.86067152,2.56241703,1.74573708,1.22525835,1.36163676,1.98493552,3.43819213,4.42988157
57,-0.535077631,-4.05244255,-1.22413361,-1.1002773,-1.15485382,1.78256428,4.42726088,-3.95515227,1.83528292,6.07134295,3.66109729,-4.55658722,0.638789475,2.65307713,7.52973127,0.16033183,0.321991086,3.94885826,6.35257578,2.1479938,2.01989269,4.23265505,5.01811647,3.60253334,2.8565948,2.56366515,1.74793708,1.23004532,1.37097824,2.00159025,3.46428776,4.42770195
58,-0.590135694,-4.04412842,-1.21834946,-1.10276294,-1.15289009,1.80933857,4.39475965,-3.99288559,1.80771685,6.10565281,3.61109638,-4.59406376,0.652060509,2.69308019,7.53937817,0.126415581,0.332027793,3.96825838,6.37499332,2.13551497,2.02197456,4.25308895,5.03897047,3.60111403,2.85245585,2.56495738,1.75018072,1.23485661,1.38035727,2.01834297,3.49043798,4.42501307
59,-0.645080626,-4.0347209,-1.21287501,-1.10449982,-1.1504612,1.83612978,4.36222458,-4.03012228,1.77959204,6.13836288,3.56263995,-4.63081837,0.664703727,2.73246384,7.54863787,0.0925325081,0.342273831,3.98783255,6.39726591,2.12279344,2.02404046,4.27362394,5.05989122,3.59950662,2.84821367,2.56627512,1.75250852,1.23970652,1.38974977,2.03516603,3.51664615,4.42192268
60,-0.700148344,-4.02564335,-1.20779192,-1.10716283,-1.14872789,1.86337686,4.32797432,-4.06912184,1.74993515,6.17132616,3.51208091,-4.66747427,0.676554084,2.77344346,7.55761433,0.0575965792,0.352764726,4.00763702,6.41940117,2.10980392,2.0262742,4.2943058,5.08074331,3.5976212,2.84389949,2.56765056,1.75485647,1.24459362,1.39922845,2.05211878,3.54282641,4.41792917
61,-0.755116582,-4.01544809,-1.2030462,-1.10906112,-1.14656341,1.8905586,4.29378605,-4.10753345,1.71970129,6.20267725,3.46314692,-4.70348644,0.687814355,2.81376958,7.56616163,0.0226947647,0.363486618,4.02762651,6.44137859,2.09660459,2.02851081,4.31507921,5.10162306,3.59555531,2.8395288,2.56905437,1.75725079,1.24951077,1.40874231,2.06917214,3.56908679,4.41352701
62,-0.809942663,-4.00466681,-1.19865036,-1.11075604,-1.1444478,1.91749978,4.25951576,-4.14576292,1.68877292,6.233109,3.41464376,-4.73913431,0.698380232,2.85400343,7.57433653,-0.012449922,0.374418527,4.04779387,6.46322489,2.08320856,2.03078413,4.33594084,5.12249422,3.59328437,2.835109,2.57052875,1.75971413,1.25444686,1.41826153,2.08627319,3.59531736,4.4085989
63,-0.8648054,-3.99393535,-1.19463706,-1.11300647,-1.14262772,1.94511986,4.22349167,-4.18548346,1.65640962,6.2631917,3.36496377,-4.77432489,0.708107769,2.89538431,7.58222151,-0.0484395623,0.385545433,4.06817389,6.48495054,2.06947851,2.03313947,4.35694599,5.14339209,3.59075427,2.83054948,2.57202196,1.76220882,1.25944185,1.42790151,2.1035533,3.62157536,4.40280008
64,-0.919519365,-3.98248696,-1.19094729,-1.11491847,-1.14073384,1.97264743,4.18726158,-4.22504711,1.62325108,6.29217958,3.31603122,-4.80911779,0.717178762,2.93663263,7.58969164,-0.0846274123,0.396923184,4.08876276,6.50648022,2.05563712,2.0356164,4.37804842,5.16417599,3.58801317,2.82602906,2.5736084,1.76473761,1.26443338,1.43754554,2.12089348,3.64782858,4.396492
65,-0.974186778,-3.97055626,-1.18759322,-1.1167742,-1.13887572,2.00028443,4.15036726,-4.26490831,1.58913553,6.32027721,3.26729083,-4.84349775,0.725515604,2.97801709,7.59679031,-0.121200815,0.408517838,4.1095829,6.52786112,2.04144955,2.03812313,4.39929438,5.18501806,3.58501506,2.82138705,2.57524395,1.7673316,1.26944876,1.44721293,2.13830996,3.67407489,4.38955116
66,-1.02878141,-3.95841169,-1.18468332,-1.11880553,-1.13733435,2.0276897,4.11311054,-4.30494547,1.55418718,6.34779739,3.21818399,-4.87745333,0.732910275,3.02000666,7.60349083,-0.158512592,0.420374125,4.13061333,6.54911709,2.02705693,2.04068923,4.42060852,5.20582247,3.58183479,2.81670332,2.57689834,1.76993501,1.27452505,1.45700049,2.15590286,3.70035005,4.38187361
67,-1.08319521,-3.94551325,-1.18202233,-1.12047088,-1.13553119,2.05540776,4.07519293,-4.3450942,1.51831675,6.37401342,3.17017961,-4.91093159,0.739774406,3.06162429,7.60981894,-0.195774153,0.432428539,4.15190077,6.57013845,2.01235962,2.04333949,4.44209146,5.22664881,3.57838678,2.81192803,2.57862377,1.77263594,1.27962196,1.46678019,2.1735394,3.72661233,4.3736968
