traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32
15,1.63600814,-3.88662386,-1.80243289,-0.900952876,-1.25925589,0.765848219,5.30406618,-2.74409127,2.25713229,4.04641199,5.43905973,-2.625144,-0.39668867,1.3706876,6.87671614,1.21337497,0.0938352942,3.25656652,5.33101797,2.48352957,1.96550214,3.4620142,4.15892363,3.49349523,2.95244622,2.5355382,1.6902082,1.05496311,1.01498747,1.38111365,2.42177272,4.07609367
16,1.59063482,-3.90262556,-1.78175151,-0.908181429,-1.25638568,0.787751079,5.29268789,-2.76438522,2.26139855,4.10423565,5.41040087,-2.6776588,-0.365937322,1.38971984,6.89636564,1.19640779,0.0953139439,3.27107692,5.35635567,2.47947502,1.9664557,3.47857332,4.17867327,3.49935722,2.9521625,2.53591871,1.69079983,1.05848408,1.02267504,1.39418924,2.44483709,4.0931325
17,1.54483068,-3.91804218,-1.76134908,-0.91528362,-1.25352514,0.809749067,5.28093719,-2.7850461,2.26508737,4.161726,5.38088942,-2.72992492,-0.335267514,1.40931594,6.91588688,1.17911851,0.0969296917,3.2856214,5.38168573,2.47531319,1.96742487,3.49517822,4.19840479,3.50509095,2.95183897,2.53632402,1.69139051,1.06200695,1.03038943,1.40733433,2.46799374,4.10982847
18,1.4985671,-3.93285203,-1.74119651,-0.922260404,-1.25066781,0.831978559,5.2686553,-2.80624771,2.26813889,4.21903992,5.35038567,-2.78211617,-0.304557055,1.42956972,6.93526077,1.16145051,0.0986763537,3.30019283,5.40702963,2.47100782,1.96834469,3.51181293,4.21821594,3.51074815,2.95137453,2.53666782,1.69203758,1.06561327,1.0381614,1.42056656,2.49127245,4.12620068
19,1.4518975,-3.94707417,-1.72135484,-0.929106236,-1.24782968,0.854264975,5.25601196,-2.82778382,2.27060032,4.27598953,5.31905079,-2.83403826,-0.273965418,1.45041299,6.95449877,1.14343834,0.100627817,3.31488228,5.43231916,2.46645784,1.96930838,3.52859902,4.23807096,3.5161972,2.95079541,2.53705359,1.69272459,1.06923318,1.04596341,1.43387341,2.51464033,4.14220667
20,1.40483403,-3.9606936,-1.70182347,-0.93582195,-1.24501157,0.876641214,5.24298716,-2.8496995,2.27245212,4.33256865,5.28689718,-2.88568568,-0.243491918,1.47186041,6.97359228,1.12505507,0.102733672,3.32962036,5.45760584,2.46175098,1.97024775,3.54543471,4.2579813,3.52154374,2.95011592,2.53741932,1.69343865,1.07289577,1.05381238,1.447263,2.53811002,4.15785646
21,1.35735118,-3.97373438,-1.68256986,-0.942412138,-1.24220109,0.899185538,5.22947454,-2.87208843,2.27366471,4.3888793,5.2538209,-2.9371655,-0.213088334,1.49394774,6.99253368,1.10628569,0.105015635,3.34443736,5.4828639,2.45685649,1.97120738,3.5623703,4.2779212,3.52672052,2.94933867,2.53781438,1.69419181,1.0765692,1.06167281,1.46070993,2.5616672,4.17314911
22,1.3094697,-3.98616099,-1.6636374,-0.948871255,-1.23940599,0.921839237,5.21554422,-2.8948853,2.27425003,4.44481277,5.21993971,-2.98836637,-0.182857677,1.51661313,7.01132154,1.08720505,0.107469775,3.35932517,5.50807476,2.45179939,1.97218657,3.57938242,4.29788971,3.53175497,2.94846582,2.53821683,1.69497275,1.08026636,1.06957543,1.47424984,2.58533859,4.18807077
23,1.26117814,-3.99798727,-1.64500701,-0.955205679,-1.23662686,0.944623053,5.20116997,-2.91811967,2.27418303,4.50037718,5.18522024,-3.03932548,-0.152751833,1.53991365,7.02994633,1.06770241,0.110082895,3.3742733,5.53328705,2.44653463,1.9731214,3.59646606,4.31796694,3.53668356,2.947438,2.53856778,1.69580209,1.08403087,1.07753181,1.48788023,2.60912371,4.20262718
24,1.21254528,-4.00923395,-1.62670445,-0.961408079,-1.2338599,0.967507899,5.18636942,-2.94175076,2.27348042,4.55555344,5.14971066,-3.08998919,-0.122861855,1.5637989,7.04841232,1.0478611,0.112903051,3.38932443,5.55843019,2.44111085,1.97413206,3.61365271,4.33800125,3.54141355,2.94637203,2.53898883,1.69665122,1.08779597,1.08551002,1.50156868,2.63297129,4.21678495
25,1.16356826,-4.01987123,-1.60873353,-0.967477858,-1.23110795,0.990522742,5.17111254,-2.96582222,2.27212024,4.61032867,5.11339235,-3.14038897,-0.0931597129,1.58826876,7.06671095,1.02760959,0.115866214,3.40442801,5.58358049,2.43547487,1.97509587,3.63091946,4.35813999,3.54601073,2.94515944,2.53940392,1.69756329,1.09160388,1.09351969,1.51533282,2.65691185,4.2305584
26,1.11421716,-4.02991676,-1.59110045,-0.973420918,-1.22837722,1.01360607,5.1554594,-2.99025989,2.27011752,4.66466141,5.07633829,-3.19045925,-0.0637207106,1.61329603,7.08484936,1.00702429,0.118999749,3.41959858,5.60868597,2.42970967,1.97608745,3.64823508,4.37827635,3.55049491,2.94387698,2.53978324,1.69847512,1.09546542,1.10159612,1.5291934,2.68095016,4.24392176
27,1.0644778,-4.03936148,-1.57377291,-0.979241312,-1.22565091,1.03690875,5.13924932,-3.01525497,2.2673862,4.71865368,5.03844023,-3.24029708,-0.0344371088,1.63906896,7.10277939,0.985949337,0.122389898,3.43490815,5.6337328,2.42367315,1.97708404,3.66568327,4.39850092,3.55477977,2.9424417,2.54021215,1.69946694,1.09933102,1.10967577,1.54312623,2.70510054,4.25690746
28,1.01440299,-4.04817724,-1.55679846,-0.984928846,-1.22294402,1.06030059,5.12260294,-3.04064393,2.26399732,4.77216387,4.99983168,-3.28980017,-0.00546520343,1.66532564,7.12054682,0.964573383,0.125904515,3.45025587,5.65874958,2.41751814,1.97810686,3.68318629,4.41872025,3.5589416,2.94095302,2.54062462,1.70045412,1.10325015,1.117836,1.55717182,2.72935796,4.26947117
29,0.964039385,-4.05643272,-1.54017925,-0.990489721,-1.22025537,1.08378482,5.10552931,-3.06643295,2.25992608,4.82520866,4.9605155,-3.33896375,0.0232223757,1.69220197,7.13812113,0.942739666,0.129635572,3.46571374,5.68372965,2.41112161,1.97911918,3.70079374,4.4390254,3.56293201,2.93931293,2.54105473,1.70152247,1.10719991,1.12600207,1.57126391,2.75366998,4.28161764
30,0.913373649,-4.06407213,-1.52392066,-0.995918393,-1.2175802,1.10740089,5.08797407,-3.09267163,2.25515223,4.8777895,4.92049026,-3.38780332,0.0516030937,1.71964741,7.15550423,0.92054534,0.133548006,3.48125124,5.7086587,2.40457702,1.98016942,3.71847796,4.45931911,3.56675863,2.93762517,2.54152465,1.70259404,1.11115742,1.13421416,1.5854528,2.77807689,4.29333401
31,0.862362087,-4.07111979,-1.50799394,-1.00122976,-1.21492517,1.13113368,5.06994343,-3.11934614,2.24967122,4.92988348,4.87977982,-3.436306,0.0796608254,1.74766707,7.17269135,0.897954226,0.137649685,3.49688172,5.73353052,2.39781523,1.98122525,3.73625565,4.47968721,3.57043719,2.93579459,2.54197645,1.70372832,1.11516798,1.14246178,1.59972012,2.80257988,4.30463219
32,0.811053634,-4.07756042,-1.4924233,-1.00641119,-1.21227849,1.15502167,5.05139542,-3.14650178,2.24345708,4.98150826,4.83837652,-3.48447609,0.107394509,1.77631092,7.18966246,0.874914646,0.141982466,3.51263452,5.75834846,2.3908577,1.98231697,3.75412822,4.50005579,3.57393909,2.93390226,2.54246473,1.70487928,1.11919928,1.15075648,1.61408281,2.8271749,4.31548786
33,0.759496808,-4.08341837,-1.47723746,-1.01146817,-1.20966029,1.17896366,5.03243494,-3.17401457,2.23655105,5.03258324,4.79636526,-3.53227496,0.134739116,1.80544651,7.20644188,0.8515113,0.146464169,3.52844429,5.78313208,2.38374162,1.98341537,3.77206874,4.52045536,3.5772922,2.93192196,2.54296923,1.70605981,1.12324774,1.15907967,1.62851846,2.85183668,4.32589817
34,0.707598031,-4.08865356,-1.46238446,-1.01640379,-1.20704687,1.20310497,5.01289701,-3.20206571,2.22887421,5.08317709,4.75369024,-3.57973599,0.161726639,1.83520293,7.22298717,0.827674985,0.151187256,3.54439211,5.80783272,2.37636924,1.98452938,3.79012847,4.54094028,3.58046532,2.9297781,2.54346538,1.70731723,1.12736487,1.16745913,1.64305925,2.87661672,4.33586693
35,0.655502737,-4.09333372,-1.44791746,-1.02121675,-1.20445788,1.22730529,4.99293423,-3.23047662,2.22048831,5.13319683,4.71045017,-3.62680101,0.18828851,1.86545968,7.23932886,0.803445518,0.156083956,3.56041551,5.83248806,2.36885548,1.98568344,3.80826402,4.56140852,3.58346272,2.9275825,2.54401684,1.70860827,1.13148665,1.17585158,1.65765154,2.90143108,4.3453722
36,0.603108466,-4.09738445,-1.43381965,-1.02590668,-1.2018857,1.25165272,4.97243977,-3.25936627,2.21133018,5.18268919,4.6666069,-3.67350745,0.214455247,1.89632547,7.2554245,0.778749824,0.161233157,3.57659173,5.85707474,2.3610642,1.98683417,3.82650065,4.5819521,3.586308,2.92526817,2.54455113,1.7099148,1.13564968,1.18431604,1.67237258,2.92636871,4.35441256
37,0.550480127,-4.10084915,-1.42009234,-1.03047693,-1.19933164,1.27610826,4.95144796,-3.28867555,2.20143175,5.23160791,4.62220812,-3.71983433,0.240166247,1.92763627,7.27131081,0.753686249,0.166505665,3.59279203,5.88163519,2.35319114,1.98800755,3.84478021,4.60248232,3.58900142,2.9228847,2.54510736,1.71126771,1.13984966,1.1928097,1.68716383,2.95137072,4.36298609
38,0.497675478,-4.10374928,-1.40674949,-1.03492486,-1.19679308,1.30067754,4.92997026,-3.31841111,2.1907711,5.27993727,4.57731342,-3.76575184,0.265415043,1.95949781,7.28695965,0.728224337,0.17202951,3.60915351,5.90608406,2.34506774,1.98924077,3.86319685,4.62304688,3.59148812,2.92040586,2.54571724,1.71267164,1.14406395,1.20132601,1.70202303,2.97642112,4.37108326
39,0.444570869,-4.1060009,-1.3937825,-1.03925574,-1.19427788,1.32536125,4.90797377,-3.34858298,2.17933178,5.3276782,4.53190804,-3.8112607,0.290196359,1.99192905,7.30234098,0.702256322,0.177819729,3.62568045,5.93046188,2.33665824,1.99047577,3.88172841,4.64368725,3.59379101,2.91779089,2.54632545,1.71411467,1.14832664,1.20991898,1.71702397,3.00161004,4.37869263
40,0.391328126,-4.10774755,-1.38117373,-1.0434742,-1.19177449,1.35019493,4.88542414,-3.37922335,2.16708589,5.37484169,4.48597336,-3.85641479,0.314513326,2.02486014,7.31748343,0.675905228,0.183769941,3.64226866,5.9547863,2.32813239,1.99173462,3.90030026,4.66431808,3.59595585,2.91511393,2.54695106,1.71559966,1.15261555,1.21851182,1.73204279,3.02678943,4.38582182
41,0.337866306,-4.10885954,-1.36896718,-1.04757226,-1.18929625,1.37512147,4.86237764,-3.4102664,2.15407109,5.42136908,4.43961239,-3.90114474,0.338302135,2.05824065,7.33238173,0.649175346,0.189936653,3.65899825,5.97900915,2.31936932,1.99305832,3.91902137,4.68497896,3.59787917,2.91232657,2.54763865,1.7171464,1.15693259,1.22715938,1.74718606,3.05208206,4.39245033
42,0.284184843,-4.1093874,-1.3571322,-1.05156171,-1.18683755,1.40015674,4.83882189,-3.44172406,2.1402638,5.46725512,4.39285469,-3.94543242,0.361559331,2.09212971,7.34701443,0.62199074,0.196338519,3.67585611,6.0031538,2.31042647,1.99441445,3.93781066,4.70563316,3.5996511,2.90949607,2.54834723,1.71868765,1.16125262,1.23584592,1.76242888,3.07746029,4.3985815
43,0.230368644,-4.10933924,-1.34568119,-1.05543351,-1.18439233,1.42533004,4.81471491,-3.47362876,2.12564325,5.5125041,4.34567451,-3.98932552,0.384291738,2.12648678,7.36137915,0.594366312,0.202939928,3.69282556,6.02724361,2.30126643,1.99576628,3.95667458,4.72634172,3.60126758,2.90654755,2.54905367,1.72029018,1.16563892,1.24458683,1.77775669,3.10288596,4.40420103
44,0.176364139,-4.1087184,-1.33460534,-1.05919802,-1.18197203,1.45061374,4.79006386,-3.50595307,2.11020207,5.55710268,4.29809856,-4.03281116,0.406476468,2.16129541,7.37547302,0.566336632,0.209757686,3.709934,6.05123854,2.29186106,1.99715161,3.97566485,4.74710894,3.60266995,2.90346694,2.5497911,1.72195697,1.17005384,1.2533561,1.79316604,3.12837863,4.40931273
45,0.122239672,-4.10752058,-1.32392406,-1.06285191,-1.17957318,1.47599542,4.76490974,-3.53866935,2.09395599,5.60101843,4.25022078,-4.0758357,0.428082138,2.1965847,7.38928461,0.537859082,0.21683374,3.72720385,6.07512474,2.28228235,1.99861908,3.99474907,4.76782179,3.60388136,2.90037322,2.55058765,1.72363126,1.17447853,1.26217008,1.80867159,3.15392733,4.41389942
46,0.0679638237,-4.10574961,-1.31362116,-1.06639683,-1.1771934,1.50150287,4.73918915,-3.57181454,2.07687044,5.64426088,4.20198488,-4.11846685,0.449124038,2.23228121,7.40281773,0.508964658,0.224077329,3.7445581,6.09896708,2.27250433,2.00006247,4.01389122,4.78860235,3.60494089,2.89714718,2.55137491,1.72536397,1.17895555,1.27102876,1.82426822,3.17954016,4.41796255
47,0.0135999257,-4.10341787,-1.30370748,-1.0698328,-1.1748327,1.52713406,4.71291494,-3.60537887,2.05894089,5.68681288,4.15346289,-4.16066074,0.46957466,2.26843548,7.4160533,0.479630977,0.231583431,3.76209831,6.12268305,2.26246762,2.00157213,4.03317499,4.80940914,3.60577464,2.89381909,2.55221033,1.72716403,1.18347979,1.27994013,1.83995652,3.20519352,4.42148829
48,-0.0409447812,-4.100492,-1.29416382,-1.07316697,-1.17249358,1.55288935,4.68606949,-3.6393609,2.04016352,5.7286582,4.10469341,-4.20241594,0.489403367,2.30496788,7.42900705,0.449939638,0.239304945,3.77978206,6.14627218,2.25223899,2.00315976,4.05257225,4.83020163,3.60638905,2.89042521,2.55310392,1.72899401,1.18800128,1.28887701,1.85574734,3.2309382,4.42448425
49,-0.0955840051,-4.09699583,-1.28500426,-1.07639503,-1.17016995,1.57879138,4.65862751,-3.67378354,2.02050948,5.76978493,4.05567789,-4.24373913,0.508633554,2.34194684,7.44164038,0.419726759,0.247261479,3.79760814,6.169806,2.24179125,2.00474119,4.07203197,4.85101032,3.6068418,2.88697839,2.55403471,1.73084128,1.19253278,1.29785407,1.87163758,3.25674319,4.42693949
50,-0.150273681,-4.09299278,-1.27622449,-1.0795275,-1.16788006,1.60471952,4.63073254,-3.70848465,2.00005841,5.81017542,4.00647402,-4.28461933,0.527215838,2.37923646,7.45399332,0.389193952,0.25541836,3.81557894,6.19321251,2.23114443,2.00639224,4.09160137,4.87183905,3.60710835,2.88341355,2.55494809,1.73274994,1.1971488,1.30688608,1.88758993,3.28254056,4.42883778
51,-0.205054924,-4.08839464,-1.26782823,-1.08255339,-1.16560435,1.63082242,4.60219097,-3.74365401,1.97869968,5.84982347,3.95708489,-4.32506752,0.545171022,2.41692352,7.46603298,0.358198494,0.263798386,3.83369899,6.21651888,2.22026968,2.00809193,4.11129761,4.89268017,3.60713005,2.87977839,2.55596304,1.73470736,1.20174301,1.31593752,1.90365279,3.30842471,4.43019152
52,-0.25988856,-4.08323717,-1.25981879,-1.08547854,-1.16335392,1.65699935,4.57314205,-3.77914858,1.95650148,5.88869858,3.90760803,-4.36503792,0.562461376,2.4549737,7.47774029,0.326784879,0.272454381,3.85203171,6.2396946,2.20911455,2.00982738,4.13109875,4.91355705,3.60696507,2.8760426,2.55698681,1.73671329,1.20639622,1.32505417,1.91982174,3.3343544,4.43097925
53,-0.31480068,-4.07754612,-1.25216877,-1.08831215,-1.16112244,1.68333137,4.54345274,-3.81507635,1.93338287,5.92682076,3.85796928,-4.40459919,0.579111695,2.49338222,7.4891305,0.29494819,0.281303883,3.87048292,6.26277971,2.19781923,2.01161575,4.15097284,4.9344058,3.6066153,2.87224793,2.55803943,1.73876345,1.21109378,1.33421433,1.93607426,3.36031675,4.43120384
54,-0.36977455,-4.07128286,-1.24490166,-1.09104788,-1.15891433,1.70977652,4.51317787,-3.85137868,1.90936947,5.96416616,3.80824661,-4.44370842,0.595094621,2.53215432,7.50017405,0.26266557,0.290422469,3.88914847,6.28571939,2.18622327,2.01345682,4.17098665,4.9552865,3.60603309,2.86837196,2.55915165,1.74083257,1.21577942,1.3434118,1.95244443,3.38634944,4.43085098
55,-0.424726427,-4.06449556,-1.23800743,-1.0936867,-1.15673053,1.736305,4.48236513,-3.88799262,1.88450611,6.00070238,3.75849748,-4.48237181,0.61039269,2.57114053,7.51092672,0.230028227,0.299683362,3.90789509,6.30859709,2.17451692,2.01532412,4.19103718,4.97614574,3.60530901,2.86444139,2.5602653,1.7429527,1.22054207,1.35267282,1.96889937,3.41238976,4.42992592
56,-0.479736149,-4.05714226,-1.23148429,-1.09623218,-1.15456522,1.76296949,4.45093155,-3.92499018,1.85871494,6.03643894,3.70873213,-4.52058363,0.62501204,2.61049485,7.52130985,0.19695963,0.309247851,3.92690325,6.33128834,2.16247869,2.01727509,4.21126413,4.99703455,3.60430121,2.86039877,2.5614562,1.74513173,1.22531152,1.36197174,1.98547161,3.43849802,4.42841339
57,-0.534751594,-4.04930258,-1.22531068,-1.09869444,-1.15242636,1.78973603,4.41891098,-3.96232486,1.8320173,6.07136869,3.65895534,-4.55836725,0.638946533,2.6501317,7.53135395,0.163469568,0.319025606,3.946069,6.35387421,2.1502533,2.01927114,4.23157024,5.01790714,3.60311389,2.85631132,2.56268311,1.74733961,1.23009503,1.37128532,2.00209713,3.46459818,4.42632961
58,-0.589689672,-4.04092073,-1.21952844,-1.10105836,-1.15031254,1.81658471,4.38634586,-3.99994707,1.8044486,6.10545921,3.60926318,-4.59568644,0.652174175,2.6900022,7.54105568,0.129612863,0.329033703,3.96543503,6.37630844,2.13774014,2.02131844,4.25201654,5.03883076,3.60168028,2.85208893,2.56395864,1.74964964,1.23495042,1.38066959,2.01884055,3.49072838,4.42364883
59,-0.644669414,-4.03200817,-1.21408904,-1.10333943,-1.14821994,1.84356785,4.35313988,-4.03792715,1.77593899,6.13870668,3.55962896,-4.63256931,0.664707959,2.73014522,7.55040312,0.0953197032,0.33926335,3.98497057,6.39863777,2.12506437,2.02342892,4.27253199,5.0596838,3.60006785,2.84788322,2.56528187,1.75193334,1.23979211,1.39008641,2.03568316,3.51690102,4.42037487
60,-0.699614167,-4.02256966,-1.20901155,-1.10553145,-1.14614928,1.87067521,4.3193059,-4.07624388,1.74648762,6.17111063,3.51007628,-4.66902637,0.67654258,2.77053094,7.55939102,0.0606274121,0.349705666,4.0046773,6.42083693,2.1121614,2.0255723,4.2931366,5.08056974,3.59826708,2.84356284,2.5666039,1.75427639,1.24469852,1.39957047,2.05263567,3.54309726,4.41649055
61,-0.754553437,-4.01260519,-1.20428789,-1.10764277,-1.14410722,1.89788759,4.28486967,-4.11485624,1.71610975,6.20264626,3.46067834,-4.70504045,0.687666953,2.81115556,7.56800699,0.0255442914,0.360406727,4.02462435,6.44286203,2.09896445,2.02779913,4.31389952,5.1014533,3.59619308,2.83918166,2.56802654,1.75666904,1.24959505,1.40907598,2.06968999,3.56933546,4.41200113
62,-0.809361994,-4.00214672,-1.19992232,-1.10966384,-1.14208364,1.92517567,4.24988699,-4.15370369,1.68486321,6.23329592,3.41149855,-4.74058867,0.698064506,2.85191917,7.5762825,-0.00988324452,0.371303141,4.04474163,6.46474886,2.08558202,2.03009772,4.33476162,5.12231398,3.59391761,2.83474159,2.56947017,1.7591002,1.25455165,1.41865313,2.08684564,3.59556317,4.40690327
63,-0.864140332,-3.99119115,-1.19588745,-1.11160529,-1.14008164,1.95263767,4.21418095,-4.19292545,1.65259302,6.26305342,3.36246824,-4.77573538,0.707771838,2.89295602,7.58415031,-0.0457666554,0.382442266,4.06507587,6.48649979,2.07191968,2.03243113,4.35574102,5.14318275,3.59138489,2.83022714,2.5710237,1.76161373,1.25949693,1.42822337,2.10407162,3.62181044,4.40121412
64,-0.918800831,-3.97975087,-1.19220102,-1.11346626,-1.13810682,1.98014021,4.17797089,-4.2323184,1.61946952,6.29192305,3.31372261,-4.81042099,0.716738164,2.93409491,7.59168386,-0.0819220766,0.393794686,4.08562136,6.50806332,2.05807734,2.03487682,4.37682343,5.16400719,3.5886662,2.82565689,2.5725646,1.76416469,1.26453435,1.43788564,2.12140632,3.64804268,4.39489365
65,-0.973403871,-3.9677906,-1.18886399,-1.11524665,-1.13616145,2.00777388,4.14108181,-4.27201128,1.58535218,6.31988573,3.26517439,-4.84470129,0.724997282,2.97546172,7.59879351,-0.118553579,0.40540725,4.10642242,6.52947235,2.04386353,2.03734994,4.39806795,5.18489027,3.58566594,2.8209796,2.5741868,1.76675892,1.26955926,1.44758379,2.13886595,3.67431688,4.38793802
66,-1.02791119,-3.95534134,-1.1858412,-1.11694741,-1.13422716,2.03558421,4.10347652,-4.31202555,1.55023134,6.34689951,3.21695328,-4.87856102,0.732552946,3.01698184,7.60552931,-0.155562729,0.417188972,4.12735701,6.55077076,2.02957082,2.03988504,4.41933823,5.20569038,3.58252788,2.81630301,2.57581496,1.76937687,1.2746464,1.45734501,2.15642357,3.70059204,4.38036633
67,-1.08227789,-3.94242525,-1.18316782,-1.11857462,-1.13233197,2.06336737,4.06544161,-4.35208893,1.51431632,6.37300014,3.16908026,-4.91197348,0.739365637,3.05849648,7.61192131,-0.192827925,0.429161936,4.14851713,6.57189655,2.01498342,2.04249287,4.44076252,5.2264843,3.57910681,2.81156802,2.57755017,1.7720381,1.27971423,1.46712923,2.17407823,3.72685957,4.3721571
