framework,algorithm,phase,mode,tier,n,setting_kind,setting,golden_rmse,finite_trajectories,failed_trajectories,finals_path
julia,tsit5,numerical,fixed,fixed,1024,dt,0.00048828125,6.515050957576576e-6,1024,0,finals/julia/tsit5/fixed_fixed_dt_0p00048828125.csv
julia,tsit5,numerical,fixed,fixed,1024,dt,0.000244140625,1.0134189610924799e-5,1024,0,finals/julia/tsit5/fixed_fixed_dt_0p000244140625.csv
julia,tsit5,numerical,fixed,fixed,1024,dt,0.0001220703125,1.3796949992472974e-5,1024,0,finals/julia/tsit5/fixed_fixed_dt_0p0001220703125.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,0.010000000000000002,0.059805823620671945,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p01.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,0.001,0.0072205661677164955,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p001.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,0.0001,0.0009214167886508007,1024,0,finals/julia/tsit5/adaptive_julia_tol_0p0001.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-5,6.0728375364265324e-5,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em05.csv
julia,tsit5,numerical,adaptive,julia,1024,tol,1.0e-6,4.066657526066487e-6,1024,0,finals/julia/tsit5/adaptive_julia_tol_1em06.csv
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,0.004405417172015433,32768,0,
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,3.841758435857515e-5,32768,0,
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,2.4224012406179124e-6,32768,0,
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,1.9841837551440524e-6,32768,0,
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,2.477627173411974e-6,32768,0,
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,3.418124784048757e-6,32768,0,
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,4.841835903878789e-6,32768,0,
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,6.853174085970592e-6,32768,0,
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,9.606165319974757e-6,32768,0,
julia,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,1.3422491287140628e-5,32768,0,
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.010000000000000002,0.05976581980275581,32768,0,
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.001,0.007214919996796392,32768,0,
julia,tsit5,work_precision,adaptive,julia,32768,tol,0.0001,0.0009208827574708334,32768,0,
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-5,6.107381594464332e-5,32768,0,
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-6,3.863783154045861e-6,32768,0,
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,2.515434385502434e-6,32768,0,
julia,tsit5,work_precision,adaptive,julia,32768,tol,1.0e-8,3.247922143942578e-6,32768,0,
julia,vern7,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
julia,vern7,performance,adaptive,julia,8,tol,1.0e-8,,8,0,
julia,vern7,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
julia,vern7,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,vern7,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
julia,vern7,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,vern7,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
julia,vern7,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,vern7,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
julia,vern7,performance,adaptive,julia,2048,tol,1.0e-8,,2048,0,
julia,vern7,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
julia,vern7,performance,adaptive,julia,8192,tol,1.0e-8,,8192,0,
julia,vern7,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
julia,vern7,performance,adaptive,julia,32768,tol,1.0e-8,,32768,0,
julia,vern7,numerical,fixed,fixed,1024,dt,0.5,,9,1015,
julia,vern7,numerical,fixed,fixed,1024,dt,0.25,,708,316,
julia,vern7,numerical,fixed,fixed,1024,dt,0.125,0.112830113760701,1024,0,finals/julia/vern7/fixed_fixed_dt_0p125.csv
julia,vern7,numerical,fixed,fixed,1024,dt,0.0625,7.123024094714602e-5,1024,0,finals/julia/vern7/fixed_fixed_dt_0p0625.csv
julia,vern7,numerical,fixed,fixed,1024,dt,0.03125,6.152624581105104e-6,1024,0,finals/julia/vern7/fixed_fixed_dt_0p03125.csv
julia,vern7,numerical,fixed,fixed,1024,dt,0.015625,3.5620274723840677e-6,1024,0,finals/julia/vern7/fixed_fixed_dt_0p015625.csv
julia,vern7,numerical,fixed,fixed,1024,dt,0.0078125,2.3666082192853165e-6,1024,0,finals/julia/vern7/fixed_fixed_dt_0p0078125.csv
julia,vern7,numerical,fixed,fixed,1024,dt,0.00390625,2.5871931244992573e-6,1024,0,finals/julia/vern7/fixed_fixed_dt_0p00390625.csv
julia,vern7,numerical,fixed,fixed,1024,dt,0.001953125,3.5342269547388598e-6,1024,0,finals/julia/vern7/fixed_fixed_dt_0p001953125.csv
julia,vern7,numerical,fixed,fixed,1024,dt,0.0009765625,4.882897748336288e-6,1024,0,finals/julia/vern7/fixed_fixed_dt_0p0009765625.csv
julia,vern7,numerical,fixed,fixed,1024,dt,0.00048828125,6.425598178310495e-6,1024,0,finals/julia/vern7/fixed_fixed_dt_0p00048828125.csv
julia,vern7,numerical,fixed,fixed,1024,dt,0.000244140625,1.0245027305673555e-5,1024,0,finals/julia/vern7/fixed_fixed_dt_0p000244140625.csv
julia,vern7,numerical,fixed,fixed,1024,dt,0.0001220703125,1.3533666053492376e-5,1024,0,finals/julia/vern7/fixed_fixed_dt_0p0001220703125.csv
julia,vern7,numerical,adaptive,julia,1024,tol,0.010000000000000002,0.003817704851315638,1024,0,finals/julia/vern7/adaptive_julia_tol_0p01.csv
julia,vern7,numerical,adaptive,julia,1024,tol,0.001,0.00023428873210977567,1024,0,finals/julia/vern7/adaptive_julia_tol_0p001.csv
julia,vern7,numerical,adaptive,julia,1024,tol,0.0001,3.0273678511955462e-5,1024,0,finals/julia/vern7/adaptive_julia_tol_0p0001.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-5,9.383785413513235e-6,1024,0,finals/julia/vern7/adaptive_julia_tol_1em05.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-6,6.254271741261641e-6,1024,0,finals/julia/vern7/adaptive_julia_tol_1em06.csv
julia,vern7,work_precision,fixed,fixed,32768,dt,0.0625,7.107910871510333e-5,32768,0,
julia,vern7,work_precision,fixed,fixed,32768,dt,0.03125,6.570441475673945e-6,32768,0,
julia,vern7,work_precision,fixed,fixed,32768,dt,0.015625,3.5052663940001143e-6,32768,0,
julia,vern7,work_precision,fixed,fixed,32768,dt,0.0078125,2.4075223328055397e-6,32768,0,
julia,vern7,work_precision,fixed,fixed,32768,dt,0.00390625,2.5435209104751394e-6,32768,0,
julia,vern7,work_precision,fixed,fixed,32768,dt,0.001953125,3.4426736349041005e-6,32768,0,
julia,vern7,work_precision,fixed,fixed,32768,dt,0.0009765625,4.804565557149296e-6,32768,0,
julia,vern7,work_precision,fixed,fixed,32768,dt,0.00048828125,6.8067750250165274e-6,32768,0,
julia,vern7,work_precision,fixed,fixed,32768,dt,0.000244140625,9.619354210320799e-6,32768,0,
julia,vern7,work_precision,fixed,fixed,32768,dt,0.0001220703125,1.3365782068442165e-5,32768,0,
julia,vern7,work_precision,adaptive,julia,32768,tol,0.010000000000000002,0.0036702074317816963,32768,0,
julia,vern7,work_precision,adaptive,julia,32768,tol,0.001,0.0002328806417029093,32768,0,
julia,vern7,work_precision,adaptive,julia,32768,tol,0.0001,2.915283218933506e-5,32768,0,
julia,vern7,work_precision,adaptive,julia,32768,tol,1.0e-5,9.313564485429878e-6,32768,0,
julia,vern7,work_precision,adaptive,julia,32768,tol,1.0e-6,6.162839766718258e-6,32768,0,
julia,vern7,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,3.2558883721668792e-6,32768,0,
julia,vern7,work_precision,adaptive,julia,32768,tol,1.0e-8,3.902806488789943e-6,32768,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,8,tol,1.0e-8,,8,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,2048,tol,1.0e-8,,2048,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,8192,tol,1.0e-8,,8192,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,32768,tol,1.0e-8,,32768,0,
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.5,3.9657532769488576e6,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p5.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.25,1.1306819621804507e8,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p25.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.125,0.2612648088853741,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p125.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.0625,0.0408690463771226,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p0625.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.03125,0.011664326056532065,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p03125.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.015625,0.0030401251217574967,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p015625.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.0078125,0.0007892954035671101,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p0078125.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.00390625,0.00020210111296716792,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p00390625.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.001953125,5.096961317590926e-5,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p001953125.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.0009765625,1.3555844777592717e-5,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p0009765625.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.00048828125,7.109576751217973e-6,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p00048828125.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.000244140625,9.979044687021806e-6,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p000244140625.csv
julia,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.0001220703125,1.3441907659493757e-5,1024,0,finals/julia/rosenbrock23_sciml/fixed_fixed_dt_0p0001220703125.csv
julia,rosenbrock23_sciml,numerical,adaptive,julia,1024,tol,0.010000000000000002,0.0528493677088503,1024,0,finals/julia/rosenbrock23_sciml/adaptive_julia_tol_0p01.csv
julia,rosenbrock23_sciml,numerical,adaptive,julia,1024,tol,0.001,0.01516266505571278,1024,0,finals/julia/rosenbrock23_sciml/adaptive_julia_tol_0p001.csv
julia,rosenbrock23_sciml,numerical,adaptive,julia,1024,tol,0.0001,0.0032744557133676058,1024,0,finals/julia/rosenbrock23_sciml/adaptive_julia_tol_0p0001.csv
julia,rosenbrock23_sciml,numerical,adaptive,julia,1024,tol,1.0e-5,0.0006555571208519802,1024,0,finals/julia/rosenbrock23_sciml/adaptive_julia_tol_1em05.csv
julia,rosenbrock23_sciml,numerical,adaptive,julia,1024,tol,1.0e-6,0.00013512440928047467,1024,0,finals/julia/rosenbrock23_sciml/adaptive_julia_tol_1em06.csv
julia,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.0625,0.04084395643497995,32768,0,
julia,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.03125,0.011656711774679382,32768,0,
julia,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.015625,0.0030392101904315088,32768,0,
julia,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.0078125,0.0007892044646736068,32768,0,
julia,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.00390625,0.00020204050397693886,32768,0,
julia,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.001953125,5.1207271864079506e-5,32768,0,
julia,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.0009765625,1.3580723247664929e-5,32768,0,
julia,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.00048828125,7.4661490152985656e-6,32768,0,
julia,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.000244140625,9.626815039253426e-6,32768,0,
julia,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.0001220703125,1.33410929878779e-5,32768,0,
julia,rosenbrock23_sciml,work_precision,adaptive,julia,32768,tol,0.010000000000000002,0.05287026333009031,32768,0,
julia,rosenbrock23_sciml,work_precision,adaptive,julia,32768,tol,0.001,0.015165807271030259,32768,0,
julia,rosenbrock23_sciml,work_precision,adaptive,julia,32768,tol,0.0001,0.0032749869658775465,32768,0,
julia,rosenbrock23_sciml,work_precision,adaptive,julia,32768,tol,1.0e-5,0.0006556803462469571,32768,0,
julia,rosenbrock23_sciml,work_precision,adaptive,julia,32768,tol,1.0e-6,0.0001350640155447247,32768,0,
julia,rosenbrock23_sciml,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,2.920703544011409e-5,32768,0,
julia,rosenbrock23_sciml,work_precision,adaptive,julia,32768,tol,1.0e-8,1.1833824175913369e-5,32768,0,
julia,kvaerno3,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
julia,kvaerno3,performance,adaptive,julia,8,tol,1.0e-8,,8,0,
julia,kvaerno3,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
julia,kvaerno3,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,kvaerno3,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
julia,kvaerno3,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,kvaerno3,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
julia,kvaerno3,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,kvaerno3,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
julia,kvaerno3,performance,adaptive,julia,2048,tol,1.0e-8,,2048,0,
julia,kvaerno3,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
julia,kvaerno3,performance,adaptive,julia,8192,tol,1.0e-8,,8192,0,
julia,kvaerno3,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
julia,kvaerno3,performance,adaptive,julia,32768,tol,1.0e-8,,32768,0,
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.5,27.076480573502543,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p5.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.25,20.89062932062319,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p25.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.125,1.3963906217518747,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p125.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.0625,0.3162524224838362,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p0625.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.03125,0.04855639490421424,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p03125.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.015625,0.006462726053607193,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p015625.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.0078125,0.0008202985143517618,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p0078125.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.00390625,0.00010339189790498717,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p00390625.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.001953125,1.4988585840394867e-5,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p001953125.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.0009765625,1.0098158055163323e-5,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p0009765625.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.00048828125,1.4147482192408584e-5,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p00048828125.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.000244140625,2.0239122365009527e-5,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p000244140625.csv
julia,kvaerno3,numerical,fixed,fixed,1024,dt,0.0001220703125,2.695105173629153e-5,1024,0,finals/julia/kvaerno3/fixed_fixed_dt_0p0001220703125.csv
julia,kvaerno3,numerical,adaptive,julia,1024,tol,0.010000000000000002,0.05314423639591353,1024,0,finals/julia/kvaerno3/adaptive_julia_tol_0p01.csv
julia,kvaerno3,numerical,adaptive,julia,1024,tol,0.001,0.004906174058139243,1024,0,finals/julia/kvaerno3/adaptive_julia_tol_0p001.csv
julia,kvaerno3,numerical,adaptive,julia,1024,tol,0.0001,0.0004232774378914219,1024,0,finals/julia/kvaerno3/adaptive_julia_tol_0p0001.csv
julia,kvaerno3,numerical,adaptive,julia,1024,tol,1.0e-5,3.989129692004747e-5,1024,0,finals/julia/kvaerno3/adaptive_julia_tol_1em05.csv
julia,kvaerno3,numerical,adaptive,julia,1024,tol,1.0e-6,9.940876203922556e-6,1024,0,finals/julia/kvaerno3/adaptive_julia_tol_1em06.csv
julia,kvaerno3,work_precision,fixed,fixed,32768,dt,0.0625,0.3157715431772045,32768,0,
julia,kvaerno3,work_precision,fixed,fixed,32768,dt,0.03125,0.048486497605122914,32768,0,
julia,kvaerno3,work_precision,fixed,fixed,32768,dt,0.015625,0.0064534933837677305,32768,0,
julia,kvaerno3,work_precision,fixed,fixed,32768,dt,0.0078125,0.0008194375025990138,32768,0,
julia,kvaerno3,work_precision,fixed,fixed,32768,dt,0.00390625,0.00010333803027845186,32768,0,
julia,kvaerno3,work_precision,fixed,fixed,32768,dt,0.001953125,1.4684742813634677e-5,32768,0,
julia,kvaerno3,work_precision,fixed,fixed,32768,dt,0.0009765625,1.0127628512816422e-5,32768,0,
julia,kvaerno3,work_precision,fixed,fixed,32768,dt,0.00048828125,1.4057288486453143e-5,32768,0,
julia,kvaerno3,work_precision,fixed,fixed,32768,dt,0.000244140625,1.973827573657572e-5,32768,0,
julia,kvaerno3,work_precision,fixed,fixed,32768,dt,0.0001220703125,2.76877379256695e-5,32768,0,
julia,kvaerno3,work_precision,adaptive,julia,32768,tol,0.010000000000000002,0.053123491725550545,32768,0,
julia,kvaerno3,work_precision,adaptive,julia,32768,tol,0.001,0.004904821570515654,32768,0,
julia,kvaerno3,work_precision,adaptive,julia,32768,tol,0.0001,0.00042324684508985357,32768,0,
julia,kvaerno3,work_precision,adaptive,julia,32768,tol,1.0e-5,3.9859568691164126e-5,32768,0,
julia,kvaerno3,work_precision,adaptive,julia,32768,tol,1.0e-6,9.510577755158194e-6,32768,0,
julia,kvaerno3,work_precision,adaptive,julia,32768,tol,1.0000000000000001e-7,1.2870083755602289e-5,32768,0,
julia,kvaerno3,work_precision,adaptive,julia,32768,tol,1.0e-8,1.866900350736462e-5,32768,0,
julia,kvaerno5,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
julia,kvaerno5,performance,adaptive,julia,8,tol,1.0e-8,,8,0,
julia,kvaerno5,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
julia,kvaerno5,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,kvaerno5,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
julia,kvaerno5,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,kvaerno5,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
julia,kvaerno5,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,kvaerno5,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
julia,kvaerno5,performance,adaptive,julia,2048,tol,1.0e-8,,2048,0,
julia,kvaerno5,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
julia,kvaerno5,performance,adaptive,julia,8192,tol,1.0e-8,,8192,0,
julia,kvaerno5,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
julia,kvaerno5,performance,adaptive,julia,32768,tol,1.0e-8,,32768,0,
julia,kvaerno5,numerical,fixed,fixed,1024,dt,0.5,8.129520828199356,1024,0,finals/julia/kvaerno5/fixed_fixed_dt_0p5.csv
