framework,algorithm,phase,mode,tier,n,setting_kind,setting,golden_rmse,finite_trajectories,failed_trajectories,finals_path
cubie,kvaerno3,performance,adaptive,pi,2097152,tol,1e-08,,2097152,0,
cubie,kvaerno3,performance,fixed,fixed,8388608,dt,0.0009765625,,8388608,0,
cubie,kvaerno3,performance,adaptive,default,8388608,tol,1e-08,,8388608,0,
cubie,kvaerno3,performance,adaptive,pi,8388608,tol,1e-08,,8388608,0,
cubie,kvaerno5,performance,fixed,fixed,131072,dt,0.0009765625,,131072,0,
cubie,kvaerno5,performance,adaptive,default,131072,tol,1e-08,,131072,0,
cubie,kvaerno5,performance,adaptive,pi,131072,tol,1e-08,,131072,0,
cubie,kvaerno5,performance,fixed,fixed,524288,dt,0.0009765625,,524288,0,
cubie,kvaerno5,performance,adaptive,default,524288,tol,1e-08,,524288,0,
cubie,kvaerno5,performance,adaptive,pi,524288,tol,1e-08,,524288,0,
cubie,kvaerno5,performance,fixed,fixed,2097152,dt,0.0009765625,,2097152,0,
cubie,kvaerno5,performance,adaptive,default,2097152,tol,1e-08,,2097152,0,
cubie,kvaerno5,performance,adaptive,pi,2097152,tol,1e-08,,2097152,0,
cubie,kvaerno5,performance,fixed,fixed,8388608,dt,0.0009765625,,8388608,0,
cubie,kvaerno5,performance,adaptive,default,8388608,tol,1e-08,,8388608,0,
cubie,kvaerno5,performance,adaptive,pi,8388608,tol,1e-08,,8388608,0,
cubie,tsit5,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
cubie,tsit5,performance,adaptive,default,8,tol,1e-08,,8,0,
cubie,tsit5,performance,adaptive,pi,8,tol,1e-08,,8,0,
cubie,tsit5,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
cubie,tsit5,performance,adaptive,default,32,tol,1e-08,,32,0,
cubie,tsit5,performance,adaptive,pi,32,tol,1e-08,,32,0,
cubie,tsit5,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
cubie,tsit5,performance,adaptive,default,128,tol,1e-08,,128,0,
cubie,tsit5,performance,adaptive,pi,128,tol,1e-08,,128,0,
cubie,tsit5,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
cubie,tsit5,performance,adaptive,default,512,tol,1e-08,,512,0,
cubie,tsit5,performance,adaptive,pi,512,tol,1e-08,,512,0,
cubie,tsit5,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
cubie,tsit5,performance,adaptive,default,2048,tol,1e-08,,2048,0,
cubie,tsit5,performance,adaptive,pi,2048,tol,1e-08,,2048,0,
cubie,tsit5,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
cubie,tsit5,performance,adaptive,default,8192,tol,1e-08,,8192,0,
cubie,tsit5,performance,adaptive,pi,8192,tol,1e-08,,8192,0,
cubie,tsit5,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
cubie,tsit5,performance,adaptive,default,32768,tol,1e-08,,32768,0,
cubie,tsit5,performance,adaptive,pi,32768,tol,1e-08,,32768,0,
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.5,,82,942,
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.25,,298,726,
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.125,0.5288276872219928,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p125.csv
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.0625,0.0044129289794387965,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p0625.csv
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.03125,3.8455516727832916e-05,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p03125.csv
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.015625,1.7572586705769083e-06,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p015625.csv
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.0078125,1.8357549509118237e-06,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p0078125.csv
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.00390625,2.4686227124308655e-06,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p00390625.csv
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.001953125,3.498870895860043e-06,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p001953125.csv
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.0009765625,4.823940083256499e-06,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p0009765625.csv
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.00048828125,6.389749646327234e-06,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p00048828125.csv
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.000244140625,1.0232583740875076e-05,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p000244140625.csv
cubie,tsit5,numerical,fixed,fixed,1024,dt,0.0001220703125,1.355461802327918e-05,1024,0,finals/cubie/tsit5/fixed_fixed_dt_0p0001220703125.csv
cubie,tsit5,numerical,adaptive,default,1024,tol,0.01,0.036438147018688014,1024,0,finals/cubie/tsit5/adaptive_default_tol_0p01.csv
cubie,tsit5,numerical,adaptive,default,1024,tol,0.001,0.005194693513614588,1024,0,finals/cubie/tsit5/adaptive_default_tol_0p001.csv
cubie,tsit5,numerical,adaptive,default,1024,tol,0.0001,0.0008549533557870907,1024,0,finals/cubie/tsit5/adaptive_default_tol_0p0001.csv
cubie,tsit5,numerical,adaptive,default,1024,tol,1e-05,6.479628483562651e-05,1024,0,finals/cubie/tsit5/adaptive_default_tol_1em05.csv
cubie,tsit5,numerical,adaptive,default,1024,tol,1e-06,3.3491908017227855e-06,1024,0,finals/cubie/tsit5/adaptive_default_tol_1em06.csv
cubie,tsit5,numerical,adaptive,pi,1024,tol,0.01,0.07834557706322658,1024,0,finals/cubie/tsit5/adaptive_pi_tol_0p01.csv
cubie,tsit5,numerical,adaptive,pi,1024,tol,0.001,0.007316587054368489,1024,0,finals/cubie/tsit5/adaptive_pi_tol_0p001.csv
cubie,tsit5,numerical,adaptive,pi,1024,tol,0.0001,0.0013450848828180882,1024,0,finals/cubie/tsit5/adaptive_pi_tol_0p0001.csv
cubie,tsit5,numerical,adaptive,pi,1024,tol,1e-05,0.000104281484734253,1024,0,finals/cubie/tsit5/adaptive_pi_tol_1em05.csv
cubie,tsit5,numerical,adaptive,pi,1024,tol,1e-06,4.656456432054788e-06,1024,0,finals/cubie/tsit5/adaptive_pi_tol_1em06.csv
cubie,tsit5,work_precision,fixed,fixed,32768,dt,0.0625,0.004405797805883447,32768,0,
cubie,tsit5,work_precision,fixed,fixed,32768,dt,0.03125,3.83773091425127e-05,32768,0,
cubie,tsit5,work_precision,fixed,fixed,32768,dt,0.015625,1.8068373133079002e-06,32768,0,
cubie,tsit5,work_precision,fixed,fixed,32768,dt,0.0078125,1.8690103722800672e-06,32768,0,
cubie,tsit5,work_precision,fixed,fixed,32768,dt,0.00390625,2.4450993854441022e-06,32768,0,
cubie,tsit5,work_precision,fixed,fixed,32768,dt,0.001953125,3.40824717131609e-06,32768,0,
cubie,tsit5,work_precision,fixed,fixed,32768,dt,0.0009765625,4.811622816857662e-06,32768,0,
cubie,tsit5,work_precision,fixed,fixed,32768,dt,0.00048828125,6.836290103917184e-06,32768,0,
cubie,tsit5,work_precision,fixed,fixed,32768,dt,0.000244140625,9.632702936582252e-06,32768,0,
cubie,tsit5,work_precision,fixed,fixed,32768,dt,0.0001220703125,1.340014094702244e-05,32768,0,
cubie,tsit5,work_precision,adaptive,default,32768,tol,0.01,0.03644161059568045,32768,0,
cubie,tsit5,work_precision,adaptive,default,32768,tol,0.001,0.005189543262858672,32768,0,
cubie,tsit5,work_precision,adaptive,default,32768,tol,0.0001,0.0008537874726463927,32768,0,
cubie,tsit5,work_precision,adaptive,default,32768,tol,1e-05,6.450536994200735e-05,32768,0,
cubie,tsit5,work_precision,adaptive,default,32768,tol,1e-06,3.285620711422153e-06,32768,0,
cubie,tsit5,work_precision,adaptive,default,32768,tol,1e-07,1.7112247888984668e-06,32768,0,
cubie,tsit5,work_precision,adaptive,default,32768,tol,1e-08,2.1159920706069186e-06,32768,0,
cubie,tsit5,work_precision,adaptive,pi,32768,tol,0.01,0.0783620273963478,32768,0,
cubie,tsit5,work_precision,adaptive,pi,32768,tol,0.001,0.007308365436548662,32768,0,
cubie,tsit5,work_precision,adaptive,pi,32768,tol,0.0001,0.0013442285484858317,32768,0,
cubie,tsit5,work_precision,adaptive,pi,32768,tol,1e-05,0.00010431125112904346,32768,0,
cubie,tsit5,work_precision,adaptive,pi,32768,tol,1e-06,4.710182175431222e-06,32768,0,
cubie,tsit5,work_precision,adaptive,pi,32768,tol,1e-07,1.7123360537328115e-06,32768,0,
cubie,tsit5,work_precision,adaptive,pi,32768,tol,1e-08,1.9512702984434517e-06,32768,0,
cubie,vern7,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
cubie,vern7,performance,adaptive,default,8,tol,1e-08,,8,0,
cubie,vern7,performance,adaptive,pi,8,tol,1e-08,,8,0,
cubie,vern7,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
cubie,vern7,performance,adaptive,default,32,tol,1e-08,,32,0,
cubie,vern7,performance,adaptive,pi,32,tol,1e-08,,32,0,
cubie,vern7,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
cubie,vern7,performance,adaptive,default,128,tol,1e-08,,128,0,
cubie,vern7,performance,adaptive,pi,128,tol,1e-08,,128,0,
cubie,vern7,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
cubie,vern7,performance,adaptive,default,512,tol,1e-08,,512,0,
cubie,vern7,performance,adaptive,pi,512,tol,1e-08,,512,0,
cubie,vern7,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
cubie,vern7,performance,adaptive,default,2048,tol,1e-08,,2048,0,
cubie,vern7,performance,adaptive,pi,2048,tol,1e-08,,2048,0,
cubie,vern7,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
cubie,vern7,performance,adaptive,default,8192,tol,1e-08,,8192,0,
cubie,vern7,performance,adaptive,pi,8192,tol,1e-08,,8192,0,
cubie,vern7,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
cubie,vern7,performance,adaptive,default,32768,tol,1e-08,,32768,0,
cubie,vern7,performance,adaptive,pi,32768,tol,1e-08,,32768,0,
cubie,vern7,numerical,fixed,fixed,1024,dt,0.5,,27,997,
cubie,vern7,numerical,fixed,fixed,1024,dt,0.25,,722,302,
cubie,vern7,numerical,fixed,fixed,1024,dt,0.125,0.11282802444829076,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p125.csv
cubie,vern7,numerical,fixed,fixed,1024,dt,0.0625,7.105543091408916e-05,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p0625.csv
cubie,vern7,numerical,fixed,fixed,1024,dt,0.03125,6.4095512111726e-06,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p03125.csv
cubie,vern7,numerical,fixed,fixed,1024,dt,0.015625,3.474837435893255e-06,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p015625.csv
cubie,vern7,numerical,fixed,fixed,1024,dt,0.0078125,2.322033033921676e-06,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p0078125.csv
cubie,vern7,numerical,fixed,fixed,1024,dt,0.00390625,2.5851326065318066e-06,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p00390625.csv
cubie,vern7,numerical,fixed,fixed,1024,dt,0.001953125,3.552037013381362e-06,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p001953125.csv
cubie,vern7,numerical,fixed,fixed,1024,dt,0.0009765625,4.966193098825766e-06,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p0009765625.csv
cubie,vern7,numerical,fixed,fixed,1024,dt,0.00048828125,6.346814421827283e-06,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p00048828125.csv
cubie,vern7,numerical,fixed,fixed,1024,dt,0.000244140625,1.0165619118152102e-05,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p000244140625.csv
cubie,vern7,numerical,fixed,fixed,1024,dt,0.0001220703125,1.3520948499785037e-05,1024,0,finals/cubie/vern7/fixed_fixed_dt_0p0001220703125.csv
cubie,vern7,numerical,adaptive,default,1024,tol,0.01,0.0026448332564604177,1024,0,finals/cubie/vern7/adaptive_default_tol_0p01.csv
cubie,vern7,numerical,adaptive,default,1024,tol,0.001,0.00019298423091612126,1024,0,finals/cubie/vern7/adaptive_default_tol_0p001.csv
cubie,vern7,numerical,adaptive,default,1024,tol,0.0001,2.7338292880576963e-05,1024,0,finals/cubie/vern7/adaptive_default_tol_0p0001.csv
cubie,vern7,numerical,adaptive,default,1024,tol,1e-05,8.973011968458715e-06,1024,0,finals/cubie/vern7/adaptive_default_tol_1em05.csv
cubie,vern7,numerical,adaptive,default,1024,tol,1e-06,6.018551804833306e-06,1024,0,finals/cubie/vern7/adaptive_default_tol_1em06.csv
cubie,vern7,numerical,adaptive,pi,1024,tol,0.01,0.0037636696377817765,1024,0,finals/cubie/vern7/adaptive_pi_tol_0p01.csv
cubie,vern7,numerical,adaptive,pi,1024,tol,0.001,0.0003506488181099342,1024,0,finals/cubie/vern7/adaptive_pi_tol_0p001.csv
cubie,vern7,numerical,adaptive,pi,1024,tol,0.0001,3.825916477995241e-05,1024,0,finals/cubie/vern7/adaptive_pi_tol_0p0001.csv
cubie,vern7,numerical,adaptive,pi,1024,tol,1e-05,1.02603672906135e-05,1024,0,finals/cubie/vern7/adaptive_pi_tol_1em05.csv
cubie,vern7,numerical,adaptive,pi,1024,tol,1e-06,6.46172194823755e-06,1024,0,finals/cubie/vern7/adaptive_pi_tol_1em06.csv
cubie,vern7,work_precision,fixed,fixed,32768,dt,0.0625,7.101955328721444e-05,32768,0,
cubie,vern7,work_precision,fixed,fixed,32768,dt,0.03125,6.2845807264716446e-06,32768,0,
cubie,vern7,work_precision,fixed,fixed,32768,dt,0.015625,3.43863104656445e-06,32768,0,
cubie,vern7,work_precision,fixed,fixed,32768,dt,0.0078125,2.3894689277590336e-06,32768,0,
cubie,vern7,work_precision,fixed,fixed,32768,dt,0.00390625,2.5630997761595333e-06,32768,0,
cubie,vern7,work_precision,fixed,fixed,32768,dt,0.001953125,3.4266157866038534e-06,32768,0,
cubie,vern7,work_precision,fixed,fixed,32768,dt,0.0009765625,4.825168444908048e-06,32768,0,
cubie,vern7,work_precision,fixed,fixed,32768,dt,0.00048828125,6.808763342880171e-06,32768,0,
cubie,vern7,work_precision,fixed,fixed,32768,dt,0.000244140625,9.628555165419107e-06,32768,0,
cubie,vern7,work_precision,fixed,fixed,32768,dt,0.0001220703125,1.3376653955368519e-05,32768,0,
cubie,vern7,work_precision,adaptive,default,32768,tol,0.01,0.0026789382014985063,32768,0,
cubie,vern7,work_precision,adaptive,default,32768,tol,0.001,0.00019381922867615063,32768,0,
cubie,vern7,work_precision,adaptive,default,32768,tol,0.0001,2.7565764446760746e-05,32768,0,
cubie,vern7,work_precision,adaptive,default,32768,tol,1e-05,9.090284392848929e-06,32768,0,
cubie,vern7,work_precision,adaptive,default,32768,tol,1e-06,6.1653376786513105e-06,32768,0,
cubie,vern7,work_precision,adaptive,default,32768,tol,1e-07,3.404162976281184e-06,32768,0,
cubie,vern7,work_precision,adaptive,default,32768,tol,1e-08,2.4823308724991854e-06,32768,0,
cubie,vern7,work_precision,adaptive,pi,32768,tol,0.01,0.0036494090453156173,32768,0,
cubie,vern7,work_precision,adaptive,pi,32768,tol,0.001,0.00035342266867986446,32768,0,
cubie,vern7,work_precision,adaptive,pi,32768,tol,0.0001,3.848288384147182e-05,32768,0,
cubie,vern7,work_precision,adaptive,pi,32768,tol,1e-05,1.0292281203527353e-05,32768,0,
cubie,vern7,work_precision,adaptive,pi,32768,tol,1e-06,6.533676393651518e-06,32768,0,
cubie,vern7,work_precision,adaptive,pi,32768,tol,1e-07,3.931570062446062e-06,32768,0,
cubie,vern7,work_precision,adaptive,pi,32768,tol,1e-08,2.300517364359602e-06,32768,0,
cubie,rosenbrock23_sciml,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
cubie,rosenbrock23_sciml,performance,adaptive,default,8,tol,1e-08,,8,0,
cubie,rosenbrock23_sciml,performance,adaptive,pi,8,tol,1e-08,,8,0,
cubie,rosenbrock23_sciml,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
cubie,rosenbrock23_sciml,performance,adaptive,default,32,tol,1e-08,,32,0,
cubie,rosenbrock23_sciml,performance,adaptive,pi,32,tol,1e-08,,32,0,
cubie,rosenbrock23_sciml,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
cubie,rosenbrock23_sciml,performance,adaptive,default,128,tol,1e-08,,128,0,
cubie,rosenbrock23_sciml,performance,adaptive,pi,128,tol,1e-08,,128,0,
cubie,rosenbrock23_sciml,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
cubie,rosenbrock23_sciml,performance,adaptive,default,512,tol,1e-08,,512,0,
cubie,rosenbrock23_sciml,performance,adaptive,pi,512,tol,1e-08,,512,0,
cubie,rosenbrock23_sciml,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
cubie,rosenbrock23_sciml,performance,adaptive,default,2048,tol,1e-08,,2048,0,
cubie,rosenbrock23_sciml,performance,adaptive,pi,2048,tol,1e-08,,2048,0,
cubie,rosenbrock23_sciml,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
cubie,rosenbrock23_sciml,performance,adaptive,default,8192,tol,1e-08,,8192,0,
cubie,rosenbrock23_sciml,performance,adaptive,pi,8192,tol,1e-08,,8192,0,
cubie,rosenbrock23_sciml,performance,fixed,fixed,32768,dt,0.0009765625,,32768,0,
cubie,rosenbrock23_sciml,performance,adaptive,default,32768,tol,1e-08,,32768,0,
cubie,rosenbrock23_sciml,performance,adaptive,pi,32768,tol,1e-08,,32768,0,
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.5,,375,649,
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.25,,667,357,
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.125,0.2612638534367551,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p125.csv
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.0625,0.0408691084678204,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p0625.csv
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.03125,0.011664228517960099,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p03125.csv
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.015625,0.0030400685801139212,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p015625.csv
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.0078125,0.0007892705612424807,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p0078125.csv
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.00390625,0.0002020743299550832,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p00390625.csv
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.001953125,5.1390516722916294e-05,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p001953125.csv
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.0009765625,1.518794063652071e-05,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p0009765625.csv
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.00048828125,1.5126408815466121e-05,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p00048828125.csv
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.000244140625,5.1663042868662724e-05,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p000244140625.csv
cubie,rosenbrock23_sciml,numerical,fixed,fixed,1024,dt,0.0001220703125,0.0002356131693115597,1024,0,finals/cubie/rosenbrock23_sciml/fixed_fixed_dt_0p0001220703125.csv
cubie,rosenbrock23_sciml,numerical,adaptive,default,1024,tol,0.01,0.09435473768690959,1024,0,finals/cubie/rosenbrock23_sciml/adaptive_default_tol_0p01.csv
cubie,rosenbrock23_sciml,numerical,adaptive,default,1024,tol,0.001,0.018113019712259832,1024,0,finals/cubie/rosenbrock23_sciml/adaptive_default_tol_0p001.csv
cubie,rosenbrock23_sciml,numerical,adaptive,default,1024,tol,0.0001,0.003720648573870712,1024,0,finals/cubie/rosenbrock23_sciml/adaptive_default_tol_0p0001.csv
cubie,rosenbrock23_sciml,numerical,adaptive,default,1024,tol,1e-05,0.0007894661777009898,1024,0,finals/cubie/rosenbrock23_sciml/adaptive_default_tol_1em05.csv
cubie,rosenbrock23_sciml,numerical,adaptive,default,1024,tol,1e-06,0.00016865693872008001,1024,0,finals/cubie/rosenbrock23_sciml/adaptive_default_tol_1em06.csv
cubie,rosenbrock23_sciml,numerical,adaptive,pi,1024,tol,0.01,0.05290743460032407,1024,0,finals/cubie/rosenbrock23_sciml/adaptive_pi_tol_0p01.csv
cubie,rosenbrock23_sciml,numerical,adaptive,pi,1024,tol,0.001,0.015320025591187121,1024,0,finals/cubie/rosenbrock23_sciml/adaptive_pi_tol_0p001.csv
cubie,rosenbrock23_sciml,numerical,adaptive,pi,1024,tol,0.0001,0.0032933143467209496,1024,0,finals/cubie/rosenbrock23_sciml/adaptive_pi_tol_0p0001.csv
cubie,rosenbrock23_sciml,numerical,adaptive,pi,1024,tol,1e-05,0.0006562289949911806,1024,0,finals/cubie/rosenbrock23_sciml/adaptive_pi_tol_1em05.csv
cubie,rosenbrock23_sciml,numerical,adaptive,pi,1024,tol,1e-06,0.00013499487228524316,1024,0,finals/cubie/rosenbrock23_sciml/adaptive_pi_tol_1em06.csv
cubie,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.0625,0.04084399724391534,32768,0,
cubie,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.03125,0.011656680826313846,32768,0,
cubie,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.015625,0.003039133116751838,32768,0,
cubie,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.0078125,0.00078917949804281,32768,0,
cubie,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.00390625,0.00020202694846858292,32768,0,
cubie,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.001953125,5.1363162694247034e-05,32768,0,
cubie,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.0009765625,1.5094290476675399e-05,32768,0,
cubie,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.00048828125,1.493668215574259e-05,32768,0,
cubie,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.000244140625,5.1489844013232244e-05,32768,0,
cubie,rosenbrock23_sciml,work_precision,fixed,fixed,32768,dt,0.0001220703125,0.00023546373895951502,32768,0,
cubie,rosenbrock23_sciml,work_precision,adaptive,default,32768,tol,0.01,0.0943339937796338,32768,0,
cubie,rosenbrock23_sciml,work_precision,adaptive,default,32768,tol,0.001,0.01811449348373599,32768,0,
cubie,rosenbrock23_sciml,work_precision,adaptive,default,32768,tol,0.0001,0.0037216549169694487,32768,0,
cubie,rosenbrock23_sciml,work_precision,adaptive,default,32768,tol,1e-05,0.0007897656097833636,32768,0,
cubie,rosenbrock23_sciml,work_precision,adaptive,default,32768,tol,1e-06,0.0001688957089214402,32768,0,
cubie,rosenbrock23_sciml,work_precision,adaptive,default,32768,tol,1e-07,3.665004440003011e-05,32768,0,
cubie,rosenbrock23_sciml,work_precision,adaptive,default,32768,tol,1e-08,1.2139892645348856e-05,32768,0,
cubie,rosenbrock23_sciml,work_precision,adaptive,pi,32768,tol,0.01,0.05292799566592962,32768,0,
cubie,rosenbrock23_sciml,work_precision,adaptive,pi,32768,tol,0.001,0.015322681003274502,32768,0,
cubie,rosenbrock23_sciml,work_precision,adaptive,pi,32768,tol,0.0001,0.003293877152340413,32768,0,
