framework,algorithm,phase,mode,tier,transfers,n,setting_kind,setting,sample,time_ms
julia,tsit5,performance,fixed,fixed,none,8,dt,0.0009765625,15,0.410233
julia,tsit5,performance,fixed,fixed,both,8,dt,0.0009765625,16,0.484626
julia,tsit5,performance,fixed,fixed,none,8,dt,0.0009765625,16,0.41142
julia,tsit5,performance,fixed,fixed,both,8,dt,0.0009765625,17,0.485012
julia,tsit5,performance,fixed,fixed,none,8,dt,0.0009765625,17,0.444792
julia,tsit5,performance,fixed,fixed,both,8,dt,0.0009765625,18,0.466422
julia,tsit5,performance,fixed,fixed,none,8,dt,0.0009765625,18,0.446127
julia,tsit5,performance,fixed,fixed,both,8,dt,0.0009765625,19,0.494052
julia,tsit5,performance,fixed,fixed,none,8,dt,0.0009765625,19,0.411564
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,0,0.413699
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,0,0.334525
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,1,0.379441
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,1,0.296321
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,2,0.370098
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,2,0.295163
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,3,0.335181
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,3,0.285455
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,4,0.323184
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,4,0.284745
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,5,0.32258
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,5,0.28364
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,6,0.320808
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,6,0.284458
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,7,0.319957
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,7,0.283994
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,8,0.32148
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,8,0.285002
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,9,0.323597
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,9,0.285292
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,10,0.320308
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,10,0.284923
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,11,0.323774
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,11,0.284639
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,12,0.320215
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,12,0.284461
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,13,0.319869
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,13,0.283288
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,14,0.359304
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,14,0.328616
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,15,0.375
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,15,0.338103
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,16,0.372874
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,16,0.297278
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,17,0.331835
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,17,0.28701
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,18,0.324735
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,18,0.321004
julia,tsit5,performance,adaptive,julia,both,8,tol,1.0e-8,19,0.339033
julia,tsit5,performance,adaptive,julia,none,8,tol,1.0e-8,19,0.293412
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,0,0.505917
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,0,0.443024
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,1,0.999253
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,1,0.445754
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,2,0.663655
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,2,0.448346
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,3,1.544823
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,3,0.768312
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,4,0.900806
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,4,0.442664
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,5,0.492747
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,5,0.45191
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,6,0.498537
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,6,0.443789
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,7,0.635482
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,7,0.469283
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,8,0.50879
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,8,0.444878
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,9,0.495049
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,9,0.417368
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,10,0.495599
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,10,0.449951
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,11,0.486134
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,11,0.411714
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,12,0.448099
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,12,0.401493
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,13,0.441904
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,13,0.402543
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,14,0.439653
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,14,0.400222
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,15,0.438124
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,15,0.400526
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,16,0.437342
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,16,0.400538
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,17,0.438085
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,17,0.401476
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,18,0.440529
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,18,0.399746
julia,tsit5,performance,fixed,fixed,both,32,dt,0.0009765625,19,0.438609
julia,tsit5,performance,fixed,fixed,none,32,dt,0.0009765625,19,0.399965
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,0,0.332364
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,0,0.294723
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,1,0.975008
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,1,0.294344
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,2,0.334942
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,2,0.514424
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,3,0.3325
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,3,1.443227
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,4,0.708304
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,4,0.766805
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,5,0.331983
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,5,0.29227
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,6,0.329383
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,6,0.293018
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,7,0.330137
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,7,0.294621
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,8,0.331752
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,8,0.293696
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,9,0.525387
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,9,0.292642
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,10,0.330621
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,10,0.294538
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,11,0.32937
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,11,0.296606
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,12,0.328477
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,12,0.292091
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,13,0.332073
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,13,0.294141
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,14,0.328419
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,14,0.291205
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,15,0.329708
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,15,0.292184
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,16,0.327508
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,16,0.293282
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,17,0.328167
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,17,0.291503
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,18,0.332039
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,18,0.291634
julia,tsit5,performance,adaptive,julia,both,32,tol,1.0e-8,19,0.327052
julia,tsit5,performance,adaptive,julia,none,32,tol,1.0e-8,19,0.295276
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,0,0.450069
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,0,0.405146
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,1,0.444509
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,1,0.403977
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,2,0.442817
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,2,0.403507
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,3,0.441856
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,3,0.976962
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,4,0.442501
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,4,0.673645
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,5,0.442376
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,5,1.508401
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,6,0.8172
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,6,0.876513
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,7,0.44276
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,7,0.404429
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,8,0.442106
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,8,0.405851
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,9,0.444473
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,9,0.403945
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,10,0.634593
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,10,0.411132
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,11,0.456962
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,11,0.417437
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,12,0.441468
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,12,0.402475
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,13,0.444378
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,13,0.403288
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,14,0.438173
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,14,0.402729
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,15,0.44269
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,15,0.403849
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,16,0.441797
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,16,0.402973
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,17,0.44004
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,17,0.402914
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,18,0.445823
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,18,0.401677
julia,tsit5,performance,fixed,fixed,both,128,dt,0.0009765625,19,0.440465
julia,tsit5,performance,fixed,fixed,none,128,dt,0.0009765625,19,0.403976
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,0,0.351146
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,0,0.313431
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,1,0.350722
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,1,0.31176
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,2,0.922318
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,2,0.313402
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,3,0.350405
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,3,0.531527
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,4,0.35067
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,4,1.442327
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,5,0.725145
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,5,0.784259
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,6,0.353125
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,6,0.311877
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,7,0.351182
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,7,0.310106
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,8,0.347445
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,8,0.310057
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,9,0.346355
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,9,0.309393
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,10,0.543437
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,10,0.310354
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,11,0.347798
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,11,0.310265
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,12,0.348122
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,12,0.310939
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,13,0.348246
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,13,0.311181
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,14,0.353065
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,14,0.311534
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,15,0.34579
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,15,0.310686
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,16,0.346754
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,16,0.310178
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,17,0.347751
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,17,0.314798
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,18,0.348458
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,18,0.311055
julia,tsit5,performance,adaptive,julia,both,128,tol,1.0e-8,19,0.347781
julia,tsit5,performance,adaptive,julia,none,128,tol,1.0e-8,19,0.311799
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,0,0.446388
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,0,0.404657
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,1,0.445684
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,1,0.96461
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,2,0.44573
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,2,0.668185
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,3,1.687355
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,3,0.77436
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,4,0.906899
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,4,0.404081
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,5,0.44339
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,5,0.402677
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,6,0.442951
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,6,0.40271
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,7,0.440747
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,7,0.609201
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,8,0.440983
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,8,0.401891
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,9,0.441909
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,9,0.402816
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,10,0.443031
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,10,0.401826
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,11,0.44272
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,11,0.40166
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,12,0.445185
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,12,0.401096
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,13,0.44122
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,13,0.400956
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,14,0.441954
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,14,0.40313
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,15,0.441211
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,15,0.401263
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,16,0.440362
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,16,0.399398
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,17,0.44632
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,17,0.402676
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,18,0.440282
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,18,0.40047
julia,tsit5,performance,fixed,fixed,both,512,dt,0.0009765625,19,0.439954
julia,tsit5,performance,fixed,fixed,none,512,dt,0.0009765625,19,0.401332
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,0,0.385424
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,0,1.48156
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,1,0.763307
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,1,0.74617
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,2,0.429992
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,2,0.352982
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,3,0.388164
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,3,0.341752
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,4,0.383665
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,4,0.342205
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,5,0.382269
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,5,0.536174
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,6,0.391129
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,6,0.344351
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,7,0.384181
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,7,0.342082
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,8,0.386183
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,8,0.347406
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,9,0.381434
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,9,0.341575
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,10,0.380944
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,10,0.34046
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,11,0.381628
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,11,0.340855
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,12,0.380118
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,12,0.339585
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,13,0.382801
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,13,0.341231
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,14,0.381633
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,14,0.340432
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,15,0.381121
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,15,0.340362
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,16,0.380492
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,16,0.339317
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,17,0.378974
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,17,0.339669
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,18,0.378935
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,18,0.340022
julia,tsit5,performance,adaptive,julia,both,512,tol,1.0e-8,19,0.379969
julia,tsit5,performance,adaptive,julia,none,512,tol,1.0e-8,19,0.341325
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,0,0.508282
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,0,0.450418
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,1,0.471952
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,1,0.441835
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,2,0.471262
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,2,0.441857
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,3,0.471262
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,3,0.442349
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,4,0.516934
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,4,0.450632
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,5,0.514005
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,5,0.416908
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,6,0.462899
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,6,0.440267
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,7,0.472038
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,7,0.441576
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,8,0.471455
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,8,0.441224
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,9,0.482614
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,9,0.448215
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,10,0.470721
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,10,0.408116
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,11,0.496782
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,11,0.44835
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,12,0.51024
julia,tsit5,performance,fixed,fixed,none,2048,dt,0.0009765625,12,0.448322
julia,tsit5,performance,fixed,fixed,both,2048,dt,0.0009765625,13,0.51138
