framework,algorithm,phase,mode,tier,n,setting_kind,setting,golden_rmse,finite_trajectories,failed_trajectories,finals_path
julia,vern7,work_precision,fixed,fixed,131072,dt,3.125000148429535e-5,,0,131072,
julia,vern7,work_precision,fixed,fixed,131072,dt,1.5625000742147677e-5,,0,131072,
julia,vern7,work_precision,fixed,fixed,131072,dt,7.812500371073838e-6,,0,131072,
julia,vern7,work_precision,fixed,fixed,131072,dt,3.906250185536919e-6,,0,131072,
julia,vern7,work_precision,fixed,fixed,131072,dt,1.9531250927684596e-6,,0,131072,
julia,vern7,work_precision,fixed,fixed,131072,dt,9.765625463842298e-7,,0,131072,
julia,vern7,work_precision,fixed,fixed,131072,dt,4.882812731921149e-7,,0,131072,
julia,vern7,work_precision,fixed,fixed,131072,dt,2.4414063659605745e-7,,0,131072,
julia,vern7,work_precision,fixed,fixed,131072,dt,1.2207031829802872e-7,,0,131072,
julia,vern7,work_precision,adaptive,julia,131072,tol,0.010000000000000002,,0,131072,
julia,vern7,work_precision,adaptive,julia,131072,tol,0.001,,0,131072,
julia,vern7,work_precision,adaptive,julia,131072,tol,0.0001,,0,131072,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0e-5,,83012,48060,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0e-6,,83012,48060,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0000000000000001e-7,,91750,39322,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0e-8,0.1759600523483419,131072,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,8,dt,9.765625463842298e-7,,0,8,
