timestamp, clocks.current.sm [MHz], clocks.current.memory [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], clocks_event_reasons.active
2026/07/30 16:12:24.627, 1470, 6801, 67, 105.51, 100, 0x0000000000000000
2026/07/30 16:12:25.647, 1470, 6801, 67, 105.34, 100, 0x0000000000000000
2026/07/30 16:12:26.665, 1470, 6801, 67, 105.35, 100, 0x0000000000000000
2026/07/30 16:12:27.686, 1470, 6801, 67, 105.18, 100, 0x0000000000000000
2026/07/30 16:12:28.705, 1470, 6801, 67, 105.03, 100, 0x0000000000000000
2026/07/30 16:12:29.725, 1470, 6801, 67, 105.21, 100, 0x0000000000000000
2026/07/30 16:12:30.743, 1470, 6801, 67, 105.32, 100, 0x0000000000000000
2026/07/30 16:12:31.764, 1470, 6801, 67, 105.33, 100, 0x0000000000000000
2026/07/30 16:12:32.783, 1470, 6801, 67, 105.64, 100, 0x0000000000000000
2026/07/30 16:12:33.803, 1470, 6801, 68, 105.85, 100, 0x0000000000000000
2026/07/30 16:12:34.822, 1470, 6801, 68, 105.65, 100, 0x0000000000000000
2026/07/30 16:12:35.841, 1470, 6801, 68, 105.75, 100, 0x0000000000000000
2026/07/30 16:12:36.860, 1470, 6801, 68, 105.64, 100, 0x0000000000000000
2026/07/30 16:12:37.881, 1470, 6801, 68, 105.38, 100, 0x0000000000000000
2026/07/30 16:12:38.902, 1470, 6801, 68, 105.38, 100, 0x0000000000000000
2026/07/30 16:12:39.920, 1470, 6801, 68, 104.90, 100, 0x0000000000000000
2026/07/30 16:12:40.941, 1470, 6801, 68, 105.66, 100, 0x0000000000000000
2026/07/30 16:12:41.960, 1470, 6801, 68, 105.04, 100, 0x0000000000000000
2026/07/30 16:12:42.980, 1470, 6801, 68, 105.73, 100, 0x0000000000000000
2026/07/30 16:12:44.000, 1470, 6801, 68, 105.49, 100, 0x0000000000000000
2026/07/30 16:12:45.020, 1470, 6801, 68, 105.94, 100, 0x0000000000000000
2026/07/30 16:12:46.041, 1470, 6801, 68, 105.74, 100, 0x0000000000000000
2026/07/30 16:12:47.060, 1470, 6801, 68, 105.97, 100, 0x0000000000000000
2026/07/30 16:12:48.079, 1470, 6801, 68, 105.58, 100, 0x0000000000000000
2026/07/30 16:12:49.098, 1470, 6801, 68, 106.04, 100, 0x0000000000000000
2026/07/30 16:12:50.119, 1470, 6801, 68, 105.63, 100, 0x0000000000000000
2026/07/30 16:12:51.139, 1470, 6801, 68, 105.60, 100, 0x0000000000000000
2026/07/30 16:12:52.158, 1470, 6801, 68, 105.58, 100, 0x0000000000000000
2026/07/30 16:12:53.177, 1470, 6801, 68, 105.58, 100, 0x0000000000000000
2026/07/30 16:12:54.197, 1470, 6801, 68, 105.94, 100, 0x0000000000000000
2026/07/30 16:12:55.218, 1470, 6801, 68, 105.77, 100, 0x0000000000000000
2026/07/30 16:12:56.238, 1470, 6801, 69, 106.02, 100, 0x0000000000000000
2026/07/30 16:12:57.257, 1470, 6801, 69, 105.69, 100, 0x0000000000000000
2026/07/30 16:12:58.277, 1470, 6801, 69, 105.82, 100, 0x0000000000000000
2026/07/30 16:12:59.296, 1470, 6801, 69, 105.96, 100, 0x0000000000000000
2026/07/30 16:13:00.316, 1470, 6801, 69, 105.59, 100, 0x0000000000000000
2026/07/30 16:13:01.334, 1470, 6801, 69, 105.74, 100, 0x0000000000000000
2026/07/30 16:13:02.353, 1470, 6801, 69, 105.85, 100, 0x0000000000000000
2026/07/30 16:13:03.372, 1470, 6801, 69, 105.94, 100, 0x0000000000000000
2026/07/30 16:13:04.392, 1470, 6801, 69, 106.18, 100, 0x0000000000000000
2026/07/30 16:13:05.416, 1470, 6801, 69, 105.49, 100, 0x0000000000000000
2026/07/30 16:13:06.435, 1470, 6801, 69, 106.31, 100, 0x0000000000000000
2026/07/30 16:13:07.454, 1470, 6801, 69, 105.81, 100, 0x0000000000000000
2026/07/30 16:13:08.474, 1470, 6801, 69, 106.27, 100, 0x0000000000000000
2026/07/30 16:13:09.495, 1470, 6801, 69, 105.79, 100, 0x0000000000000000
2026/07/30 16:13:10.515, 1470, 6801, 69, 105.80, 100, 0x0000000000000000
2026/07/30 16:13:11.534, 1470, 6801, 69, 106.14, 100, 0x0000000000000000
2026/07/30 16:13:12.553, 1470, 6801, 69, 106.20, 100, 0x0000000000000000
2026/07/30 16:13:13.572, 1470, 6801, 69, 106.01, 100, 0x0000000000000000
2026/07/30 16:13:14.593, 1470, 6801, 69, 105.89, 100, 0x0000000000000000
2026/07/30 16:13:15.612, 1470, 6801, 69, 106.15, 100, 0x0000000000000000
2026/07/30 16:13:16.630, 1470, 6801, 69, 105.75, 100, 0x0000000000000000
2026/07/30 16:13:17.649, 1470, 6801, 69, 106.04, 100, 0x0000000000000000
2026/07/30 16:13:18.670, 1470, 6801, 69, 105.74, 100, 0x0000000000000000
2026/07/30 16:13:19.691, 1470, 6801, 69, 105.84, 100, 0x0000000000000000
2026/07/30 16:13:20.710, 1470, 6801, 69, 105.59, 100, 0x0000000000000000
2026/07/30 16:13:21.729, 1470, 6801, 69, 106.24, 100, 0x0000000000000000
2026/07/30 16:13:22.748, 1470, 6801, 69, 105.99, 100, 0x0000000000000000
2026/07/30 16:13:23.769, 1470, 6801, 69, 106.14, 100, 0x0000000000000000
2026/07/30 16:13:24.789, 1470, 6801, 69, 106.14, 100, 0x0000000000000000
2026/07/30 16:13:25.808, 1470, 6801, 69, 105.96, 100, 0x0000000000000000
2026/07/30 16:13:26.830, 1470, 6801, 69, 106.40, 100, 0x0000000000000000
2026/07/30 16:13:27.849, 1470, 6801, 69, 105.64, 100, 0x0000000000000000
2026/07/30 16:13:28.870, 1470, 6801, 69, 106.24, 100, 0x0000000000000000
2026/07/30 16:13:29.890, 1470, 6801, 69, 106.19, 100, 0x0000000000000000
2026/07/30 16:13:30.910, 1470, 6801, 69, 105.95, 100, 0x0000000000000000
2026/07/30 16:13:31.930, 1470, 6801, 69, 106.20, 100, 0x0000000000000000
2026/07/30 16:13:32.951, 1470, 6801, 69, 106.38, 100, 0x0000000000000000
2026/07/30 16:13:33.969, 1470, 6801, 69, 106.24, 100, 0x0000000000000000
2026/07/30 16:13:34.988, 1470, 6801, 69, 106.39, 100, 0x0000000000000000
2026/07/30 16:13:36.008, 1470, 6801, 69, 106.43, 100, 0x0000000000000000
2026/07/30 16:13:37.029, 1470, 6801, 69, 105.86, 100, 0x0000000000000000
2026/07/30 16:13:38.048, 1470, 6801, 69, 106.35, 100, 0x0000000000000000
2026/07/30 16:13:39.067, 1470, 6801, 69, 105.64, 100, 0x0000000000000000
2026/07/30 16:13:40.086, 1470, 6801, 70, 106.26, 100, 0x0000000000000000
2026/07/30 16:13:41.105, 1470, 6801, 69, 105.97, 100, 0x0000000000000000
2026/07/30 16:13:42.126, 1470, 6801, 69, 106.31, 100, 0x0000000000000000
2026/07/30 16:13:43.145, 1470, 6801, 69, 106.52, 100, 0x0000000000000000
2026/07/30 16:13:44.163, 1470, 6801, 69, 105.93, 100, 0x0000000000000000
2026/07/30 16:13:45.183, 1470, 6801, 69, 106.15, 100, 0x0000000000000000
2026/07/30 16:13:46.204, 1470, 6801, 70, 105.50, 100, 0x0000000000000000
2026/07/30 16:13:47.224, 1470, 6801, 69, 105.88, 100, 0x0000000000000000
2026/07/30 16:13:48.243, 1470, 6801, 70, 105.71, 100, 0x0000000000000000
2026/07/30 16:13:49.262, 1470, 6801, 70, 105.76, 100, 0x0000000000000000
2026/07/30 16:13:50.281, 1470, 6801, 70, 105.60, 100, 0x0000000000000000
2026/07/30 16:13:51.302, 1470, 6801, 70, 105.92, 100, 0x0000000000000000
2026/07/30 16:13:52.320, 1470, 6801, 70, 106.17, 100, 0x0000000000000000
2026/07/30 16:13:53.339, 1470, 6801, 69, 105.69, 100, 0x0000000000000000
2026/07/30 16:13:54.359, 1470, 6801, 70, 105.96, 100, 0x0000000000000000
2026/07/30 16:13:55.381, 1470, 6801, 70, 106.23, 100, 0x0000000000000000
2026/07/30 16:13:56.402, 1470, 6801, 70, 106.03, 100, 0x0000000000000000
2026/07/30 16:13:57.425, 1470, 6801, 70, 105.69, 100, 0x0000000000000000
2026/07/30 16:13:58.444, 1470, 6801, 70, 106.27, 100, 0x0000000000000000
2026/07/30 16:13:59.463, 1470, 6801, 70, 105.90, 100, 0x0000000000000000
2026/07/30 16:14:00.482, 1470, 6801, 69, 106.01, 100, 0x0000000000000000
2026/07/30 16:14:01.503, 1470, 6801, 70, 106.08, 100, 0x0000000000000000
2026/07/30 16:14:02.521, 1470, 6801, 70, 105.89, 100, 0x0000000000000000
2026/07/30 16:14:03.541, 1470, 6801, 70, 106.10, 100, 0x0000000000000000
2026/07/30 16:14:04.560, 1470, 6801, 70, 106.32, 100, 0x0000000000000000
2026/07/30 16:14:05.581, 1470, 6801, 70, 106.18, 100, 0x0000000000000000
2026/07/30 16:14:06.601, 1470, 6801, 70, 106.31, 100, 0x0000000000000000
2026/07/30 16:14:07.620, 1470, 6801, 70, 106.39, 100, 0x0000000000000000
2026/07/30 16:14:08.640, 1470, 6801, 70, 106.47, 100, 0x0000000000000000
2026/07/30 16:14:09.660, 1470, 6801, 70, 106.25, 100, 0x0000000000000000
2026/07/30 16:14:10.681, 1470, 6801, 70, 106.29, 100, 0x0000000000000000
2026/07/30 16:14:11.700, 1470, 6801, 70, 106.47, 100, 0x0000000000000000
2026/07/30 16:14:12.719, 1470, 6801, 70, 106.35, 100, 0x0000000000000000
2026/07/30 16:14:13.739, 1470, 6801, 70, 106.19, 100, 0x0000000000000000
2026/07/30 16:14:14.758, 1470, 6801, 70, 106.03, 100, 0x0000000000000000
2026/07/30 16:14:15.778, 1470, 6801, 70, 106.53, 100, 0x0000000000000000
2026/07/30 16:14:16.797, 1470, 6801, 70, 106.18, 100, 0x0000000000000000
2026/07/30 16:14:17.816, 1470, 6801, 70, 106.44, 100, 0x0000000000000000
2026/07/30 16:14:18.836, 1470, 6801, 70, 106.00, 100, 0x0000000000000000
2026/07/30 16:14:19.857, 1470, 6801, 70, 106.56, 100, 0x0000000000000000
2026/07/30 16:14:20.876, 1470, 6801, 70, 106.33, 100, 0x0000000000000000
2026/07/30 16:14:21.895, 1470, 6801, 70, 106.12, 100, 0x0000000000000000
2026/07/30 16:14:22.916, 1470, 6801, 70, 106.35, 100, 0x0000000000000000
2026/07/30 16:14:23.936, 1470, 6801, 70, 106.03, 100, 0x0000000000000000
2026/07/30 16:14:24.957, 1470, 6801, 70, 106.26, 100, 0x0000000000000000
2026/07/30 16:14:25.977, 1470, 6801, 70, 106.08, 100, 0x0000000000000000
2026/07/30 16:14:26.995, 1470, 6801, 70, 106.39, 100, 0x0000000000000000
2026/07/30 16:14:28.015, 1470, 6801, 70, 106.33, 100, 0x0000000000000000
2026/07/30 16:14:29.036, 1470, 6801, 70, 106.35, 100, 0x0000000000000000
2026/07/30 16:14:30.057, 1470, 6801, 70, 106.50, 100, 0x0000000000000000
2026/07/30 16:14:31.077, 1470, 6801, 70, 106.35, 100, 0x0000000000000000
2026/07/30 16:14:32.095, 1470, 6801, 70, 106.32, 100, 0x0000000000000000
2026/07/30 16:14:33.114, 1470, 6801, 70, 106.34, 100, 0x0000000000000000
2026/07/30 16:14:34.135, 1470, 6801, 70, 106.26, 100, 0x0000000000000000
2026/07/30 16:14:35.154, 1470, 6801, 70, 105.94, 100, 0x0000000000000000
2026/07/30 16:14:36.175, 1470, 6801, 70, 106.38, 100, 0x0000000000000000
2026/07/30 16:14:37.194, 1470, 6801, 70, 106.08, 100, 0x0000000000000000
2026/07/30 16:14:38.215, 1470, 6801, 70, 106.47, 100, 0x0000000000000000
2026/07/30 16:14:39.235, 1470, 6801, 70, 105.90, 100, 0x0000000000000000
2026/07/30 16:14:40.254, 1470, 6801, 70, 105.36, 100, 0x0000000000000000
2026/07/30 16:14:41.274, 1470, 6801, 70, 105.76, 100, 0x0000000000000000
2026/07/30 16:14:42.295, 1470, 6801, 70, 105.77, 100, 0x0000000000000000
2026/07/30 16:14:43.316, 1470, 6801, 70, 105.52, 100, 0x0000000000000000
2026/07/30 16:14:44.335, 1470, 6801, 70, 105.92, 100, 0x0000000000000000
2026/07/30 16:14:45.354, 1470, 6801, 70, 105.98, 100, 0x0000000000000000
2026/07/30 16:14:46.374, 1470, 6801, 70, 105.41, 100, 0x0000000000000000
2026/07/30 16:14:47.394, 1470, 6801, 70, 105.86, 100, 0x0000000000000000
2026/07/30 16:14:48.414, 1470, 6801, 70, 105.95, 100, 0x0000000000000000
2026/07/30 16:14:49.438, 1470, 6801, 70, 106.22, 100, 0x0000000000000000
2026/07/30 16:14:50.457, 1470, 6801, 70, 105.52, 100, 0x0000000000000000
2026/07/30 16:14:51.476, 1470, 6801, 70, 106.23, 100, 0x0000000000000000
2026/07/30 16:14:52.496, 1470, 6801, 70, 106.00, 100, 0x0000000000000000
2026/07/30 16:14:53.516, 1470, 6801, 70, 105.79, 100, 0x0000000000000000
2026/07/30 16:14:54.537, 1470, 6801, 70, 106.27, 100, 0x0000000000000000
2026/07/30 16:14:55.555, 1470, 6801, 70, 105.68, 100, 0x0000000000000000
2026/07/30 16:14:56.574, 1470, 6801, 70, 105.00, 100, 0x0000000000000000
2026/07/30 16:14:57.593, 1470, 6801, 70, 105.32, 100, 0x0000000000000000
2026/07/30 16:14:58.614, 1470, 6801, 70, 105.80, 100, 0x0000000000000000
2026/07/30 16:14:59.633, 1470, 6801, 70, 105.74, 100, 0x0000000000000000
2026/07/30 16:15:00.652, 1470, 6801, 70, 105.94, 100, 0x0000000000000000
2026/07/30 16:15:01.672, 1470, 6801, 70, 106.30, 100, 0x0000000000000000
2026/07/30 16:15:02.693, 1470, 6801, 70, 106.21, 100, 0x0000000000000000
2026/07/30 16:15:03.714, 1470, 6801, 70, 106.51, 100, 0x0000000000000000
2026/07/30 16:15:04.732, 1470, 6801, 70, 105.99, 100, 0x0000000000000000
2026/07/30 16:15:05.752, 1470, 6801, 70, 106.18, 100, 0x0000000000000000
2026/07/30 16:15:06.770, 1470, 6801, 70, 105.84, 100, 0x0000000000000000
2026/07/30 16:15:07.791, 1470, 6801, 70, 106.18, 100, 0x0000000000000000
2026/07/30 16:15:08.809, 1470, 6801, 70, 105.78, 100, 0x0000000000000000
2026/07/30 16:15:09.828, 1470, 6801, 70, 105.81, 100, 0x0000000000000000
2026/07/30 16:15:10.846, 1470, 6801, 70, 105.89, 100, 0x0000000000000000
2026/07/30 16:15:11.867, 1470, 6801, 70, 105.61, 100, 0x0000000000000000
2026/07/30 16:15:12.885, 1470, 6801, 70, 106.08, 100, 0x0000000000000000
2026/07/30 16:15:13.905, 1470, 6801, 70, 105.86, 100, 0x0000000000000000
2026/07/30 16:15:14.924, 1470, 6801, 70, 106.46, 100, 0x0000000000000000
2026/07/30 16:15:15.946, 1470, 6801, 70, 106.15, 100, 0x0000000000000000
