implementation,repeat,milliseconds
cubie,31,6.384000065736473
cubie,32,7.937199901789427
cubie,33,8.133700001053512
cubie,34,6.43340009264648
cubie,35,6.4616999588906765
cubie,36,6.6018999787047505
cubie,37,6.703600054606795
cubie,38,6.7804999416694045
cubie,39,4.981799982488155
cubie,40,7.804800057783723
cubie,41,7.216500001959503
cubie,42,6.102000013925135
cubie,43,6.901000044308603
cubie,44,5.348299979232252
cubie,45,6.136200041510165
cubie,46,6.423599901609123
cubie,47,6.842100061476231
cubie,48,6.39739993494004
cubie,49,6.249000085517764
cubie,50,6.334699923172593
cubie,51,6.789200007915497
cubie,52,4.891599994152784
cubie,53,6.217499962076545
cubie,54,6.588099990040064
cubie,55,7.014900096692145
cubie,56,6.322700064629316
cubie,57,6.667600013315678
cubie,58,6.265099975280464
cubie,59,7.869799970649183
cubie,60,8.052799967117608
cubie,61,7.868700078688562
cubie,62,6.387299974448979
cubie,63,7.8928000293672085
cubie,64,6.261399947106838
cubie,65,7.613299996592104
cubie,66,7.750099990516901
cubie,67,7.7581999357789755
cubie,68,7.752800011076033
cubie,69,6.249800091609359
cubie,70,5.912099964916706
cubie,71,6.287300027906895
cubie,72,5.848199944011867
cubie,73,6.142799975350499
cubie,74,7.904800004325807
cubie,75,6.111399969086051
cubie,76,6.081200088374317
cubie,77,6.036999984644353
cubie,78,5.712399957701564
cubie,79,6.317200022749603
cubie,80,5.648899939842522
cubie,81,7.528700050897896
cubie,82,7.489799987524748
cubie,83,5.730399978347123
cubie,84,5.863199941813946
cubie,85,4.705000086687505
cubie,86,4.382599960081279
cubie,87,4.753199988044798
cubie,88,4.577700048685074
cubie,89,5.8243999956175685
cubie,90,6.243399926461279
cubie,91,6.325899972580373
cubie,92,4.490200080908835
cubie,93,5.9139999793842435
cubie,94,6.103700026869774
cubie,95,6.198999937623739
cubie,96,4.889899981208146
cubie,97,5.754000041633844
cubie,98,5.360899958759546
cubie,99,6.335200043395162
cubie,100,5.955799948424101
