traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
68,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.52913162e-13
69,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
70,0,1.40129846e-45,6.52947585e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,1.40129846e-45,6.52970516e-13,0.00100000005,0,0,0,0
72,0,0,0,0,1.40129846e-45,6.52982009e-13,0.00100000005,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.5300494e-13,0.00100000005,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,6.53039363e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
76,0,0,0,0,0,0,0,6.53062294e-13,0.00100000005,0,0,0,0,0,0
77,0,0,1.40129846e-45,6.53073786e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53096717e-13,0.00100000005,0,0,0
79,0,0,0,0,0,1.40129846e-45,6.5310821e-13,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53131141e-13,0.00100000005
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1.40129846e-45,6.53165564e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,1.40129846e-45,6.53188495e-13,0.00100000005,0,0,0,0,0
84,0,0,0,1.40129846e-45,6.53199988e-13,0.00100000005,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53222973e-13,0.00100000005,0,0
86,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
87,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53257396e-13
88,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
89,0,1.40129846e-45,6.5329182e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,1.40129846e-45,6.5331475e-13,0.00100000005,0,0,0,0
91,0,0,0,0,1.40129846e-45,6.53326243e-13,0.00100000005,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53349174e-13,0.00100000005,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,6.53383597e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
95,0,0,0,0,0,0,0,6.53406582e-13,0.00100000005,0,0,0,0,0,0
96,0,0,1.40129846e-45,6.53418075e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53441006e-13,0.00100000005,0,0,0
98,0,0,0,0,0,1.40129846e-45,6.53452498e-13,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53475429e-13,0.00100000005
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1.40129846e-45,6.53509907e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,1.40129846e-45,6.53532838e-13,0.00100000005,0,0,0,0,0
103,0,0,0,1.40129846e-45,6.5354433e-13,0.00100000005,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53567315e-13,0.00100000005,0,0
105,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
106,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53601739e-13
107,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
108,0,1.40129846e-45,6.53636216e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,1.40129846e-45,6.53659147e-13,0.00100000005,0,0,0,0
110,0,0,0,0,1.40129846e-45,6.5367064e-13,0.00100000005,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53693625e-13,0.00100000005,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,6.53728048e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
114,0,0,0,0,0,0,0,6.53751033e-13,0.00100000005,0,0,0,0,0,0
115,0,0,1.40129846e-45,6.53762526e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53785511e-13,0.00100000005,0,0,0
117,0,0,0,0,0,1.40129846e-45,6.53796949e-13,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53819934e-13,0.00100000005
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1.40129846e-45,6.53854412e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,1.40129846e-45,6.53877397e-13,0.00100000005,0,0,0,0,0
122,0,0,0,1.40129846e-45,6.53888835e-13,0.00100000005,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53911821e-13,0.00100000005,0,0
124,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
125,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.53946298e-13
126,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
127,0,1.40129846e-45,6.53980776e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,1.40129846e-45,6.54003761e-13,0.00100000005,0,0,0,0
129,0,0,0,0,1.40129846e-45,6.54015253e-13,0.00100000005,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54038184e-13,0.00100000005,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,6.54072662e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
133,0,0,0,0,0,0,0,6.54095647e-13,0.00100000005,0,0,0,0,0,0
134,0,0,1.40129846e-45,6.5410714e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54130125e-13,0.00100000005,0,0,0
136,0,0,0,0,0,1.40129846e-45,6.54141617e-13,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54164602e-13,0.00100000005
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1.40129846e-45,6.5419908e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,1.40129846e-45,6.54222065e-13,0.00100000005,0,0,0,0,0
141,0,0,0,1.40129846e-45,6.54233558e-13,0.00100000005,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54256543e-13,0.00100000005,0,0
143,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
144,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.5429102e-13
145,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
146,0,1.40129846e-45,6.54325498e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,1.40129846e-45,6.54348483e-13,0.00100000005,0,0,0,0
148,0,0,0,0,1.40129846e-45,6.54359975e-13,0.00100000005,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54383015e-13,0.00100000005,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,6.54417492e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
152,0,0,0,0,0,0,0,6.54440478e-13,0.00100000005,0,0,0,0,0,0
153,0,0,1.40129846e-45,6.5445197e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54474955e-13,0.00100000005,0,0,0
155,0,0,0,0,0,1.40129846e-45,6.54486448e-13,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54509433e-13,0.00100000005
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1.40129846e-45,6.54543965e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,1.40129846e-45,6.5456695e-13,0.00100000005,0,0,0,0,0
160,0,0,0,1.40129846e-45,6.54578442e-13,0.00100000005,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54601427e-13,0.00100000005,0,0
162,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
163,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54635959e-13
164,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
165,0,1.40129846e-45,6.54670437e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,1.40129846e-45,6.54693476e-13,0.00100000005,0,0,0,0
167,0,0,0,0,1.40129846e-45,6.54704969e-13,0.00100000005,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54727954e-13,0.00100000005,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,6.54762486e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
171,0,0,0,0,0,0,0,6.54785471e-13,0.00100000005,0,0,0,0,0,0
172,0,0,1.40129846e-45,6.54796963e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54820002e-13,0.00100000005,0,0,0
174,0,0,0,0,0,1.40129846e-45,6.54831495e-13,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.5485448e-13,0.00100000005
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1.40129846e-45,6.54889012e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,1.40129846e-45,6.54911997e-13,0.00100000005,0,0,0,0,0
179,0,0,0,1.40129846e-45,6.54923544e-13,0.00100000005,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54946529e-13,0.00100000005,0,0
181,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
182,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.54981061e-13
183,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
184,0,1.40129846e-45,6.55015593e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,1.40129846e-45,6.55038578e-13,0.00100000005,0,0,0,0
186,0,0,0,0,1.40129846e-45,6.5505007e-13,0.00100000005,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55073109e-13,0.00100000005,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,6.55107641e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
190,0,0,0,0,0,0,0,6.55130626e-13,0.00100000005,0,0,0,0,0,0
191,0,0,1.40129846e-45,6.55142173e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55165158e-13,0.00100000005,0,0,0
193,0,0,0,0,0,1.40129846e-45,6.55176705e-13,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.5519969e-13,0.00100000005
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1.40129846e-45,6.55234222e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,1.40129846e-45,6.55257261e-13,0.00100000005,0,0,0,0,0
198,0,0,0,1.40129846e-45,6.55268754e-13,0.00100000005,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55291793e-13,0.00100000005,0,0
200,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
201,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55326325e-13
202,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
203,0,1.40129846e-45,6.55360857e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,1.40129846e-45,6.55383896e-13,0.00100000005,0,0,0,0
205,0,0,0,0,1.40129846e-45,6.55395389e-13,0.00100000005,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55418428e-13,0.00100000005,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,6.5545296e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
209,0,0,0,0,0,0,0,6.55475999e-13,0.00100000005,0,0,0,0,0,0
210,0,0,1.40129846e-45,6.55487492e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55510531e-13,0.00100000005,0,0,0
212,0,0,0,0,0,1.40129846e-45,6.55522078e-13,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55545117e-13,0.00100000005
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1.40129846e-45,6.55579649e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,1.40129846e-45,6.55602688e-13,0.00100000005,0,0,0,0,0
217,0,0,0,1.40129846e-45,6.55614181e-13,0.00100000005,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.5563722e-13,0.00100000005,0,0
219,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
220,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55671806e-13
221,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
222,0,1.40129846e-45,6.55706338e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0,1.40129846e-45,6.55729377e-13,0.00100000005,0,0,0,0
224,0,0,0,0,1.40129846e-45,6.55740924e-13,0.00100000005,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55763963e-13,0.00100000005,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,6.55798495e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
228,0,0,0,0,0,0,0,6.55821534e-13,0.00100000005,0,0,0,0,0,0
229,0,0,1.40129846e-45,6.55833081e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.5585612e-13,0.00100000005,0,0,0
231,0,0,0,0,0,1.40129846e-45,6.55867613e-13,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55890652e-13,0.00100000005
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1.40129846e-45,6.55925238e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,1.40129846e-45,6.55948277e-13,0.00100000005,0,0,0,0,0
236,0,0,0,1.40129846e-45,6.55959824e-13,0.00100000005,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.55982864e-13,0.00100000005,0,0
238,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
239,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.5601745e-13
240,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
241,0,1.40129846e-45,6.56051981e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,1.40129846e-45,6.56075075e-13,0.00100000005,0,0,0,0
243,0,0,0,0,1.40129846e-45,6.56086567e-13,0.00100000005,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56109607e-13,0.00100000005,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,6.56144193e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
247,0,0,0,0,0,0,0,6.56167286e-13,0.00100000005,0,0,0,0,0,0
248,0,0,1.40129846e-45,6.56178779e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56201872e-13,0.00100000005,0,0,0
250,0,0,0,0,0,1.40129846e-45,6.56213365e-13,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56236458e-13,0.00100000005
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1.40129846e-45,6.56271044e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,1.40129846e-45,6.56294084e-13,0.00100000005,0,0,0,0,0
255,0,0,0,1.40129846e-45,6.56305631e-13,0.00100000005,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.5632867e-13,0.00100000005,0,0
257,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
258,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56363256e-13
259,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
260,0,1.40129846e-45,6.56397842e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,1.40129846e-45,6.56420935e-13,0.00100000005,0,0,0,0
262,0,0,0,0,1.40129846e-45,6.56432428e-13,0.00100000005,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56455521e-13,0.00100000005,0
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,6.56490108e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
266,0,0,0,0,0,0,0,6.56513147e-13,0.00100000005,0,0,0,0,0,0
267,0,0,1.40129846e-45,6.56524694e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56547787e-13,0.00100000005,0,0,0
269,0,0,0,0,0,1.40129846e-45,6.5655928e-13,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56582373e-13,0.00100000005
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1.40129846e-45,6.56616959e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,1.40129846e-45,6.56640053e-13,0.00100000005,0,0,0,0,0
274,0,0,0,1.40129846e-45,6.56651599e-13,0.00100000005,0,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56674639e-13,0.00100000005,0,0
276,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
277,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56709279e-13
278,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
279,0,1.40129846e-45,6.56743865e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,1.40129846e-45,6.56766959e-13,0.00100000005,0,0,0,0
281,0,0,0,0,1.40129846e-45,6.56778505e-13,0.00100000005,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56801545e-13,0.00100000005,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,6.56836185e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
285,0,0,0,0,0,0,0,6.56859278e-13,0.00100000005,0,0,0,0,0,0
286,0,0,1.40129846e-45,6.56870825e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56893864e-13,0.00100000005,0,0,0
288,0,0,0,0,0,1.40129846e-45,6.56905411e-13,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.56928505e-13,0.00100000005
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,1.40129846e-45,6.56963145e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,1.40129846e-45,6.56986184e-13,0.00100000005,0,0,0,0,0
293,0,0,0,1.40129846e-45,6.56997731e-13,0.00100000005,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.57020824e-13,0.00100000005,0,0
