traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
48,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.97349459e-13,0.00100000005,0,0,0
49,0,0,0,0,0,1.40129846e-45,6.9736171e-13,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.97386213e-13,0.00100000005
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1.40129846e-45,6.97422968e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,1.40129846e-45,6.97447471e-13,0.00100000005,0,0,0,0,0
54,0,0,0,1.40129846e-45,6.97459722e-13,0.00100000005,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.97484225e-13,0.00100000005,0,0
56,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
57,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.9752098e-13
58,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
59,0,1.40129846e-45,6.97557734e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,1.40129846e-45,6.97582237e-13,0.00100000005,0,0,0,0
61,0,0,0,0,1.40129846e-45,6.97594489e-13,0.00100000005,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.97618992e-13,0.00100000005,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,6.976558e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
65,0,0,0,0,0,0,0,6.97680303e-13,0.00100000005,0,0,0,0,0,0
66,0,0,1.40129846e-45,6.97692555e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.97717058e-13,0.00100000005,0,0,0
68,0,0,0,0,0,1.40129846e-45,6.97729309e-13,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.97753812e-13,0.00100000005
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1.40129846e-45,6.97790621e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,1.40129846e-45,6.97815124e-13,0.00100000005,0,0,0,0,0
73,0,0,0,1.40129846e-45,6.97827375e-13,0.00100000005,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.97851932e-13,0.00100000005,0,0
75,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
76,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.97888687e-13
77,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
78,0,1.40129846e-45,6.97925441e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,1.40129846e-45,6.97949999e-13,0.00100000005,0,0,0,0
80,0,0,0,0,1.40129846e-45,6.9796225e-13,0.00100000005,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.97986753e-13,0.00100000005,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,6.98023562e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
84,0,0,0,0,0,0,0,6.98048065e-13,0.00100000005,0,0,0,0,0,0
85,0,0,1.40129846e-45,6.9806037e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98084873e-13,0.00100000005,0,0,0
87,0,0,0,0,0,1.40129846e-45,6.98097125e-13,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98121682e-13,0.00100000005
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1.40129846e-45,6.98158436e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,1.40129846e-45,6.98182994e-13,0.00100000005,0,0,0,0,0
92,0,0,0,1.40129846e-45,6.98195245e-13,0.00100000005,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98219802e-13,0.00100000005,0,0
94,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
95,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98256611e-13
96,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
97,0,1.40129846e-45,6.98293365e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,1.40129846e-45,6.98317923e-13,0.00100000005,0,0,0,0
99,0,0,0,0,1.40129846e-45,6.98330174e-13,0.00100000005,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98354731e-13,0.00100000005,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,6.9839154e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
103,0,0,0,0,0,0,0,6.98416043e-13,0.00100000005,0,0,0,0,0,0
104,0,0,1.40129846e-45,6.98428349e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98452852e-13,0.00100000005,0,0,0
106,0,0,0,0,0,1.40129846e-45,6.98465157e-13,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98489714e-13,0.00100000005
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1.40129846e-45,6.98526523e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,1.40129846e-45,6.98551026e-13,0.00100000005,0,0,0,0,0
111,0,0,0,1.40129846e-45,6.98563332e-13,0.00100000005,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98587835e-13,0.00100000005,0,0
113,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
114,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98624698e-13
115,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
116,0,1.40129846e-45,6.98661506e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,1.40129846e-45,6.98686063e-13,0.00100000005,0,0,0,0
118,0,0,0,0,1.40129846e-45,6.98698315e-13,0.00100000005,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98722872e-13,0.00100000005,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,6.98759681e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
122,0,0,0,0,0,0,0,6.98784238e-13,0.00100000005,0,0,0,0,0,0
123,0,0,1.40129846e-45,6.98796544e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98821047e-13,0.00100000005,0,0,0
125,0,0,0,0,0,1.40129846e-45,6.98833352e-13,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98857909e-13,0.00100000005
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1.40129846e-45,6.98894718e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,1.40129846e-45,6.98919275e-13,0.00100000005,0,0,0,0,0
130,0,0,0,1.40129846e-45,6.98931581e-13,0.00100000005,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98956138e-13,0.00100000005,0,0
132,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
133,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.98992947e-13
134,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
135,0,1.40129846e-45,6.9902981e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,1.40129846e-45,6.99054367e-13,0.00100000005,0,0,0,0
137,0,0,0,0,1.40129846e-45,6.99066618e-13,0.00100000005,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.9909123e-13,0.00100000005,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,6.99128038e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
141,0,0,0,0,0,0,0,6.99152596e-13,0.00100000005,0,0,0,0,0,0
142,0,0,1.40129846e-45,6.99164901e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99189459e-13,0.00100000005,0,0,0
144,0,0,0,0,0,1.40129846e-45,6.99201764e-13,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99226321e-13,0.00100000005
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1.40129846e-45,6.99263184e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,1.40129846e-45,6.99287741e-13,0.00100000005,0,0,0,0,0
149,0,0,0,1.40129846e-45,6.99299993e-13,0.00100000005,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99324604e-13,0.00100000005,0,0
151,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
152,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99361467e-13
153,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
154,0,1.40129846e-45,6.9939833e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,1.40129846e-45,6.99422887e-13,0.00100000005,0,0,0,0
156,0,0,0,0,1.40129846e-45,6.99435139e-13,0.00100000005,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.9945975e-13,0.00100000005,0
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,6.99496613e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
160,0,0,0,0,0,0,0,6.9952117e-13,0.00100000005,0,0,0,0,0,0
161,0,0,1.40129846e-45,6.99533476e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99558033e-13,0.00100000005,0,0,0
163,0,0,0,0,0,1.40129846e-45,6.99570339e-13,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99594896e-13,0.00100000005
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1.40129846e-45,6.99631813e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,1.40129846e-45,6.9965637e-13,0.00100000005,0,0,0,0,0
168,0,0,0,1.40129846e-45,6.99668676e-13,0.00100000005,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99693233e-13,0.00100000005,0,0
170,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
171,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99730096e-13
172,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
173,0,1.40129846e-45,6.99767013e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,1.40129846e-45,6.9979157e-13,0.00100000005,0,0,0,0
175,0,0,0,0,1.40129846e-45,6.99803876e-13,0.00100000005,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99828487e-13,0.00100000005,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,6.9986535e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
179,0,0,0,0,0,0,0,6.99889962e-13,0.00100000005,0,0,0,0,0,0
180,0,0,1.40129846e-45,6.99902213e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99926824e-13,0.00100000005,0,0,0
182,0,0,0,0,0,1.40129846e-45,6.9993913e-13,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,6.99963741e-13,0.00100000005
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1.40129846e-45,7.00000604e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,1.40129846e-45,7.00025216e-13,0.00100000005,0,0,0,0,0
187,0,0,0,1.40129846e-45,7.00037521e-13,0.00100000005,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00062079e-13,0.00100000005,0,0
189,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
190,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00098996e-13
191,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
192,0,1.40129846e-45,7.00135913e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,1.40129846e-45,7.0016047e-13,0.00100000005,0,0,0,0
194,0,0,0,0,1.40129846e-45,7.00172776e-13,0.00100000005,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00197387e-13,0.00100000005,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,7.00234304e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
198,0,0,0,0,0,0,0,7.00258916e-13,0.00100000005,0,0,0,0,0,0
199,0,0,1.40129846e-45,7.00271221e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00295778e-13,0.00100000005,0,0,0
201,0,0,0,0,0,1.40129846e-45,7.00308084e-13,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00332695e-13,0.00100000005
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1.40129846e-45,7.00369613e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,1.40129846e-45,7.00394224e-13,0.00100000005,0,0,0,0,0
206,0,0,0,1.40129846e-45,7.0040653e-13,0.00100000005,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00431141e-13,0.00100000005,0,0
208,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
209,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00468058e-13
210,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
211,0,1.40129846e-45,7.00504975e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,1.40129846e-45,7.00529587e-13,0.00100000005,0,0,0,0
213,0,0,0,0,1.40129846e-45,7.00541892e-13,0.00100000005,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00566504e-13,0.00100000005,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,7.00603421e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
217,0,0,0,0,0,0,0,7.00628032e-13,0.00100000005,0,0,0,0,0,0
218,0,0,1.40129846e-45,7.00640338e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00664949e-13,0.00100000005,0,0,0
220,0,0,0,0,0,1.40129846e-45,7.00677255e-13,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00701921e-13,0.00100000005
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1.40129846e-45,7.00738838e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,1.40129846e-45,7.00763449e-13,0.00100000005,0,0,0,0,0
225,0,0,0,1.40129846e-45,7.00775755e-13,0.00100000005,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00800366e-13,0.00100000005,0,0
227,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
228,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00837337e-13
229,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
230,0,1.40129846e-45,7.00874254e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,1.40129846e-45,7.00898866e-13,0.00100000005,0,0,0,0
232,0,0,0,0,1.40129846e-45,7.00911172e-13,0.00100000005,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.00935837e-13,0.00100000005,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,7.00972754e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
236,0,0,0,0,0,0,0,7.00997366e-13,0.00100000005,0,0,0,0,0,0
237,0,0,1.40129846e-45,7.01009726e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01034337e-13,0.00100000005,0,0,0
239,0,0,0,0,0,1.40129846e-45,7.01046643e-13,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01071254e-13,0.00100000005
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1.40129846e-45,7.01108225e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,1.40129846e-45,7.01132837e-13,0.00100000005,0,0,0,0,0
244,0,0,0,1.40129846e-45,7.01145197e-13,0.00100000005,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01169808e-13,0.00100000005,0,0
246,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
247,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01206779e-13
248,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
249,0,1.40129846e-45,7.01243696e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,1.40129846e-45,7.01268362e-13,0.00100000005,0,0,0,0
251,0,0,0,0,1.40129846e-45,7.01280668e-13,0.00100000005,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01305333e-13,0.00100000005,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,7.01342305e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
255,0,0,0,0,0,0,0,7.01366916e-13,0.00100000005,0,0,0,0,0,0
256,0,0,1.40129846e-45,7.01379222e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01403887e-13,0.00100000005,0,0,0
258,0,0,0,0,0,1.40129846e-45,7.01416193e-13,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01440859e-13,0.00100000005
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1.40129846e-45,7.0147783e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,1.40129846e-45,7.01502495e-13,0.00100000005,0,0,0,0,0
263,0,0,0,1.40129846e-45,7.01514801e-13,0.00100000005,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01539467e-13,0.00100000005,0,0
265,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
266,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01576438e-13
267,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
268,0,1.40129846e-45,7.01613409e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,1.40129846e-45,7.01638021e-13,0.00100000005,0,0,0,0
270,0,0,0,0,1.40129846e-45,7.01650381e-13,0.00100000005,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01675046e-13,0.00100000005,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,7.01712017e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
274,0,0,0,0,0,0,0,7.01736629e-13,0.00100000005,0,0,0,0,0,0
275,0,0,1.40129846e-45,7.01748989e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01773654e-13,0.00100000005,0,0,0
277,0,0,0,0,0,1.40129846e-45,7.0178596e-13,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01810626e-13,0.00100000005
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1.40129846e-45,7.01847597e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,1.40129846e-45,7.01872263e-13,0.00100000005,0,0,0,0,0
282,0,0,0,1.40129846e-45,7.01884622e-13,0.00100000005,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01909288e-13,0.00100000005,0,0
284,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
285,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.01946259e-13
286,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
287,0,1.40129846e-45,7.01983231e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,1.40129846e-45,7.02007896e-13,0.00100000005,0,0,0,0
289,0,0,0,0,1.40129846e-45,7.02020256e-13,0.00100000005,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.02044922e-13,0.00100000005,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,7.02081893e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
293,0,0,0,0,0,0,0,7.02106559e-13,0.00100000005,0,0,0,0,0,0
294,0,0,1.40129846e-45,7.02118919e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
