traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
39,0,0,0,0,0,0,0,1.40129846e-45,8.50836057e-13,0.00100000005,0,0,0,0,0
40,0,0,0,1.40129846e-45,8.50851019e-13,0.00100000005,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.50880889e-13,0.00100000005,0,0
42,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
43,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.50925775e-13
44,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
45,0,1.40129846e-45,8.50970607e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,1.40129846e-45,8.51000477e-13,0.00100000005,0,0,0,0
47,0,0,0,0,1.40129846e-45,8.51015439e-13,0.00100000005,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.51045363e-13,0.00100000005,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,8.51090194e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
51,0,0,0,0,0,0,0,8.51120118e-13,0.00100000005,0,0,0,0,0,0
52,0,0,1.40129846e-45,8.5113508e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.5116495e-13,0.00100000005,0,0,0
54,0,0,0,0,0,1.40129846e-45,8.51179912e-13,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.51209836e-13,0.00100000005
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1.40129846e-45,8.51254668e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,1.40129846e-45,8.51284592e-13,0.00100000005,0,0,0,0,0
59,0,0,0,1.40129846e-45,8.51299554e-13,0.00100000005,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.51329478e-13,0.00100000005,0,0
61,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
62,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.5137431e-13
63,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
64,0,1.40129846e-45,8.51419196e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,1.40129846e-45,8.5144912e-13,0.00100000005,0,0,0,0
66,0,0,0,0,1.40129846e-45,8.51464082e-13,0.00100000005,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.51494006e-13,0.00100000005,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,8.51538891e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
70,0,0,0,0,0,0,0,8.51568761e-13,0.00100000005,0,0,0,0,0,0
71,0,0,1.40129846e-45,8.51583723e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.51613647e-13,0.00100000005,0,0,0
73,0,0,0,0,0,1.40129846e-45,8.51628609e-13,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.51658533e-13,0.00100000005
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1.40129846e-45,8.51703419e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,1.40129846e-45,8.51733343e-13,0.00100000005,0,0,0,0,0
78,0,0,0,1.40129846e-45,8.51748305e-13,0.00100000005,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.51778229e-13,0.00100000005,0,0
80,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
81,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.51823115e-13
82,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
83,0,1.40129846e-45,8.51868055e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,1.40129846e-45,8.51897979e-13,0.00100000005,0,0,0,0
85,0,0,0,0,1.40129846e-45,8.51912941e-13,0.00100000005,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.51942865e-13,0.00100000005,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,8.51987751e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
89,0,0,0,0,0,0,0,8.52017675e-13,0.00100000005,0,0,0,0,0,0
90,0,0,1.40129846e-45,8.52032691e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.52062615e-13,0.00100000005,0,0,0
92,0,0,0,0,0,1.40129846e-45,8.52077577e-13,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.52107501e-13,0.00100000005
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1.40129846e-45,8.52152441e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,1.40129846e-45,8.52182365e-13,0.00100000005,0,0,0,0,0
97,0,0,0,1.40129846e-45,8.52197327e-13,0.00100000005,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.52227251e-13,0.00100000005,0,0
99,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
100,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.52272192e-13
101,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
102,0,1.40129846e-45,8.52317078e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,1.40129846e-45,8.52347056e-13,0.00100000005,0,0,0,0
104,0,0,0,0,1.40129846e-45,8.52362018e-13,0.00100000005,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.52391996e-13,0.00100000005,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,8.52436882e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
108,0,0,0,0,0,0,0,8.5246686e-13,0.00100000005,0,0,0,0,0,0
109,0,0,1.40129846e-45,8.52481822e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.525118e-13,0.00100000005,0,0,0
111,0,0,0,0,0,1.40129846e-45,8.52526762e-13,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.52556686e-13,0.00100000005
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1.40129846e-45,8.52601626e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,1.40129846e-45,8.52631605e-13,0.00100000005,0,0,0,0,0
116,0,0,0,1.40129846e-45,8.52646567e-13,0.00100000005,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.52676545e-13,0.00100000005,0,0
118,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
119,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.52721485e-13
120,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
121,0,1.40129846e-45,8.52766425e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,1.40129846e-45,8.52796349e-13,0.00100000005,0,0,0,0
123,0,0,0,0,1.40129846e-45,8.52811365e-13,0.00100000005,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.52841344e-13,0.00100000005,0
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,8.52886284e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
127,0,0,0,0,0,0,0,8.52916208e-13,0.00100000005,0,0,0,0,0,0
128,0,0,1.40129846e-45,8.52931224e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.52961202e-13,0.00100000005,0,0,0
130,0,0,0,0,0,1.40129846e-45,8.52976164e-13,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.53006142e-13,0.00100000005
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1.40129846e-45,8.53051082e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,1.40129846e-45,8.53081061e-13,0.00100000005,0,0,0,0,0
135,0,0,0,1.40129846e-45,8.53096077e-13,0.00100000005,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.53126001e-13,0.00100000005,0,0
137,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
138,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.53170995e-13
139,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
140,0,1.40129846e-45,8.53215935e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,1.40129846e-45,8.53245914e-13,0.00100000005,0,0,0,0
142,0,0,0,0,1.40129846e-45,8.5326093e-13,0.00100000005,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.53290908e-13,0.00100000005,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,8.53335848e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
146,0,0,0,0,0,0,0,8.53365881e-13,0.00100000005,0,0,0,0,0,0
147,0,0,1.40129846e-45,8.53380843e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.53410821e-13,0.00100000005,0,0,0
149,0,0,0,0,0,1.40129846e-45,8.53425837e-13,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.53455815e-13,0.00100000005
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,1.40129846e-45,8.5350081e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,1.40129846e-45,8.53530788e-13,0.00100000005,0,0,0,0,0
154,0,0,0,1.40129846e-45,8.5354575e-13,0.00100000005,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.53575782e-13,0.00100000005,0,0
156,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
157,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.53620722e-13
158,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
159,0,1.40129846e-45,8.53665717e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,1.40129846e-45,8.53695749e-13,0.00100000005,0,0,0,0
161,0,0,0,0,1.40129846e-45,8.53710711e-13,0.00100000005,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.53740743e-13,0.00100000005,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,8.53785738e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
165,0,0,0,0,0,0,0,8.53815716e-13,0.00100000005,0,0,0,0,0,0
166,0,0,1.40129846e-45,8.53830732e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.5386071e-13,0.00100000005,0,0,0
168,0,0,0,0,0,1.40129846e-45,8.53875727e-13,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.53905705e-13,0.00100000005
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1.40129846e-45,8.53950699e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,1.40129846e-45,8.53980732e-13,0.00100000005,0,0,0,0,0
173,0,0,0,1.40129846e-45,8.53995748e-13,0.00100000005,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.54025726e-13,0.00100000005,0,0
175,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
176,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.5407072e-13
177,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
178,0,1.40129846e-45,8.54115769e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,1.40129846e-45,8.54145747e-13,0.00100000005,0,0,0,0
180,0,0,0,0,1.40129846e-45,8.54160763e-13,0.00100000005,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.54190796e-13,0.00100000005,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,8.5423579e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
184,0,0,0,0,0,0,0,8.54265823e-13,0.00100000005,0,0,0,0,0,0
185,0,0,1.40129846e-45,8.54280839e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.54310817e-13,0.00100000005,0,0,0
187,0,0,0,0,0,1.40129846e-45,8.54325833e-13,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.54355866e-13,0.00100000005
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1.40129846e-45,8.54400914e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,1.40129846e-45,8.54430892e-13,0.00100000005,0,0,0,0,0
192,0,0,0,1.40129846e-45,8.54445909e-13,0.00100000005,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.54475941e-13,0.00100000005,0,0
194,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
195,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.5452099e-13
196,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
197,0,1.40129846e-45,8.54565984e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,1.40129846e-45,8.54596016e-13,0.00100000005,0,0,0,0
199,0,0,0,0,1.40129846e-45,8.54611033e-13,0.00100000005,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.54641065e-13,0.00100000005,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,8.54686114e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
203,0,0,0,0,0,0,0,8.54716146e-13,0.00100000005,0,0,0,0,0,0
204,0,0,1.40129846e-45,8.54731162e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.54761195e-13,0.00100000005,0,0,0
206,0,0,0,0,0,1.40129846e-45,8.54776211e-13,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.54806243e-13,0.00100000005
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1.40129846e-45,8.54851292e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,1.40129846e-45,8.54881324e-13,0.00100000005,0,0,0,0,0
211,0,0,0,1.40129846e-45,8.5489634e-13,0.00100000005,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.54926373e-13,0.00100000005,0,0
213,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
214,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.54971421e-13
215,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
216,0,1.40129846e-45,8.55016524e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,1.40129846e-45,8.55046557e-13,0.00100000005,0,0,0,0
218,0,0,0,0,1.40129846e-45,8.55061573e-13,0.00100000005,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.55091605e-13,0.00100000005,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,8.55136654e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
222,0,0,0,0,0,0,0,8.5516674e-13,0.00100000005,0,0,0,0,0,0
223,0,0,1.40129846e-45,8.55181757e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.55211789e-13,0.00100000005,0,0,0
225,0,0,0,0,0,1.40129846e-45,8.55226805e-13,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.55256838e-13,0.00100000005
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1.40129846e-45,8.5530194e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,1.40129846e-45,8.55331973e-13,0.00100000005,0,0,0,0,0
230,0,0,0,1.40129846e-45,8.55346989e-13,0.00100000005,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.55377076e-13,0.00100000005,0,0
232,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
233,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.55422124e-13
234,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
235,0,1.40129846e-45,8.55467227e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,1.40129846e-45,8.55497314e-13,0.00100000005,0,0,0,0
237,0,0,0,0,1.40129846e-45,8.5551233e-13,0.00100000005,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.55542362e-13,0.00100000005,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,8.55587465e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
241,0,0,0,0,0,0,0,8.55617552e-13,0.00100000005,0,0,0,0,0,0
242,0,0,1.40129846e-45,8.55632568e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.556626e-13,0.00100000005,0,0,0
244,0,0,0,0,0,1.40129846e-45,8.55677671e-13,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.55707703e-13,0.00100000005
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1.40129846e-45,8.55752806e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,1.40129846e-45,8.55782892e-13,0.00100000005,0,0,0,0,0
249,0,0,0,1.40129846e-45,8.55797909e-13,0.00100000005,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.55827995e-13,0.00100000005,0,0
251,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
252,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.55873098e-13
253,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
254,0,1.40129846e-45,8.55918201e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,1.40129846e-45,8.55948288e-13,0.00100000005,0,0,0,0
256,0,0,0,0,1.40129846e-45,8.55963304e-13,0.00100000005,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.5599339e-13,0.00100000005,0
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,8.56038493e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
260,0,0,0,0,0,0,0,8.5606858e-13,0.00100000005,0,0,0,0,0,0
261,0,0,1.40129846e-45,8.56083596e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.56113683e-13,0.00100000005,0,0,0
263,0,0,0,0,0,1.40129846e-45,8.56128753e-13,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.5615884e-13,0.00100000005
265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1.40129846e-45,8.56203942e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,1.40129846e-45,8.56234029e-13,0.00100000005,0,0,0,0,0
268,0,0,0,1.40129846e-45,8.56249045e-13,0.00100000005,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.56279132e-13,0.00100000005,0,0
270,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
271,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.56324289e-13
272,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
273,0,1.40129846e-45,8.56369392e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,1.40129846e-45,8.56399478e-13,0.00100000005,0,0,0,0
275,0,0,0,0,1.40129846e-45,8.56414549e-13,0.00100000005,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.56444635e-13,0.00100000005,0
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,8.56489792e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
279,0,0,0,0,0,0,0,8.56519879e-13,0.00100000005,0,0,0,0,0,0
280,0,0,1.40129846e-45,8.56534895e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.56564982e-13,0.00100000005,0,0,0
282,0,0,0,0,0,1.40129846e-45,8.56580052e-13,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.56610139e-13,0.00100000005
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1.40129846e-45,8.56655296e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,1.40129846e-45,8.56685382e-13,0.00100000005,0,0,0,0,0
287,0,0,0,1.40129846e-45,8.56700453e-13,0.00100000005,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.56730539e-13,0.00100000005,0,0
289,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
290,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.56775696e-13
291,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
292,0,1.40129846e-45,8.56820853e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,1.40129846e-45,8.5685094e-13,0.00100000005,0,0,0,0
294,0,0,0,0,1.40129846e-45,8.5686601e-13,0.00100000005,0,0,0,0,0,0,0,0
