traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
77,0,0,0,0,1.40129846e-45,7.97011328e-13,0.00100000005,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97039301e-13,0.00100000005,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,7.97081314e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
81,0,0,0,0,0,0,0,7.9710934e-13,0.00100000005,0,0,0,0,0,0
82,0,0,1.40129846e-45,7.97123327e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97151353e-13,0.00100000005,0,0,0
84,0,0,0,0,0,1.40129846e-45,7.97165339e-13,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97193366e-13,0.00100000005
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1.40129846e-45,7.97235379e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,1.40129846e-45,7.97263405e-13,0.00100000005,0,0,0,0,0
89,0,0,0,1.40129846e-45,7.97277392e-13,0.00100000005,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97305418e-13,0.00100000005,0,0
91,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
92,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97347431e-13
93,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
94,0,1.40129846e-45,7.97389444e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,1.40129846e-45,7.97417471e-13,0.00100000005,0,0,0,0
96,0,0,0,0,1.40129846e-45,7.97431457e-13,0.00100000005,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97459483e-13,0.00100000005,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,7.97501496e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
100,0,0,0,0,0,0,0,7.97529523e-13,0.00100000005,0,0,0,0,0,0
101,0,0,1.40129846e-45,7.97543563e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.9757159e-13,0.00100000005,0,0,0
103,0,0,0,0,0,1.40129846e-45,7.97585576e-13,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97613603e-13,0.00100000005
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1.40129846e-45,7.9765567e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,1.40129846e-45,7.97683696e-13,0.00100000005,0,0,0,0,0
108,0,0,0,1.40129846e-45,7.97697683e-13,0.00100000005,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97725709e-13,0.00100000005,0,0
110,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
111,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97767776e-13
112,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
113,0,1.40129846e-45,7.97809789e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,1.40129846e-45,7.97837816e-13,0.00100000005,0,0,0,0
115,0,0,0,0,1.40129846e-45,7.97851856e-13,0.00100000005,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97879883e-13,0.00100000005,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,7.9792195e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
119,0,0,0,0,0,0,0,7.97949976e-13,0.00100000005,0,0,0,0,0,0
120,0,0,1.40129846e-45,7.97963963e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.97992044e-13,0.00100000005,0,0,0
122,0,0,0,0,0,1.40129846e-45,7.9800603e-13,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98034056e-13,0.00100000005
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1.40129846e-45,7.98076123e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,1.40129846e-45,7.98104204e-13,0.00100000005,0,0,0,0,0
127,0,0,0,1.40129846e-45,7.9811819e-13,0.00100000005,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98146217e-13,0.00100000005,0,0
129,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
130,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98188284e-13
131,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
132,0,1.40129846e-45,7.98230351e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,1.40129846e-45,7.98258432e-13,0.00100000005,0,0,0,0
134,0,0,0,0,1.40129846e-45,7.98272418e-13,0.00100000005,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98300499e-13,0.00100000005,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,7.98342566e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
138,0,0,0,0,0,0,0,7.98370593e-13,0.00100000005,0,0,0,0,0,0
139,0,0,1.40129846e-45,7.98384633e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98412714e-13,0.00100000005,0,0,0
141,0,0,0,0,0,1.40129846e-45,7.984267e-13,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98454781e-13,0.00100000005
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1.40129846e-45,7.98496848e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,1.40129846e-45,7.98524929e-13,0.00100000005,0,0,0,0,0
146,0,0,0,1.40129846e-45,7.98538915e-13,0.00100000005,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98566996e-13,0.00100000005,0,0
148,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
149,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98609063e-13
150,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
151,0,1.40129846e-45,7.98651184e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,1.40129846e-45,7.98679211e-13,0.00100000005,0,0,0,0
153,0,0,0,0,1.40129846e-45,7.98693251e-13,0.00100000005,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98721332e-13,0.00100000005,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,7.98763399e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
157,0,0,0,0,0,0,0,7.9879148e-13,0.00100000005,0,0,0,0,0,0
158,0,0,1.40129846e-45,7.9880552e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98833601e-13,0.00100000005,0,0,0
160,0,0,0,0,0,1.40129846e-45,7.98847642e-13,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98875668e-13,0.00100000005
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1.40129846e-45,7.9891779e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,1.40129846e-45,7.9894587e-13,0.00100000005,0,0,0,0,0
165,0,0,0,1.40129846e-45,7.98959911e-13,0.00100000005,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.98987937e-13,0.00100000005,0,0
167,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
168,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99030059e-13
169,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
170,0,1.40129846e-45,7.9907218e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,1.40129846e-45,7.99100261e-13,0.00100000005,0,0,0,0
172,0,0,0,0,1.40129846e-45,7.99114301e-13,0.00100000005,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99142382e-13,0.00100000005,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,7.99184503e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
176,0,0,0,0,0,0,0,7.99212584e-13,0.00100000005,0,0,0,0,0,0
177,0,0,1.40129846e-45,7.99226625e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99254705e-13,0.00100000005,0,0,0
179,0,0,0,0,0,1.40129846e-45,7.99268746e-13,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99296827e-13,0.00100000005
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1.40129846e-45,7.99338948e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,1.40129846e-45,7.99367029e-13,0.00100000005,0,0,0,0,0
184,0,0,0,1.40129846e-45,7.99381069e-13,0.00100000005,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.9940915e-13,0.00100000005,0,0
186,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
187,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99451271e-13
188,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
189,0,1.40129846e-45,7.99493447e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,1.40129846e-45,7.99521528e-13,0.00100000005,0,0,0,0
191,0,0,0,0,1.40129846e-45,7.99535568e-13,0.00100000005,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99563649e-13,0.00100000005,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,7.9960577e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
195,0,0,0,0,0,0,0,7.99633905e-13,0.00100000005,0,0,0,0,0,0
196,0,0,1.40129846e-45,7.99647946e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99676026e-13,0.00100000005,0,0,0
198,0,0,0,0,0,1.40129846e-45,7.99690067e-13,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99718202e-13,0.00100000005
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1.40129846e-45,7.99760323e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,1.40129846e-45,7.99788404e-13,0.00100000005,0,0,0,0,0
203,0,0,0,1.40129846e-45,7.99802499e-13,0.00100000005,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99830579e-13,0.00100000005,0,0
205,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
206,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99872755e-13
207,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
208,0,1.40129846e-45,7.99914876e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,1.40129846e-45,7.99943011e-13,0.00100000005,0,0,0,0
210,0,0,0,0,1.40129846e-45,7.99957052e-13,0.00100000005,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,7.99985132e-13,0.00100000005,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,8.00027308e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
214,0,0,0,0,0,0,0,8.00055443e-13,0.00100000005,0,0,0,0,0,0
215,0,0,1.40129846e-45,8.00069483e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00097564e-13,0.00100000005,0,0,0
217,0,0,0,0,0,1.40129846e-45,8.00111659e-13,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.0013974e-13,0.00100000005
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1.40129846e-45,8.00181915e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,1.40129846e-45,8.0021005e-13,0.00100000005,0,0,0,0,0
222,0,0,0,1.40129846e-45,8.00224091e-13,0.00100000005,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00252226e-13,0.00100000005,0,0
224,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
225,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00294401e-13
226,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
227,0,1.40129846e-45,8.00336577e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0,1.40129846e-45,8.00364712e-13,0.00100000005,0,0,0,0
229,0,0,0,0,1.40129846e-45,8.00378752e-13,0.00100000005,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00406887e-13,0.00100000005,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,8.00449063e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
233,0,0,0,0,0,0,0,8.00477198e-13,0.00100000005,0,0,0,0,0,0
234,0,0,1.40129846e-45,8.00491238e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00519373e-13,0.00100000005,0,0,0
236,0,0,0,0,0,1.40129846e-45,8.00533413e-13,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00561548e-13,0.00100000005
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1.40129846e-45,8.00603724e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,1.40129846e-45,8.00631859e-13,0.00100000005,0,0,0,0,0
241,0,0,0,1.40129846e-45,8.00645954e-13,0.00100000005,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00674089e-13,0.00100000005,0,0
243,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
244,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00716264e-13
245,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
246,0,1.40129846e-45,8.00758494e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,1.40129846e-45,8.00786629e-13,0.00100000005,0,0,0,0
248,0,0,0,0,1.40129846e-45,8.00800669e-13,0.00100000005,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00828804e-13,0.00100000005,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,8.00871034e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
252,0,0,0,0,0,0,0,8.00899169e-13,0.00100000005,0,0,0,0,0,0
253,0,0,1.40129846e-45,8.00913209e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00941344e-13,0.00100000005,0,0,0
255,0,0,0,0,0,1.40129846e-45,8.00955439e-13,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.00983574e-13,0.00100000005
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1.40129846e-45,8.01025804e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,1.40129846e-45,8.01053939e-13,0.00100000005,0,0,0,0,0
260,0,0,0,1.40129846e-45,8.01068034e-13,0.00100000005,0,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.01096169e-13,0.00100000005,0,0
262,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
263,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.01138398e-13
264,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
265,0,1.40129846e-45,8.01180574e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,1.40129846e-45,8.01208763e-13,0.00100000005,0,0,0,0
267,0,0,0,0,1.40129846e-45,8.01222803e-13,0.00100000005,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.01250993e-13,0.00100000005,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,8.01293222e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
271,0,0,0,0,0,0,0,8.01321357e-13,0.00100000005,0,0,0,0,0,0
272,0,0,1.40129846e-45,8.01335452e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.01363587e-13,0.00100000005,0,0,0
274,0,0,0,0,0,1.40129846e-45,8.01377682e-13,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.01405817e-13,0.00100000005
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,1.40129846e-45,8.01448046e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,1.40129846e-45,8.01476236e-13,0.00100000005,0,0,0,0,0
279,0,0,0,1.40129846e-45,8.01490276e-13,0.00100000005,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.01518465e-13,0.00100000005,0,0
281,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
282,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.01560695e-13
283,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
284,0,1.40129846e-45,8.01602925e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,1.40129846e-45,8.01631114e-13,0.00100000005,0,0,0,0
286,0,0,0,0,1.40129846e-45,8.01645209e-13,0.00100000005,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.01673344e-13,0.00100000005,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,8.01715627e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
290,0,0,0,0,0,0,0,8.01743763e-13,0.00100000005,0,0,0,0,0,0
291,0,0,1.40129846e-45,8.01757857e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.01786046e-13,0.00100000005,0,0,0
293,0,0,0,0,0,1.40129846e-45,8.01800141e-13,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,8.01828276e-13,0.00100000005
