traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
36,0,0,0,0,0,0,0,1.40129846e-45,9.71579696e-13,0.00100000005,0,0,0,0,0
37,0,0,0,1.40129846e-45,9.71596826e-13,0.00100000005,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.71630979e-13,0.00100000005,0,0
39,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
40,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.71682153e-13
41,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
42,0,1.40129846e-45,9.71733327e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,1.40129846e-45,9.7176748e-13,0.00100000005,0,0,0,0
44,0,0,0,0,1.40129846e-45,9.7178461e-13,0.00100000005,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.71818763e-13,0.00100000005,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,9.71869937e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
48,0,0,0,0,0,0,0,9.71904089e-13,0.00100000005,0,0,0,0,0,0
49,0,0,1.40129846e-45,9.71921111e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.71955264e-13,0.00100000005,0,0,0
51,0,0,0,0,0,1.40129846e-45,9.71972394e-13,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.72006546e-13,0.00100000005
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1.40129846e-45,9.72057721e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,1.40129846e-45,9.72091873e-13,0.00100000005,0,0,0,0,0
56,0,0,0,1.40129846e-45,9.72109004e-13,0.00100000005,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.72143156e-13,0.00100000005,0,0
58,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
59,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.7219433e-13
60,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
61,0,1.40129846e-45,9.72245613e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,1.40129846e-45,9.72279765e-13,0.00100000005,0,0,0,0
63,0,0,0,0,1.40129846e-45,9.72296896e-13,0.00100000005,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.72331048e-13,0.00100000005,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,9.72382222e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
67,0,0,0,0,0,0,0,9.72416483e-13,0.00100000005,0,0,0,0,0,0
68,0,0,1.40129846e-45,9.72433505e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.72467658e-13,0.00100000005,0,0,0
70,0,0,0,0,0,1.40129846e-45,9.72484788e-13,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.7251894e-13,0.00100000005
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1.40129846e-45,9.72570223e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,1.40129846e-45,9.72604376e-13,0.00100000005,0,0,0,0,0
75,0,0,0,1.40129846e-45,9.72621397e-13,0.00100000005,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.72655658e-13,0.00100000005,0,0
77,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
78,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.72706833e-13
79,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
80,0,1.40129846e-45,9.72758115e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,1.40129846e-45,9.72792376e-13,0.00100000005,0,0,0,0
82,0,0,0,0,1.40129846e-45,9.72809398e-13,0.00100000005,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.72843551e-13,0.00100000005,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,9.72894833e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
86,0,0,0,0,0,0,0,9.72929094e-13,0.00100000005,0,0,0,0,0,0
87,0,0,1.40129846e-45,9.72946116e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.72980377e-13,0.00100000005,0,0,0
89,0,0,0,0,0,1.40129846e-45,9.72997399e-13,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.7303166e-13,0.00100000005
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1.40129846e-45,9.73082942e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,1.40129846e-45,9.73117095e-13,0.00100000005,0,0,0,0,0
94,0,0,0,1.40129846e-45,9.73134225e-13,0.00100000005,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.73168377e-13,0.00100000005,0,0
96,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
97,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.7321966e-13
98,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
99,0,1.40129846e-45,9.73270943e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,1.40129846e-45,9.73305095e-13,0.00100000005,0,0,0,0
101,0,0,0,0,1.40129846e-45,9.73322226e-13,0.00100000005,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.73356487e-13,0.00100000005,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,9.73407769e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
105,0,0,0,0,0,0,0,9.73441922e-13,0.00100000005,0,0,0,0,0,0
106,0,0,1.40129846e-45,9.73459052e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.73493204e-13,0.00100000005,0,0,0
108,0,0,0,0,0,1.40129846e-45,9.73510335e-13,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.73544596e-13,0.00100000005
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1.40129846e-45,9.73595878e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,1.40129846e-45,9.73630031e-13,0.00100000005,0,0,0,0,0
113,0,0,0,1.40129846e-45,9.73647161e-13,0.00100000005,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.73681422e-13,0.00100000005,0,0
115,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
116,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.73732705e-13
117,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
118,0,1.40129846e-45,9.73783987e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,1.40129846e-45,9.73818248e-13,0.00100000005,0,0,0,0
120,0,0,0,0,1.40129846e-45,9.73835379e-13,0.00100000005,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.73869531e-13,0.00100000005,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,9.73920922e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
124,0,0,0,0,0,0,0,9.73955075e-13,0.00100000005,0,0,0,0,0,0
125,0,0,1.40129846e-45,9.73972205e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.74006466e-13,0.00100000005,0,0,0
127,0,0,0,0,0,1.40129846e-45,9.74023596e-13,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.74057749e-13,0.00100000005
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1.40129846e-45,9.7410914e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,1.40129846e-45,9.74143292e-13,0.00100000005,0,0,0,0,0
132,0,0,0,1.40129846e-45,9.74160422e-13,0.00100000005,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.74194683e-13,0.00100000005,0,0
134,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
135,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.74245966e-13
136,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
137,0,1.40129846e-45,9.74297357e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,1.40129846e-45,9.74331618e-13,0.00100000005,0,0,0,0
139,0,0,0,0,1.40129846e-45,9.74348748e-13,0.00100000005,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.74382901e-13,0.00100000005,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,9.74434292e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
143,0,0,0,0,0,0,0,9.74468553e-13,0.00100000005,0,0,0,0,0,0
144,0,0,1.40129846e-45,9.74485683e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.74519835e-13,0.00100000005,0,0,0
146,0,0,0,0,0,1.40129846e-45,9.74536966e-13,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.74571227e-13,0.00100000005
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1.40129846e-45,9.74622618e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,1.40129846e-45,9.74656879e-13,0.00100000005,0,0,0,0,0
151,0,0,0,1.40129846e-45,9.74674009e-13,0.00100000005,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.7470827e-13,0.00100000005,0,0
153,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
154,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.74759553e-13
155,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
156,0,1.40129846e-45,9.74810944e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0,1.40129846e-45,9.74845205e-13,0.00100000005,0,0,0,0
158,0,0,0,0,1.40129846e-45,9.74862335e-13,0.00100000005,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.74896596e-13,0.00100000005,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,9.74947987e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
162,0,0,0,0,0,0,0,9.74982248e-13,0.00100000005,0,0,0,0,0,0
163,0,0,1.40129846e-45,9.74999378e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.75033639e-13,0.00100000005,0,0,0
165,0,0,0,0,0,1.40129846e-45,9.75050769e-13,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.7508503e-13,0.00100000005
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1.40129846e-45,9.75136421e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,1.40129846e-45,9.75170682e-13,0.00100000005,0,0,0,0,0
170,0,0,0,1.40129846e-45,9.75187812e-13,0.00100000005,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.75222073e-13,0.00100000005,0,0
172,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
173,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.75273464e-13
174,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
175,0,1.40129846e-45,9.75324856e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,1.40129846e-45,9.75359116e-13,0.00100000005,0,0,0,0
177,0,0,0,0,1.40129846e-45,9.75376247e-13,0.00100000005,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.75410508e-13,0.00100000005,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,9.75461899e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
181,0,0,0,0,0,0,0,9.7549616e-13,0.00100000005,0,0,0,0,0,0
182,0,0,1.40129846e-45,9.7551329e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.75547659e-13,0.00100000005,0,0,0
184,0,0,0,0,0,1.40129846e-45,9.7556479e-13,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.7559905e-13,0.00100000005
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1.40129846e-45,9.75650442e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,1.40129846e-45,9.75684702e-13,0.00100000005,0,0,0,0,0
189,0,0,0,1.40129846e-45,9.75701833e-13,0.00100000005,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.75736202e-13,0.00100000005,0,0
191,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
192,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.75787593e-13
193,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
194,0,1.40129846e-45,9.75838984e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,1.40129846e-45,9.75873245e-13,0.00100000005,0,0,0,0
196,0,0,0,0,1.40129846e-45,9.75890484e-13,0.00100000005,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.75924745e-13,0.00100000005,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,9.75976136e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
200,0,0,0,0,0,0,0,9.76010397e-13,0.00100000005,0,0,0,0,0,0
201,0,0,1.40129846e-45,9.76027635e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.76061896e-13,0.00100000005,0,0,0
203,0,0,0,0,0,1.40129846e-45,9.76079027e-13,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.76113287e-13,0.00100000005
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1.40129846e-45,9.76164787e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,1.40129846e-45,9.76199048e-13,0.00100000005,0,0,0,0,0
208,0,0,0,1.40129846e-45,9.76216178e-13,0.00100000005,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.76250547e-13,0.00100000005,0,0
210,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
211,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.76301939e-13
212,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
213,0,1.40129846e-45,9.76353438e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,1.40129846e-45,9.76387699e-13,0.00100000005,0,0,0,0
215,0,0,0,0,1.40129846e-45,9.76404829e-13,0.00100000005,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.76439199e-13,0.00100000005,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,9.76490698e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
219,0,0,0,0,0,0,0,9.76524959e-13,0.00100000005,0,0,0,0,0,0
220,0,0,1.40129846e-45,9.76542089e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.76576459e-13,0.00100000005,0,0,0
222,0,0,0,0,0,1.40129846e-45,9.76593589e-13,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.7662785e-13,0.00100000005
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1.40129846e-45,9.76679349e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,1.40129846e-45,9.76713719e-13,0.00100000005,0,0,0,0,0
227,0,0,0,1.40129846e-45,9.76730849e-13,0.00100000005,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.7676511e-13,0.00100000005,0,0
229,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
230,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.76816609e-13
231,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
232,0,1.40129846e-45,9.76868109e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,1.40129846e-45,9.76902478e-13,0.00100000005,0,0,0,0
234,0,0,0,0,1.40129846e-45,9.76919609e-13,0.00100000005,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.76953978e-13,0.00100000005,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,9.77005369e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
238,0,0,0,0,0,0,0,9.77039738e-13,0.00100000005,0,0,0,0,0,0
239,0,0,1.40129846e-45,9.77056869e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.77091238e-13,0.00100000005,0,0,0
241,0,0,0,0,0,1.40129846e-45,9.77108368e-13,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.77142737e-13,0.00100000005
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1.40129846e-45,9.77194237e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,1.40129846e-45,9.77228606e-13,0.00100000005,0,0,0,0,0
246,0,0,0,1.40129846e-45,9.77245737e-13,0.00100000005,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.77280106e-13,0.00100000005,0,0
248,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
249,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.77331605e-13
250,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
251,0,1.40129846e-45,9.77383105e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0,1.40129846e-45,9.77417474e-13,0.00100000005,0,0,0,0
253,0,0,0,0,1.40129846e-45,9.77434605e-13,0.00100000005,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.77468974e-13,0.00100000005,0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,9.77520473e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
257,0,0,0,0,0,0,0,9.77554843e-13,0.00100000005,0,0,0,0,0,0
258,0,0,1.40129846e-45,9.77571973e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.77606342e-13,0.00100000005,0,0,0
260,0,0,0,0,0,1.40129846e-45,9.77623473e-13,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.77657842e-13,0.00100000005
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1.40129846e-45,9.77709341e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,1.40129846e-45,9.77743711e-13,0.00100000005,0,0,0,0,0
265,0,0,0,1.40129846e-45,9.77760949e-13,0.00100000005,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.7779521e-13,0.00100000005,0,0
267,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
268,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.77846818e-13
269,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
270,0,1.40129846e-45,9.77898318e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0,1.40129846e-45,9.77932687e-13,0.00100000005,0,0,0,0
272,0,0,0,0,1.40129846e-45,9.77949817e-13,0.00100000005,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.77984187e-13,0.00100000005,0
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,9.78035795e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
276,0,0,0,0,0,0,0,9.78070164e-13,0.00100000005,0,0,0,0,0,0
277,0,0,1.40129846e-45,9.78087294e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.78121664e-13,0.00100000005,0,0,0
279,0,0,0,0,0,1.40129846e-45,9.78138902e-13,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.78173272e-13,0.00100000005
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1.40129846e-45,9.78224771e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,1.40129846e-45,9.7825914e-13,0.00100000005,0,0,0,0,0
284,0,0,0,1.40129846e-45,9.78276379e-13,0.00100000005,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.78310748e-13,0.00100000005,0,0
286,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
287,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.78362248e-13
288,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
289,0,1.40129846e-45,9.78413856e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,1.40129846e-45,9.78448225e-13,0.00100000005,0,0,0,0
291,0,0,0,0,1.40129846e-45,9.78465356e-13,0.00100000005,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.78499725e-13,0.00100000005,0
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,9.78551333e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
295,0,0,0,0,0,0,0,9.78585702e-13,0.00100000005,0,0,0,0,0,0
