traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15
111,0,0,0,0,0,0,0,0,1.40129846e-45,9.11060398e-13,0.00100000005,0,0,0,0
112,0,0,0,0,1.40129846e-45,9.11076444e-13,0.00100000005,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.11108428e-13,0.00100000005,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,9.11156458e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
116,0,0,0,0,0,0,0,9.11188442e-13,0.00100000005,0,0,0,0,0,0
117,0,0,1.40129846e-45,9.11204489e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.11236473e-13,0.00100000005,0,0,0
119,0,0,0,0,0,1.40129846e-45,9.11252519e-13,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.11284503e-13,0.00100000005
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1.40129846e-45,9.11332533e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,1.40129846e-45,9.11364517e-13,0.00100000005,0,0,0,0,0
124,0,0,0,1.40129846e-45,9.11380563e-13,0.00100000005,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.11412655e-13,0.00100000005,0,0
126,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
127,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.11460686e-13
128,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
129,0,1.40129846e-45,9.11508716e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,1.40129846e-45,9.115407e-13,0.00100000005,0,0,0,0
131,0,0,0,0,1.40129846e-45,9.11556746e-13,0.00100000005,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.1158873e-13,0.00100000005,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,9.1163676e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
135,0,0,0,0,0,0,0,9.11668852e-13,0.00100000005,0,0,0,0,0,0
136,0,0,1.40129846e-45,9.1168479e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.11716883e-13,0.00100000005,0,0,0
138,0,0,0,0,0,1.40129846e-45,9.11732929e-13,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.11764913e-13,0.00100000005
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1.40129846e-45,9.11812943e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,1.40129846e-45,9.11845035e-13,0.00100000005,0,0,0,0,0
143,0,0,0,1.40129846e-45,9.11860973e-13,0.00100000005,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.11893065e-13,0.00100000005,0,0
145,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
146,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.11941096e-13
147,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
148,0,1.40129846e-45,9.11989234e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,1.40129846e-45,9.12021218e-13,0.00100000005,0,0,0,0
150,0,0,0,0,1.40129846e-45,9.12037264e-13,0.00100000005,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.12069248e-13,0.00100000005,0
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,9.12117387e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
154,0,0,0,0,0,0,0,9.12149371e-13,0.00100000005,0,0,0,0,0,0
155,0,0,1.40129846e-45,9.12165417e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.12197509e-13,0.00100000005,0,0,0
157,0,0,0,0,0,1.40129846e-45,9.12213556e-13,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.1224554e-13,0.00100000005
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1.40129846e-45,9.12293678e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,1.40129846e-45,9.12325662e-13,0.00100000005,0,0,0,0,0
162,0,0,0,1.40129846e-45,9.12341708e-13,0.00100000005,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.12373801e-13,0.00100000005,0,0
164,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
165,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.12421831e-13
166,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
167,0,1.40129846e-45,9.12469969e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,1.40129846e-45,9.12502062e-13,0.00100000005,0,0,0,0
169,0,0,0,0,1.40129846e-45,9.12518e-13,0.00100000005,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.12550092e-13,0.00100000005,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,9.1259823e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
173,0,0,0,0,0,0,0,9.12630214e-13,0.00100000005,0,0,0,0,0,0
174,0,0,1.40129846e-45,9.12646261e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.12678353e-13,0.00100000005,0,0,0
176,0,0,0,0,0,1.40129846e-45,9.12694399e-13,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.12726492e-13,0.00100000005
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1.40129846e-45,9.12774522e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,1.40129846e-45,9.12806614e-13,0.00100000005,0,0,0,0,0
181,0,0,0,1.40129846e-45,9.1282266e-13,0.00100000005,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.12854753e-13,0.00100000005,0,0
183,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
184,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.12902891e-13
185,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
186,0,1.40129846e-45,9.12950921e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,1.40129846e-45,9.12983014e-13,0.00100000005,0,0,0,0
188,0,0,0,0,1.40129846e-45,9.1299906e-13,0.00100000005,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.13031152e-13,0.00100000005,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,9.13079291e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
192,0,0,0,0,0,0,0,9.13111383e-13,0.00100000005,0,0,0,0,0,0
193,0,0,1.40129846e-45,9.1312743e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.13159522e-13,0.00100000005,0,0,0
195,0,0,0,0,0,1.40129846e-45,9.13175568e-13,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.13207661e-13,0.00100000005
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1.40129846e-45,9.13255691e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,1.40129846e-45,9.13287783e-13,0.00100000005,0,0,0,0,0
200,0,0,0,1.40129846e-45,9.13303829e-13,0.00100000005,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.13335922e-13,0.00100000005,0,0
202,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
203,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.1338406e-13
204,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
205,0,1.40129846e-45,9.13432199e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,1.40129846e-45,9.13464291e-13,0.00100000005,0,0,0,0
207,0,0,0,0,1.40129846e-45,9.13480337e-13,0.00100000005,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.1351243e-13,0.00100000005,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,9.13560568e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
211,0,0,0,0,0,0,0,9.13592769e-13,0.00100000005,0,0,0,0,0,0
212,0,0,1.40129846e-45,9.13608815e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.13640908e-13,0.00100000005,0,0,0
214,0,0,0,0,0,1.40129846e-45,9.13656954e-13,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.13689046e-13,0.00100000005
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1.40129846e-45,9.13737185e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,1.40129846e-45,9.13769277e-13,0.00100000005,0,0,0,0,0
219,0,0,0,1.40129846e-45,9.13785323e-13,0.00100000005,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.13817416e-13,0.00100000005,0,0
221,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
222,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.13865554e-13
223,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
224,0,1.40129846e-45,9.13913801e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0,1.40129846e-45,9.13945894e-13,0.00100000005,0,0,0,0
226,0,0,0,0,1.40129846e-45,9.1396194e-13,0.00100000005,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.13994032e-13,0.00100000005,0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,9.14042171e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
230,0,0,0,0,0,0,0,9.14074372e-13,0.00100000005,0,0,0,0,0,0
231,0,0,1.40129846e-45,9.14090418e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.1412251e-13,0.00100000005,0,0,0
233,0,0,0,0,0,1.40129846e-45,9.14138557e-13,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.14170649e-13,0.00100000005
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1.40129846e-45,9.14218896e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,1.40129846e-45,9.14250988e-13,0.00100000005,0,0,0,0,0
238,0,0,0,1.40129846e-45,9.14267034e-13,0.00100000005,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.14299127e-13,0.00100000005,0,0
240,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
241,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.14347374e-13
242,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
243,0,1.40129846e-45,9.14395512e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,1.40129846e-45,9.14427713e-13,0.00100000005,0,0,0,0
245,0,0,0,0,1.40129846e-45,9.14443759e-13,0.00100000005,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.14475852e-13,0.00100000005,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,9.14524099e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
249,0,0,0,0,0,0,0,9.14556191e-13,0.00100000005,0,0,0,0,0,0
250,0,0,1.40129846e-45,9.14572237e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.14604438e-13,0.00100000005,0,0,0
252,0,0,0,0,0,1.40129846e-45,9.14620484e-13,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.14652577e-13,0.00100000005
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,1.40129846e-45,9.14700824e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,1.40129846e-45,9.14732916e-13,0.00100000005,0,0,0,0,0
257,0,0,0,1.40129846e-45,9.14748962e-13,0.00100000005,0,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.14781163e-13,0.00100000005,0,0
259,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
260,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.1482941e-13
261,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
262,0,1.40129846e-45,9.14877549e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,1.40129846e-45,9.1490975e-13,0.00100000005,0,0,0,0
264,0,0,0,0,1.40129846e-45,9.14925796e-13,0.00100000005,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.14957888e-13,0.00100000005,0
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,9.15006135e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
268,0,0,0,0,0,0,0,9.15038336e-13,0.00100000005,0,0,0,0,0,0
269,0,0,1.40129846e-45,9.15054382e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.15086583e-13,0.00100000005,0,0,0
271,0,0,0,0,0,1.40129846e-45,9.15102629e-13,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.15134721e-13,0.00100000005
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,1.40129846e-45,9.15182968e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,1.40129846e-45,9.15215169e-13,0.00100000005,0,0,0,0,0
276,0,0,0,1.40129846e-45,9.15231215e-13,0.00100000005,0,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.15263416e-13,0.00100000005,0,0
278,0,0,0,0,0,0,1.40129846e-45,0,0,0,0,0,0,0,0
279,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.15311663e-13
280,0,0,0,0,0,0,0,0.00100000005,0,0,0,0,0,0,0
281,0,1.40129846e-45,9.1535991e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0,1.40129846e-45,9.15392003e-13,0.00100000005,0,0,0,0
283,0,0,0,0,1.40129846e-45,9.15408049e-13,0.00100000005,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.1544025e-13,0.00100000005,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,9.15488497e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45
287,0,0,0,0,0,0,0,9.15520697e-13,0.00100000005,0,0,0,0,0,0
288,0,0,1.40129846e-45,9.15536744e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.15568944e-13,0.00100000005,0,0,0
290,0,0,0,0,0,1.40129846e-45,9.15584991e-13,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,1.40129846e-45,9.15617191e-13,0.00100000005
292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1.40129846e-45,9.15665438e-13,0.00100000005,0,0,0,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,1.40129846e-45,9.15697639e-13,0.00100000005,0,0,0,0,0
295,0,0,0,1.40129846e-45,9.15713685e-13,0.00100000005,0,0,0,0,0,0,0,0,0
