package,key,analysis,problem,algorithm,mode,setting_kind,setting,n,states,tier,transfers,min_ms,median_ms,p05_ms,p95_ms,max_ms,samples,errored_pct,error,build_s,recorded_utc
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,2048,3,default,both,46.629688,47.5405325,47.28332695,48.47648435,48.678195,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,2048,3,default,none,45.78624782,46.530281,46.3763671,46.8498641,46.890317,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8192,3,default,both,49.21330512,50.4097105,49.50232445,50.959673,51.372087,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8192,3,default,none,48.1550328,49.3780315,48.4882341,49.93219515,49.941394,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,32768,3,default,both,91.56759479,92.640556,91.62478595,93.6252704,93.736466,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,32768,3,default,none,90.9227801,91.6422975,91.20056475,92.15174855,93.258528,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,131072,3,default,both,366.0912469,367.3158905,366.1322794,367.9836298,368.009239,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,131072,3,default,none,364.972563,365.902956,365.040279,368.9460084,405.620101,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,524288,3,default,both,1233.776427,1235.806489,1233.80625,1237.304069,1237.345674,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,524288,3,default,none,1224.171697,1228.709343,1224.193939,1232.43307,1233.989618,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,2097152,3,default,both,4694.713658,4699.321391,4694.983391,4699.941561,4700.042443,5,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,2097152,3,default,none,4672.948217,4673.710786,4673.009663,4693.749151,4698.412753,5,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8388608,3,default,both,18513.50343,18514.16193,18513.56928,18535.05743,18537.37915,3,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,classical-rk4,fixed,dt,0.0009765625,8388608,3,default,none,18336.6899,18370.82646,18340.10355,18401.61742,18405.03864,3,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8,3,default,both,20.06140514,20.642745,20.46938015,21.0480788,23.650581,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8,3,default,none,17.86998101,19.766825,19.6180911,19.97617755,20.165941,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32,3,default,both,20.25817707,20.5209945,20.28515605,20.72654695,20.805548,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32,3,default,none,18.1006121,19.6900755,19.3811379,19.8080976,19.816431,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,128,3,default,both,20.01482202,20.3488685,20.17754845,20.6409314,20.697673,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,128,3,default,none,18.14625994,19.618683,19.3327872,19.78274215,19.800947,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,512,3,default,both,20.23455314,20.4556115,20.327919,20.8082332,21.028105,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,512,3,default,none,18.08730792,19.710103,19.49677075,19.8242073,19.845854,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2048,3,default,both,20.22370696,20.468415,20.24617355,20.7312927,20.923073,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2048,3,default,none,19.51462985,19.724799,19.5892335,19.81727095,19.852192,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8192,3,default,both,20.27775906,20.5563805,20.3499571,20.75132075,20.978119,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8192,3,default,none,19.6336282,19.7726995,19.70710955,19.85608275,20.116093,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32768,3,default,both,20.34717193,20.453668,20.38977095,20.7562693,20.835201,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,32768,3,default,none,19.50376295,19.66338,19.5279006,19.8066523,19.856286,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,131072,3,default,both,26.12351603,27.4029005,26.4846471,28.5267734,28.657539,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,131072,3,default,none,23.03799987,25.2665175,23.16711925,25.53789345,25.909029,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,524288,3,default,both,93.96838513,95.433892,94.07284605,96.96666495,99.016004,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,524288,3,default,none,89.38039513,90.5553735,89.73640275,91.23015795,91.270931,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2097152,3,default,both,316.5468778,317.970797,316.6010377,321.4400935,322.856005,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,2097152,3,default,none,301.6144289,302.107617,301.6147494,302.5018057,302.534527,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8388608,3,default,both,1218.686546,1219.851074,1218.734363,1243.594607,1243.939316,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,euler,fixed,dt,0.0009765625,8388608,3,default,none,1145.709707,1146.387929,1145.749321,1146.781044,1146.847897,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,8,3,default,both,nan,556.6917675,554.3633182,570.7044135,578.696584,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,8,3,default,none,nan,569.457099,564.5931693,569.8698047,569.910707,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,32,3,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,32,3,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,128,3,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,128,3,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,512,3,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,512,3,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,2048,3,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,2048,3,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,8192,3,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,8192,3,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,32768,3,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,32768,3,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,131072,3,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,131072,3,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,524288,3,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,524288,3,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,2097152,3,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,2097152,3,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,8388608,3,default,both,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,kvaerno3,fixed,dt,0.0009765625,8388608,3,default,none,nan,nan,nan,nan,nan,0,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,8,3,default,both,137.37606,147.042392,146.0894985,150.1790866,150.734379,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,8,3,default,none,136.501235,145.803452,144.3537792,149.8665284,150.027169,10,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,32,3,default,both,136.9311879,138.7160615,137.0313237,141.0836153,145.576911,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,32,3,default,none,135.606664,137.307681,136.0307012,139.0214917,139.220244,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,128,3,default,both,136.5918301,139.418249,137.8823879,146.1392845,204.292023,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,128,3,default,none,138.3671109,140.884254,138.6867755,141.3586784,141.590506,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,512,3,default,both,139.5002892,140.821226,139.6958968,142.9168659,146.202744,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,512,3,default,none,138.012694,140.645593,138.0987279,141.1352232,141.286031,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,2048,3,default,both,144.0482829,157.133659,146.6672003,166.4830222,166.785639,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,2048,3,default,none,156.2896362,169.257404,158.0587982,172.7929806,173.721503,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,8192,3,default,both,189.1828959,193.420411,189.3063552,196.0982929,196.799105,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,8192,3,default,none,186.7721591,189.9343905,187.150905,191.8494402,192.394935,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,32768,3,default,both,308.8733759,313.8440475,309.174811,316.2636055,317.955812,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,32768,3,default,none,296.9019159,304.515921,296.9799594,315.8717142,318.361857,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,131072,3,default,both,756.0580669,757.4919475,756.5651836,760.9326236,778.434809,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,131072,3,default,none,754.6170871,756.5157355,754.7880528,757.953594,759.64106,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,524288,3,default,both,2635.214845,2641.244281,2638.201103,2646.853072,2652.605,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,524288,3,default,none,2633.053762,2635.201227,2633.241293,2638.342287,2646.625492,20,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,2097152,3,default,both,10069.61416,10074.91911,10070.14466,10096.47339,10098.86831,3,nan,nan,nan,2026-09-08T10:43:51Z
jax,linux_RTX-2060-SUPER,times,lorenz,tsit5,fixed,dt,0.0009765625,2097152,3,default,none,10051.39478,10053.4533,10051.60063,10069.83003,10071.64967,3,nan,nan,nan,2026-09-08T10:43:51Z
