framework,algorithm,phase,mode,tier,n,setting_kind,setting,golden_rmse,finite_trajectories,failed_trajectories,finals_path
julia,vern7,performance,adaptive,julia,524288,tol,1.0e-8,,524288,0,
julia,vern7,performance,fixed,fixed,2097152,dt,0.0009765625,,2097152,0,
julia,vern7,performance,adaptive,julia,2097152,tol,1.0e-8,,2097152,0,
julia,vern7,performance,fixed,fixed,8388608,dt,0.0009765625,,8388608,0,
julia,vern7,performance,adaptive,julia,8388608,tol,1.0e-8,,8388608,0,
julia,vern7,numerical,adaptive,julia,1024,tol,0.010000000000000002,0.2243002750265672,1024,0,finals/julia/vern7/adaptive_julia_tol_0p01.csv
julia,vern7,numerical,adaptive,julia,1024,tol,0.001,0.014756989685185927,1024,0,finals/julia/vern7/adaptive_julia_tol_0p001.csv
julia,vern7,numerical,adaptive,julia,1024,tol,0.0001,0.002171490381476325,1024,0,finals/julia/vern7/adaptive_julia_tol_0p0001.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-5,0.00019683887322343433,1024,0,finals/julia/vern7/adaptive_julia_tol_1em05.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-6,0.00025230701408402904,1024,0,finals/julia/vern7/adaptive_julia_tol_1em06.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0000000000000001e-7,0.0002647459191050467,1024,0,finals/julia/vern7/adaptive_julia_tol_1em07.csv
julia,vern7,numerical,adaptive,julia,1024,tol,1.0e-8,0.0003126561761130493,1024,0,finals/julia/vern7/adaptive_julia_tol_1em08.csv
julia,vern7,work_precision,fixed,fixed,131072,dt,0.0625,0.05093934568887335,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.03125,0.00018279480269081747,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.015625,0.0002291303341464684,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.0078125,0.0002764371541256435,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.00390625,0.00038911727830930054,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.001953125,0.0005277658782202551,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.0009765625,0.000768249526594518,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.00048828125,0.0011044618684210568,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.000244140625,0.001410003604340391,131072,0,
julia,vern7,work_precision,fixed,fixed,131072,dt,0.0001220703125,0.0022251261270668705,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,0.010000000000000002,0.22468130744010353,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,0.001,0.014644216007115346,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,0.0001,0.0021725864196689656,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0e-5,0.0001993934956838002,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0e-6,0.0002596979268289842,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0000000000000001e-7,0.0002631506266170812,131072,0,
julia,vern7,work_precision,adaptive,julia,131072,tol,1.0e-8,0.00029465566888486455,131072,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,8,dt,0.0009765625,,8,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,8,tol,1.0e-8,,8,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,32,dt,0.0009765625,,32,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,32,tol,1.0e-8,,32,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,128,dt,0.0009765625,,128,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,128,tol,1.0e-8,,128,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,512,dt,0.0009765625,,512,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,512,tol,1.0e-8,,512,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,2048,dt,0.0009765625,,2048,0,
julia,rosenbrock23_sciml,performance,adaptive,julia,2048,tol,1.0e-8,,2048,0,
julia,rosenbrock23_sciml,performance,fixed,fixed,8192,dt,0.0009765625,,8192,0,
