framework,algorithm,mode,tier,transfers,n,setting_kind,setting,samples,min_ms,p05_ms,median_ms,p95_ms,max_ms,golden_rmse,finite_trajectories,failed_trajectories
julia,tsit5,fixed,fixed,none,131072,dt,0.0001220703125,10,2333.815,2334.0656050000002,2334.8836499999998,2337.42609,2338.4088,0.0022311093521687948,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.000244140625,10,1167.2588,1167.419495,1168.28075,1169.38285,1169.6659,0.001418559844578914,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.00048828125,10,583.7735,583.77989,583.98945,585.00025,585.6397,0.0011197921305648212,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.0009765625,10,291.9322,292.05784000000006,292.3224,292.64630999999997,292.8012,0.0007775806787789185,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.001953125,10,145.5493,145.59277,146.38085,146.58094499999999,146.6187,0.0005352288392286113,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.00390625,20,73.1316,73.21738500000001,73.56005,73.75034500000001,73.8272,0.00040041680589290434,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.0078125,20,36.775,36.811195000000005,37.01735,37.330055,37.4166,0.0003002112649623285,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.015625,20,18.6801,18.682949999999998,18.798650000000002,19.077440000000003,19.2853,0.0003144711902231461,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.03125,20,9.373,9.549225,9.6363,9.71005,9.7642,0.009449795565224765,131072,0
julia,tsit5,fixed,fixed,none,131072,dt,0.0625,20,4.7945,4.83858,4.99845,5.230880000000001,5.5326,1.080155039057269,131072,0
julia,vern7,adaptive,julia,both,131072,tol,0.0001,20,50.7123,50.979915,51.30695,52.44508999999999,52.6387,0.0021725864196689656,131072,0
julia,vern7,adaptive,julia,both,131072,tol,0.001,20,40.6219,40.64698,41.26745,41.825355,41.8587,0.014644216007115346,131072,0
julia,vern7,adaptive,julia,both,131072,tol,0.010000000000000002,20,39.0131,39.084255000000006,39.47955,82.707935,83.8068,0.22468130744010353,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0000000000000001e-7,10,172.2822,172.32738,172.90545,174.12313,174.2152,0.0002631506266170812,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0e-5,20,64.4906,64.715465,64.97794999999999,66.12564499999999,66.1474,0.0001993934956838002,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0e-6,20,86.3399,86.63554,87.22195,87.845755,87.8468,0.0002596979268289842,131072,0
julia,vern7,adaptive,julia,both,131072,tol,1.0e-8,10,755.4736,756.2537649999999,764.4148,768.25612,768.3949,0.00029465566888486455,131072,0
julia,vern7,adaptive,julia,none,131072,tol,0.0001,20,46.0661,46.170315,46.2812,46.44922,46.6187,0.0021725864196689656,131072,0
julia,vern7,adaptive,julia,none,131072,tol,0.001,20,36.1424,36.14810000000001,36.45545,36.743010000000005,36.8363,0.014644216007115346,131072,0
julia,vern7,adaptive,julia,none,131072,tol,0.010000000000000002,20,34.1854,34.250855,34.421350000000004,34.55893,34.7001,0.22468130744010353,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0000000000000001e-7,10,167.131,167.16547000000003,167.80554999999998,168.47641,168.688,0.0002631506266170812,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0e-5,20,60.0737,60.093650000000004,60.3055,60.41845,60.5771,0.0001993934956838002,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0e-6,20,81.8537,81.87877999999999,82.10955000000001,82.450035,83.7978,0.0002596979268289842,131072,0
julia,vern7,adaptive,julia,none,131072,tol,1.0e-8,10,754.2799,754.95004,759.98505,762.3148649999999,762.6831,0.00029465566888486455,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.0001220703125,3,5674.3664,5675.024619999999,5680.9486,5682.44656,5682.613,0.0022251261270668705,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.000244140625,10,2839.1174,2839.213025,2840.9416499999998,2842.67781,2842.9137,0.001410003604340391,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.00048828125,10,1422.6577,1422.69334,1423.1306,1426.911085,1427.041,0.0011044618684210568,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.0009765625,10,714.2664,714.322785,714.8251,716.1141299999999,716.6031,0.000768249526594518,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.001953125,10,360.5624,360.64349000000004,361.04364999999996,361.539385,361.6477,0.0005277658782202551,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.00390625,10,183.1736,183.23597,183.55,184.090665,184.3023,0.00038911727830930054,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.0078125,20,94.5189,94.53315,94.97550000000001,96.06795500000001,96.0728,0.0002764371541256435,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.015625,20,49.981,50.12663500000001,50.543350000000004,77.75231500000001,80.9161,0.0002291303341464684,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.03125,20,27.7344,27.87918,28.2912,32.362440000000035,80.5605,0.00018279480269081747,131072,0
julia,vern7,fixed,fixed,both,131072,dt,0.0625,20,16.5751,16.62222,16.958849999999998,17.48939,17.9471,0.05093934568887335,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.0001220703125,3,5671.4129,5671.47263,5672.0102,5684.36351,5685.7361,0.0022251261270668705,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.000244140625,10,2834.722,2834.73712,2835.33115,2839.0986350000003,2839.1012,0.001410003604340391,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.00048828125,10,1417.8568,1417.89775,1418.25725,1420.9252099999999,1421.5355,0.0011044618684210568,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.0009765625,10,709.9003,709.90381,710.6975,710.906895,710.9073,0.000768249526594518,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.001953125,10,355.6729,355.74602500000003,356.09205,356.86577,356.9591,0.0005277658782202551,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.00390625,10,178.6561,178.67918500000002,178.87385,179.087915,179.1281,0.00038911727830930054,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.0078125,20,90.1682,90.209905,90.31604999999999,90.471555,90.6094,0.0002764371541256435,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.015625,20,45.747,45.74966,45.820800000000006,45.98693,46.0749,0.0002291303341464684,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.03125,20,23.3971,23.39976,23.525,24.428285,24.4736,0.00018279480269081747,131072,0
julia,vern7,fixed,fixed,none,131072,dt,0.0625,20,12.1357,12.136365,12.2316,12.4185,12.6332,0.05093934568887335,131072,0
