tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,naccept,nreject,converged
0.01,28,2.25018001,-3.58211684,-2.13470292,-0.780623496,-1.30354941,0.453925103,5.42730522,-2.48612475,2.12726951,3.16428804,5.75521851,-1.83305371,-0.842150211,1.15825868,6.57275915,1.4270345,0.0892583057,3.04872727,4.95575523,2.52296805,1.95049834,3.22666454,3.87340593,3.39212465,2.94358945,2.52881575,1.68519616,1.0067786,0.905540347,1.19646275,2.09355378,3.78965116,12,0,1
0.01,29,2.24988317,-3.58232069,-2.13451266,-0.780706108,-1.30351043,0.45402953,5.42734385,-2.48615479,2.12737226,3.16469479,5.75512695,-1.83338034,-0.841970205,1.15831161,6.57292747,1.42696953,0.0892475322,3.04882932,4.95594454,2.52296495,1.95051587,3.22678328,3.87354302,3.39218545,2.94361115,2.52882361,1.68519032,1.00679553,0.905592442,1.19655323,2.09371686,3.78981304,12,0,1
0.01,30,2.24958372,-3.58249807,-2.13432765,-0.780769587,-1.30349278,0.454233855,5.42724276,-2.48633075,2.12747288,3.16523767,5.75498915,-1.83387125,-0.841703773,1.1584264,6.57309008,1.42683876,0.0892594457,3.0489502,4.95614433,2.52293444,1.95052254,3.22691441,3.87369823,3.39223242,2.94361305,2.52883697,1.68519914,1.00681734,0.905651689,1.19665539,2.09389496,3.78998399,12,0,1
0.01,31,2.24935794,-3.58261371,-2.13420725,-0.780743718,-1.30352676,0.454535455,5.42678452,-2.4867785,2.12752795,3.16583657,5.75483894,-1.83458078,-0.841424346,1.15846241,6.57326889,1.42675924,0.0892152786,3.04904056,4.95635939,2.52294302,1.95052481,3.22702432,3.87384748,3.39230561,2.94362473,2.52882624,1.68519795,1.00685596,0.90571177,1.19674551,2.09405041,3.79014945,12,0,1
0.01,32,2.24901819,-3.58285761,-2.13398123,-0.780876875,-1.30347788,0.454617739,5.42700005,-2.48670578,2.12766576,3.16625309,5.75475216,-1.83484375,-0.84123373,1.15857208,6.57342577,1.42664897,0.0892390832,3.0491631,4.95654869,2.52291083,1.95053327,3.22715402,3.8740015,3.39235449,2.94362807,2.52884221,1.68520641,1.00687015,0.905761898,1.19683981,2.09422541,3.79031873,12,0,1
0.01,33,2.24875402,-3.58300781,-2.13382983,-0.780889809,-1.30347955,0.454843104,5.42670679,-2.48700333,2.12772107,3.1667583,5.75462675,-1.83539724,-0.840983272,1.15862465,6.57360268,1.42657626,0.0892013088,3.04924536,4.95674801,2.52294421,1.95055497,3.22725773,3.8741231,3.39242125,2.94366097,2.52884865,1.68519223,1.00688565,0.905813634,1.19693148,2.09439039,3.7904892,12,0,1
0.01,34,2.24839735,-3.58328056,-2.13356709,-0.781058967,-1.30338538,0.454843163,5.42710304,-2.48675561,2.12785792,3.16707873,5.75456047,-1.835495,-0.840828359,1.15873599,6.57375336,1.42647398,0.0892346129,3.04937029,4.95692968,2.52290392,1.95056272,3.22738767,3.87428617,3.39248395,2.94365788,2.52883911,1.68519759,1.00692332,0.905884743,1.19703197,2.09456396,3.79065108,12,0,1
0.01,35,2.24810314,-3.58348894,-2.13337564,-0.781139612,-1.30334163,0.454976231,5.42712212,-2.48681736,2.12797332,3.16755581,5.75443459,-1.83587456,-0.840606809,1.15881979,6.57392025,1.42636752,0.089230895,3.04948068,4.95713472,2.52288675,1.95056581,3.2275064,3.87443209,3.39254212,2.94367313,2.52885032,1.68519926,1.0069406,0.905932724,1.19711912,2.09472466,3.79081368,12,0,1
0.01,36,2.2478981,-3.58352637,-2.13327765,-0.781026065,-1.30336666,0.455464333,5.42624044,-2.48761082,2.1280303,3.16836214,5.75416803,-1.8368212,-0.840289772,1.15880525,6.57411194,1.4263196,0.08915402,3.04955649,4.95735693,2.52290988,1.95056927,3.22761536,3.87457538,3.3926053,2.94368792,2.52885628,1.68519604,1.00696015,0.905983806,1.19721651,2.09489655,3.79099464,12,0,1
0.01,37,2.24754906,-3.58382082,-2.13305998,-0.781214714,-1.30337334,0.45538193,5.42674589,-2.48728371,2.12812281,3.16855597,5.75422525,-1.83694518,-0.840112865,1.15896666,6.57425785,1.42617476,0.0892094821,3.04969907,4.95753717,2.52285171,1.95057416,3.22775292,3.87474322,3.39265919,2.94368196,2.52886152,1.68520844,1.00698471,0.906037331,1.19730473,2.09505892,3.79115248,12,0,1
0.01,38,2.24722362,-3.58403397,-2.13283634,-0.781324148,-1.30330527,0.455506265,5.42686319,-2.4872787,2.1282475,3.16900063,5.75410509,-1.8372432,-0.839908123,1.15905499,6.57441998,1.42608416,0.0892065614,3.04979944,4.95773029,2.52285028,1.95059025,3.22787118,3.87488341,3.39272022,2.94369793,2.52886152,1.68520474,1.00701523,0.906107605,1.19741225,2.09524131,3.79132199,12,0,1
0.01,39,2.24688435,-3.58430934,-2.13254094,-0.781452477,-1.30312598,0.455469459,5.42728186,-2.48702073,2.12843084,3.16934586,5.75397873,-1.83727443,-0.839794457,1.15909314,6.57458878,1.42602825,0.0892089903,3.04990125,4.95791864,2.52284765,1.9506005,3.22798347,3.87502861,3.39278626,2.94370508,2.52886271,1.6852169,1.00704312,0.906154633,1.19748795,2.0953896,3.79147196,13,0,1
0.01,40,2.24662971,-3.58442092,-2.13246131,-0.781458855,-1.30327356,0.455825806,5.42673397,-2.4875412,2.12842345,3.16993713,5.75389576,-1.83811057,-0.839446902,1.15923512,6.57475042,1.42588329,0.0892120078,3.05002761,4.95811939,2.5228138,1.9506048,3.22811151,3.87518477,3.39284945,2.94371486,2.52885866,1.68520713,1.00707054,0.906218469,1.19759476,2.0955739,3.79166055,12,0,1
0.01,41,2.24639845,-3.58456826,-2.13233685,-0.78145957,-1.30328369,0.456084192,5.42641783,-2.4878788,2.12851977,3.17053628,5.75373316,-1.83874297,-0.839190662,1.15926802,6.57492971,1.42579579,0.0891643614,3.05010724,4.95834017,2.52283931,1.95060849,3.22821259,3.87531543,3.39291167,2.94374156,2.52887344,1.68520403,1.0070833,0.906263947,1.1976763,2.09571958,3.79181314,12,0,1
0.01,42,2.24608231,-3.58477783,-2.1321373,-0.781558156,-1.3032558,0.456192076,5.42649126,-2.48790097,2.12861586,3.17094588,5.753654,-1.83906734,-0.838977993,1.15938163,6.5750885,1.42569005,0.0891901925,3.05023623,4.95852041,2.52279949,1.95062447,3.22835255,3.87547541,3.39296055,2.94373965,2.52888036,1.68521202,1.00710607,0.906318963,1.19777429,2.09589601,3.79198456,12,0,1
0.01,43,2.24571609,-3.58507085,-2.13184476,-0.781729698,-1.30309391,0.456172526,5.42690516,-2.48761034,2.12875414,3.17125416,5.75354528,-1.8390727,-0.838829637,1.15947604,6.57524538,1.42560196,0.0891981572,3.05033708,4.95870924,2.52279019,1.9506315,3.22846341,3.87562037,3.39302993,2.94375396,2.52887917,1.68520963,1.0071305,0.906379759,1.19786835,2.09606743,3.79214764,12,0,1
0.01,44,2.24546981,-3.58518863,-2.1317389,-0.781725764,-1.30319178,0.456445962,5.42652512,-2.48801017,2.12880325,3.17181063,5.75345421,-1.83981478,-0.838544309,1.1595428,6.57542181,1.42549431,0.0891713649,3.05043983,4.95891714,2.52279115,1.9506526,3.22859621,3.87575555,3.39306521,2.94377136,2.52890539,1.68521118,1.00714517,0.9064309,1.19796312,2.09623384,3.79231834,12,0,1
0.01,45,2.24519587,-3.5853548,-2.13156891,-0.781760573,-1.30318153,0.456697434,5.42630291,-2.48829389,2.12889671,3.17237759,5.75331259,-1.84036386,-0.838288069,1.15962839,6.57558584,1.42540622,0.0891804919,3.05056429,4.9591074,2.52275801,1.95065773,3.22872019,3.87591648,3.3931334,2.94377232,2.52889776,1.68521583,1.00717628,0.906485438,1.19805264,2.0963974,3.79248881,12,0,1
0.01,46,2.24490976,-3.5855515,-2.13139296,-0.781848669,-1.30315125,0.456761986,5.42640924,-2.48826194,2.12898898,3.17274261,5.75323772,-1.84067619,-0.838091314,1.15969753,6.57575321,1.42530942,0.0891619101,3.05065751,4.95931339,2.52275896,1.95066607,3.2288394,3.87606144,3.393188,2.94378114,2.5289073,1.68522584,1.00720942,0.906549513,1.19814909,2.09655738,3.79263759,12,0,1
0.01,47,2.24456263,-3.58579254,-2.13114452,-0.781971276,-1.30306578,0.456891954,5.42654228,-2.4882493,2.12912703,3.17321849,5.75310135,-1.84094799,-0.837884486,1.15980875,6.575912,1.42519677,0.0891781151,3.050771,4.95950508,2.5227387,1.950665,3.22894788,3.87621617,3.39326978,2.94379354,2.52889204,1.68521714,1.00723565,0.906609058,1.19824648,2.09673691,3.79281497,12,0,1
0.01,48,2.24422169,-3.58605003,-2.13085866,-0.782085955,-1.30291796,0.456917614,5.42684364,-2.48810005,2.1292994,3.17362785,5.75295973,-1.84108377,-0.837730825,1.1598717,6.57607889,1.42511022,0.0891942382,3.05089283,4.9596982,2.52270532,1.95067322,3.22907972,3.87637091,3.39331603,2.9437952,2.52891231,1.68523204,1.00724685,0.906648636,1.19832778,2.09689903,3.79297853,13,0,1
0.01,49,2.24396586,-3.58618164,-2.13076591,-0.7821123,-1.30302227,0.457192838,5.42645645,-2.48846507,2.12930989,3.17413378,5.75288963,-1.8417778,-0.837441862,1.15996289,6.57624388,1.42501307,0.0891619772,3.05097961,4.9598999,2.5227232,1.95068753,3.22919106,3.87650657,3.39337754,2.94381475,2.52891564,1.68522418,1.00727022,0.906711161,1.19843125,2.09707355,3.7931509,12,0,1
0.01,50,2.24369073,-3.5863471,-2.13060975,-0.782153189,-1.30303788,0.45739764,5.42627859,-2.48869848,2.12938428,3.17463255,5.75278378,-1.84231389,-0.837187886,1.16004264,6.57641268,1.42490709,0.089148052,3.05108452,4.96010828,2.52271414,1.95068967,3.22930741,3.87665677,3.39344525,2.94383025,2.52891445,1.68521559,1.00729311,0.906769574,1.19852746,2.09724236,3.79332209,12,0,1
0.01,51,2.24342799,-3.58652687,-2.13045788,-0.782197952,-1.30303323,0.457578272,5.42615223,-2.48888183,2.12949347,3.17514586,5.75266075,-1.8428005,-0.836977005,1.16008985,6.57658577,1.42483401,0.0891353786,3.05119085,4.96030474,2.52270937,1.95070159,3.22942185,3.87679458,3.39350843,2.9438498,2.52891707,1.68521392,1.00732064,0.906826317,1.19861531,2.09739614,3.7934773,12,0,1
0.01,52,2.24312425,-3.58672714,-2.13026261,-0.78228271,-1.3029989,0.457683325,5.42619276,-2.48890615,2.12956119,3.17553473,5.75257778,-1.8431524,-0.836740732,1.16019547,6.57674789,1.42471433,0.0891299993,3.05129194,4.96051025,2.52269936,1.95070148,3.22953629,3.87694788,3.39357567,2.94385767,2.52891874,1.68521619,1.00734365,0.906880856,1.1987102,2.0975647,3.79364085,12,0,1
0.01,53,2.24285245,-3.5868783,-2.13010669,-0.782301068,-1.303002,0.457944214,5.42589855,-2.4892354,2.12964797,3.17611456,5.75242758,-1.84372938,-0.836488724,1.16026211,6.57691956,1.42463255,0.0891183168,3.05139947,4.9607029,2.52270198,1.95072424,3.22965789,3.87707901,3.39362741,2.94388318,2.52893305,1.6852057,1.00735879,0.906938672,1.19880807,2.09773564,3.79381275,12,0,1
0.01,54,2.2425251,-3.58712339,-2.12988043,-0.782425046,-1.30294383,0.458017468,5.42610264,-2.48915267,2.12977767,3.17651677,5.75233746,-1.84399354,-0.836301088,1.16035688,6.57707882,1.42452693,0.0891279057,3.0515132,4.96089983,2.52267003,1.95072615,3.2297864,3.87724137,3.39368057,2.94387507,2.52893877,1.68522573,1.00738943,0.906989217,1.19889438,2.09789944,3.79397726,12,0,1
0.01,55,2.24217439,-3.5873723,-2.12960863,-0.782566249,-1.30279827,0.458082139,5.42636967,-2.48901296,2.12995172,3.1769619,5.75217438,-1.84412992,-0.836143017,1.1604228,6.57724047,1.4244709,0.0891431347,3.05163097,4.96106911,2.5226438,1.95075738,3.22992229,3.87738228,3.39373302,2.94389224,2.52894092,1.68521345,1.00740826,0.907053888,1.19899547,2.09807587,3.79413891,13,0,1
0.01,56,2.24191999,-3.58754015,-2.12947512,-0.782603025,-1.3028295,0.458282441,5.42619658,-2.48923278,2.13000822,3.17744279,5.75208378,-1.84468281,-0.835873485,1.1605196,6.57740688,1.42434371,0.0891223997,3.05172753,4.96128988,2.52264071,1.95074368,3.23002768,3.87754107,3.39380741,2.94389582,2.52893567,1.68522322,1.00744522,0.907112658,1.19908619,2.09823346,3.79430056,12,0,1
0.01,57,2.24159169,-3.58775949,-2.12922907,-0.782707512,-1.3027395,0.45837912,5.42632151,-2.48921418,2.13013363,3.1778605,5.75196695,-1.84492362,-0.835694969,1.16059756,6.57756948,1.42425036,0.0891334862,3.05184221,4.961483,2.52261877,1.95075047,3.23015046,3.87769127,3.39386129,2.94390464,2.52895379,1.68523455,1.00745964,0.907158434,1.19917679,2.09840703,3.7944746,13,0,1
0.01,58,2.2412982,-3.58794665,-2.12905765,-0.782771468,-1.30273378,0.458570629,5.42620134,-2.48938346,2.13021827,3.17837024,5.75184298,-1.84540439,-0.835442841,1.16069984,6.57773304,1.42414975,0.0891389549,3.05195618,4.96166992,2.52261019,1.95077646,3.23027658,3.87782454,3.39391375,2.94392419,2.52895951,1.68522584,1.00748193,0.90721786,1.19927371,2.09857726,3.79464197,12,0,1
0.01,59,2.24108863,-3.58802891,-2.12899113,-0.782710612,-1.30285847,0.458896667,5.42559767,-2.4899509,2.13022447,3.17895103,5.75174665,-1.84627604,-0.835125744,1.16075015,6.5779171,1.42404079,0.0890883952,3.05204844,4.9618988,2.52260828,1.95075822,3.2303853,3.87799382,3.39398742,2.9439168,2.52895093,1.68523848,1.00751483,0.907268286,1.19936204,2.09873199,3.79480743,12,0,1
0.01,60,2.24070787,-3.58832407,-2.12869644,-0.7829054,-1.30270207,0.458895206,5.42608261,-2.48964334,2.13041472,3.17932725,5.75161791,-1.84628832,-0.834991217,1.16084719,6.5780673,1.42396092,0.0891177952,3.05216575,4.96207285,2.52257824,1.95077741,3.23051357,3.87813973,3.39404607,2.94393349,2.52895427,1.68522668,1.00753033,0.907330811,1.19946373,2.09891343,3.7949729,12,0,1
0.01,61,2.24036288,-3.58856821,-2.12840223,-0.782995582,-1.30254996,0.458783895,5.4265666,-2.48937988,2.13062739,3.17962813,5.75153589,-1.84633303,-0.834907711,1.16085935,6.57825136,1.42391503,0.0891281739,3.05228424,4.96225071,2.52256989,1.95080793,3.23064208,3.87827396,3.39409447,2.94395018,2.52896976,1.68523252,1.00755012,0.907380283,1.19954836,2.09907007,3.79512334,13,0,1
0.01,62,2.24016237,-3.58867168,-2.12838626,-0.782999456,-1.30273032,0.459235013,5.42584324,-2.48999262,2.13056445,3.18024206,5.75144672,-1.84725988,-0.834526479,1.16100335,6.57840967,1.42376924,0.0890913457,3.05236959,4.96246624,2.52258086,1.95081162,3.23075509,3.87841654,3.39415097,2.9439621,2.52898097,1.68523896,1.00757337,0.90743202,1.19964111,2.09923387,3.79529834,12,0,1
0.01,63,2.23989868,-3.58881378,-2.12824154,-0.783014774,-1.30275309,0.459493548,5.42553806,-2.49033165,2.13062716,3.18079615,5.75131559,-1.84788275,-0.834245443,1.16108179,6.57857847,1.42366099,0.0890741274,3.05247283,4.96267748,2.52257705,1.95081568,3.23087049,3.87856174,3.39421439,2.94397902,2.52898335,1.68523252,1.00759912,0.907494187,1.19974029,2.09940314,3.79546833,12,0,1
0.01,64,2.2395587,-3.58905292,-2.12800217,-0.783128798,-1.30270767,0.459584504,5.42564487,-2.49030471,2.13071585,3.18118405,5.75122738,-1.84818935,-0.834040284,1.16116107,6.57874012,1.4235872,0.0890613645,3.05256772,4.96286678,2.52258205,1.95083153,3.23098564,3.87870312,3.39427376,2.94398761,2.52898884,1.68523967,1.00762117,0.907541156,1.19982708,2.09957528,3.79564643,12,0,1
