tol,traj,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,naccept,nreject,converged
0.01,46,4.69228792,4.09732485,-2.50066066,-2.5,4.69829464,3.62385011,4.70349312,-2.5,-2.50066042,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,47,4.6929822,4.09930754,-2.50065923,-2.5,4.69897127,3.62385011,4.70420265,-2.5,-2.50065899,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,48,4.69579506,4.10637379,-2.50070333,-2.5,4.70150995,3.62385011,4.71179676,-2.5,-2.50070357,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,49,4.69904232,4.12190676,-2.5011189,-2.5,4.70417786,3.62385011,4.72743559,-2.5,-2.5011189,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,50,4.69277382,4.10301781,-2.50064969,-2.5,4.69883347,3.62385011,4.70193195,-2.5,-2.50064969,3.62385011,0,3.62385011,-2.5,-2.5,7,3,0
0.01,51,4.69558382,4.10697508,-2.50065231,-2.5,4.70151901,3.62385011,4.70661926,-2.5,-2.50065231,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,52,4.69850492,4.11433554,-2.50070024,-2.5,4.70415115,3.62385011,4.71459627,-2.5,-2.50070024,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,53,4.69696093,4.11092138,-2.50064921,-2.5,4.70286226,3.62385011,4.70800972,-2.5,-2.50064921,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,54,4.70220947,4.13071585,-2.50107408,-2.5,4.70730686,3.62385011,4.72967958,-2.5,-2.50107408,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,55,4.7029314,4.13310242,-2.50109363,-2.5,4.70799828,3.62385011,4.73077583,-2.5,-2.50109386,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,56,4.70111847,4.12196255,-2.50069189,-2.5,4.70671272,3.62385011,4.71698809,-2.5,-2.50069213,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,57,4.70423126,4.13685131,-2.50108624,-2.5,4.70927429,3.62385011,4.73190784,-2.5,-2.50108624,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,58,4.7002492,4.12056017,-2.50064087,-2.5,4.70607948,3.62385011,4.71111822,-2.5,-2.50064063,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,59,4.7030344,4.12752819,-2.50068355,-2.5,4.70859623,3.62385011,4.7185936,-2.5,-2.50068355,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,60,4.70164442,4.12453461,-2.50063801,-2.5,4.70744038,3.62385011,4.71255302,-2.5,-2.50063801,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,61,4.70130253,4.12524319,-2.50063276,-2.5,4.70715094,3.62385011,4.71102667,-2.5,-2.50063276,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,62,4.70504475,4.13342428,-2.50068021,-2.5,4.71055937,3.62385011,4.72060108,-2.5,-2.50068021,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,63,4.70478296,4.13260317,-2.50064659,-2.5,4.71041679,3.62385011,4.71773195,-2.5,-2.50064659,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,64,4.70878792,4.1500535,-2.50106382,-2.5,4.71374655,3.62385011,4.73595047,-2.5,-2.50106382,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,65,4.70944452,4.1519804,-2.50106239,-2.5,4.71438885,3.62385011,4.7365694,-2.5,-2.50106239,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,66,4.70769644,4.14118671,-2.50067401,-2.5,4.71315241,3.62385011,4.72315788,-2.5,-2.50067377,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,67,4.70626736,4.13805914,-2.50062633,-2.5,4.7119627,3.62385011,4.7169528,-2.5,-2.50062633,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,68,4.70900536,4.14501095,-2.50067019,-2.5,4.7144351,3.62385011,4.72436571,-2.5,-2.50066996,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,69,4.70963669,4.14683962,-2.50066686,-2.5,4.7150569,3.62385011,4.72486925,-2.5,-2.50066686,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,70,4.7127142,4.16150761,-2.50105095,-2.5,4.71759462,3.62385011,4.73955917,-2.5,-2.50105095,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,71,4.71098614,4.15080643,-2.50066519,-2.5,4.71637344,3.62385011,4.72625113,-2.5,-2.50066519,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,72,4.71401834,4.16530085,-2.5010457,-2.5,4.71887398,3.62385011,4.74073505,-2.5,-2.50104547,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,73,4.71344233,4.15963125,-2.50076532,-2.5,4.71858215,3.62385011,4.73323631,-2.5,-2.50076532,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,74,4.71527958,4.16878462,-2.50102568,-2.5,4.72012186,3.62385011,4.74159145,-2.5,-2.50102568,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,75,4.71144295,4.15336084,-2.5006125,-2.5,4.71703291,3.62385011,4.72172785,-2.5,-2.5006125,3.62385011,0,3.62385011,-2.5,-2.5,7,3,0
0.01,76,4.71225929,4.15552235,-2.50061154,-2.5,4.71782255,3.62385011,4.72272873,-2.5,-2.50061178,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,77,4.71291924,4.15745354,-2.50061011,-2.5,4.71846819,3.62385011,4.72335529,-2.5,-2.50061011,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,78,4.71556091,4.16416216,-2.50065112,-2.5,4.72085714,3.62385011,4.73044634,-2.5,-2.50065112,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,79,4.7185955,4.17864895,-2.50102997,-2.5,4.72336149,3.62385011,4.74492836,-2.5,-2.50102997,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,80,4.71491671,4.16327667,-2.50060534,-2.5,4.72042179,3.62385011,4.72528315,-2.5,-2.50060534,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,81,4.71858835,4.17443705,-2.500736,-2.5,4.72364378,3.62385011,4.73752975,-2.5,-2.500736,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,82,4.71722984,4.16904593,-2.50061297,-2.5,4.72260714,3.62385011,4.72932434,-2.5,-2.50061297,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,83,4.71885777,4.17380762,-2.50064254,-2.5,4.7240839,3.62385011,4.7335701,-2.5,-2.50064254,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,84,4.71759701,4.17106581,-2.50059891,-2.5,4.72304201,3.62385011,4.72789335,-2.5,-2.50059891,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,85,4.72020006,4.17775059,-2.50064063,-2.5,4.72539473,3.62385011,4.73492289,-2.5,-2.50064039,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,86,4.72079086,4.17943668,-2.50063539,-2.5,4.72598267,3.62385011,4.73525286,-2.5,-2.50063539,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,87,4.72379208,4.19366169,-2.50100088,-2.5,4.7284646,3.62385011,4.74947023,-2.5,-2.50100112,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,88,4.72444248,4.19555283,-2.50099802,-2.5,4.72910357,3.62385011,4.75005198,-2.5,-2.50099778,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,89,4.72281265,4.18537569,-2.50063252,-2.5,4.72795582,3.62385011,4.73731232,-2.5,-2.50063252,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,90,4.72161341,4.18274307,-2.50058937,-2.5,4.72696877,3.62385011,4.73179913,-2.5,-2.50058961,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,91,4.72646809,4.20172882,-2.50101256,-2.5,4.73107433,3.62385011,4.75231981,-2.5,-2.50101256,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,92,4.72481346,4.19124603,-2.50062871,-2.5,4.72991085,3.62385011,4.73928738,-2.5,-2.50062871,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,93,4.72777176,4.20551872,-2.50100708,-2.5,4.73235321,3.62385011,4.75349283,-2.5,-2.50100708,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,94,4.72834492,4.20685196,-2.50097823,-2.5,4.73293495,3.62385011,4.75349903,-2.5,-2.50097799,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,95,4.72674942,4.19688702,-2.50062156,-2.5,4.73181248,3.62385011,4.74098444,-2.5,-2.50062156,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,96,4.72742271,4.19886589,-2.5006206,-2.5,4.73246956,3.62385011,4.7416687,-2.5,-2.50062037,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,97,4.72807455,4.20076942,-2.50061846,-2.5,4.733109,3.62385011,4.74226236,-2.5,-2.50061846,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,98,4.73103952,4.2150507,-2.50099587,-2.5,4.73555756,3.62385011,4.75648546,-2.5,-2.50099587,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,99,4.72939157,4.20462275,-2.50061512,-2.5,4.73439837,3.62385011,4.74350595,-2.5,-2.50061512,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,100,4.72818804,4.20202732,-2.50057316,-2.5,4.73340464,3.62385011,4.73802233,-2.5,-2.50057316,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,101,4.72891855,4.20406818,-2.50057173,-2.5,4.73411512,3.62385011,4.73882294,-2.5,-2.50057173,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,102,4.73356581,4.22204208,-2.50095749,-2.5,4.73805714,3.62385011,4.75822353,-2.5,-2.50095749,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,103,4.73424768,4.22415352,-2.50096464,-2.5,4.73871851,3.62385011,4.75903416,-2.5,-2.50096488,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,104,4.73482704,4.22553492,-2.50093865,-2.5,4.73930454,3.62385011,4.75908804,-2.5,-2.50093865,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,105,4.73561096,4.22837162,-2.50097942,-2.5,4.74004173,3.62385011,4.7606492,-2.5,-2.50097919,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,106,4.73404455,4.21826887,-2.50060558,-2.5,4.73894835,3.62385011,4.74805164,-2.5,-2.50060558,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,107,4.73282814,4.21558475,-2.50056195,-2.5,4.73794508,3.62385011,4.74247122,-2.5,-2.50056195,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,108,4.73526955,4.22179556,-2.50059748,-2.5,4.74016094,3.62385011,4.74889851,-2.5,-2.50059748,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,109,4.73605728,4.22418404,-2.50060248,-2.5,4.74091387,3.62385011,4.75008106,-2.5,-2.50060248,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,110,4.73667526,4.22596407,-2.50059843,-2.5,4.7415247,3.62385011,4.750525,-2.5,-2.50059843,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,111,4.73736382,4.22800064,-2.50059843,-2.5,4.74219465,3.62385011,4.75127983,-2.5,-2.50059843,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,112,4.73724365,4.22750378,-2.50056791,-2.5,4.74217606,3.62385011,4.74885416,-2.5,-2.50056791,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,113,4.74080753,4.24340343,-2.50095105,-2.5,4.74514627,3.62385011,4.76520967,-2.5,-2.50095105,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,114,4.74143744,4.24513388,-2.5009408,-2.5,4.7457695,3.62385011,4.76562643,-2.5,-2.5009408,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,115,4.73994017,4.23550224,-2.50058866,-2.5,4.74472618,3.62385011,4.7535181,-2.5,-2.50058866,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,116,4.74271059,4.24871111,-2.5009253,-2.5,4.74702644,3.62385011,4.76657915,-2.5,-2.5009253,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,117,4.74060535,4.23732662,-2.50056124,-2.5,4.74546051,3.62385011,4.75221109,-2.5,-2.50056124,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,118,4.74016428,4.23696327,-2.50054455,-2.5,4.74512148,3.62385011,4.749578,-2.5,-2.50054479,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,119,4.74079657,4.23885155,-2.50054288,-2.5,4.74574232,3.62385011,4.75013733,-2.5,-2.50054288,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,120,4.74424076,4.24958658,-2.50067163,-2.5,4.74876642,3.62385011,4.76176214,-2.5,-2.50067163,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,121,4.74213457,4.24274588,-2.50053978,-2.5,4.74705076,3.62385011,4.751441,-2.5,-2.50054002,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,122,4.74383974,4.24681044,-2.50055146,-2.5,4.74863434,3.62385011,4.75512171,-2.5,-2.50055146,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,123,4.74454308,4.2488575,-2.50055099,-2.5,4.7493186,3.62385011,4.75590181,-2.5,-2.50055099,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,124,4.74588299,4.25291157,-2.50057435,-2.5,4.75054455,3.62385011,4.75919724,-2.5,-2.50057459,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,125,4.74656296,4.25492001,-2.50057387,-2.5,4.75120687,3.62385011,4.75991678,-2.5,-2.50057411,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,126,4.74708462,4.25636196,-2.50056553,-2.5,4.75173759,3.62385011,4.75994921,-2.5,-2.50056553,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,127,4.7478714,4.25874472,-2.5005703,-2.5,4.75249004,3.62385011,4.76112556,-2.5,-2.5005703,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,128,4.75056171,4.271667,-2.50090265,-2.5,4.75472498,3.62385011,4.77384043,-2.5,-2.50090265,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,129,4.75129557,4.27416325,-2.5009284,-2.5,4.75542545,3.62385011,4.77504635,-2.5,-2.5009284,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,130,4.74981642,4.26441813,-2.50056362,-2.5,4.7543993,3.62385011,4.76286077,-2.5,-2.50056362,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,131,4.75256968,4.27773571,-2.50091243,-2.5,4.75668335,3.62385011,4.77599478,-2.5,-2.50091243,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,132,4.75048351,4.26624727,-2.50053644,-2.5,4.75513506,3.62385011,4.76155901,-2.5,-2.50053644,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,133,4.75183392,4.2703557,-2.500561,-2.5,4.75636959,3.62385011,4.76491594,-2.5,-2.500561,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,134,4.75246668,4.27219152,-2.5005579,-2.5,4.75699282,3.62385011,4.76542711,-2.5,-2.5005579,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,135,4.75314379,4.27418756,-2.50055718,-2.5,4.75765324,3.62385011,4.76613283,-2.5,-2.50055718,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,136,4.75577736,4.28684187,-2.50088167,-2.5,4.7598443,3.62385011,4.77854729,-2.5,-2.50088167,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,137,4.7527442,4.27375317,-2.50051475,-2.5,4.75743484,3.62385011,4.7616334,-2.5,-2.50051475,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,138,4.75714827,4.29112577,-2.50089931,-2.5,4.76117373,3.62385011,4.78022957,-2.5,-2.50089931,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,139,4.75575686,4.28182507,-2.50054955,-2.5,4.76021576,3.62385011,4.76853561,-2.5,-2.50054955,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,140,4.75835466,4.29421902,-2.50086117,-2.5,4.76238155,3.62385011,4.78068256,-2.5,-2.50086117,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,141,4.75798178,4.28971577,-2.50062895,-2.5,4.76224136,3.62385011,4.77443266,-2.5,-2.50062895,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,142,4.75771523,4.28754854,-2.50054383,-2.5,4.76213694,3.62385011,4.77033186,-2.5,-2.50054383,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,143,4.75836849,4.28946114,-2.50054193,-2.5,4.76277733,3.62385011,4.77093506,-2.5,-2.50054193,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,144,4.75767708,4.28781462,-2.50050592,-2.5,4.76224422,3.62385011,4.76685238,-2.5,-2.50050592,3.62385011,0,3.62385011,-2.5,-2.5,7,3,0
0.01,145,4.76055098,4.29710817,-2.5006144,-2.5,4.76477003,3.62385011,4.77656603,-2.5,-2.5006144,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,146,4.76235867,4.30627441,-2.5008769,-2.5,4.76628923,3.62385011,4.78490829,-2.5,-2.50087714,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,147,4.75983095,4.29394674,-2.50050306,-2.5,4.76433992,3.62385011,4.76922846,-2.5,-2.50050306,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,148,4.76169205,4.29922104,-2.50053549,-2.5,4.7660284,3.62385011,4.77419519,-2.5,-2.50053549,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
0.01,149,4.76424789,4.31148195,-2.50084662,-2.5,4.76815987,3.62385011,4.78617573,-2.5,-2.50084662,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,150,4.76496696,4.31387329,-2.50086713,-2.5,4.76884937,3.62385011,4.78727341,-2.5,-2.50086713,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,151,4.76246214,4.30166101,-2.50049663,-2.5,4.76691771,3.62385011,4.77172136,-2.5,-2.50049663,3.62385011,0,3.62385011,-2.5,-2.5,6,3,0
0.01,152,4.766222,4.31731272,-2.50084519,-2.5,4.77009344,3.62385011,4.78808451,-2.5,-2.50084519,3.62385011,0,3.62385011,-2.5,-2.5,4,3,0
0.01,153,4.76581621,4.31256342,-2.50060248,-2.5,4.7699275,3.62385011,4.78157902,-2.5,-2.50060248,3.62385011,0,3.62385011,-2.5,-2.5,5,3,0
